"TID","RU"
"TID_SPEC_ABI_MEDIKIT","Аптечка"
"TID_SPEC_ABI_MEDIKIT_DESC","Шелли мгновенно восстанавливает <c00cc00><VALUE2></c> очков здоровья, когда его уровень падает ниже <c00cc00><VALUE1> %.</c> Аптечка перезаряжается за <c00cc00><VALUE3></c> с."
"TID_SPEC_ABI_IMMUNE_TO_CC","Камень"
"TID_SPEC_ABI_IMMUNE_TO_CC_DESC","Теперь на Сэнди не действует ни отбрасывание назад, ни замедление, ни оглушение."
"TID_SPEC_ABI_CURE_DEBUFFS","Звукотерапия"
"TID_SPEC_ABI_CURE_DEBUFFS_DESC","Атака Поко нейтрализует эффект замедления, оглушения, яда или горения, действующий на товарищей по команде."
"TID_SPEC_ABI_SHIELD_HOMERUN","Полная готовность"
"TID_SPEC_ABI_SHIELD_HOMERUN_DESC","Когда шкала хоум-рана заряжена полностью, весь получаемый Биби урон уменьшается на <c00cc00><VALUE1> %.</c>"
"TID_SPEC_ABI_WHIRLWIND_SHIELD","Защитный пируэт"
"TID_SPEC_ABI_WHIRLWIND_SHIELD_DESC","Пока Супер Карла действует, весь наносимый ему урон уменьшается на <c00cc00><VALUE2> %.</c>"
"TID_SELFHELP_UNAVAILABLE","Раздел помощи и поддержки сейчас недоступен. Пожалуйста, попробуйте позже."
"TID_SPEC_ABI_LONGER_DASH","Свернувшаяся змея"
"TID_SPEC_ABI_LONGER_DASH_DESC","У Мортиса появляется шкала прыжка! Зарядив ее, он прыгает на <c00cc00><VALUE1> %</c> дальше. Зарядка идёт <c00cc00><VALUE3></c> с. и начинается только после заполнения шкалы атаки."
"TID_BO_MECHA_SKIN","БО-МЕХА"
"TID_BO_MECHA_SKIN_SHOP","БО-МЕХА\n"
"TID_CROW_MECHA_SKIN","ВОРОН-МЕХА"
"TID_CROW_MECHA_SKIN_SHOP","ВОРОН-МЕХА\n"
"TID_MIKE_ROBO_SKIN","РОБОМАЙК"
"TID_MIKE_ROBO_SKIN_SHOP","РОБОМАЙК\n"
"TID_SPIKE_ROBO_SKIN","РОБОСПАЙК"
"TID_SPIKE_ROBO_SKIN_SHOP","РОБОСПАЙК\n"
"TID_BO_MECHA_GOLD_SKIN","ЗОЛОТОЙ БО-МЕХА"
"TID_BO_MECHA_GOLD_SKIN_SHOP","ЗОЛОТОЙ\nБО-МЕХА"
"TID_CROW_MECHA_GOLD_SKIN","ЗОЛОТОЙ ВОРОН‑МЕХА"
"TID_CROW_MECHA_GOLD_SKIN_SHOP","ЗОЛОТОЙ\nВОРОН-МЕХА"
"TID_BO_MECHA_LIGHT_SKIN","СВЕТЛЫЙ БО-МЕХА"
"TID_BO_MECHA_LIGHT_SKIN_SHOP","СВЕТЛЫЙ\nБО-МЕХА"
"TID_CROW_MECHA_NIGHT_SKIN","ТЁМНЫЙ ВОРОН-МЕХА"
"TID_CROW_MECHA_NIGHT_SKIN_SHOP","ТЕМНЫЙ\nВОРОН-МЕХА"
"TID_BULL_LINEBACKER_SKIN","ПОЛУЗАЩИТНИК БУЛЛ"
"TID_BULL_LINEBACKER_SKIN_SHOP","ПОЛУЗАЩИТНИК\nБУЛЛ"
"TID_COLT_OUTLAW_SKIN","БАНДИТ КОЛЬТ"
"TID_COLT_OUTLAW_SKIN_SHOP","БАНДИТ\nКОЛЬТ"
"TID_CARL_HOG_RIDER_SKIN","ВСАДНИК НА КАБАНЕ КАРЛ"
"TID_CARL_HOG_RIDER_SKIN_SHOP","ВСАДНИК НА КАБАНЕ\nКАРЛ"
"TID_SKIN_INFO_ANIM_SOUND_FX_VOICE","— особую модель бойца;\n— особые эффекты;\n— особую анимацию;\n— особое звуковое сопровождение;\n— особый голос."
"TID_SHOP_OFFER_STAR_SKIN_LABEL","ЗВЁЗДНЫЙ СКИН"
"TID_WANTED_15","Догонялки на пляже"
"TID_WANTED_16","Тепловой удар"
"TID_WANTED_17","Раскалённый песок"
"TID_BANKHEIST_16","Пляжные бездельники"
"TID_BANKHEIST_17","Сокровища на песке"
"TID_BANKHEIST_18","Горячая кукуруза"
"TID_BANKHEIST_18B","Восьмёрка"
"TID_BALL_22","Пляжный волейбол"
"TID_BALL_23","Солнечный футбол"
"TID_BALL_24","Бег босиком"
"TID_BALL_25","Летние игры"
"TID_STARPOINTSGAINED","Списанные трофеи (<TOTALDECAY>) превратились в звёздные очки (<STARPOINTSGAINED>)"
"TID_TROPHIES_LOST","Списано трофеев: <AMOUNT>"
"TID_TROPHIES_CONVERTED","Звёздных очков за списанные трофеи: <AMOUNT>"
"TID_IAP_SOM_PACK_1","Летняя акция"
"TID_IAP_SOM_PACK_2","Летняя акция"
"TID_IAP_SOM_PACK_3","Летняя акция"
"TID_IAP_SOM_PACK_4","Летняя акция"
"TID_IAP_AUGUST_PACK_1","Летняя акция"
"TID_IAP_AUGUST_PACK_2","ЛЕТО, ПРОЩАЙ!"
"TID_IAP_FLASH_PACK_1","ДОБАВКА"
"TID_IAP_FLASH_PACK_2","БОЛЬШАЯ ВЫГОДА"
"TID_IAP_MOON_19_PACK_1","ПРАЗДНИК ЛУНЫ"
"TID_IAP_MOON_19_PACK_2","ПРАЗДНИК ЛУНЫ"
"TID_SPEC_ABI_RESURRECT","Новая жизнь"
"TID_SPEC_ABI_RESURRECT_DESC","Пав в бою в первый раз, 8-БИТ воскресает мгновенно."
"TID_SPEC_ABI_GROW_FROM_DAMAGE","Будь здоров"
"TID_SPEC_ABI_GROW_FROM_DAMAGE_DESC","Шкала мощи заполняется вместе с зарядкой Супера. Полная шкала увеличивает максимальное количество очков здоровья на <c00cc00><VALUE1>.</c> Пав в бою, Эль Примо теряет это преимущество."
"TID_SPEC_ABI_ARMOR","Бронежилет"
"TID_SPEC_ABI_ARMOR_DESC","Жилет поглощает первые <c00cc00><VALUE1></c> очков урона. Пав в бою, Кольт получает новый жилет. Желтая шкала отражает прочность жилета."
"TID_SPEC_ABI_WALKING_TURRET","На выгуле"
"TID_SPEC_ABI_WALKING_TURRET_DESC","Скраппи повсюду следует за Джесси."
"TID_SPEC_SHIELD_ULTI","Щит"
"TID_SPEC_SHIELD_ULTI_DESC","Когда Супер Брока заряжен полностью и не используется, у Брока появляется щит. Этот щит снижает наносимый Броку урон на <c00cc00><VALUE1> %.</c>"
"TID_SPEC_ABI_PET","Лети, птичка!"
"TID_SPEC_ABI_PET_DESC","Динамайк сражается вместе со своей птицей!"
"TID_SPEC_ABI_DAMAGE_ULTI","Волшебный пендель"
"TID_SPEC_ABI_DAMAGE_ULTI_DESC","Когда Супер Джина заряжен полностью, его атака наносит на <c00cc00><VALUE1></c> единиц урона больше."
"TID_ARCADE","8-БИТ"
"TID_ARCADE_DESC","8-БИТ похож на ходячий игровой автомат. Он стреляет лучами из бластера, а его Супер усиливает урон товарищей по команде!"
"TID_ARCADE_SHORT_DESC","СТРЕЛОК"
"TID_ARCADE_WEAPON","ЛУЧЕВОЙ БЛАСТЕР"
"TID_ARCADE_ULTI","УСИЛИТЕЛЬ УРОНА"
"TID_ARCADE_WEAPON_DESC","Бластер стреляет лучами средней дальности и большой кучности. При попадании по противнику лучи наносят урон."
"TID_ARCADE_ULTI_DESC","Устанавливает турель, которая повышает урон всех товарищей по команде, попавших в зону её действия."
"TID_STAT_DAMAGE_BOOST","Усиление урона"
"TID_HERO_INFO_ABILITY_POWER_PERCENT","<BASEPOW> %"
"TID_STAT_DAMAGE_PER_BEAM","Урон от луча"
"TID_SPEC_ABI_LARGER_AREA_ULTI","Усиленный усилитель"
"TID_SPEC_ABI_LARGER_AREA_ULTI_DESC","Радиус действия усилителя урона увеличивается на <c00cc00><VALUE1> %.</c>"
"TID_DAMAGE_BOOSTER_HEALTH","Здоровье усилителя урона"
"TID_BEST_VALUE_DISCOUNT","СКИДКА\n<VALUE> %"
"TID_BEST_VALUE_EXTRA","НА <VALUE> %\nБОЛЬШЕ"
"TID_BEST_VALUE_BONUS","БОНУС\n<VALUE> %"
"TID_PROMOCODE_PACK","Набор по промокоду"
"TID_DIAMONDS","Кристаллы"
"TID_BATTLE_ROYALE_22A","Дикий пик"
"TID_BATTLE_ROYALE_23A","Возмутители спокойствия"
"TID_BATTLE_ROYALE_24A","Пустошь"
"TID_GOLDRUSH_24A","Роял-флеш"
"TID_WANTED_17A","Заросший оазис"
"TID_BALL_14A","Филдгол"
"TID_BALL_15A","На всех парах"
"TID_SHOP_LABEL_BEST_VALUE","ВЫГОДНЕЕ ВСЕГО"
"TID_SHOP_LABEL_MOST_POPULAR","ПОПУЛЯРНЕЕ ВСЕГО"
"TID_SHOP_LABEL_POPULAR","ПОПУЛЯРНО"
"TID_SHOP_LABEL_PERCENT_BONUS","БОНУС <VALUE> %"
"TID_SHOP_LABEL_PERCENT_EXTRA","НА <VALUE> % <cFFDB4F>БОЛЬШЕ</c>"
"TID_BATTLE_ROYALE_25A","Выживание на острове"
"TID_BATTLE_ROYALE_26A","Горячка"
"TID_BATTLE_ROYALE_27A","Удар в полёте"
"TID_BATTLE_ROYALE_28A","Хорошо там, где нас нет"
"TID_PIPER_PINK_SKIN","РОЗОВАЯ ПАЙПЕР"
"TID_PIPER_PINK_SKIN_SHOP","РОЗОВАЯ\nПАЙПЕР"
"TID_TARA_BLUE_SKIN","ИНДИГО ТАРА"
"TID_TARA_BLUE_SKIN_SHOP","ИНДИГО\nТАРА"
"TID_8BIT_CLASSIC_SKIN","КЛАССИЧЕСКИЙ 8‑БИТ"
"TID_8BIT_CLASSIC_SKIN_SHOP","КЛАССИЧЕСКИЙ\n8-БИТ"
"TID_LEON_SHARK_SKIN","ЛЕОН-АКУЛА"
"TID_LEON_SHARK_SKIN_SHOP","ЛЕОН-АКУЛА\n"
"TID_BATTLE_ROYALE_29A","Гром в раю"
"TID_BATTLE_ROYALE_30A","Критический момент"
"TID_BATTLE_ROYALE_31A","Раздел территории"
"TID_BALL_16A","Слалом напролом"
"TID_BALL_17A","Тернистый путь"
"TID_BALL_18A","Сильный удар"
"TID_BALL_19A","Флайбол"
"TID_BALL_20A","Вверх тормашками"
"TID_IAP_INFO_MORE_INFO_BTN","자세히보기"
"TID_SANDSTORM","СЭНДИ"
"TID_GAME_MODE_14","ПЕРЕХВАТ"
"TID_GAME_MODE_14_DESC","Нанеси больше урона боссу, чем остальные игроки. Чем больше урона ты нанесешь, тем выше будет твоё место по итогам боя.\n\nСобирай кубики усилений, чтобы увеличить здоровье и урон, — во время боя они будут появляться тут и там!"
"TID_BOSS_RACE_INTRO_TEXT","Нанеси как можно больше урона боссу!"
"TID_EVENT_POPUP_GMV_LABEL_ALL_VS_ALL","Все против всех"
"TID_BOSS_RACE_1","Последний рубеж"
"TID_BOSS_RACE_IN_LEAD","Ты впереди!"
"TID_BOSS_RACE_DOING_GOOD","Продолжай в том же духе!"
"TID_BOSS_RACE_DOING_OK","Получается неплохо!"
"TID_BOSS_RACE_DOING_BAD","Нанеси больше урона боссу!"
"TID_SHOP_SCID_SKIN_OFFER_TITLE","ПОДКЛЮЧИСЬ К SUPERCELL ID И ПОЛУЧИ СКИН «<NAME>» <c<COLOR>>В ПОДАРОК!</c>"
"TID_SHOP_SCID_SKIN_OFFER_DESC","SUPERCELL ID"
"TID_SHOP_SCID_SKIN_OFFER_CLAIM","ПОДКЛЮЧИТЬ"
"TID_GAME_MODE_15","ОДИНОКАЯ ЗВЕЗДА"
"TID_GAME_MODE_15_DESC","Собирай звёзды, побеждая противников. С каждой победой награда за твою голову увеличивается на одну звезду, пока не достигнет семи звёзд.\n\nПо истечении времени побеждает игрок, набравший больше звёзд."
"TID_SOLO_BOUNTY_IN_LEAD","Ты впереди!"
"TID_SOLO_BOUNTY_DOING_GOOD","Продолжай в том же духе!"
"TID_SOLO_BOUNTY_DOING_OK","Получается неплохо!"
"TID_SOLO_BOUNTY_DOING_BAD","Нужно больше звёзд!"
"TID_SANDSTORM_SHORT_DESC","ПОДДЕРЖКА"
"TID_SANDSTORM_DESC","Сэнди — это боец с хроническим недосыпом, способный управлять стихией земли: забрасывает врага колючим гравием и прячет товарищей за песчаной завесой."
"TID_SANDSTORM_WEAPON","Гравий"
"TID_SANDSTORM_WEAPON_DESC","Сэнди забрасывает врагов колючим гравием. Ай!"
"TID_SANDSTORM_ULTI","Песчаная буря"
"TID_SANDSTORM_ULTI_DESC","Сэнди призывает песчаную бурю и прячет в ней товарищей по команде на <time> с."
"TID_STAT_SANDSTORM","Песчаная буря"
"TID_SPEC_ABI_SANDSTORM_DOT","Вредный песок"
"TID_SPEC_ABI_SANDSTORM_DOT_DESC","Песчаная буря также наносит врагам <c00cc00><VALUE1></c> очков урона в секунду."
"TID_SPEC_ABI_SANDSTORM_HOT","Целебный ветер"
"TID_SPEC_ABI_SANDSTORM_HOT_DESC","Песчаная буря также восстанавливает товарищам <c00cc00><VALUE1></c> очков здоровья в секунду."
"TID_SHOP_SKIN_SALE","РАСПРОДАЖА СКИНОВ"
"TID_IAP_B2S_19_PACK_1","СНОВА В ШКОЛУ!"
"TID_IAP_B2S_19_PACK_2","СНОВА В ШКОЛУ!"
"TID_IAP_B2S_19_PACK_3","СНОВА В ШКОЛУ!"
"TID_GENE_PIRATE_SKIN","ПИРАТ ДЖИН"
"TID_GENE_PIRATE_SKIN_SHOP","ПИРАТ\nДЖИН"
"TID_BARLEY_RED_WIZARD_SKIN","АЛЫЙ ВОЛШЕБНИК БАРЛИ"
"TID_BARLEY_RED_WIZARD_SKIN_SHOP","АЛЫЙ ВОЛШЕБНИК\nБАРЛИ"
"TID_SANDY_SLEEPY_SKIN","СОННЫЙ СЭНДИ"
"TID_SANDY_SLEEPY_SKIN_SHOP","СОННЫЙ\nСЭНДИ"
"TID_BOSS_RACE_2","Операция «Босс»"
"TID_BOSS_RACE_3","Заклятые друзья"
"TID_BOSS_RACE_4","Набирая обороты"
"TID_BOSS_RACE_5","Тренировочный монтаж"
"TID_BOSS_RACE_6","Безумный лабиринт"
"TID_BOSS_RACE_7","Шуточная потасовка"
"TID_SHOP_SKIN_NEW_RELEASE","НОВИНКА!"
"TID_SEASON_END_OFFER","АКЦИЯ К КОНЦУ СЕЗОНА"
"TID_IAP_OCTOBER_OFFER","ОКТЯБРЬСКАЯ АКЦИЯ"
"TID_IAP_MONDAY_OFFER","СКРАСИТЬ ПОНЕДЕЛЬНИК"
"TID_IAP_VERY_SPECIAL_OFFER","ОЧЕНЬ ОСОБАЯ АКЦИЯ"
"TID_IAP_IKE_ROYALE","ИКЕ ROYALE"
"TID_IAP_COIN_SHOWER","ЛАВИНА МОНЕТ"
"TID_MUMMY","ЭМЗ"
"TID_ADDITIONAL_GEM_TOOLTIP_FOR_JAPAN","\n\nКупленные кристаллы: <PAID>\nБесплатные кристаллы: <FREE>\nВсего: <TOTAL>"
"TID_RANK","Место: <val> из 10"
"TID_SOLO_BOUNTY_NO_RANK","Побеждай бойцов и получай звёзды!"
"TID_BOSS_RACE_NO_RANK","Нанеси урон боссу!"
"TID_MUMMY_SHORT_DESC","ВОИН"
"TID_MUMMY_DESC","Эмз атакует, разбрызгивая лак для волос, облака которого наносят урон с течением времени. Её Супер замедляет врагов."
"TID_MUMMY_WEAPON","Спрей"
"TID_MUMMY_WEAPON_DESC","Эмз заливает все вокруг лаком для волос! Он такой едкий, что может расплавить лицо."
"TID_MUMMY_ULTI","Жгучая харизма"
"TID_MUMMY_ULTI_DESC","Эмз окружает себя ядовитым облаком, которое замедляет врагов и наносит им урон."
"TID_STAT_MUMMY","Эмз"
"TID_SPEC_ABI_TICK_DMG_GROW","Плохая карма"
"TID_SPEC_ABI_TICK_DMG_GROW_DESC","Урон, получаемый врагами в облаках ядовитого лака Эмз, возрастает на <c00cc00><VALUE1> %</c> с каждым ударом."
"TID_SPEC_ABI_HEAL_SUPER_DMG","Хайп"
"TID_SPEC_ABI_HEAL_SUPER_DMG_DESC","Эмз восстанавливает <c00cc00><VALUE1></c> очков здоровья в секунду за каждого вражеского бойца в зоне действия её Супера."
"TID_FRIEND_ADD_YOUR_ID","Твой ID: <ID>"
"TID_FRIEND_ADD_BUTTON","ДОБАВИТЬ\nДРУГА"
"TID_FRIEND_ADD_BUTTON_SHORT","ДОБАВИТЬ"
"TID_FRIEND_ADD_DEFAULT_TEXT","Введи ID игрока"
"TID_FRIEND_ADD_CODE_SENT","Предложение отправлено"
"TID_FRIEND_ADD_CODE_INVALID","Недействительный ID игрока!"
"TID_IAP_CYBER_WEEK_19_1","АКЦИЯ КИБЕРНЕДЕЛИ"
"TID_IAP_CYBER_WEEK_19_2","АКЦИЯ КИБЕРНЕДЕЛИ"
"TID_IAP_CYBER_WEEK_19_3","АКЦИЯ КИБЕРНЕДЕЛИ"
"TID_IAP_GSTAR2019_FINALS","НАБОР МИРОВОГО ФИНАЛА"
"TID_IAP_BRAWLOWEEN_19_1","ХЕЛЛОУИН!"
"TID_IAP_BRAWLOWEEN_19_2","КОНФЕТЫ... ИЛИ МОНЕТЫ?"
"TID_IAP_BRAWLOWEEN_19_3","ВСЕ СКИНЫ!"
"TID_IAP_ARABIC_19_1","ИГРАЙ НА АРАБСКОМ"
"TID_IAP_ARABIC_19_2","ИГРАЙ НА АРАБСКОМ"
"TID_EVENT_MODIFIER_8","БОСС С ЛАЗЕРАМИ"
"TID_EVENT_MODIFIER_DESC_8","Босс стреляет лазерными лучами."
"TID_EVENT_MODIFIER_9","БОСС С ЦЕПНОЙ МОЛНИЕЙ"
"TID_EVENT_MODIFIER_DESC_9","Босс стреляет цепными молниями."
"TID_EVENT_MODIFIER_10","БОСС С РАКЕТАМИ"
"TID_EVENT_MODIFIER_DESC_10","Босс стреляет ракетами."
"TID_STAT_DAMAGE_PER_HALF_SECOND","Урон в 0,5 секунды"
"TID_FRIENDS_PAGE_BUTTON_INVITE","ПРИГЛАСИТЬ"
"TID_TEAM_ROOM_CODE","Код команды:"
"TID_TEAM_ROOM_CODE_SHORT","КОМАНДА:\n<NUM>"
"TID_FRIENDS_PAGE_SOCIAL_NETWORKS","СОЦИАЛЬНЫЕ СЕТИ"
"TID_CLAN_TAB_MEMBERS","Участники: <NUM> из <TOTAL>"
"TID_CLAN_TAB_CHAT","Чат"
"TID_SHELLY_WITCH_SKIN","ВЕДЬМА ШЕЛЛИ"
"TID_SHELLY_WITCH_SKIN_SHOP","ВЕДЬМА\nШЕЛЛИ"
"TID_LEON_WEREWOLF_SKIN","ОБОРОТЕНЬ ЛЕОН"
"TID_LEON_WEREWOLF_SKIN_SHOP","ОБОРОТЕНЬ\nЛЕОН"
"TID_PIPER_CALAVERA_SKIN","КАЛАВЕРА ПАЙПЕР"
"TID_PIPER_CALAVERA_SKIN_SHOP","КАЛАВЕРА\nПАЙПЕР"
"TID_FRANK_DJ_SKIN","ДИДЖЕЙ ФРЭНК"
"TID_FRANK_DJ_SKIN_SHOP","ДИДЖЕЙ\nФРЭНК"
"TID_JESSIE_DARK_KNIGHT_SKIN","ТЁМНЫЙ РЫЦАРЬ ДЖЕССИ"
"TID_JESSIE_DARK_KNIGHT_SKIN_SHOP","ТЁМНЫЙ РЫЦАРЬ\nДЖЕССИ"
"TID_SKIN_FEATURE_MODEL","— особую модель бойца."
"TID_SKIN_FEATURE_PET","— особую модель компаньона."
"TID_SKIN_FEATURE_TURRET","— особую модель турели."
"TID_SKIN_FEATURE_VFX","— особые эффекты."
"TID_SKIN_FEATURE_ANIM","— особую анимацию."
"TID_SKIN_FEATURE_SFX","— особое звуковое сопровождение."
"TID_SKIN_FEATURE_VOICE","— особый голос."
"TID_SKIN_FEATURE_TEXTURE","— особый материал."
"TID_SKIN_FEATURE_COLOR","— особые цвета."
"TID_HINT_44","В СИЛОВОЙ ГОНКЕ подбор противников основан на твоём текущем количестве очков в сезоне СИЛОВОЙ ГОНКИ."
"TID_OPTIONAL_OR","ИЛИ"
"TID_LONESTAR_01","Затерянный источник"
"TID_LONESTAR_02","На берегу"
"TID_LONESTAR_03","Угроза безопасности"
"TID_LONESTAR_04","Краденая слава"
"TID_LONESTAR_05","Цветная капуста"
"TID_LONESTAR_06","На краю гибели"
"TID_LONESTAR_07","Вальс в одиночку"
"TID_LONESTAR_08","Перекрёстки"
"TID_BOSS_RACE_8","Пик нефти"
"TID_BOSS_RACE_9","Ловкий ход"
"TID_BOSS_RACE_10","Металлолом"
"TID_BOSS_RACE_11","Фанки-панк"
"TID_BOSS_RACE_12","Боевая позиция"
"TID_BOSS_RACE_13","Крокодилий переулок"
"TID_BOSS_RACE_14","Жёсткая штучка"
"TID_CONTACT_US_WELCOME_TEXT","Здравствуйте!"
"TID_TEAM_CHAT_POPUP_INVITE","ПРИГЛАСИТЬ"
"TID_IAPS_NOT_READY","Акции ещё не загрузились. Попробуй зайти попозже."
"TID_IAP_NOT_FOUND","Товар не найден."
"TID_TEAM_LOG_TAB","ДАННЫЕ КОМАНДЫ"
"TID_TEAM_LOG_TITLE","ДАННЫЕ КОМАНДЫ"
"TID_LEON_SALLY_SKIN","ЛЕОН SALLY"
"TID_LEON_SALLY_SKIN_SHOP","ЛЕОН\nSALLY"
"TID_CARL_LEONARD_SKIN","КАРЛ LEONARD"
"TID_CARL_LEONARD_SKIN_SHOP","КАРЛ\nLEONARD"
"TID_EL_PRIMO_BROWN_SKIN","ЭЛЬ BROWN"
"TID_EL_PRIMO_BROWN_SKIN_SHOP","ЭЛЬ BROWN"
"TID_PLAYER_CTX_SEND_FRIEND_REQUEST","ПРЕДЛОЖИТЬ ДРУЖИТЬ"
"TID_PLAYER_CTX_PROFILE","ПРОФИЛЬ"
"TID_PLAYER_CTX_KICK","ВЫГНАТЬ"
"TID_EMOJIS_TITLE","ЭМОДЗИ"
"TID_SHOP_OFFER_TITLE_NEW_BRAWLER","НОВЫЙ БОЕЦ"
"TID_SHOP_OFFER_TITLE_NEW_SKIN","НОВЫЙ СКИН"
"TID_SHOP_OFFER_TITLE_BRAWLIDAYS_GIFT","ПОДАРОК К ПРАЗДНИКУ"
"TID_LONESTAR_09","Все четыре стороны"
"TID_EXTRA_COPYRIGHT","\nАвторские права на BROWN & FRIENDS принадлежат LINE.\n"
"TID_ESTIMATED_MAINENANCE_TIME","Осталось примерно <TIME>"
"TID_IAP_XMAS_19_0","ТА САМАЯ ПОРА"
"TID_IAP_XMAS_19_1","С ПРАЗДНИКАМИ!"
"TID_IAP_XMAS_19_2","С ПРАЗДНИКАМИ!"
"TID_IAP_XMAS_19_3","С ПРАЗДНИКАМИ!"
"TID_IAP_XMAS_19_4","С ПРАЗДНИКАМИ!"
"TID_IAP_COINPACK_11_19","ЗВОНКИЕ МОНЕТЫ"
"TID_IAP_NEWYEAR_20","С НОВЫМ ГОДОМ!"
"TID_SKIN_INFO_CAMPAIGN_4_NOT_AVAILABLE","Скин BROWN & FRIENDS"
"TID_HOME_PAGE_PENDING_DONATION","ВАЖНОЕ\nСООБЩЕНИЕ"
"TID_SETTINGS_BLOCK_FRIEND_REQUESTS","БЛОКИРОВАТЬ ПРЕДЛОЖЕНИЯ ДРУЖИТЬ"
"TID_SPAWNER_DUDE","МИСТЕР П."
"TID_BEE_SNIPER","БЕА"
"TID_BEE_SNIPER_SHORT_DESC","СТРЕЛОК"
"TID_BEE_SNIPER_DESC","Беа нравятся букашки и обнимашки. Она атакует с расстояния дронами, а её Супер вызывает армию разъярённых пчёл!"
"TID_BEE_SNIPER_WEAPON","ДЛИННОЕ ЖАЛО"
"TID_BEE_SNIPER_WEAPON_DESC","Когда дальнобойный дрон Беа достигает цели, следующая атака получает суперзаряд и наносит эпический урон!"
"TID_BEE_SNIPER_ULTI","ЖЕЛЕЗНЫЙ УЛЕЙ"
"TID_BEE_SNIPER_ULTI_DESC","Беа выпускает рой дронов, которые замедляют любого противника, оказавшегося у них на пути."
"TID_SPEC_ABI_BEE_SNIPER_1","Мгновенная перезарядка"
"TID_SPEC_ABI_BEE_SNIPER_1_DESC","Один раз мгновенно заряжает основную атаку, если Беа промахивается во время суперзаряженной атаки."
"TID_SPEC_ABI_BEE_SNIPER_2","Медовая броня"
"TID_SPEC_ABI_BEE_SNIPER_2_DESC","Беа избежит неминуемой гибели с 1 очком здоровья, получив на миг щит. Сила станет доступна снова, если Беа падет в бою."
"TID_SPEEDY","МАКС"
"TID_SPEEDY_SHORT_DESC","ПОДДЕРЖКА"
"TID_SPEEDY_DESC","Макс невероятно быстра! Она стреляет из скорострельного бластера, а её Супер ускоряет её саму и товарищей по команде!"
"TID_SPEEDY_WEAPON","УСКОРЕННЫЙ БЛАСТЕР"
"TID_SPEEDY_WEAPON_DESC","Скорострельный бластер Макс стреляет залпами! Он вмещает много боеприпасов и очень быстро перезаряжается."
"TID_SPEEDY_ULTI","ПОГНАЛИ!"
"TID_SPEEDY_ULTI_DESC","Макс на мгновение увеличивает скорость передвижения себе и товарищам рядом. Времени в обрез!"
"TID_SPEC_ABI_SPEEDY_1","Суперзарядка"
"TID_SPEC_ABI_SPEEDY_1_DESC","Макс заряжает Супер, когда находится в движении."
"TID_SPEC_ABI_SPEEDY_2","Стрельба на бегу"
"TID_SPEC_ABI_SPEEDY_2_DESC","Макс перезаряжает оружие быстрее, когда находится в движении."
"TID_SPEEDY_ULTI_STAT","Погнали!"
"TID_HOMER","ГОМЕР"
"TID_QUICK_MESSAGE_CHOOSE_BRAWLER","Нам нужен боец..."
"TID_QUICK_MESSAGE_CHOOSE_MODE","Давай играть..."
"TID_QUICK_MESSAGE_CHOOSE_FRIENDLY_LOCATION","Давай играть..."
"TID_QUICK_MESSAGE_CHANGE_BRAWLERS","Давай сменим бойцов!"
"TID_QUICK_MESSAGE_GOOD_GAME","Хорошая игра!"
"TID_QUICK_MESSAGE_PLAY_AGAIN","Сыграем ещё?"
"TID_QUICK_MESSAGE_WELL_PLAYED","Отличная игра!"
"TID_QUICK_MESSAGE_WOW","Ого!"
"TID_QUICK_MESSAGE_OK","OK!"
"TID_QUICK_MESSAGE_GOTTA_GO","Мне пора. Удачи!"
"TID_QUICK_MESSAGE_CHANGE_MODE","Давай сменим игровой режим!"
"TID_QUICK_MESSAGE_BYE","Пока!"
"TID_QUICK_MESSAGE_CLOSE_MATCH","Получилось!"
"TID_QUICK_MESSAGE_READY","Готово?"
"TID_QUICK_MESSAGE_READY_GO","Готово? Поехали!"
"TID_QUICK_MESSAGE_HI","Привет!"
"TID_QUICK_MESSAGE_NEED_BREAK","Перерыв!"
"TID_QUICK_MESSAGE_NEED_TO_GO","Пора бежать. Удачи!"
"TID_QUICK_MESSAGE_THANKS","Спасибо!"
"TID_QUICK_MESSAGE_SORRY","Извини!"
"TID_QUICK_MESSAGE_OOPS","Ой!"
"TID_QUICK_MESSAGE_SUGGEST_BRAWLER","<c<COLOR>><NAME></c> — можешь взять этого бойца?"
"TID_QUICK_MESSAGE_SUGGEST_STARPOWER","Можешь взять звёздную силу <c<COLOR>>«<NAME>»?</c>"
"TID_QUICK_MESSAGE_SUGGEST_MODE","Давай сыграем в режиме <c<COLOR>>«<NAME>»!</c>"
"TID_QUICK_MESSAGE_ASK_BRAWLER","Какого бойца мне взять?"
"TID_QUICK_MESSAGE_ASK_MODE","Какое событие выберем?"
"TID_PLAYER_CTX_SUGGEST_BRAWLER_SHORT","ПРЕДЛОЖИТЬ"
"TID_PLAYER_CTX_SUGGEST_CANCEL","ОТМЕНИТЬ ПРЕДЛОЖЕНИЕ"
"TID_SUGGEST_BRAWLER_TITLE_SHORT","ПРЕДЛОЖИТЬ БОЙЦА"
"TID_SUGGEST_BRAWLER_TITLE","ПРЕДЛОЖЕНИЕ БОЙЦА ИГРОКУ <NAME>"
"TID_SUGGEST_EVENT_TITLE","ПРЕДЛОЖЕНИЕ СОБЫТИЯ"
"TID_SUGGEST_EVENT_BUTTON_SHORT","ПРЕДЛОЖИТЬ"
