"TID","CN"
"TID_SPEC_ABI_SUPER_SLOW","黏性泡泡"
"TID_SPEC_ABI_SUPER_SLOW_DESC","被比比超级技能命中的敌人将会减速<c00cc00><VALUE1></c>秒！"
"TID_SPEC_ABI_DAMAGE_BUFF_SUPER","尖刺拳套"
"TID_SPEC_ABI_DAMAGE_BUFF_SUPER_DESC","超级技能生效期间，罗莎的普通攻击伤害提升<c00cc00><VALUE1></c>。"
"TID_SPEC_ABI_STUN_TRAP","捕熊陷阱"
"TID_SPEC_ABI_STUN_TRAP_DESC","阿渤扔出的爆炸陷阱不再击退敌人，而是会将敌人击晕<c00cc00><VALUE1></c>秒！"
"TID_SPEC_ABI_TURRET_ELECTRICITY","脉冲炮台"
"TID_SPEC_ABI_TURRET_ELECTRICITY_DESC","杰西的炮台现在能够发射能量球。能量球能在多个敌人间弹射，弹射距离为正常射程的<c00cc00><VALUE1>%</c>。"
"TID_SPEC_EXTRA_BULLET","四号火箭"
"TID_SPEC_EXTRA_BULLET_DESC","布洛克在他的火箭筒里装上第四发火箭，增加他的弹药携带量（并且丢掉原来放在四号发射管里的热水瓶）。"
"TID_SPEC_ABI_SPIKES_LOW_HEALTH","尖刺四射"
"TID_SPEC_ABI_SPIKES_LOW_HEALTH_DESC","当斯派克生命值低于<c00cc00><VALUE1>%</c>时，他将不断发射尖刺，每发造成<c00cc00><VALUE2></c>伤害！"
"TID_SPEC_ABI_RELOAD_ON_HIT","魔术子弹"
"TID_SPEC_ABI_RELOAD_ON_HIT_DESC","佩佩的普通攻击命中目标时，她将立即恢复<c00cc00><VALUE1></c>格弹药。"
"TID_SPEC_ABI_GAIN_HEALTH","坚韧皮肤"
"TID_SPEC_ABI_GAIN_HEALTH_DESC","弗兰肯的生命值提升<c00cc00><VALUE1></c>。"
"TID_SPEC_ABI_DASH_SHIELD","来去无踪"
"TID_SPEC_ABI_DASH_SHIELD_DESC","莫提斯使用铁铲突击时，他在<c00cc00><VALUE1></c>秒内承受的所有伤害都将降低<c00cc00><VALUE2>%</c>。"
"TID_SPEC_ABI_SUPER_DAMAGE","超强爆破"
"TID_SPEC_ABI_SUPER_DAMAGE_DESC","爆破麦克的超级技能伤害提升<c00cc00><VALUE1></c>。"
"TID_SPEC_ABI_SPEED_LOW_HEALTH","战术撤退"
"TID_SPEC_ABI_SPEED_LOW_HEALTH_DESC","瑞科生命值低于<c00cc00><VALUE2>%</c>时，他的移动速度提升<c00cc00><VALUE1>%</c>！"
"TID_SPEC_ABI_SUPER_RELOAD","翻滚装弹"
"TID_SPEC_ABI_SUPER_RELOAD_DESC","达里尔使用超级技能时，其装弹速度在<c00cc00><VALUE1></c>秒内加倍。"
"TID_SPEC_ABI_DAMAGE_MAIN_ATTACK","毒上加伤"
"TID_SPEC_ABI_DAMAGE_MAIN_ATTACK_DESC","巴利普通攻击的每秒伤害提升<c00cc00><VALUE1></c>。"
"TID_SPEC_ABI_SUPER_HEALS","治愈之手"
"TID_SPEC_ABI_SUPER_HEALS_DESC","吉恩的超级技能碰到队友时会为他们恢复<c00cc00><VALUE1></c>生命值。"
"TID_SPEC_ABI_BLACK_HOLE_HEALER","治疗魅影"
"TID_SPEC_ABI_BLACK_HOLE_HEALER_DESC","塔拉的超级技能现在可以召唤出一个暗影分身，治疗塔拉和她的队友。"
"TID_SPEC_ABI_RECHARGE","快速装填"
"TID_SPEC_ABI_RECHARGE_DESC","迪克的装弹时间缩短<c00cc00><VALUE1>%</c>。"
"TID_SPEC_ABI_CURVEBALL","旋转刺球"
"TID_SPEC_ABI_CURVEBALL_DESC","尖刺手雷发射的尖刺现在会曲线飞行，更容易击中目标。"
"TID_SPEC_ABI_MEDIKIT","快速包扎"
"TID_SPEC_ABI_MEDIKIT_DESC","雪莉的生命值降至<c00cc00><VALUE1>%</c>以下时，将立即恢复<c00cc00><VALUE2></c>生命值。快速包扎的冷却时间为<c00cc00><VALUE3></c>秒。"
"TID_SPEC_ABI_IMMUNE_TO_CC","沙之铠甲"
"TID_SPEC_ABI_IMMUNE_TO_CC_DESC","沙迪现在可以免疫击退、减速和击晕效果。"
"TID_SPEC_ABI_CURE_DEBUFFS","净化之音"
"TID_SPEC_ABI_CURE_DEBUFFS_DESC","波克的普通攻击在命中队友时会解除他们身上的减速、击晕、中毒、燃烧效果。"
"TID_SPEC_ABI_SHIELD_HOMERUN","战斗姿态"
"TID_SPEC_ABI_SHIELD_HOMERUN_DESC","比比的本垒打能量条充满时，她受到的所有伤害降低<c00cc00><VALUE1>%</c>。"
"TID_SPEC_ABI_WHIRLWIND_SHIELD","陀螺防护"
"TID_SPEC_ABI_WHIRLWIND_SHIELD_DESC","卡尔超级技能持续期间，他受到的所有伤害降低<c00cc00><VALUE2>%</c>。"
"TID_SELFHELP_UNAVAILABLE","帮助与支持功能暂不可用，请稍后再试。"
"TID_SPEC_ABI_LONGER_DASH","蝮蛇出洞"
"TID_SPEC_ABI_LONGER_DASH_DESC","莫提斯获得突击能量条！能量条充满后，铁铲突击的距离提升<c00cc00><VALUE1>%</c>。当莫提斯的弹药槽充满时，突击能量条将自动积蓄，并在<c00cc00><VALUE3></c>秒后充能完毕。"
"TID_BO_MECHA_SKIN","机甲阿渤"
"TID_BO_MECHA_SKIN_SHOP","机甲阿渤"
"TID_CROW_MECHA_SKIN","机甲黑鸦"
"TID_CROW_MECHA_SKIN_SHOP","机甲黑鸦"
"TID_MIKE_ROBO_SKIN","机器麦克"
"TID_MIKE_ROBO_SKIN_SHOP","机器麦克"
"TID_SPIKE_ROBO_SKIN","机器斯派克"
"TID_SPIKE_ROBO_SKIN_SHOP","机器斯派克"
"TID_BO_MECHA_GOLD_SKIN","黄金机甲阿渤"
"TID_BO_MECHA_GOLD_SKIN_SHOP","黄金机甲阿渤"
"TID_CROW_MECHA_GOLD_SKIN","黄金机甲黑鸦"
"TID_CROW_MECHA_GOLD_SKIN_SHOP","黄金机甲黑鸦"
"TID_BO_MECHA_LIGHT_SKIN","光明机甲阿渤"
"TID_BO_MECHA_LIGHT_SKIN_SHOP","光明机甲阿渤"
"TID_CROW_MECHA_NIGHT_SKIN","暗夜机甲黑鸦"
"TID_CROW_MECHA_NIGHT_SKIN_SHOP","暗夜机甲黑鸦"
"TID_BULL_LINEBACKER_SKIN","后卫公牛"
"TID_BULL_LINEBACKER_SKIN_SHOP","后卫公牛"
"TID_COLT_OUTLAW_SKIN","亡命徒柯尔特"
"TID_COLT_OUTLAW_SKIN_SHOP","亡命徒柯尔特"
"TID_CARL_HOG_RIDER_SKIN","野猪骑士卡尔"
"TID_CARL_HOG_RIDER_SKIN_SHOP","野猪骑士卡尔"
"TID_SKIN_INFO_ANIM_SOUND_FX_VOICE","- 独特英雄模型\n- 独特特效\n- 独特动画\n- 独特音效\n- 独特配音"
"TID_SHOP_OFFER_STAR_SKIN_LABEL","星光皮肤"
"TID_WANTED_15","沙滩追猎"
"TID_WANTED_16","烈日炎炎"
"TID_WANTED_17","炙热沙滩"
"TID_BANKHEIST_16","海滩寻宝"
"TID_BANKHEIST_17","黄沙珍宝"
"TID_BANKHEIST_18","烫手山芋"
"TID_BANKHEIST_18B","8字公园"
"TID_BALL_22","沙滩足球"
"TID_BALL_23","阳光球场"
"TID_BALL_24","赤足上阵"
"TID_BALL_25","夏日狂欢"
"TID_STARPOINTSGAINED","<TOTALDECAY>奖杯已被转化为<STARPOINTSGAINED>星光点数"
"TID_TROPHIES_LOST","扣除奖杯：<AMOUNT>"
"TID_TROPHIES_CONVERTED","被扣除的奖杯被转化为：<AMOUNT>星光点数"
"TID_IAP_SOM_PACK_1","夏日特惠"
"TID_IAP_SOM_PACK_2","夏日特惠"
"TID_IAP_SOM_PACK_3","夏日特惠"
"TID_IAP_SOM_PACK_4","夏日特惠"
"TID_IAP_AUGUST_PACK_1","夏日特惠"
"TID_IAP_AUGUST_PACK_2","再见吧，夏天"
"TID_IAP_FLASH_PACK_1","加量礼包"
"TID_IAP_FLASH_PACK_2","物超所值"
"TID_IAP_MOON_19_PACK_1","中秋好礼"
"TID_IAP_MOON_19_PACK_2","中秋好礼"
"TID_SPEC_ABI_RESURRECT","复活币"
"TID_SPEC_ABI_RESURRECT_DESC","8比特在对战中首次被击倒后将立即重生。"
"TID_SPEC_ABI_GROW_FROM_DAMAGE","愈战愈勇"
"TID_SPEC_ABI_GROW_FROM_DAMAGE_DESC","艾尔·普里莫为超级技能充能时还将积蓄斗志能量条。当斗志能量条充满后，他的最大生命值将提高<c00cc00><VALUE1></c>。如果艾尔·普里莫被击倒，他将失去已获得的生命值加成。"
"TID_SPEC_ABI_ARMOR","防弹背心"
"TID_SPEC_ABI_ARMOR_DESC","防弹背心能够吸收柯尔特首先受到的<c00cc00><VALUE1></c>伤害。柯尔特被击倒后，他将获得一件新的防弹背心。防弹背心的生命值将显示为黄色生命值条。"
"TID_SPEC_ABI_WALKING_TURRET","忠实跟班"
"TID_SPEC_ABI_WALKING_TURRET_DESC","杰西的炮台现在会跟随杰西移动。"
"TID_SPEC_SHIELD_ULTI","护盾加身"
"TID_SPEC_SHIELD_ULTI_DESC","如果布洛克的超级技能充能完毕但尚未使用，他就会获得一个护盾，使自己受到的伤害降低<c00cc00><VALUE1>%</c>。"
"TID_SPEC_ABI_PET","猛鸟出笼"
"TID_SPEC_ABI_PET_DESC","爆破麦克的小鸟搭档现已加入战斗！"
"TID_SPEC_ABI_DAMAGE_ULTI","灵魂掌掴"
"TID_SPEC_ABI_DAMAGE_ULTI_DESC","在超级技能充能完毕的状态下，吉恩的普通伤害提高<c00cc00><VALUE1></c>。"
"TID_ARCADE","8比特"
"TID_ARCADE_DESC","8比特动作迟缓，活像一台长了腿的街机。他可以发射爆能光束，他的超级技能还能提高友军英雄的攻击伤害！"
"TID_ARCADE_SHORT_DESC","射手"
"TID_ARCADE_WEAPON","爆能光束"
"TID_ARCADE_ULTI","伤害放大器"
"TID_ARCADE_WEAPON_DESC","连续发射多道爆能光束，对命中的敌人造成伤害。爆能光束拥有中等射程和小范围散布。"
"TID_ARCADE_ULTI_DESC","安放一台伤害放大器，提升作用范围内所有友军英雄的伤害输出。"
"TID_STAT_DAMAGE_BOOST","伤害提升"
"TID_HERO_INFO_ABILITY_POWER_PERCENT","<BASEPOW>%"
"TID_STAT_DAMAGE_PER_BEAM","每道光束伤害"
"TID_SPEC_ABI_LARGER_AREA_ULTI","更大更强"
"TID_SPEC_ABI_LARGER_AREA_ULTI_DESC","伤害放大器的作用范围增大<c00cc00><VALUE1>%</c>。"
"TID_DAMAGE_BOOSTER_HEALTH","伤害放大器生命值"
"TID_BEST_VALUE_DISCOUNT","优惠\n<VALUE>%"
"TID_BEST_VALUE_EXTRA","加量\n<VALUE>%"
"TID_BEST_VALUE_BONUS","附赠\n<VALUE>%"
"TID_PROMOCODE_PACK","优惠码礼包"
"TID_DIAMONDS","宝石"
"TID_BATTLE_ROYALE_22A","荒废旋涡"
"TID_BATTLE_ROYALE_23A","蛮荒之地"
"TID_BATTLE_ROYALE_24A","荒郊野岭"
"TID_GOLDRUSH_24A","胜券在握"
"TID_WANTED_17A","葱茏绿洲"
"TID_BALL_14A","绿茵交锋"
"TID_BALL_15A","火速出击"
"TID_SHOP_LABEL_BEST_VALUE","最超值"
"TID_SHOP_LABEL_MOST_POPULAR","最畅销"
"TID_SHOP_LABEL_POPULAR","畅销"
"TID_SHOP_LABEL_PERCENT_BONUS","附赠<VALUE>%"
"TID_SHOP_LABEL_PERCENT_EXTRA","<cFFDB4F>加量</c><VALUE>%"
"TID_BATTLE_ROYALE_25A","求生荒岛"
"TID_BATTLE_ROYALE_26A","酷暑难耐"
"TID_BATTLE_ROYALE_27A","飞身踢击"
"TID_BATTLE_ROYALE_28A","垂涎三尺"
"TID_PIPER_PINK_SKIN","粉红佩佩"
"TID_PIPER_PINK_SKIN_SHOP","粉红佩佩"
"TID_TARA_BLUE_SKIN","蓝鸢塔拉"
"TID_TARA_BLUE_SKIN_SHOP","蓝鸢塔拉"
"TID_8BIT_CLASSIC_SKIN","经典8比特"
"TID_8BIT_CLASSIC_SKIN_SHOP","经典8比特"
"TID_LEON_SHARK_SKIN","鲨鱼里昂"
"TID_LEON_SHARK_SKIN_SHOP","鲨鱼里昂"
"TID_BATTLE_ROYALE_29A","冒险圣地"
"TID_BATTLE_ROYALE_30A","险要路口"
"TID_BATTLE_ROYALE_31A","均匀分布"
"TID_BALL_16A","重重障碍"
"TID_BALL_17A","粗制滥造"
"TID_BALL_18A","大力射门"
"TID_BALL_19A","凌空一脚"
"TID_BALL_20A","倒挂金钩"
"TID_SANDSTORM","沙迪"
"TID_GAME_MODE_14","围攻首领"
"TID_GAME_MODE_14_DESC","争取对首领造成最多伤害。与其他玩家相比，您对首领造成的伤害越多，排名也就越高。\n\n收集能量块，提升您的生命值和攻击伤害。对战期间，能量块会随机出现在地图上！"
"TID_BOSS_RACE_INTRO_TEXT","争取对首领造成最多伤害！"
"TID_EVENT_POPUP_GMV_LABEL_ALL_VS_ALL","混战"
"TID_BOSS_RACE_1","背水一战"
"TID_BOSS_RACE_IN_LEAD","您目前领先！"
"TID_BOSS_RACE_DOING_GOOD","干得好，再接再厉！"
"TID_BOSS_RACE_DOING_OK","还行，继续加油！"
"TID_BOSS_RACE_DOING_BAD","努力对首领造成更多伤害！"
"TID_SHOP_SCID_SKIN_OFFER_TITLE","连接SUPERCELL ID，<c<COLOR>>免费</c>获得<NAME>！"
"TID_SHOP_SCID_SKIN_OFFER_DESC","SUPERCELL ID"
"TID_SHOP_SCID_SKIN_OFFER_CLAIM","连接"
"TID_GAME_MODE_15","孤胆猎人"
"TID_GAME_MODE_15_DESC","击败敌方英雄，收集赏金之星。每击败一名敌方英雄，您头顶的赏金之星都会增加1颗，最多7颗。\n\n对战结束时，获得赏金之星最多的玩家赢得对战。"
"TID_SOLO_BOUNTY_IN_LEAD","您目前领先！"
"TID_SOLO_BOUNTY_DOING_GOOD","干得好，再接再厉！"
"TID_SOLO_BOUNTY_DOING_OK","还行，继续加油！"
"TID_SOLO_BOUNTY_DOING_BAD","努力收集更多赏金之星！"
"TID_SANDSTORM_SHORT_DESC","辅助"
"TID_SANDSTORM_DESC","沙迪饱受睡眠不足之苦，但对沙子的操控出神入化：既能扔出锋利的砂砾攻击敌人，也可以召唤沙暴隐藏队友的行踪。"
"TID_SANDSTORM_WEAPON","飞沙走石"
"TID_SANDSTORM_WEAPON_DESC","沙迪向敌人扔出尖锐且具有穿透性的砂砾，疼疼疼！"
"TID_SANDSTORM_ULTI","障眼沙暴"
"TID_SANDSTORM_ULTI_DESC","沙迪召唤一场持续<time>秒的沙暴，隐藏范围内队友的行踪。"
"TID_STAT_SANDSTORM","障眼沙暴"
"TID_SPEC_ABI_SANDSTORM_DOT","肆虐黄沙"
"TID_SPEC_ABI_SANDSTORM_DOT_DESC","障眼沙暴现在还可以每秒对范围内的敌人造成<c00cc00><VALUE1></c>伤害。"
"TID_SPEC_ABI_SANDSTORM_HOT","复苏之风"
"TID_SPEC_ABI_SANDSTORM_HOT_DESC","障眼沙暴现在还可以每秒为范围内的队友恢复<c00cc00><VALUE1></c>生命值。"
"TID_SHOP_SKIN_SALE","皮肤特惠"
"TID_IAP_B2S_19_PACK_1","换季特惠！"
"TID_IAP_B2S_19_PACK_2","换季特惠！"
"TID_IAP_B2S_19_PACK_3","换季特惠！"
"TID_GENE_PIRATE_SKIN","海盗吉恩"
"TID_GENE_PIRATE_SKIN_SHOP","海盗吉恩"
"TID_BARLEY_RED_WIZARD_SKIN","赤焰巴利"
"TID_BARLEY_RED_WIZARD_SKIN_SHOP","赤焰巴利"
"TID_SANDY_SLEEPY_SKIN","睡衣沙迪"
"TID_SANDY_SLEEPY_SKIN_SHOP","睡衣沙迪"
"TID_BOSS_RACE_2","颐指气使"
"TID_BOSS_RACE_3","亦敌亦友"
"TID_BOSS_RACE_4","厉兵秣马"
"TID_BOSS_RACE_5","浮光掠影"
"TID_BOSS_RACE_6","迷宫乱象"
"TID_BOSS_RACE_7","无谓僵局"
"TID_SHOP_SKIN_NEW_RELEASE","全新推出！"
"TID_SEASON_END_OFFER","赛季结束礼包"
"TID_IAP_OCTOBER_OFFER","十月特惠"
"TID_IAP_MONDAY_OFFER","元气满满"
"TID_IAP_VERY_SPECIAL_OFFER","非常特惠"
"TID_IAP_IKE_ROYALE","更上层楼"
"TID_IAP_COIN_SHOWER","堆金如山"
"TID_MUMMY","艾魅"
"TID_ADDITIONAL_GEM_TOOLTIP_FOR_JAPAN","\n\n付费宝石：<PAID>\n免费宝石：<FREE>\n宝石总数：<TOTAL>"
"TID_RANK","排名：<val>/10"
"TID_SOLO_BOUNTY_NO_RANK","消灭敌方英雄以获得赏金之星！"
"TID_BOSS_RACE_NO_RANK","努力对首领造成伤害！"
"TID_MUMMY_SHORT_DESC","战士"
"TID_MUMMY_DESC","艾魅喷出的定型喷雾能对敌人造成持续伤害，她的超级技能可以减缓敌人的移动速度。"
"TID_MUMMY_WEAPON","定型喷雾"
"TID_MUMMY_WEAPON_DESC","艾魅将自己的定型喷雾喷向敌人。这喷雾效果强劲，甚至能融化你的脸！"
"TID_MUMMY_ULTI","腐蚀光环"
"TID_MUMMY_ULTI_DESC","艾魅在自己身边制造一片毒雾，减缓作用范围内敌方英雄的移动速度并对他们造成伤害。"
"TID_STAT_MUMMY","艾魅"
"TID_SPEC_ABI_TICK_DMG_GROW","厄运缠身"
"TID_SPEC_ABI_TICK_DMG_GROW_DESC","艾魅的定型啫喱对作用范围内敌人造成的伤害会依次递增，每次增加<c00cc00><VALUE1></c>%。"
"TID_SPEC_ABI_HEAL_SUPER_DMG","自我激励"
"TID_SPEC_ABI_HEAL_SUPER_DMG_DESC","艾魅超级技能作用范围内的每个敌人都能使她每秒恢复<c00cc00><VALUE1></c>生命值。"
"TID_FRIEND_ADD_YOUR_ID","您的玩家标签：<ID>"
"TID_FRIEND_ADD_BUTTON","添加好友"
"TID_FRIEND_ADD_BUTTON_SHORT","添加"
"TID_FRIEND_ADD_DEFAULT_TEXT","请输入玩家标签"
"TID_FRIEND_ADD_CODE_SENT","好友请求已发送"
"TID_FRIEND_ADD_CODE_INVALID","无效的玩家标签！"
"TID_IAP_CYBER_WEEK_19_1","感恩特惠"
"TID_IAP_CYBER_WEEK_19_2","感恩特惠"
"TID_IAP_CYBER_WEEK_19_3","感恩特惠"
"TID_IAP_GSTAR2019_FINALS","全球总决赛礼包"
"TID_IAP_BRAWLOWEEN_19_1","乱斗万圣节来啦！"
"TID_IAP_BRAWLOWEEN_19_2","不给金币...就捣蛋？"
"TID_IAP_BRAWLOWEEN_19_3","皮肤全家福"
"TID_IAP_ARABIC_19_1","阿拉伯风情"
"TID_IAP_ARABIC_19_2","阿拉伯风情"
"TID_EVENT_MODIFIER_8","激光首领"
"TID_EVENT_MODIFIER_DESC_8","首领会发射激光。"
"TID_EVENT_MODIFIER_9","闪电链首领"
"TID_EVENT_MODIFIER_DESC_9","首领会发射闪电链。"
"TID_EVENT_MODIFIER_10","火箭首领"
"TID_EVENT_MODIFIER_DESC_10","首领会发射火箭。"
"TID_STAT_DAMAGE_PER_HALF_SECOND","每0.5秒伤害"
"TID_FRIENDS_PAGE_BUTTON_INVITE","邀请"
"TID_TEAM_ROOM_CODE","小队代码："
"TID_TEAM_ROOM_CODE_SHORT","小队：\n<NUM>"
"TID_FRIENDS_PAGE_SOCIAL_NETWORKS","社交网络"
"TID_CLAN_TAB_MEMBERS","成员 <NUM>/<TOTAL>"
"TID_CLAN_TAB_CHAT","聊天"
"TID_SHELLY_WITCH_SKIN","魔女雪莉"
"TID_SHELLY_WITCH_SKIN_SHOP","魔女雪莉"
"TID_LEON_WEREWOLF_SKIN","狼人里昂"
"TID_LEON_WEREWOLF_SKIN_SHOP","狼人里昂"
"TID_PIPER_CALAVERA_SKIN","亡灵新娘佩佩"
"TID_PIPER_CALAVERA_SKIN_SHOP","亡灵新娘佩佩"
"TID_FRANK_DJ_SKIN","DJ弗兰肯"
"TID_FRANK_DJ_SKIN_SHOP","DJ弗兰肯"
"TID_JESSIE_DARK_KNIGHT_SKIN","暗影骑士杰西"
"TID_JESSIE_DARK_KNIGHT_SKIN_SHOP","暗影骑士杰西"
"TID_SKIN_FEATURE_MODEL","- 独特英雄模型"
"TID_SKIN_FEATURE_PET","- 独特宠物模型"
"TID_SKIN_FEATURE_TURRET","- 独特炮台模型"
"TID_SKIN_FEATURE_VFX","- 独特特效"
"TID_SKIN_FEATURE_ANIM","- 独特动画"
"TID_SKIN_FEATURE_SFX","- 独特音效"
"TID_SKIN_FEATURE_VOICE","- 独特配音"
"TID_SKIN_FEATURE_TEXTURE","- 独特材质"
"TID_SKIN_FEATURE_COLOR","- 独特颜色"
"TID_HINT_44","在星徽竞技场中，系统会根据您目前的星徽竞技场积分为您匹配对手。"
"TID_OPTIONAL_OR","或"
"TID_LONESTAR_01","遗忘断崖"
"TID_LONESTAR_02","海滩枪战"
"TID_LONESTAR_03","危机四伏"
"TID_LONESTAR_04","冒名顶替"
"TID_LONESTAR_05","花菜原野"
"TID_LONESTAR_06","死里逃生"
"TID_LONESTAR_07","迂回独狼"
"TID_LONESTAR_08","十字路口"
"TID_BOSS_RACE_8","功率全开"
"TID_BOSS_RACE_9","杜鹃啼鸣"
"TID_BOSS_RACE_10","废旧金属"
"TID_BOSS_RACE_11","花枝招展"
"TID_BOSS_RACE_12","蓄势待发"
"TID_BOSS_RACE_13","鳄鱼峡谷"
"TID_BOSS_RACE_14","密不透风"
"TID_CONTACT_US_WELCOME_TEXT","你好！"
"TID_TEAM_CHAT_POPUP_INVITE","邀请"
"TID_IAPS_NOT_READY","礼包尚未载入完毕，请稍后再试。"
"TID_IAP_NOT_FOUND","未找到商品"
"TID_TEAM_LOG_TAB","小队记录"
"TID_TEAM_LOG_TITLE","小队记录"
"TID_LEON_SALLY_SKIN","莎莉里昂"
"TID_LEON_SALLY_SKIN_SHOP","莎莉里昂"
"TID_CARL_LEONARD_SKIN","蛙里奥卡尔"
"TID_CARL_LEONARD_SKIN_SHOP","蛙里奥卡尔"
"TID_EL_PRIMO_BROWN_SKIN","布朗熊普里莫"
"TID_EL_PRIMO_BROWN_SKIN_SHOP","布朗熊普里莫"
"TID_PLAYER_CTX_SEND_FRIEND_REQUEST","发送好友请求"
"TID_PLAYER_CTX_PROFILE","玩家信息"
"TID_PLAYER_CTX_KICK","踢出"
"TID_EMOJIS_TITLE","表情"
"TID_SHOP_OFFER_TITLE_NEW_BRAWLER","新英雄"
"TID_SHOP_OFFER_TITLE_NEW_SKIN","新皮肤"
"TID_SHOP_OFFER_TITLE_BRAWLIDAYS_GIFT","乱斗圣诞节礼物"
"TID_LONESTAR_09","四区分治"
"TID_EXTRA_COPYRIGHT","\nBROWN & FRIENDS，LINE版权所有\n"
"TID_ESTIMATED_MAINENANCE_TIME","预计时间<TIME>"
"TID_IAP_XMAS_19_0","冬季礼包"
"TID_IAP_XMAS_19_1","乱斗圣诞节快乐"
"TID_IAP_XMAS_19_2","乱斗圣诞节快乐"
"TID_IAP_XMAS_19_3","乱斗圣诞节快乐"
"TID_IAP_XMAS_19_4","乱斗圣诞节快乐"
"TID_IAP_COINPACK_11_19","金币盛宴"
"TID_IAP_NEWYEAR_20","新年快乐"
"TID_SKIN_INFO_CAMPAIGN_4_NOT_AVAILABLE","BROWN & FRIENDS皮肤"
"TID_HOME_PAGE_PENDING_DONATION","重要信息"
"TID_SETTINGS_BLOCK_FRIEND_REQUESTS","屏蔽好友请求"
"TID_SPAWNER_DUDE","P先生"
"TID_BEE_SNIPER","贝亚"
"TID_BEE_SNIPER_SHORT_DESC","射手"
"TID_BEE_SNIPER_DESC","贝亚最喜欢昆虫和拥抱，她可以远距离发射自己的机械黄蜂，超级技能是放出愤怒的蜜蜂军团！"
"TID_BEE_SNIPER_WEAPON","致命毒针"
"TID_BEE_SNIPER_WEAPON_DESC","贝亚发射一只射程超远的机械黄蜂，如果击中敌人，她的下一次普通攻击将获得充能并威力大增！"
"TID_BEE_SNIPER_ULTI","野蜂飞舞"
"TID_BEE_SNIPER_ULTI_DESC","贝亚放出一群机械蜜蜂，蜜蜂会沿着气流飞行和回旋，被它们叮咬的敌人将被减速。"
"TID_SPEC_ABI_BEE_SNIPER_1","瞬间充能"
"TID_SPEC_ABI_BEE_SNIPER_1_DESC","如果贝亚已充能的普通攻击第一次没有击中敌人，她的下一次普通攻击会立即充能。"
"TID_SPEC_ABI_BEE_SNIPER_2","一线生机"
"TID_SPEC_ABI_BEE_SNIPER_2_DESC","受到致命伤害时，贝亚将逃过一劫并剩下1点生命值，同时暂时获得一个无敌护盾。该星徽之力每场对战只能生效一次。"
"TID_SPEEDY","麦克斯"
"TID_SPEEDY_SHORT_DESC","辅助"
"TID_SPEEDY_DESC","狂奔的麦克斯！她可以用速射能量炮攻击敌人，超级技能可以提升自己和队友的移动速度！"
"TID_SPEEDY_WEAPON","速射能量炮"
"TID_SPEEDY_WEAPON_DESC","麦克斯的能量炮可以速射多发子弹！能量炮的载弹量很高，麦克斯的装弹速度也很快。"
"TID_SPEEDY_ULTI","全速出击"
"TID_SPEEDY_ULTI_DESC","暂时提高麦克斯自己和附近队友的移动速度。跑起来！"
"TID_SPEC_ABI_SPEEDY_1","动感充能"
"TID_SPEC_ABI_SPEEDY_1_DESC","麦克斯移动时可为超级技能充能。"
"TID_SPEC_ABI_SPEEDY_2","游击装弹"
"TID_SPEC_ABI_SPEEDY_2_DESC","麦克斯移动时装弹速度更快。"
"TID_SPEEDY_ULTI_STAT","全速出击"
"TID_HOMER","荷马"
"TID_QUICK_MESSAGE_CHOOSE_BRAWLER","我们需要这个英雄..."
"TID_QUICK_MESSAGE_CHOOSE_MODE","我们来玩这个模式..."
"TID_QUICK_MESSAGE_CHOOSE_FRIENDLY_LOCATION","咱们玩..."
"TID_QUICK_MESSAGE_CHANGE_BRAWLERS","我们都换个英雄吧！"
"TID_QUICK_MESSAGE_GOOD_GAME","真棒！"
"TID_QUICK_MESSAGE_PLAY_AGAIN","再来一场？"
"TID_QUICK_MESSAGE_WELL_PLAYED","打得不错！"
"TID_QUICK_MESSAGE_WOW","哇塞！"
"TID_QUICK_MESSAGE_OK","好的！"
"TID_QUICK_MESSAGE_GOTTA_GO","先走了，玩得开心！"
"TID_QUICK_MESSAGE_CHANGE_MODE","我们换个游戏模式吧！"
"TID_QUICK_MESSAGE_BYE","拜拜！"
"TID_QUICK_MESSAGE_CLOSE_MATCH","刚刚太惊险了！"
"TID_QUICK_MESSAGE_READY","准备好了吗？"
"TID_QUICK_MESSAGE_READY_GO","准备好了吗？开战吧！"
"TID_QUICK_MESSAGE_HI","你好！"
"TID_QUICK_MESSAGE_NEED_BREAK","我得休息一下！"
"TID_QUICK_MESSAGE_NEED_TO_GO","我得走了，大家玩得开心！"
"TID_QUICK_MESSAGE_THANKS","谢谢！"
"TID_QUICK_MESSAGE_SORRY","抱歉！"
"TID_QUICK_MESSAGE_OOPS","糟糕"
"TID_QUICK_MESSAGE_SUGGEST_BRAWLER","你能用<c<COLOR>><NAME></c>吗？"
"TID_QUICK_MESSAGE_SUGGEST_STARPOWER","你能用<c<COLOR>><NAME></c>吗？"
"TID_QUICK_MESSAGE_SUGGEST_MODE","我们玩<c<COLOR>><NAME></c>吧！"
"TID_QUICK_MESSAGE_ASK_BRAWLER","我选哪个英雄？"
"TID_QUICK_MESSAGE_ASK_MODE","我们玩哪个模式？"
"TID_PLAYER_CTX_SUGGEST_BRAWLER_SHORT","推荐"
"TID_PLAYER_CTX_SUGGEST_CANCEL","取消推荐"
"TID_SUGGEST_BRAWLER_TITLE_SHORT","推荐一名英雄"
