"TID","ID"
"TID_SPEC_ABI_IMMUNE_TO_CC","Batu Pasir"
"TID_SPEC_ABI_IMMUNE_TO_CC_DESC","Sandy kini kebal terhadap hantaman mundur, perlambatan, atau serangan kejut."
"TID_SPEC_ABI_CURE_DEBUFFS","Terapi Musik"
"TID_SPEC_ABI_CURE_DEBUFFS_DESC","Serangan Poco menghilangkan semua efek perlambatan, serangan kejut, racun dan efek terbakar yang diderita rekan tim."
"TID_SPEC_ABI_SHIELD_HOMERUN","Perisai Pemukul"
"TID_SPEC_ABI_SHIELD_HOMERUN_DESC","Saat bilah Homerun Bibi terisi penuh, dia akan mengerahkan perisai yang mengurangi segala kerusakan sebesar <c00cc00><VALUE1>%</c>."
"TID_SPEC_ABI_WHIRLWIND_SHIELD","Putaran Pelindung"
"TID_SPEC_ABI_WHIRLWIND_SHIELD_DESC","Saat Carl mengerahkan serangan super, semua kerusakan yang dia terima akan berkurang sebesar <c00cc00><VALUE2>%</c>."
"TID_SELFHELP_UNAVAILABLE","Bantuan dan Dukungan tidak tersedia untuk saat ini. Coba lagi nanti."
"TID_SPEC_ABI_LONGER_DASH","Belitan Ular"
"TID_SPEC_ABI_LONGER_DASH_DESC","Mortis kini memiliki Bilah Terjang! Jangkauan terjangannya meningkat sebesar <c00cc00><VALUE1>%</c> saat bilah terisi penuh. Diperlukan <c00cc00><VALUE3></c> detik untuk terisi saat ketiga terjangan Mortis siap."
"TID_BO_MECHA_SKIN","BO MECHA"
"TID_BO_MECHA_SKIN_SHOP","BO\nMECHA"
"TID_CROW_MECHA_SKIN","CROW MECHA"
"TID_CROW_MECHA_SKIN_SHOP","CROW\nMECHA"
"TID_MIKE_ROBO_SKIN","MIKE ROBOT"
"TID_MIKE_ROBO_SKIN_SHOP","MIKE\nROBOT"
"TID_SPIKE_ROBO_SKIN","SPIKE ROBOT"
"TID_SPIKE_ROBO_SKIN_SHOP","SPIKE\nROBOT"
"TID_BO_MECHA_GOLD_SKIN","BO MECHA EMAS"
"TID_BO_MECHA_GOLD_SKIN_SHOP","BO\nMECHA EMAS"
"TID_CROW_MECHA_GOLD_SKIN","CROW MECHA EMAS"
"TID_CROW_MECHA_GOLD_SKIN_SHOP","CROW\nMECHA EMAS"
"TID_BO_MECHA_LIGHT_SKIN","BO MECHA CAHAYA"
"TID_BO_MECHA_LIGHT_SKIN_SHOP","BO\nMECHA CAHAYA"
"TID_CROW_MECHA_NIGHT_SKIN","CROW MECHA KEGELAPAN"
"TID_CROW_MECHA_NIGHT_SKIN_SHOP","CROW\nMECHA KEGELAPAN"
"TID_BULL_LINEBACKER_SKIN","BULL PEMAIN BERTAHAN"
"TID_BULL_LINEBACKER_SKIN_SHOP","BULL\nPEMAIN BERTAHAN"
"TID_COLT_OUTLAW_SKIN","COLT BURONAN"
"TID_COLT_OUTLAW_SKIN_SHOP","COLT\nBURONAN"
"TID_CARL_HOG_RIDER_SKIN","CARL PENUNGGANG BABI"
"TID_CARL_HOG_RIDER_SKIN_SHOP","CARL\nPENUNGGANG BABI"
"TID_SKIN_INFO_ANIM_SOUND_FX_VOICE","- Model Jagoan Khusus\n- Efek khusus\n- Animasi khusus\n- Suara khusus\n- Alih suara khusus"
"TID_SHOP_OFFER_STAR_SKIN_LABEL","KOSTUM BINTANG"
"TID_WANTED_15","Buronan Pantai"
"TID_WANTED_16","Panas Matahari"
"TID_WANTED_17","Pasir Membara"
"TID_BANKHEIST_16","Penyapu Pantai"
"TID_BANKHEIST_17","Permata Berpasir"
"TID_BANKHEIST_18","Kentang Panas"
"TID_BANKHEIST_18B","Angka 8"
"TID_BALL_22","Bola Pantai"
"TID_BALL_23","Bola Sepak Siang Hari"
"TID_BALL_24","Tanpa Sepatu"
"TID_BALL_25","Pertandingan Musim Panas"
"TID_STARPOINTSGAINED","<TOTALDECAY> Trofi telah dikonversi menjadi <STARPOINTSGAINED> Poin Bintang"
"TID_TROPHIES_LOST","Total trofi yang hilang: <AMOUNT>"
"TID_TROPHIES_CONVERTED","Trofi yang hilang dikonversi menjadi: <AMOUNT> Poin Bintang"
"TID_IAP_SOM_PACK_1","Penawaran Musim Panas"
"TID_IAP_SOM_PACK_2","Penawaran Musim Panas"
"TID_IAP_SOM_PACK_3","Penawaran Musim Panas"
"TID_IAP_SOM_PACK_4","Penawaran Musim Panas"
"TID_IAP_AUGUST_PACK_1","Penawaran Musim Panas"
"TID_IAP_AUGUST_PACK_2","SAMPAI JUMPA, MUSIM PANAS!"
"TID_IAP_FLASH_PACK_1","SEDIKIT EKSTRA"
"TID_IAP_FLASH_PACK_2","BERNILAI BESAR"
"TID_IAP_MOON_19_PACK_1","FESTIVAL KUE BULAN"
"TID_IAP_MOON_19_PACK_2","FESTIVAL KUE BULAN"
"TID_SPEC_ABI_RESURRECT","Nyawa Tambahan"
"TID_SPEC_ABI_RESURRECT_DESC","Saat 8-BIT tumbang untuk kali pertama dalam satu laga, dia akan bangkit seketika."
"TID_SPEC_ABI_GROW_FROM_DAMAGE","Tumbuh Kuat"
"TID_SPEC_ABI_GROW_FROM_DAMAGE_DESC","Saat El Primo mengisi Serangan Super, bilah Pertumbuhan juga akan terisi. Saat bilah penuh, kesehatan maksimal akan bertambah sebesar <c00cc00><VALUE1></c>. Bonus hilang saat El Primo tumbang."
"TID_SPEC_ABI_ARMOR","Rompi Antipeluru"
"TID_SPEC_ABI_ARMOR_DESC","Rompi melindungi Colt dari <c00cc00><VALUE1></c> kerusakan pertama. Saat Colt tumbang, dia akan mendapatkan rompi baru. Kesehatan rompi ditunjukkan oleh bilah kuning."
"TID_SPEC_ABI_WALKING_TURRET","Anjing Berjalan"
"TID_SPEC_ABI_WALKING_TURRET_DESC","Kini Scrappy akan mengikuti Jessie."
"TID_SPEC_SHIELD_ULTI","Perisai"
"TID_SPEC_SHIELD_ULTI_DESC","Saat Serangan Super Brock terisi penuh (dan tidak digunakan), dia akan mengerahkan perisai yang mengurangi kerusakan sebesar <c00cc00><VALUE1>%</c> dari semua kerusakan yang diterima."
"TID_SPEC_ABI_PET","Serbuan Burung"
"TID_SPEC_ABI_PET_DESC","Burung kenari peliharaan Dynamike ikut bertempur!"
"TID_SPEC_ABI_DAMAGE_ULTI","Tamparan Gaib"
"TID_SPEC_ABI_DAMAGE_ULTI_DESC","Saat kekuatan Super Gene terisi penuh, serangannya menimbulkan <c00cc00>+<VALUE1></c> kerusakan."
"TID_ARCADE","8-BIT"
"TID_ARCADE_DESC","Karena dia adalah mesin arkade berkaki, tak ada yang kaget kalau 8-BIT tak bisa berjalan cepat. Dia menembakkan Sinar Peledak dan kemampuan Super miliknya akan meningkatkan kerusakan semua rekan!"
"TID_ARCADE_SHORT_DESC","PENEMBAK JITU"
"TID_ARCADE_WEAPON","SINAR PELEDAK"
"TID_ARCADE_ULTI","PENINGKAT KERUSAKAN"
"TID_ARCADE_WEAPON_DESC","Menembakkan serangkaian Sinar Peledak yang memberi kerusakan bagi tiap lawan yang dikenainya. Sinar ini memiliki jangkauan sedang dengan sedikit sebaran."
"TID_ARCADE_ULTI_DESC","Mengerahkan turet yang meningkatkan kerusakan semua rekan Jagoan yang berada dalam jangkauan area."
"TID_STAT_DAMAGE_BOOST","Tambahan Kerusakan"
"TID_HERO_INFO_ABILITY_POWER_PERCENT","<BASEPOW>%"
"TID_STAT_DAMAGE_PER_BEAM","Kerusakan per Sinar"
"TID_SPEC_ABI_LARGER_AREA_ULTI","Peningkat Mutakhir"
"TID_SPEC_ABI_LARGER_AREA_ULTI_DESC","Menambah jangkauan Peningkat Kerusakan sebesar <c00cc00><VALUE1>%</c>."
"TID_DAMAGE_BOOSTER_HEALTH","Kesehatan Peningkat Kerusakan"
"TID_BEST_VALUE_DISCOUNT","DISKON\n<VALUE>%!"
"TID_BEST_VALUE_EXTRA","EKSTRA\n<VALUE>%"
"TID_BEST_VALUE_BONUS","BONUS\n<VALUE>%"
"TID_PROMOCODE_PACK","Paket Kode Promo"
"TID_DIAMONDS","Permata"
"TID_BATTLE_ROYALE_22A","Puncak Sunyi"
"TID_BATTLE_ROYALE_23A","Pedalaman Gawat"
"TID_BATTLE_ROYALE_24A","Padang Tandus"
"TID_GOLDRUSH_24A","Kartu Langka"
"TID_WANTED_17A","Oasis Makmur"
"TID_BALL_14A","Gol dari Tengah"
"TID_BALL_15A","Secepat Kilat"
"TID_SHOP_LABEL_BEST_VALUE","PENAWARAN TERBAIK"
"TID_SHOP_LABEL_MOST_POPULAR","PALING POPULER"
"TID_SHOP_LABEL_POPULAR","POPULER"
"TID_SHOP_LABEL_PERCENT_BONUS","<VALUE>% BONUS"
"TID_SHOP_LABEL_PERCENT_EXTRA","<VALUE>% <cFFDB4F>EKSTRA</c>"
"TID_BATTLE_ROYALE_25A","Rantai Makanan"
"TID_BATTLE_ROYALE_26A","Merkuri Tinggi"
"TID_BATTLE_ROYALE_27A","Tendangan Pamungkas"
"TID_BATTLE_ROYALE_28A","Piring Kedengkian"
"TID_PIPER_PINK_SKIN","PIPER MERAH MUDA"
"TID_PIPER_PINK_SKIN_SHOP","PIPER\nMERAH MUDA"
"TID_TARA_BLUE_SKIN","TARA SAFIR"
"TID_TARA_BLUE_SKIN_SHOP","TARA\nSAFIR"
"TID_8BIT_CLASSIC_SKIN","8-BIT KLASIK"
"TID_8BIT_CLASSIC_SKIN_SHOP","8-BIT\nKLASIK"
"TID_LEON_SHARK_SKIN","LEON HIU"
"TID_LEON_SHARK_SKIN_SHOP","LEON\nHIU"
"TID_BATTLE_ROYALE_29A","Surga Bencana"
"TID_BATTLE_ROYALE_30A","Persimpangan Maut"
"TID_BATTLE_ROYALE_31A","Terbagi Rata"
"TID_BALL_16A","Halangan Zig-zag"
"TID_BALL_17A","Lapangan Gersang"
"TID_BALL_18A","Tendangan Dahsyat"
"TID_BALL_19A","Bola Lompat"
"TID_BALL_20A","Tendangan Kilat"
"TID_IAP_INFO_MORE_INFO_BTN","자세히보기"
"TID_SANDSTORM","SANDY"
"TID_GAME_MODE_14","ADU SERANGAN"
"TID_GAME_MODE_14_DESC","Bersainglah dengan pemain lain untuk memberikan kerusakan terbanyak pada Bos. Semakin banyak kerusakan yang diberikan, semakin tinggi peringkatmu dalam laga.\n\nKumpulkan Kubus Kekuatan untuk meningkatkan Kesehatan serta kerusakan Serangan. Kubus Kekuatan akan muncul secara acak di peta saat laga berlangsung!"
"TID_BOSS_RACE_INTRO_TEXT","Beri kerusakan sebanyak mungkin pada Bos!"
"TID_EVENT_POPUP_GMV_LABEL_ALL_VS_ALL","Semua vs Semua"
"TID_BOSS_RACE_1","Pertahanan Terakhir"
"TID_BOSS_RACE_IN_LEAD","Kamu memimpin!"
"TID_BOSS_RACE_DOING_GOOD","Pertahankan kerja bagusmu!"
"TID_BOSS_RACE_DOING_OK","Kerja bagus"
"TID_BOSS_RACE_DOING_BAD","Beri kerusakan lebih banyak pada Bos!"
"TID_SHOP_SCID_SKIN_OFFER_TITLE","SAMBUNGKAN SUPERCELL ID DAN DAPATKAN <NAME> <c<COLOR>>GRATIS</c>!"
"TID_SHOP_SCID_SKIN_OFFER_DESC","SUPERCELL ID"
"TID_SHOP_SCID_SKIN_OFFER_CLAIM","SAMBUNGKAN"
"TID_GAME_MODE_15","BINTANG LAGA"
"TID_GAME_MODE_15_DESC","Kumpulkan Bintang dengan menumbangkan lawan. Setiap kali kamu menumbangkan lawan, nilai buronanmu bertambah satu Bintang hingga maksimal tujuh.\n\nSaat waktu habis, Jagoan dengan jumlah Bintang paling banyak akan menang."
"TID_SOLO_BOUNTY_IN_LEAD","Kamu memimpin!"
"TID_SOLO_BOUNTY_DOING_GOOD","Pertahankan kerja bagusmu!"
"TID_SOLO_BOUNTY_DOING_OK","Kerja bagus"
"TID_SOLO_BOUNTY_DOING_BAD","Raih lebih banyak bintang!"
"TID_SANDSTORM_SHORT_DESC","PENDUKUNG"
"TID_SANDSTORM_DESC","Sandy adalah Jagoan pengendali pasir yang kurang tidur. Dia menyerang lawan dengan lemparan kerikil dan bisa mengerahkan badai pasir untuk menyembunyikan rekan tim."
"TID_SANDSTORM_WEAPON","HUJAN KERIKIL"
"TID_SANDSTORM_WEAPON_DESC","Sandy menghujani lawan dengan kerikil tajam yang menusuk-nusuk. Aduh!"
"TID_SANDSTORM_ULTI","BADAI PASIR"
"TID_SANDSTORM_ULTI_DESC","Sandy mengerahkan badai pasir yang bertahan selama <time> detik dan menyembunyikan rekan Jagoan di dalamnya."
"TID_STAT_SANDSTORM","Badai Pasir"
"TID_SPEC_ABI_SANDSTORM_DOT","Pasir Tajam"
"TID_SPEC_ABI_SANDSTORM_DOT_DESC","Badai Pasir kini juga memberi kerusakan pada lawan sebesar <c00cc00><VALUE1></c> per detik."
"TID_SPEC_ABI_SANDSTORM_HOT","Angin Penyembuh"
"TID_SPEC_ABI_SANDSTORM_HOT_DESC","Badai Pasir kini juga memulihkan kesehatan rekan Jagoan sebesar <c00cc00><VALUE1></c> per detik."
"TID_SHOP_SKIN_SALE","OBRAL KOSTUM"
"TID_IAP_B2S_19_PACK_1","KEMBALI KE SEKOLAH!"
"TID_IAP_B2S_19_PACK_2","KEMBALI KE SEKOLAH!"
"TID_IAP_B2S_19_PACK_3","KEMBALI KE SEKOLAH!"
"TID_GENE_PIRATE_SKIN","GENE BAJAK LAUT"
"TID_GENE_PIRATE_SKIN_SHOP","GENE\nBAJAK LAUT"
"TID_BARLEY_RED_WIZARD_SKIN","BARLEY PENYIHIR MERAH"
"TID_BARLEY_RED_WIZARD_SKIN_SHOP","BARLEY\nPENYIHIR MERAH"
"TID_SANDY_SLEEPY_SKIN","SANDY MENGANTUK"
"TID_SANDY_SLEEPY_SKIN_SHOP","SANDY\nMENGANTUK"
"TID_BOSS_RACE_2","Kejatuhan Sang Bos"
"TID_BOSS_RACE_3","Lawan dan Kawan"
"TID_BOSS_RACE_4","Latihan Otot"
"TID_BOSS_RACE_5","Rangkaian Pelatihan"
"TID_BOSS_RACE_6","Labirin Kekacauan"
"TID_BOSS_RACE_7","Adu Todong Konyol"
"TID_SHOP_SKIN_NEW_RELEASE","KOSTUM BARU!"
"TID_SEASON_END_OFFER","PENAWARAN AKHIR MUSIM"
"TID_IAP_OCTOBER_OFFER","PENAWARAN OKTOBER"
"TID_IAP_MONDAY_OFFER","SENIN, SENIN..."
"TID_IAP_VERY_SPECIAL_OFFER","PENAWARAN SANGAT SPESIAL"
"TID_IAP_IKE_ROYALE","IKE ROYALE"
"TID_IAP_COIN_SHOWER","HUJAN KOIN"
"TID_MUMMY","EMZ"
"TID_ADDITIONAL_GEM_TOOLTIP_FOR_JAPAN","\n\nPermata yang Dibeli: <PAID>\nPermata Gratis: <FREE>\nTotal: <TOTAL>"
"TID_RANK","Peringkat: <val> / 10"
"TID_SOLO_BOUNTY_NO_RANK","Tumbangkan Jagoan untuk dapat bintang!"
"TID_BOSS_RACE_NO_RANK","Beri kerusakan pada Bos!"
"TID_MUMMY_SHORT_DESC","PETARUNG"
"TID_MUMMY_DESC","Emz menyerang dengan semprotan rambut yang memberi kerusakan seiring waktu. Kekuatan Super miliknya akan memperlambat pergerakan lawan."
"TID_MUMMY_WEAPON","SEMPROTAN"
"TID_MUMMY_WEAPON_DESC","Emz memiliki semprotan rambut dengan kandungan yang dapat melelehkan wajah lawan!"
"TID_MUMMY_ULTI","KARISMA KOROSIF"
"TID_MUMMY_ULTI_DESC","Emz akan mengerahkan gumpalan awan beracun yang memperlambat pergerakan serta memberi kerusakan pada lawan."
"TID_STAT_MUMMY","Emz"
"TID_SPEC_ABI_TICK_DMG_GROW","Karma Buruk"
"TID_SPEC_ABI_TICK_DMG_GROW_DESC","Saat berada dalam jangkauan semprotan rambut beracun milik Emz, lawan akan menerima kerusakan tambahan sebesar <c00cc00><VALUE1></c>% per serangan."
"TID_SPEC_ABI_HEAL_SUPER_DMG","Sorak Semangat"
"TID_SPEC_ABI_HEAL_SUPER_DMG_DESC","Kesehatan Emz pulih sebesar <c00cc00><VALUE1></c> per detik untuk setiap lawan yang berada dalam jangkauan kekuatan Super miliknya."
"TID_FRIEND_ADD_YOUR_ID","ID Milikmu: <ID>"
"TID_FRIEND_ADD_BUTTON","TAMBAHKAN\nTEMAN"
"TID_FRIEND_ADD_BUTTON_SHORT","TAMBAHKAN"
"TID_FRIEND_ADD_DEFAULT_TEXT","Masukkan ID Pemain"
"TID_FRIEND_ADD_CODE_SENT","Permintaan berteman terkirim"
"TID_FRIEND_ADD_CODE_INVALID","ID pemain tidak valid!"
"TID_IAP_CYBER_WEEK_19_1","PENAWARAN PEKAN SIBER"
"TID_IAP_CYBER_WEEK_19_2","PENAWARAN PEKAN SIBER"
"TID_IAP_CYBER_WEEK_19_3","PENAWARAN PEKAN SIBER"
"TID_IAP_GSTAR2019_FINALS","PAKET FINAL DUNIA"
"TID_IAP_BRAWLOWEEN_19_1","SAATNYA BRAWL-O-WEEN!"
"TID_IAP_BRAWLOWEEN_19_2","TRIK ATAU... KOIN?"
"TID_IAP_BRAWLOWEEN_19_3","SEMUA KOSTUM!"
"TID_IAP_ARABIC_19_1","MAIN DALAM BAHASA ARAB"
"TID_IAP_ARABIC_19_2","MAIN DALAM BAHASA ARAB"
"TID_EVENT_MODIFIER_8","BOS LASER"
"TID_EVENT_MODIFIER_DESC_8","Bos menembakkan laser."
"TID_EVENT_MODIFIER_9","BOS KILAT BERANTAI"
"TID_EVENT_MODIFIER_DESC_9","Bos menembakkan kilat berantai."
"TID_EVENT_MODIFIER_10","BOS ROKET"
"TID_EVENT_MODIFIER_DESC_10","Bos menembakkan roket."
"TID_STAT_DAMAGE_PER_HALF_SECOND","Kerusakan per 0,5 detik"
"TID_FRIENDS_PAGE_BUTTON_INVITE","UNDANG"
"TID_TEAM_ROOM_CODE","Kode Tim:"
"TID_TEAM_ROOM_CODE_SHORT","TIM:\n<NUM>"
"TID_FRIENDS_PAGE_SOCIAL_NETWORKS","JEJARING SOSIAL"
"TID_CLAN_TAB_MEMBERS","Anggota <NUM>/<TOTAL>"
"TID_CLAN_TAB_CHAT","Obrolan"
"TID_SHELLY_WITCH_SKIN","SHELLY NENEK SIHIR"
"TID_SHELLY_WITCH_SKIN_SHOP","SHELLY\nNENEK SIHIR"
"TID_LEON_WEREWOLF_SKIN","LEON MANUSIA SERIGALA"
"TID_LEON_WEREWOLF_SKIN_SHOP","LEON\nMANUSIA SERIGALA"
"TID_PIPER_CALAVERA_SKIN","PIPER TENGKORAK"
"TID_PIPER_CALAVERA_SKIN_SHOP","PIPER\nTENGKORAK"
"TID_FRANK_DJ_SKIN","DJ FRANK"
"TID_FRANK_DJ_SKIN_SHOP","DJ\nFRANK"
"TID_JESSIE_DARK_KNIGHT_SKIN","JESSIE KESATRIA HITAM"
"TID_JESSIE_DARK_KNIGHT_SKIN_SHOP","JESSIE\nKESATRIA HITAM"
"TID_SKIN_FEATURE_MODEL","- Model Jagoan khusus"
"TID_SKIN_FEATURE_PET","- Model hewan khusus"
"TID_SKIN_FEATURE_TURRET","- Model turet khusus"
"TID_SKIN_FEATURE_VFX","- Efek khusus"
"TID_SKIN_FEATURE_ANIM","- Animasi khusus"
"TID_SKIN_FEATURE_SFX","- Suara khusus"
"TID_SKIN_FEATURE_VOICE","- Alih suara khusus"
"TID_SKIN_FEATURE_TEXTURE","- Tekstur khusus"
"TID_SKIN_FEATURE_COLOR","- Warna khusus"
"TID_HINT_44","Pencarian lawan di ARENA BINTANG dilakukan berdasarkan jumlah Poin yang dimiliki di musim ARENA BINTANG saat ini."
"TID_OPTIONAL_OR","ATAU"
"TID_LONESTAR_01","Air Terjun Tersembunyi"
"TID_LONESTAR_02","Peperangan Pesisir"
"TID_LONESTAR_03","Rawan Ancaman"
"TID_LONESTAR_04","Tanpa Tanda Jasa"
"TID_LONESTAR_05","Kembang Kol"
"TID_LONESTAR_06","Situasi Genting"
"TID_LONESTAR_07","Putaran Solo"
"TID_LONESTAR_08","Persimpangan Jalan"
"TID_BOSS_RACE_8","Puncak Minyak"
"TID_BOSS_RACE_9","Kudeta"
"TID_BOSS_RACE_10","Besi Bekas"
"TID_BOSS_RACE_11","Aliran Punk"
"TID_BOSS_RACE_12","Siap Laga"
"TID_BOSS_RACE_13","Gang Aligator"
"TID_BOSS_RACE_14","Persaingan Ketat"
"TID_CONTACT_US_WELCOME_TEXT","Halo"
"TID_TEAM_CHAT_POPUP_INVITE","UNDANG"
"TID_IAPS_NOT_READY","Penawaran belum tersedia. Coba lagi nanti."
"TID_IAP_NOT_FOUND","Produk tidak ditemukan"
"TID_TEAM_LOG_TAB","LOG TIM"
"TID_TEAM_LOG_TITLE","LOG TIM"
"TID_LEON_SALLY_SKIN","LEON SALLY"
"TID_LEON_SALLY_SKIN_SHOP","LEON\nSALLY"
"TID_CARL_LEONARD_SKIN","CARL LEONARD"
"TID_CARL_LEONARD_SKIN_SHOP","CARL\nLEONARD"
"TID_EL_PRIMO_BROWN_SKIN","EL BROWN"
"TID_EL_PRIMO_BROWN_SKIN_SHOP","EL BROWN"
"TID_PLAYER_CTX_SEND_FRIEND_REQUEST","KIRIM PERMINTAAN TEMAN"
"TID_PLAYER_CTX_PROFILE","PROFIL"
"TID_PLAYER_CTX_KICK","TENDANG"
"TID_EMOJIS_TITLE","EMOJI"
"TID_SHOP_OFFER_TITLE_NEW_BRAWLER","JAGOAN BARU"
"TID_SHOP_OFFER_TITLE_NEW_SKIN","KOSTUM BARU"
"TID_SHOP_OFFER_TITLE_BRAWLIDAYS_GIFT","HADIAH LIBURAN JAGOAN"
"TID_LONESTAR_09","Empat Sektor"
"TID_EXTRA_COPYRIGHT","\nBROWN & FRIENDS, hak cipta milik LINE\n"
"TID_ESTIMATED_MAINENANCE_TIME","Perkiraan waktu <TIME>"
"TID_IAP_XMAS_19_0","INILAH MUSIM YANG DITUNGGU"
"TID_IAP_XMAS_19_1","SELAMAT LIBURAN JAGOAN"
"TID_IAP_XMAS_19_2","SELAMAT LIBURAN JAGOAN"
"TID_IAP_XMAS_19_3","SELAMAT LIBURAN JAGOAN"
"TID_IAP_XMAS_19_4","SELAMAT LIBURAN JAGOAN"
"TID_IAP_COINPACK_11_19","KOIN, KOIN, KOIN"
"TID_IAP_NEWYEAR_20","SELAMAT TAHUN BARU"
"TID_SKIN_INFO_CAMPAIGN_4_NOT_AVAILABLE","Kostum BROWN & FRIENDS."
"TID_HOME_PAGE_PENDING_DONATION","PESAN\nPENTING"
"TID_SETTINGS_BLOCK_FRIEND_REQUESTS","BLOKIR MINTA BERTEMAN"
"TID_SPAWNER_DUDE","MR. C"
"TID_BEE_SNIPER","BEA"
"TID_BEE_SNIPER_SHORT_DESC","PENEMBAK JITU"
"TID_BEE_SNIPER_DESC","Bea adalah pecinta serangga yang senang bercanda. Dia menembakkan robot lebah dari jauh dan akan mengerahkan gerombolan lebah ganas dengan kemampuan Super!"
"TID_BEE_SNIPER_WEAPON","SENGATAN PEDIH"
"TID_BEE_SNIPER_WEAPON_DESC","Saat tembakan jarak jauh Bea mengenai lawan, tembakan selanjutnya akan diperkuat untuk memberikan kerusakan epik!"
"TID_BEE_SNIPER_ULTI","LEBAH BAJA"
"TID_BEE_SNIPER_ULTI_DESC","Bea mengerahkan gerombolan lebah yang melesat dan berputar secepat jet. Pergerakan lawan yang terkena serangan akan melambat."
"TID_SPEC_ABI_BEE_SNIPER_1","Sengat Instan"
"TID_SPEC_ABI_BEE_SNIPER_1_DESC","Sengatan Pedih Bea akan langsung diperkuat satu kali saat tembakan epik miliknya meleset."
"TID_SPEC_ABI_BEE_SNIPER_2","Perisai Madu"
"TID_SPEC_ABI_BEE_SNIPER_2_DESC","Bea bisa lolos dari maut dengan menyisakan 1 kesehatan serta perisai temporer. Kekuatan ini bisa digunakan lagi setelah dia tumbang."
"TID_SPEEDY","MAX"
"TID_SPEEDY_SHORT_DESC","PENDUKUNG"
"TID_SPEEDY_DESC","Max bergerak cepat dan menyerang dengan rentetan ledakan! Dengan kemampuan Super, pergerakan Max dan rekan jagoan akan jadi semakin cepat!"
"TID_SPEEDY_WEAPON","LEDAKAN CEPAT"
"TID_SPEEDY_WEAPON_DESC","Max menembakkan sejumlah proyektil dengan kecepatan tinggi! Dia punya banyak amunisi dan bisa mengisi ulang dengan cepat."
"TID_SPEEDY_ULTI","SERBUAN KILAT!"
"TID_SPEEDY_ULTI_DESC","Kecepatan pergerakan Max dan rekan jagoan di sekitarnya akan meningkat untuk sesaat. Tak ada lagi kata terlambat!"
"TID_SPEC_ABI_SPEEDY_1","Isi Ulang Cepat"
"TID_SPEC_ABI_SPEEDY_1_DESC","Max kini mengisi ulang kemampuan Super sembari bergerak."
"TID_SPEC_ABI_SPEEDY_2","Lari dan Tembak"
"TID_SPEC_ABI_SPEEDY_2_DESC","Max mengisi ulang lebih cepat saat dia bergerak."
"TID_SPEEDY_ULTI_STAT","Serbuan kilat!"
"TID_HOMER","HOMER"
"TID_QUICK_MESSAGE_CHOOSE_BRAWLER","Kita perlu Jagoan..."
"TID_QUICK_MESSAGE_CHOOSE_MODE","Ayo main..."
"TID_QUICK_MESSAGE_CHOOSE_FRIENDLY_LOCATION","Ayo main..."
"TID_QUICK_MESSAGE_CHANGE_BRAWLERS","Ayo ganti jagoan!"
"TID_QUICK_MESSAGE_GOOD_GAME","Permainan bagus!"
"TID_QUICK_MESSAGE_PLAY_AGAIN","Main lagi?"
"TID_QUICK_MESSAGE_WELL_PLAYED","Kerja bagus!"
"TID_QUICK_MESSAGE_WOW","Wow!"
"TID_QUICK_MESSAGE_OK","Oke!"
"TID_QUICK_MESSAGE_GOTTA_GO","Pergi dulu. Selamat bermain!"
"TID_QUICK_MESSAGE_CHANGE_MODE","Ayo ganti mode laga!"
"TID_QUICK_MESSAGE_BYE","Sampai jumpa!"
"TID_QUICK_MESSAGE_CLOSE_MATCH","Laga yang sengit!"
"TID_QUICK_MESSAGE_READY","Siap?"
"TID_QUICK_MESSAGE_READY_GO","Siap? Ayo mulai!"
"TID_QUICK_MESSAGE_HI","Hai!"
"TID_QUICK_MESSAGE_NEED_BREAK","Aku perlu istirahat!"
"TID_QUICK_MESSAGE_NEED_TO_GO","Harus pergi dulu. Selamat bermain!"
"TID_QUICK_MESSAGE_THANKS","Terima kasih!"
"TID_QUICK_MESSAGE_SORRY","Maaf!"
"TID_QUICK_MESSAGE_OOPS","Ups"
"TID_QUICK_MESSAGE_SUGGEST_BRAWLER","Bisa pilih <c<COLOR>><NAME></c>?"
"TID_QUICK_MESSAGE_SUGGEST_STARPOWER","Bisa gunakan <c<COLOR>><NAME></c>?"
"TID_QUICK_MESSAGE_SUGGEST_MODE","Ayo main <c<COLOR>><NAME></c>!"
"TID_QUICK_MESSAGE_ASK_BRAWLER","Aku pilih jagoan mana?"
"TID_QUICK_MESSAGE_ASK_MODE","Kita main laga apa?"
"TID_PLAYER_CTX_SUGGEST_BRAWLER_SHORT","SARANKAN"
"TID_PLAYER_CTX_SUGGEST_CANCEL","BATALKAN SARAN"
"TID_SUGGEST_BRAWLER_TITLE_SHORT","SARANKAN JAGOAN"
"TID_SUGGEST_BRAWLER_TITLE","SARANKAN JAGOAN KE <NAME>"
"TID_SUGGEST_EVENT_TITLE","SARANKAN ACARA"
"TID_SUGGEST_EVENT_BUTTON_SHORT","SARANKAN"
"TID_SUGGEST_EVENT_BUTTON","SARANKAN ACARA"
"TID_EVENT_SUGGESTION_EXPIRED","Saran acara sudah tidak berlaku"
"TID_SUGGESTED_BRAWLER_TITLE","SARAN JAGOAN"
"TID_SUGGESTED_BRAWLER_DESC","Ingin gunakan <c<COLOR>><NAME></c>?"
"TID_SUGGESTED_BRAWLER_YES","YA"
"TID_SUGGESTED_BRAWLER_NO","TIDAK"
