"TID","ES"
"TID_SPEC_ABI_MEDIKIT_DESC","Cuando la salud de Shelly está por debajo del <c00cc00><VALUE1> %</c>, recupera <c00cc00><VALUE2></c> puntos de salud automáticamente. La habilidad tarda <c00cc00><VALUE3></c> segundos en recargarse."
"TID_SPEC_ABI_IMMUNE_TO_CC","Arenisca"
"TID_SPEC_ABI_IMMUNE_TO_CC_DESC","Sandy no puede ser empujado, ralentizado ni aturdido."
"TID_SPEC_ABI_CURE_DEBUFFS","Melodía purificadora"
"TID_SPEC_ABI_CURE_DEBUFFS_DESC","Los ataques de Poco eliminan los efectos de ralentización, aturdimiento, veneno y fuego que alcancen a sus aliados."
"TID_SPEC_ABI_SHIELD_HOMERUN","A la defensiva"
"TID_SPEC_ABI_SHIELD_HOMERUN_DESC","Cuando la barra amarilla de Bibi está cargada al completo, se vuelve inmune a todo el daño en un <c00cc00><VALUE1> %</c>."
"TID_SPEC_ABI_WHIRLWIND_SHIELD","Pirueta protectora"
"TID_SPEC_ABI_WHIRLWIND_SHIELD_DESC","El daño que recibe Carl mientras su súper está activado se reduce en un <c00cc00><VALUE2> %</c>."
"TID_SELFHELP_UNAVAILABLE","Nuestro servicio de ayuda y asistencia no está disponible en estos momentos. Inténtalo más tarde."
"TID_SPEC_ABI_LONGER_DASH","Ataque inesperado"
"TID_SPEC_ABI_LONGER_DASH_DESC","Mortis adquiere una barra amarilla. Cuando está cargada, el alcance de su ataque aumenta un <c00cc00><VALUE1> %</c>. La barra tarda <c00cc00><VALUE3></c> segundos en cargarse cuando sus tres ataques están disponibles."
"TID_BO_MECHA_SKIN","BO MECA"
"TID_BO_MECHA_SKIN_SHOP","BO\nMECA"
"TID_CROW_MECHA_SKIN","CROW MECA"
"TID_CROW_MECHA_SKIN_SHOP","CROW\nMECA"
"TID_MIKE_ROBO_SKIN","DYNAMIKE ROBOT"
"TID_MIKE_ROBO_SKIN_SHOP","DYNAMIKE\nROBOT"
"TID_SPIKE_ROBO_SKIN","SPIKE ROBOT"
"TID_SPIKE_ROBO_SKIN_SHOP","SPIKE\nROBOT"
"TID_BO_MECHA_GOLD_SKIN","BO MECA DORADO"
"TID_BO_MECHA_GOLD_SKIN_SHOP","BO MECA\nDORADO"
"TID_CROW_MECHA_GOLD_SKIN","CROW MECA DORADO"
"TID_CROW_MECHA_GOLD_SKIN_SHOP","CROW MECA\nDORADO"
"TID_BO_MECHA_LIGHT_SKIN","BO MECA BLANCO"
"TID_BO_MECHA_LIGHT_SKIN_SHOP","BO MECA\nBLANCO"
"TID_CROW_MECHA_NIGHT_SKIN","CROW MECA NEGRO"
"TID_CROW_MECHA_NIGHT_SKIN_SHOP","CROW MECA\nNEGRO"
"TID_BULL_LINEBACKER_SKIN","BULL DEPORTISTA AZUL"
"TID_BULL_LINEBACKER_SKIN_SHOP","BULL\nDEFENSA"
"TID_COLT_OUTLAW_SKIN","COLT FORAJIDO"
"TID_COLT_OUTLAW_SKIN_SHOP","COLT\nFORAJIDO"
"TID_CARL_HOG_RIDER_SKIN","CARL MONTAPUERCOS"
"TID_CARL_HOG_RIDER_SKIN_SHOP","CARL\nMONTAPUERCOS"
"TID_SKIN_INFO_ANIM_SOUND_FX_VOICE","— Aspecto de brawler especial\n— Efectos especiales\n— Animaciones especiales\n— Efectos de sonido especiales\n— Efectos de voz especiales"
"TID_SHOP_OFFER_STAR_SKIN_LABEL","ASPECTO ESTELAR"
"TID_WANTED_15","Caza veraniega"
"TID_WANTED_16","Insolación"
"TID_WANTED_17","A pleno sol"
"TID_BANKHEIST_16","Oleada"
"TID_BANKHEIST_17","Gemas marinas"
"TID_BANKHEIST_18","Patata caliente"
"TID_BANKHEIST_18B","Número 8"
"TID_BALL_22","Pelota de playa"
"TID_BALL_23","Fútbol soleado"
"TID_BALL_24","Brawl veraniego"
"TID_BALL_25","Partido estival"
"TID_STARPOINTSGAINED","<TOTALDECAY> trofeos se han convertido en <STARPOINTSGAINED> puntos estelares."
"TID_TROPHIES_LOST","Trofeos totales perdidos: <AMOUNT>"
"TID_TROPHIES_CONVERTED","Los trofeos perdidos se han convertido en <AMOUNT> puntos estelares."
"TID_IAP_SOM_PACK_1","Oferta especial"
"TID_IAP_SOM_PACK_2","Oferta especial"
"TID_IAP_SOM_PACK_3","Oferta especial"
"TID_IAP_SOM_PACK_4","Oferta especial"
"TID_IAP_AUGUST_PACK_1","Oferta especial"
"TID_IAP_AUGUST_PACK_2","¡CAMBIO DE ESTACIÓN!"
"TID_IAP_FLASH_PACK_1","GRAN OFERTA"
"TID_IAP_FLASH_PACK_2","GRAN VALOR"
"TID_IAP_MOON_19_PACK_1","FESTIVAL LUNAR"
"TID_IAP_MOON_19_PACK_2","FESTIVAL LUNAR"
"TID_SPEC_ABI_RESURRECT","Vida extra"
"TID_SPEC_ABI_RESURRECT_DESC","8-BIT resucita inmediatamente cuando es derrotado por primera vez en una partida."
"TID_SPEC_ABI_GROW_FROM_DAMAGE","Fuerza titánica"
"TID_SPEC_ABI_GROW_FROM_DAMAGE_DESC","Cuando El Primo carga su súper, también carga una barra adicional que hace que su salud máxima aumente <c00cc00><VALUE1></c> puntos. Este aumento se pierde cuando El Primo es derrotado."
"TID_SPEC_ABI_ARMOR","Chaleco antibalas"
"TID_SPEC_ABI_ARMOR_DESC","El chaleco protege a Colt de los primeros <c00cc00><VALUE1></c> puntos de daño que recibe. Cuando Colt es derrotado, vuelve a aparecer con un chaleco nuevo. La barra amarilla muestra la salud del chaleco."
"TID_SPEC_ABI_WALKING_TURRET","Perrito faldero"
"TID_SPEC_ABI_WALKING_TURRET_DESC","La chatarreta sigue a Jessie allá donde vaya."
"TID_SPEC_SHIELD_ULTI","Escudo"
"TID_SPEC_SHIELD_ULTI_DESC","Cuando el súper de Brock está cargado por completo y no lo usa, gana un escudo que reduce todo el daño que recibe en un <c00cc00><VALUE1> %</c>."
"TID_SPEC_ABI_PET","Vuela, pajarito"
"TID_SPEC_ABI_PET_DESC","El pajarito de Dynamike se une a la lucha."
"TID_SPEC_ABI_DAMAGE_ULTI","Espíritu enfadado"
"TID_SPEC_ABI_DAMAGE_ULTI_DESC","Cuando el súper del genio está cargado, su ataque inflige <c00cc00><VALUE1></c> puntos más de daño."
"TID_ARCADE","8-BIT"
"TID_ARCADE_DESC","8-BIT es una maquinita de arcade con patas equipada con una potente pistola láser. Dispara rayos abrasivos y su súper aumenta su daño y el de sus aliados."
"TID_ARCADE_SHORT_DESC","FRANCOTIRADOR"
"TID_ARCADE_WEAPON","RAYOS ABRASIVOS"
"TID_ARCADE_ULTI","AMPLIFICADAÑO"
"TID_ARCADE_WEAPON_DESC","Dispara rayos abrasivos que infligen daño a los brawlers enemigos. Los rayos son de medio alcance y salen disparados con una cierta amplitud."
"TID_ARCADE_ULTI_DESC","Despliega una torreta que aumenta el daño que infligen los brawlers aliados en la zona de efecto."
"TID_STAT_DAMAGE_BOOST","Aumento del daño"
"TID_HERO_INFO_ABILITY_POWER_PERCENT","<BASEPOW> %"
"TID_STAT_DAMAGE_PER_BEAM","Daño por rayo"
"TID_SPEC_ABI_LARGER_AREA_ULTI","Amplificadaño potenciado"
"TID_SPEC_ABI_LARGER_AREA_ULTI_DESC","Aumenta el alcance de la torreta amplificadaño en un <c00cc00><VALUE1> %</c>."
"TID_DAMAGE_BOOSTER_HEALTH","Salud de la torreta"
"TID_BEST_VALUE_DISCOUNT","DESCUENTO\n<VALUE> %"
"TID_BEST_VALUE_EXTRA","<VALUE> %\nEXTRA"
"TID_BEST_VALUE_BONUS","<VALUE> %\nMÁS"
"TID_PROMOCODE_PACK","Lote de código de promoción"
"TID_DIAMONDS","Gemas"
"TID_BATTLE_ROYALE_22A","Vórtice desértico"
"TID_BATTLE_ROYALE_23A","Páramo desamparado"
"TID_BATTLE_ROYALE_24A","Estepa andina"
"TID_GOLDRUSH_24A","Escalera real"
"TID_WANTED_17A","Oasis frondoso"
"TID_BALL_14A","Gol de campo"
"TID_BALL_15A","Velocidad de la luz"
"TID_SHOP_LABEL_BEST_VALUE","MEJOR VALOR"
"TID_SHOP_LABEL_MOST_POPULAR","MÁS POPULAR"
"TID_SHOP_LABEL_POPULAR","POPULAR"
"TID_SHOP_LABEL_PERCENT_BONUS","<VALUE> % MÁS"
"TID_SHOP_LABEL_PERCENT_EXTRA","<VALUE> % <cFFDB4F>EXTRA</c>"
"TID_BATTLE_ROYALE_25A","Cayo del papagayo"
"TID_BATTLE_ROYALE_26A","Foso ponzoñoso"
"TID_BATTLE_ROYALE_27A","Codazo volador"
"TID_BATTLE_ROYALE_28A","Apetito voraz"
"TID_PIPER_PINK_SKIN","PIPER ROSA"
"TID_PIPER_PINK_SKIN_SHOP","PIPER\nROSA"
"TID_TARA_BLUE_SKIN","TARA AZUL"
"TID_TARA_BLUE_SKIN_SHOP","TARA\nAZUL"
"TID_8BIT_CLASSIC_SKIN","8-BIT RETRO"
"TID_8BIT_CLASSIC_SKIN_SHOP","8-BIT\nRETRO"
"TID_LEON_SHARK_SKIN","LEON TIBURÓN"
"TID_LEON_SHARK_SKIN_SHOP","LEON\nTIBURÓN"
"TID_BATTLE_ROYALE_29A","Paraíso azaroso"
"TID_BATTLE_ROYALE_30A","Encrucijada estelar"
"TID_BATTLE_ROYALE_31A","Arena infernal"
"TID_BALL_16A","Eslalon"
"TID_BALL_17A","Tiro penal"
"TID_BALL_18A","Tiquitaca"
"TID_BALL_19A","Punto pelota"
"TID_BALL_20A","Patada giratoria"
"TID_IAP_INFO_MORE_INFO_BTN","자세히보기"
"TID_SANDSTORM","SANDY"
"TID_GAME_MODE_14","ANIQUILACIÓN"
"TID_GAME_MODE_14_DESC","¡Haz más daño al jefe que el resto de los jugadores! Cuanto más daño inflijas, más alto será tu puesto en la clasificación.\n\nRecoge cubos de fuerza para aumentar tu salud y daño de ataque. ¡Los cubos de fuerza aparecen al azar en el mapa durante la batalla!"
"TID_BOSS_RACE_INTRO_TEXT","¡Inflige todo el daño que puedas al jefe!"
"TID_EVENT_POPUP_GMV_LABEL_ALL_VS_ALL","Todos contra todos"
"TID_BOSS_RACE_1","Epicentro robótico"
"TID_BOSS_RACE_IN_LEAD","¡Vas en primer lugar!"
"TID_BOSS_RACE_DOING_GOOD","¡Bien hecho! ¡Sigue así!"
"TID_BOSS_RACE_DOING_OK","¡Lo estás haciendo genial!"
"TID_BOSS_RACE_DOING_BAD","¡Hazle más daño al jefe!"
"TID_SHOP_SCID_SKIN_OFFER_TITLE","¡CONÉCTATE A SUPERCELL ID Y CONSIGUE A <NAME> <c<COLOR>>GRATIS</c>!"
"TID_SHOP_SCID_SKIN_OFFER_DESC","SUPERCELL ID"
"TID_SHOP_SCID_SKIN_OFFER_CLAIM","CONECTAR"
"TID_GAME_MODE_15","ESTRELLA SOLITARIA"
"TID_GAME_MODE_15_DESC","Derrota a otros jugadores para obtener estrellas. Cada vez que elimines a un rival, conseguirás una estrella, y podrás tener hasta siete estrellas.\n\nQuien tenga más estrellas cuando el tiempo se acabe ganará el combate."
"TID_SOLO_BOUNTY_IN_LEAD","¡Vas en primer lugar!"
"TID_SOLO_BOUNTY_DOING_GOOD","¡Bien hecho! ¡Sigue así!"
"TID_SOLO_BOUNTY_DOING_OK","¡Lo estás haciendo genial!"
"TID_SOLO_BOUNTY_DOING_BAD","¡Necesitas más estrellas!"
"TID_SANDSTORM_SHORT_DESC","APOYO"
"TID_SANDSTORM_DESC","Sandy es un brawler adormilado que tiene una conexión especial con la arena. Ataca a los enemigos a pedradas e invoca una tormenta de arena para proteger a los aliados."
"TID_SANDSTORM_WEAPON","A PEDRADA LIMPIA"
"TID_SANDSTORM_WEAPON_DESC","Sandy apedrea a los enemigos con guijarros afiladísimos. ¡Qué dolor!"
"TID_SANDSTORM_ULTI","TORMENTA DE ARENA"
"TID_SANDSTORM_ULTI_DESC","Sandy invoca una tormenta de arena que dura <time> segundos y esconde a los brawlers aliados."
"TID_STAT_SANDSTORM","Tormenta de arena"
"TID_SPEC_ABI_SANDSTORM_DOT","Arena sepultadora"
"TID_SPEC_ABI_SANDSTORM_DOT_DESC","La tormenta de arena inflige <c00cc00><VALUE1></c> puntos de daño por segundo al enemigo."
"TID_SPEC_ABI_SANDSTORM_HOT","Minerales curativos"
"TID_SPEC_ABI_SANDSTORM_HOT_DESC","La tormenta de arena les cura a los brawlers aliados <c00cc00><VALUE1></c> puntos de salud por segundo."
"TID_SHOP_SKIN_SALE","OFERTA DE ASPECTO"
"TID_IAP_B2S_19_PACK_1","¡VUELTA AL COLE!"
"TID_IAP_B2S_19_PACK_2","¡VUELTA AL COLE!"
"TID_IAP_B2S_19_PACK_3","¡VUELTA AL COLE!"
"TID_GENE_PIRATE_SKIN","GENIO PIRATA"
"TID_GENE_PIRATE_SKIN_SHOP","GENIO\nPIRATA"
"TID_BARLEY_RED_WIZARD_SKIN","BARLEY MAGO ROJO"
"TID_BARLEY_RED_WIZARD_SKIN_SHOP","BARLEY MAGO\nROJO"
"TID_SANDY_SLEEPY_SKIN","SANDY DORMILÓN"
"TID_SANDY_SLEEPY_SKIN_SHOP","SANDY\nDORMILÓN"
"TID_BOSS_RACE_2","Jefe mequetrefe"
"TID_BOSS_RACE_3","Ciudad frenética"
"TID_BOSS_RACE_4","A ultranza"
"TID_BOSS_RACE_5","Entrenamiento violento"
"TID_BOSS_RACE_6","Laberinto serpenteante"
"TID_BOSS_RACE_7","Enfrentamiento ridículo"
"TID_SHOP_SKIN_NEW_RELEASE","¡NOVEDAD!"
"TID_SEASON_END_OFFER","OFERTA DE FINAL DE TEMPORADA"
"TID_IAP_OCTOBER_OFFER","OFERTA DE OCTUBRE"
"TID_IAP_MONDAY_OFFER","¡COMIENZA LA SEMANA!"
"TID_IAP_VERY_SPECIAL_OFFER","OFERTA MUY ESPECIAL"
"TID_IAP_IKE_ROYALE","IKE ROYALE"
"TID_IAP_COIN_SHOWER","LLUVIA DE MONEDAS"
"TID_MUMMY","EMZ"
"TID_ADDITIONAL_GEM_TOOLTIP_FOR_JAPAN","\n\nGemas compradas: <PAID>\nGemas gratis:<FREE>\nTotal: <TOTAL>"
"TID_RANK","Puesto: <val>/10"
"TID_SOLO_BOUNTY_NO_RANK","¡Derrota a otros brawlers para ganar estrellas!"
"TID_BOSS_RACE_NO_RANK","¡Hazle daño al jefe!"
"TID_MUMMY_SHORT_DESC","LUCHADORA"
"TID_MUMMY_DESC","Emz rocía a sus enemigos con laca, que inflige daño durante un tiempo. Su súper ralentiza a los rivales."
"TID_MUMMY_WEAPON","AEROSOL"
"TID_MUMMY_WEAPON_DESC","Emz rocía al enemigo con una laca nociva que tira a los enemigos de espaldas y acaba con ellos."
"TID_MUMMY_ULTI","CARISMA CORROSIVO"
"TID_MUMMY_ULTI_DESC","Emz genera una nube tóxica a su alrededor que ralentiza e inflige daño a los rivales que se encuentren en el área de efecto."
"TID_STAT_MUMMY","Emz"
"TID_SPEC_ABI_TICK_DMG_GROW","Karma"
"TID_SPEC_ABI_TICK_DMG_GROW_DESC","Los rivales que permanecen dentro del área de efecto del aerosol de Emz sufren cada vez más daño (<c00cc00><VALUE1></c> % más por impacto)."
"TID_SPEC_ABI_HEAL_SUPER_DMG","Autobombo"
"TID_SPEC_ABI_HEAL_SUPER_DMG_DESC","Emz recupera <c00cc00><VALUE1></c> puntos de salud por segundo por cada brawler rival que se encuentre dentro del área de efecto de su súper."
"TID_FRIEND_ADD_YOUR_ID","Tu ID: <ID>"
"TID_FRIEND_ADD_BUTTON","AÑADIR\nAMIGO"
"TID_FRIEND_ADD_BUTTON_SHORT","AÑADIR"
"TID_FRIEND_ADD_DEFAULT_TEXT","Escribir ID de jugador"
"TID_FRIEND_ADD_CODE_SENT","Solicitud de amistad enviada"
"TID_FRIEND_ADD_CODE_INVALID","¡El ID no es válido!"
"TID_IAP_CYBER_WEEK_19_1","OFERTA DE LA CIBERSEMANA"
"TID_IAP_CYBER_WEEK_19_2","OFERTA DE LA CIBERSEMANA"
"TID_IAP_CYBER_WEEK_19_3","OFERTA DE LA CIBERSEMANA"
"TID_IAP_GSTAR2019_FINALS","LOTE DE FINALES MUNDIALES"
"TID_IAP_BRAWLOWEEN_19_1","¡ES BRAWL-O-WEEN!"
"TID_IAP_BRAWLOWEEN_19_2","¿TRUCO O... MONEDAS?"
"TID_IAP_BRAWLOWEEN_19_3","¡TODOS LOS ASPECTOS!"
"TID_IAP_ARABIC_19_1","JUEGA EN ÁRABE"
"TID_IAP_ARABIC_19_2","JUEGA EN ÁRABE"
"TID_EVENT_MODIFIER_8","JEFE CON RAYOS LÁSER"
"TID_EVENT_MODIFIER_DESC_8","El jefe dispara rayos láser."
"TID_EVENT_MODIFIER_9","JEFE CON RAYOS EN CADENA"
"TID_EVENT_MODIFIER_DESC_9","El jefe dispara rayos en cadena."
"TID_EVENT_MODIFIER_10","JEFE CON COHETES"
"TID_EVENT_MODIFIER_DESC_10","El jefe dispara cohetes."
"TID_STAT_DAMAGE_PER_HALF_SECOND","Daño cada 0,5 segundos"
"TID_FRIENDS_PAGE_BUTTON_INVITE","INVITAR"
"TID_TEAM_ROOM_CODE","Código del equipo:"
"TID_TEAM_ROOM_CODE_SHORT","EQUIPO:\n<NUM>"
"TID_FRIENDS_PAGE_SOCIAL_NETWORKS","REDES SOCIALES"
"TID_CLAN_TAB_MEMBERS","Miembros (<NUM>/<TOTAL>)"
"TID_CLAN_TAB_CHAT","Chat"
"TID_SHELLY_WITCH_SKIN","SHELLY BRUJA"
"TID_SHELLY_WITCH_SKIN_SHOP","SHELLY\nBRUJA"
"TID_LEON_WEREWOLF_SKIN","LEON LOBO"
"TID_LEON_WEREWOLF_SKIN_SHOP","LEON\nLOBO"
"TID_PIPER_CALAVERA_SKIN","PIPER CATRINA"
"TID_PIPER_CALAVERA_SKIN_SHOP","PIPER\nCATRINA"
"TID_FRANK_DJ_SKIN","FRANK DJ"
"TID_FRANK_DJ_SKIN_SHOP","FRANK\nDJ"
"TID_JESSIE_DARK_KNIGHT_SKIN","JESSIE MEDIEVAL OSCURA"
"TID_JESSIE_DARK_KNIGHT_SKIN_SHOP","JESSIE\nMEDIEVAL OSCURA"
"TID_SKIN_FEATURE_MODEL","— Aspecto de brawler especial"
"TID_SKIN_FEATURE_PET","— Aspecto de mascota especial"
"TID_SKIN_FEATURE_TURRET","— Aspecto de torreta especial"
"TID_SKIN_FEATURE_VFX","— Efectos especiales"
"TID_SKIN_FEATURE_ANIM","— Animaciones especiales"
"TID_SKIN_FEATURE_SFX","— Efectos de sonido especiales"
"TID_SKIN_FEATURE_VOICE","— Voz especial"
"TID_SKIN_FEATURE_TEXTURE","— Textura especial"
"TID_SKIN_FEATURE_COLOR","— Colores especiales"
"TID_HINT_44","En las partidas de Lucha estelar, se te asignan rivales según los puntos que tengas en la temporada actual de Lucha estelar."
"TID_OPTIONAL_OR","O"
"TID_LONESTAR_01","Pendiente desamparada"
"TID_LONESTAR_02","A tiro de piedra"
"TID_LONESTAR_03","Terreno escabroso"
"TID_LONESTAR_04","Coraje robado"
"TID_LONESTAR_05","Coliflor"
"TID_LONESTAR_06","Decisión ardua"
"TID_LONESTAR_07","Vuelta de tuerca"
"TID_LONESTAR_08","Encrucijadas"
"TID_BOSS_RACE_8","Pico petrolero"
"TID_BOSS_RACE_9","Golpe chiflado"
"TID_BOSS_RACE_10","Chatarrería"
"TID_BOSS_RACE_11","Gato encerrado"
"TID_BOSS_RACE_12","En guardia"
"TID_BOSS_RACE_13","Callejón caimán"
"TID_BOSS_RACE_14","Estrechez"
"TID_CONTACT_US_WELCOME_TEXT","¡Hola!"
"TID_TEAM_CHAT_POPUP_INVITE","INVITAR"
"TID_IAPS_NOT_READY","Las ofertas aún no se han cargado. Inténtalo más tarde."
"TID_IAP_NOT_FOUND","Producto no encontrado"
"TID_TEAM_LOG_TAB","REGISTRO DEL EQUIPO"
"TID_TEAM_LOG_TITLE","REGISTRO DEL EQUIPO"
"TID_LEON_SALLY_SKIN","LEON SALLY"
"TID_LEON_SALLY_SKIN_SHOP","LEON\nSALLY"
"TID_CARL_LEONARD_SKIN","CARL LEONARD"
"TID_CARL_LEONARD_SKIN_SHOP","CARL\nLEONARD"
"TID_EL_PRIMO_BROWN_SKIN","EL BROWN"
"TID_EL_PRIMO_BROWN_SKIN_SHOP","EL BROWN"
"TID_PLAYER_CTX_SEND_FRIEND_REQUEST","ENVIAR SOLICITUD DE AMISTAD"
"TID_PLAYER_CTX_PROFILE","PERFIL"
"TID_PLAYER_CTX_KICK","EXPULSAR"
"TID_EMOJIS_TITLE","EMOTICONOS"
"TID_SHOP_OFFER_TITLE_NEW_BRAWLER","NUEVO BRAWLER"
"TID_SHOP_OFFER_TITLE_NEW_SKIN","NUEVO ASPECTO"
"TID_SHOP_OFFER_TITLE_BRAWLIDAYS_GIFT","REGALO DE BRAWLIDAD"
"TID_LONESTAR_09","Distritos distintos"
"TID_EXTRA_COPYRIGHT","\nBROWN & FRIENDS, copyright LINE\n"
"TID_ESTIMATED_MAINENANCE_TIME","Tiempo estimado: <TIME>"
"TID_IAP_XMAS_19_0","FELICES FIESTAS"
"TID_IAP_XMAS_19_1","FELIZ BRAWLIDAD"
"TID_IAP_XMAS_19_2","FELIZ BRAWLIDAD"
"TID_IAP_XMAS_19_3","FELIZ BRAWLIDAD"
"TID_IAP_XMAS_19_4","FELIZ BRAWLIDAD"
"TID_IAP_COINPACK_11_19","MONEDAS Y MÁS MONEDAS"
"TID_IAP_NEWYEAR_20","FELIZ AÑO NUEVO"
"TID_SKIN_INFO_CAMPAIGN_4_NOT_AVAILABLE","Aspecto de BROWN & FRIENDS"
"TID_HOME_PAGE_PENDING_DONATION","MENSAJE\nIMPORTANTE"
"TID_SETTINGS_BLOCK_FRIEND_REQUESTS","BLOQUEAR SOLICITUDES DE AMISTAD"
"TID_SPAWNER_DUDE","SEÑOR P"
"TID_BEE_SNIPER","BEA"
"TID_BEE_SNIPER_SHORT_DESC","FRANCOTIRADORA"
"TID_BEE_SNIPER_DESC","Bea es una brawler de lo más avispada. Lanza abejorros robóticos a distancia y, con su súper, invoca un enjambre de abejas enfurecidas."
"TID_BEE_SNIPER_WEAPON","PICADURA"
"TID_BEE_SNIPER_WEAPON_DESC","Bea lanza un disparo de largo alcance que, al impactar al objetivo, aumenta el daño del siguiente disparo. ¡Que no te pique!"
"TID_BEE_SNIPER_ULTI","ENJAMBRE ROBÓTICO"
"TID_BEE_SNIPER_ULTI_DESC","Bea invoca un enjambre de abejas robóticas que vuelan dando giros. Ralentizan con sus zumbidos a todos los rivales que encuentren."
"TID_SPEC_ABI_BEE_SNIPER_1","Abeja reina"
"TID_SPEC_ABI_BEE_SNIPER_1_DESC","Vuelve a cargar el ataque potenciado de Bea automáticamente una vez si no impacta a ningún rival."
"TID_SPEC_ABI_BEE_SNIPER_2","Miel protectora"
"TID_SPEC_ABI_BEE_SNIPER_2_DESC","Bea se salva de ser derrotada, sobrevive con 1 punto de vida y obtiene un escudo temporal. La habilidad vuelve a estar disponible tras cada derrota."
"TID_SPEEDY","MAX"
"TID_SPEEDY_SHORT_DESC","APOYO"
"TID_SPEEDY_DESC","¡Max va como las balas! Ataca con un torrente de disparos y su súper aumenta su velocidad y la de sus aliados."
"TID_SPEEDY_WEAPON","TIROTEO VELOZ"
"TID_SPEEDY_WEAPON_DESC","Dispara un montón de proyectiles a la velocidad de la luz. ¡Tiene mucha munición y recarga su ataque superrápido!"
"TID_SPEEDY_ULTI","COMO LAS BALAS"
"TID_SPEEDY_ULTI_DESC","Max acelera por un momento su velocidad de movimiento y la de los aliados dentro del área de efecto. ¡No hay tiempo que perder!"
"TID_SPEC_ABI_SPEEDY_1","Súper cargado"
"TID_SPEC_ABI_SPEEDY_1_DESC","Max carga su súper mientras se desplaza."
"TID_SPEC_ABI_SPEEDY_2","¡Corre y vuela!"
"TID_SPEC_ABI_SPEEDY_2_DESC","Max recarga su ataque más rápido mientras se desplaza."
"TID_SPEEDY_ULTI_STAT","Como las balas"
"TID_HOMER","HOMER"
"TID_QUICK_MESSAGE_CHOOSE_BRAWLER","Juguemos con..."
"TID_QUICK_MESSAGE_CHOOSE_MODE","Juguemos a..."
"TID_QUICK_MESSAGE_CHOOSE_FRIENDLY_LOCATION","Juguemos a..."
"TID_QUICK_MESSAGE_CHANGE_BRAWLERS","¡Cambiemos de brawlers!"
"TID_QUICK_MESSAGE_GOOD_GAME","¡Buena partida!"
"TID_QUICK_MESSAGE_PLAY_AGAIN","¿Volvemos a jugar?"
"TID_QUICK_MESSAGE_WELL_PLAYED","¡Bien jugado!"
"TID_QUICK_MESSAGE_WOW","¡Guau!"
"TID_QUICK_MESSAGE_OK","¡Vale!"
"TID_QUICK_MESSAGE_GOTTA_GO","Me voy. ¡Suerte!"
"TID_QUICK_MESSAGE_CHANGE_MODE","¡Juguemos a otro modo!"
"TID_QUICK_MESSAGE_BYE","¡Adiós!"
"TID_QUICK_MESSAGE_CLOSE_MATCH","¡Por los pelos!"
"TID_QUICK_MESSAGE_READY","¿Todo listo?"
"TID_QUICK_MESSAGE_READY_GO","¿Todo listo? ¡A jugar!"
"TID_QUICK_MESSAGE_HI","¡Hola!"
"TID_QUICK_MESSAGE_NEED_BREAK","¡Necesito un respiro!"
"TID_QUICK_MESSAGE_NEED_TO_GO","Me voy. ¡Pasadlo bien!"
"TID_QUICK_MESSAGE_THANKS","¡Gracias!"
"TID_QUICK_MESSAGE_SORRY","¡Perdón!"
"TID_QUICK_MESSAGE_OOPS","Vaya..."
"TID_QUICK_MESSAGE_SUGGEST_BRAWLER","¿Puedes jugar con <c<COLOR>><NAME></c>?"
"TID_QUICK_MESSAGE_SUGGEST_STARPOWER","¿Puedes usar la habilidad <c<COLOR>><NAME></c>?"
"TID_QUICK_MESSAGE_SUGGEST_MODE","¡Juguemos a <c<COLOR>><NAME></c>!"
"TID_QUICK_MESSAGE_ASK_BRAWLER","¿A qué brawler elijo?"
"TID_QUICK_MESSAGE_ASK_MODE","¿A qué evento jugamos?"
"TID_PLAYER_CTX_SUGGEST_BRAWLER_SHORT","SUGERIR"
"TID_PLAYER_CTX_SUGGEST_CANCEL","CANCELAR SUGERENCIA"
"TID_SUGGEST_BRAWLER_TITLE_SHORT","SUGERIR UN BRAWLER"
"TID_SUGGEST_BRAWLER_TITLE","SUGERIR UN BRAWLER A <NAME>"
"TID_SUGGEST_EVENT_TITLE","SUGERIR EVENTO"
"TID_SUGGEST_EVENT_BUTTON_SHORT","SUGERIR"
"TID_SUGGEST_EVENT_BUTTON","SUGERIR EVENTO"
"TID_EVENT_SUGGESTION_EXPIRED","La sugerencia de este evento ha caducado."
"TID_SUGGESTED_BRAWLER_TITLE","SUGERENCIA DE BRAWLER"
"TID_SUGGESTED_BRAWLER_DESC","¿Quieres usar a <c<COLOR>><NAME></c>?"
"TID_SUGGESTED_BRAWLER_YES","SÍ"
"TID_SUGGESTED_BRAWLER_NO","NO"
"TID_EVENT_SUGGESTION_TITLE","Confirmar evento"
"TID_EVENT_SUGGESTION_DESC","¿Quieres jugar a este evento?"
"TID_EVENT_SUGGESTION_YES","SÍ"
"TID_EVENT_SUGGESTION_NO","NO"
"TID_CHAT_LETSPLAY_ITEM","Juguemos a"
"TID_CHAT_SWAP_BRAWLER_ITEM","Brawler sugerido para <NAME>:"
"TID_CHAT_SWAP_BRAWLER_ITEM_YOU","Brawler sugerido para ti:"
"TID_MAINTENANCE_DEEP_LINKS_NOT_AVAILABLE","No disponible durante el mantenimiento"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_TITLE","Actualización en curso"
