"TID","PT"
"TID_CARL_RR_SKIN","CARL ALOPRADO"
"TID_CARL_RR_SKIN_SHOP","CARL\nALOPRADO"
"TID_BARLEY_MAPLE_SKIN","BARLEY GARAPEIRO"
"TID_BARLEY_MAPLE_SKIN_SHOP","BARLEY\nGARAPEIRO"
"TID_BANKHEIST_14B","Pit stop"
"TID_BANKHEIST_15","Nas beiradas"
"TID_IAP_RETROPOLIS_PACK","PACOTE DE GEMAS RETRÓPOLE"
"TID_IAP_RETROCOIN_PACK_1","PACOTE DE MOEDAS (1/3)"
"TID_IAP_RETROCOIN_PACK_2","PACOTE DE MOEDAS (2/3)"
"TID_IAP_RETROCOIN_PACK_3","PACOTE DE MOEDAS (3/3)"
"TID_GOLDRUSH_21C","Quebra da bolsa"
"TID_SPEC_SPOT_FROM_AIR","DETECÇÃO INIMIGA"
"TID_SPEC_SUPER_RANGE","CHUMBO GROSSO"
"TID_SPEC_SUPER_RANGE_DESC","O alcance e a velocidade do Super da Shelly aumentam em <c00cc00><VALUE1>%</c>. Sua propagação se dá em menor ângulo."
"TID_SPEC_ABI_PET_ATTACK_SPEED","Urso hiperativo"
"TID_SPEC_ABI_PET_ATTACK_SPEED_DESC","O urso da Nita ataca mais depressa, com o tempo entre ataques reduzido em <c00cc00><VALUE1>%</c>."
"TID_SPEC_ABI_LOW_HEALTH_SHIELD","Marrento"
"TID_SPEC_ABI_LOW_HEALTH_SHIELD_DESC","Quando a saúde do Bull está abaixo de <c00cc00><VALUE1>%</c>, ele ganha um escudo que reduz o dano recebido em <c00cc00><VALUE2>%</c>."
"TID_SPEC_ABI_ATTACK_RANGE","Magnum especial"
"TID_SPEC_ABI_ATTACK_RANGE_DESC","O alcance e a velocidade do ataque do Colt aumentam em <c00cc00><VALUE1>%</c>."
"TID_SPEC_ABI_TURRET_AOE","Denguinho da mamãe"
"TID_SPEC_ABI_TURRET_AOE_DESC","A torreta curadora agora inflige <c00cc00><VALUE1></c> pontos de dano por segundo aos inimigos."
"TID_SPEC_ABI_SPEED_AFTER_ULTI","Corrida meteórica"
"TID_SPEC_ABI_SPEED_AFTER_ULTI_DESC","A velocidade de El Primo aumenta em <c00cc00><VALUE1>%</c> por <c00cc00><VALUE2></c> segundos após usar o Super."
"TID_SPEC_ABI_HOT_INVISIBLE","Cura invisível"
"TID_SPEC_ABI_HOT_INVISIBLE_DESC","Leon recupera <c00cc00><VALUE1></c> pontos de saúde por segundo enquanto o Super estiver ativo."
"TID_SPEC_ULTI_BURN","Bombas incendiárias"
"TID_SPEC_ULTI_BURN_DESC","As balas da torreta da Penny incendeiam o chão por 3 segundos e infligem <c00cc00><VALUE1></c> pontos de dano por segundo aos inimigos!"
"TID_SPEC_ABI_REPAIR_SELF","Troca de óleo"
"TID_SPEC_ABI_REPAIR_SELF_DESC","Tick recupera a saúde <c00cc00><VALUE1></c> s mais depressa do que o normal quando não ataca nem é atacado."
"TID_HEAD_HEALTH","Saúde da cabeça"
"TID_CLUSTER_BOMB_DUDE_SHORT_DESC","LANÇADOR"
"TID_CLUSTER_BOMB_DUDE_DESC","Tick é um enlatado de empolgação e de energia explosiva! Um verdadeiro lançador de minas com um Super que o faz perder a cabeça (literalmente) e explodir um alvo com ela!"
"TID_CLUSTER_BOMB_DUDE_WEAPON","MINIMINAS"
"TID_CLUSTER_BOMB_DUDE_ULTI","CABEÇA QUENTE"
"TID_CLUSTER_BOMB_DUDE_WEAPON_DESC","Tick lança um aglomerado de minas que se separam antes de caírem. As minas explodem em contato com um alvo ou depois de alguns segundos."
"TID_CLUSTER_BOMB_DUDE_ULTI_DESC","Tick atira a sua cabeça que, após cair, pula na direção do alvo mais próximo e explode!"
"TID_CLUSTER_BOMB_DUDE","TICK"
"TID_SPEC_ABI_PREY_ON_THE_WEAK","Corvo-abutre"
"TID_SPEC_DAMAGE_SUPER","Solo estridente"
"TID_SPEC_DAMAGE_SUPER_DESC","O Super do Poco agora também acerta os inimigos e inflige <c00cc00><VALUE1></c> pontos de dano."
"TID_SPEC_ABI_SUPER_DESTROY_WALLS","Rodopio implacável"
"TID_SPEC_ABI_SUPER_DESTROY_WALLS_DESC","O Super do Carl agora destrói os obstáculos e acaba com a proteção dos inimigos."
"TID_SPEC_ABI_SUPER_SLOW","Pegajosa"
"TID_SPEC_ABI_SUPER_SLOW_DESC","O Super da Bibi desacelera os inimigos por <c00cc00><VALUE1></c> segundos!"
"TID_SPEC_ABI_DAMAGE_BUFF_SUPER","Luvas espinhosas"
"TID_SPEC_ABI_DAMAGE_BUFF_SUPER_DESC","Os socos desferidos por Rosa infligem <c00cc00><VALUE1></c> pontos de dano a mais durante o Super."
"TID_SPEC_ABI_STUN_TRAP","Arapuca"
"TID_SPEC_ABI_STUN_TRAP_DESC","Em vez de empurrar para longe, as armadilhas do Bo agora atordoam o inimigo por <c00cc00><VALUE1></c> segundos!"
"TID_SPEC_ABI_TURRET_ELECTRICITY","Eletrizante"
"TID_SPEC_ABI_TURRET_ELECTRICITY_DESC","Lata-velha, a torreta, agora atira esferas de energia que quicam entre os inimigos. O alcance das esferas após quicarem é <c00cc00><VALUE1>%</c> do alcance normal."
"TID_SPEC_EXTRA_BULLET","Quarta potência"
"TID_SPEC_EXTRA_BULLET_DESC","Brock carrega seu lançador com um quarto foguete, aumentando sua munição."
"TID_SPEC_ABI_SPIKES_LOW_HEALTH","Surto espinhoso"
"TID_SPEC_ABI_SPIKES_LOW_HEALTH_DESC","Spike atira espinhos que causam <c00cc00><VALUE2></c> pontos de dano quando sua saúde está abaixo de <c00cc00><VALUE1>%</c>!"
"TID_SPEC_ABI_RELOAD_ON_HIT","At-IRA-dora"
"TID_SPEC_ABI_RELOAD_ON_HIT_DESC","Piper recarrega instantaneamente <c00cc00><VALUE1></c> tiro ao acertar um inimigo."
"TID_SPEC_ABI_GAIN_HEALTH","Esponja"
"TID_SPEC_ABI_GAIN_HEALTH_DESC","Frank ganha <c00cc00><VALUE1></c> pontos de saúde a mais."
"TID_SPEC_ABI_DASH_SHIELD","Sagaz"
"TID_SPEC_ABI_DASH_SHIELD_DESC","Durante suas investidas, o dano que Mortis recebe é reduzido em <c00cc00><VALUE2>%</c> por <c00cc00><VALUE1></c> segundo."
"TID_SPEC_ABI_SUPER_DAMAGE","Demolição"
"TID_SPEC_ABI_SUPER_DAMAGE_DESC","Dynamike inflige <c00cc00><VALUE1></c> pontos de dano a mais com o Super."
"TID_SPEC_ABI_SPEED_LOW_HEALTH","Recuada digital"
"TID_SPEC_ABI_SPEED_LOW_HEALTH_DESC","Rico corre <c00cc00><VALUE1>%</c> mais depressa quando sua saúde está abaixo de <c00cc00><VALUE2>%</c>!"
"TID_SPEC_ABI_SUPER_RELOAD","Recarga rolante"
"TID_SPEC_ABI_SUPER_RELOAD_DESC","Quando usa o Super, a velocidade de recarregamento do Darryl é dobrada por <c00cc00><VALUE1></c> segundos."
"TID_SPEC_ABI_DAMAGE_MAIN_ATTACK","Extranocivo"
"TID_SPEC_ABI_DAMAGE_MAIN_ATTACK_DESC","Adiciona <c00cc00><VALUE1></c> pontos de dano por segundo extras ao ataque do Barley."
"TID_SPEC_ABI_SUPER_HEALS","Mão amiga"
"TID_SPEC_ABI_SUPER_HEALS_DESC","O Super do Eugênio restaura <c00cc00><VALUE1></c> pontos de saúde dos aliados."
"TID_SPEC_ABI_BLACK_HOLE_HEALER","Sombra curativa"
"TID_SPEC_ABI_BLACK_HOLE_HEALER_DESC","O Super abre um portal dimensional pelo qual uma versão sombria da Tara aparece para curá-la, assim como seus aliados!"
"TID_SPEC_ABI_RECHARGE","Recarga automáTICKa"
"TID_SPEC_ABI_RECHARGE_DESC","O tempo de recarregamento de Tick fica <c00cc00><VALUE1>%</c> menor."
"TID_SPEC_ABI_CURVEBALL","Bola curva"
"TID_SPEC_ABI_CURVEBALL_DESC","Os espinhos de uma granada de cacto voam numa trajetória curva, facilitando o ataque aos inimigos."
"TID_SPEC_ABI_MEDIKIT","Tônico revigorante"
"TID_SPEC_ABI_MEDIKIT_DESC","Quando sua saúde está abaixo de <c00cc00><VALUE1>%</c>, Shelly recupera <c00cc00><VALUE2></c> pontos de saúde num piscar de olhos, mas é preciso esperar <c00cc00><VALUE3></c> segundos antes que a habilidade esteja disponível novamente."
"TID_SPEC_ABI_IMMUNE_TO_CC","Defesa pedregosa"
"TID_SPEC_ABI_IMMUNE_TO_CC_DESC","Sandy resiste a ataques que empurram, retardam ou atordoam."
"TID_SPEC_ABI_CURE_DEBUFFS","Música edificante"
"TID_SPEC_ABI_CURE_DEBUFFS_DESC","Os ataques de Poco retiram os efeitos tóxicos, incendiários, retardatários e atordoantes dos aliados afetados."
"TID_SPEC_ABI_SHIELD_HOMERUN","Rebatedora de ataques"
"TID_SPEC_ABI_SHIELD_HOMERUN_DESC","Quando a barra de home run está totalmente carregada, Bibi reduz o impacto do dano recebido em <c00cc00><VALUE1>%</c>."
"TID_SPEC_ABI_WHIRLWIND_SHIELD","Pirueta protetora"
"TID_SPEC_ABI_WHIRLWIND_SHIELD_DESC","Durante o Super, todo dano recebido por Carl é reduzido em <c00cc00><VALUE2>%</c>."
"TID_SELFHELP_UNAVAILABLE","Ajuda e suporte estão indisponíveis no momento. Tente de novo mais tarde."
"TID_SPEC_ABI_LONGER_DASH","Bote letal"
"TID_SPEC_ABI_LONGER_DASH_DESC","O alcance das investidas de Mortis aumenta em <c00cc00><VALUE1>%</c> quando sua nova barra está totalmente carregada. Essa barra leva <c00cc00><VALUE3></c> segundos para ser carregada quando Mortis tem três investidas disponíveis."
"TID_BO_MECHA_SKIN","BO ROBÔ"
"TID_BO_MECHA_SKIN_SHOP","BO\nROBÔ"
"TID_CROW_MECHA_SKIN","CORVO ROBÔ"
"TID_CROW_MECHA_SKIN_SHOP","CORVO\nROBÔ"
"TID_MIKE_ROBO_SKIN","DYNAMÁQUINA"
"TID_MIKE_ROBO_SKIN_SHOP","DYNAMÁQUINA"
"TID_SPIKE_ROBO_SKIN","SPIKE ROBÔ"
"TID_SPIKE_ROBO_SKIN_SHOP","SPIKE\nROBÔ"
"TID_BO_MECHA_GOLD_SKIN","BO ROBÔ DOURADO"
"TID_BO_MECHA_GOLD_SKIN_SHOP","BO\nROBÔ DOURADO"
"TID_CROW_MECHA_GOLD_SKIN","CORVO ROBÔ DOURADO"
"TID_CROW_MECHA_GOLD_SKIN_SHOP","CORVO\nROBÔ DOURADO"
"TID_BO_MECHA_LIGHT_SKIN","BO ROBÔ CINTILANTE"
"TID_BO_MECHA_LIGHT_SKIN_SHOP","BO\nROBÔ CINTILANTE"
"TID_CROW_MECHA_NIGHT_SKIN","CORVO ROBÔ SOMBRIO"
"TID_CROW_MECHA_NIGHT_SKIN_SHOP","CORVO\nROBÔ SOMBRIO"
"TID_BULL_LINEBACKER_SKIN","BULL ZAGUEIRO"
"TID_BULL_LINEBACKER_SKIN_SHOP","BULL\nZAGUEIRO"
"TID_COLT_OUTLAW_SKIN","COLT BANDIDO"
"TID_COLT_OUTLAW_SKIN_SHOP","COLT\nBANDIDO"
"TID_CARL_HOG_RIDER_SKIN","CARL CORREDOR"
"TID_CARL_HOG_RIDER_SKIN_SHOP","CARL\nCORREDOR"
"TID_SKIN_INFO_ANIM_SOUND_FX_VOICE","- Modelo personalizado de Brawler\n- Efeitos personalizados\n- Animações personalizadas\n- Sons personalizados\n- Vozes personalizadas"
"TID_SHOP_OFFER_STAR_SKIN_LABEL","VISUAL ESTELAR"
"TID_WANTED_15","Caça-estrelas praiano"
"TID_WANTED_16","Insolação"
"TID_WANTED_17","Areias escaldantes"
"TID_BANKHEIST_16","Devaneio marinho"
"TID_BANKHEIST_17","Gemas arenosas"
"TID_BANKHEIST_18","Batata quente"
"TID_BANKHEIST_18B","Oito oculto"
"TID_BALL_22","Bola na orla"
"TID_BALL_23","Futebol ensolarado"
"TID_BALL_24","Brawl de verão"
"TID_BALL_25","Jogos de verão"
"TID_STARPOINTSGAINED","<TOTALDECAY> troféus foram convertidos em <STARPOINTSGAINED> pontos estelares."
"TID_TROPHIES_LOST","Total de troféus perdidos: <AMOUNT>"
"TID_TROPHIES_CONVERTED","Os troféus perdidos foram convertidos em <AMOUNT> pontos estelares."
"TID_IAP_SOM_PACK_1","OFERTA ESPECIAL"
"TID_IAP_SOM_PACK_2","OFERTA ESPECIAL"
"TID_IAP_SOM_PACK_3","OFERTA ESPECIAL"
"TID_IAP_SOM_PACK_4","OFERTA ESPECIAL"
"TID_IAP_AUGUST_PACK_1","OFERTA ESPECIAL"
"TID_IAP_AUGUST_PACK_2","NOVA ESTAÇÃO!"
"TID_IAP_FLASH_PACK_1","GRANDE OFERTA"
"TID_IAP_FLASH_PACK_2","GRANDE OFERTA"
"TID_IAP_MOON_19_PACK_1","FESTIVAL LUNAR"
"TID_IAP_MOON_19_PACK_2","FESTIVAL LUNAR"
"TID_SPEC_ABI_RESURRECT","Vida extra"
"TID_SPEC_ABI_RESURRECT_DESC","8-BIT ressuscita instantaneamente após ser derrotado pela primeira vez numa partida."
"TID_SPEC_ABI_GROW_FROM_DAMAGE","Revigoramento"
"TID_SPEC_ABI_GROW_FROM_DAMAGE_DESC","Quando El Primo carrega seu Super, ele também carrega uma barra de revigoramento. Quando ela estiver cheia, sua saúde aumenta em <c00cc00><VALUE1></c> pontos de saúde. Essa quantia é perdida quando El Primo é derrotado."
"TID_SPEC_ABI_ARMOR","Colete protetor"
"TID_SPEC_ABI_ARMOR_DESC","O colete protege os primeiros <c00cc00><VALUE1></c> pontos de dano recebidos por Colt. Quando Colt é derrotado, ele ganha um novo colete. Uma barra amarela indica os pontos de vida do colete."
"TID_SPEC_ABI_WALKING_TURRET","Escolta"
"TID_SPEC_ABI_WALKING_TURRET_DESC","Lata-velha segue sua dona aonde ela for."
"TID_SPEC_SHIELD_ULTI","ESCUDO"
"TID_SPEC_SHIELD_ULTI_DESC","Quando Brock estiver com seu Super totalmente carregado e não o usar, ele ganha um escudo que reduz <c00cc00><VALUE1>%</c> de qualquer dano recebido."
"TID_SPEC_ABI_PET","Voo livre"
"TID_SPEC_ABI_PET_DESC","O passarinho do Dynamike entra na luta!"
"TID_SPEC_ABI_DAMAGE_ULTI","Tapa astral"
"TID_SPEC_ABI_DAMAGE_ULTI_DESC","Quando o Super do Eugênio está totalmente carregado, seu ataque inflige <c00cc00><VALUE1></c> pontos de dano a mais."
"TID_ARCADE","8-BIT"
"TID_ARCADE_DESC","8-BIT é um fliperama ambulante sobre duas pernas. Ele lança raios laser, e seu Super aumenta o dano causado por aliados!"
"TID_ARCADE_SHORT_DESC","TIRO PRECISO"
"TID_ARCADE_WEAPON","RAIOS LASER"
"TID_ARCADE_ULTI","AMPLIA-DANO"
"TID_ARCADE_WEAPON_DESC","Dispara vários raios laser consecutivos que causam dano aos inimigos atingidos. Os raios têm alcance médio e uma pequena dissipação."
"TID_ARCADE_ULTI_DESC","Mobiliza uma torreta que aumenta o dano causado por todos os Brawlers aliados que estejam em sua área de efeito."
"TID_STAT_DAMAGE_BOOST","Aumento de dano"
"TID_HERO_INFO_ABILITY_POWER_PERCENT","<BASEPOW>%"
"TID_STAT_DAMAGE_PER_BEAM","Dano por raio"
"TID_SPEC_ABI_LARGER_AREA_ULTI","Amplia-dano ampliado"
"TID_SPEC_ABI_LARGER_AREA_ULTI_DESC","Aumenta o alcance do amplia-dano em <c00cc00><VALUE1>%</c>."
"TID_DAMAGE_BOOSTER_HEALTH","Saúde de amplia-dano"
"TID_BEST_VALUE_DISCOUNT","DESCONTO\nDE <VALUE>%!"
"TID_BEST_VALUE_EXTRA","<VALUE>%\nA MAIS"
"TID_BEST_VALUE_BONUS","BÔNUS\nDE <VALUE>%"
"TID_PROMOCODE_PACK","PACOTE PROMOCIONAL"
"TID_DIAMONDS","Gemas"
"TID_BATTLE_ROYALE_22A","Vértice desertificado"
"TID_BATTLE_ROYALE_23A","Sertão certeiro"
"TID_BATTLE_ROYALE_24A","Terras estéreis"
"TID_GOLDRUSH_24A","Royal Flush"
"TID_WANTED_17A","Paraíso paradoxal"
"TID_BALL_14A","Tiro livre"
"TID_BALL_15A","Envio veloz"
"TID_SHOP_LABEL_BEST_VALUE","MELHOR OFERTA"
"TID_SHOP_LABEL_MOST_POPULAR","MAIS POPULAR"
"TID_SHOP_LABEL_POPULAR","POPULAR"
"TID_SHOP_LABEL_PERCENT_BONUS","<VALUE>% MAIS"
"TID_SHOP_LABEL_PERCENT_EXTRA","<VALUE>% <cFFDB4F>A MAIS</c>"
"TID_BATTLE_ROYALE_25A","Terra de ninguém"
"TID_BATTLE_ROYALE_26A","Temperatura máxima"
"TID_BATTLE_ROYALE_27A","Voadora"
"TID_BATTLE_ROYALE_28A","Apetite voraz"
"TID_PIPER_PINK_SKIN","PIPER ROSA"
"TID_PIPER_PINK_SKIN_SHOP","PIPER\nROSA"
"TID_TARA_BLUE_SKIN","TARA AZUL"
"TID_TARA_BLUE_SKIN_SHOP","TARA\nAZUL"
"TID_8BIT_CLASSIC_SKIN","8-BIT CLÁSSICO"
"TID_8BIT_CLASSIC_SKIN_SHOP","8-BIT\nCLÁSSICO"
"TID_LEON_SHARK_SKIN","LEON TUBARÃO"
"TID_LEON_SHARK_SKIN_SHOP","LEON\nTUBARÃO"
"TID_BATTLE_ROYALE_29A","Paraíso perigoso"
"TID_BATTLE_ROYALE_30A","Travessia tresmalhada"
"TID_BATTLE_ROYALE_31A","Difusão regular"
"TID_BALL_16A","Patinação e pancada"
"TID_BALL_17A","Percurso precário"
"TID_BALL_18A","Disparo dinâmico"
"TID_BALL_19A","Saltando barreiras"
"TID_BALL_20A","Salto mortal"
"TID_IAP_INFO_MORE_INFO_BTN","자세히보기"
"TID_SANDSTORM","SANDY"
"TID_GAME_MODE_14","CAÇA AO CHEFE"
"TID_GAME_MODE_14_DESC","Cause mais dano ao chefe do que os demais jogadores. Quanto mais dano você causar, maior será sua classificação na partida.\n\nColete cubos de energia para aumentar seus pontos de vida e seu ataque. Eles surgem aleatoriamente no mapa durante a batalha!"
"TID_BOSS_RACE_INTRO_TEXT","Cause o máximo de dano possível ao chefe!"
"TID_EVENT_POPUP_GMV_LABEL_ALL_VS_ALL","Todos contra todos"
"TID_BOSS_RACE_1","Última investida"
"TID_BOSS_RACE_IN_LEAD","Você está na liderança!"
"TID_BOSS_RACE_DOING_GOOD","Continue assim!"
"TID_BOSS_RACE_DOING_OK","Você está indo bem."
"TID_BOSS_RACE_DOING_BAD","Cause mais dano ao chefe!"
"TID_SHOP_SCID_SKIN_OFFER_TITLE","CONECTE-SE AO SUPERCELL ID E GANHE <NAME> <c<COLOR>>DE GRAÇA</c>!"
"TID_SHOP_SCID_SKIN_OFFER_DESC","SUPERCELL ID"
"TID_SHOP_SCID_SKIN_OFFER_CLAIM","CONECTAR"
"TID_GAME_MODE_15","ESTRELA SOLITÁRIA"
"TID_GAME_MODE_15_DESC","Junte estrelas ao derrotar os adversários. Sempre que você derrotar um inimigo, uma estrela aparecerá acima do seu personagem, até o máximo de sete.\n\nVence quem tiver mais estrelas quando o tempo terminar."
"TID_SOLO_BOUNTY_IN_LEAD","Você está na liderança!"
"TID_SOLO_BOUNTY_DOING_GOOD","Continue assim!"
"TID_SOLO_BOUNTY_DOING_OK","Você está indo bem."
"TID_SOLO_BOUNTY_DOING_BAD","Você precisa de mais estrelas!"
"TID_SANDSTORM_SHORT_DESC","SUPORTE"
"TID_SANDSTORM_DESC","Sandy, apesar do seu probleminha de insônia, controla areia como ninguém. Para mostrar isso, conjura pedregulhos afiados e uma tempestade de areia. Os primeiros atacam os inimigos, a segunda camufla os aliados."
"TID_SANDSTORM_WEAPON","PEDREGULHOS"
"TID_SANDSTORM_WEAPON_DESC","Sandy arremessa pedregulhos afiados nos inimigos. Ai, isso deve doer!"
"TID_SANDSTORM_ULTI","TEMPESTADE DE AREIA"
"TID_SANDSTORM_ULTI_DESC","Sandy conjura uma tempestade de areia que dura <time> segundos, camuflando os Brawlers aliados."
"TID_STAT_SANDSTORM","Tempestade de areia"
"TID_SPEC_ABI_SANDSTORM_DOT","Areia grossa"
"TID_SPEC_ABI_SANDSTORM_DOT_DESC","A tempestade de areia passa a infligir <c00cc00><VALUE1></c> pontos de dano por segundo aos inimigos."
"TID_SPEC_ABI_SANDSTORM_HOT","Ventos curativos"
"TID_SPEC_ABI_SANDSTORM_HOT_DESC","A tempestade de areia restaura <c00cc00><VALUE1></c> pontos de saúde por segundo de Sandy e de seus aliados."
"TID_SHOP_SKIN_SALE","OFERTA DE VISUAL"
"TID_IAP_B2S_19_PACK_1","PROMOÇÃO!"
"TID_IAP_B2S_19_PACK_2","PROMOÇÃO!"
"TID_IAP_B2S_19_PACK_3","PROMOÇÃO!"
"TID_GENE_PIRATE_SKIN","EUGÊNIO PIRATA"
"TID_GENE_PIRATE_SKIN_SHOP","EUGÊNIO\nPIRATA"
"TID_BARLEY_RED_WIZARD_SKIN","BARLEY MAGO VERMELHO"
"TID_BARLEY_RED_WIZARD_SKIN_SHOP","BARLEY\nMAGO VERMELHO"
"TID_SANDY_SLEEPY_SKIN","SANDY SONECA"
"TID_SANDY_SLEEPY_SKIN_SHOP","SANDY\nSONECA"
"TID_BOSS_RACE_2","Chefe e tabefe"
"TID_BOSS_RACE_3","Melhores inimigos"
"TID_BOSS_RACE_4","Mais músculos"
"TID_BOSS_RACE_5","Arco de treino"
"TID_BOSS_RACE_6","Labirinto distinto"
"TID_BOSS_RACE_7","Impasse imprudente"
"TID_SHOP_SKIN_NEW_RELEASE","NOVO LANÇAMENTO!"
"TID_SEASON_END_OFFER","OFERTA DE FIM DE TEMPORADA"
"TID_IAP_OCTOBER_OFFER","OFERTA DE OUTUBRO"
"TID_IAP_MONDAY_OFFER","SEGUNDA ESPECIAL"
"TID_IAP_VERY_SPECIAL_OFFER","OFERTA ESPECIAL"
"TID_IAP_IKE_ROYALE","IKE ROYALE"
"TID_IAP_COIN_SHOWER","BANHO DE MOEDA"
"TID_MUMMY","EMZ"
"TID_ADDITIONAL_GEM_TOOLTIP_FOR_JAPAN","\n\nGemas pagas: <PAID>\nGemas gratuitas: <FREE>\nTotal: <TOTAL>"
"TID_RANK","Classificação: <val>/10"
"TID_SOLO_BOUNTY_NO_RANK","Ganhe estrelas derrotando os Brawlers!"
"TID_BOSS_RACE_NO_RANK","Cause dano ao chefe!"
"TID_MUMMY_SHORT_DESC","LUTADORA"
"TID_MUMMY_DESC","Emz borrifa um laquê que causa dano aos inimigos com o passar do tempo, e seu Super deixa os adversários lentos."
"TID_MUMMY_WEAPON","SPRAY"
"TID_MUMMY_WEAPON_DESC","Emz borrifa tanto laquê no cabelo que faz os olhos de todos ao redor arderem."
"TID_MUMMY_ULTI","CARISMA CÁUSTICO"
"TID_MUMMY_ULTI_DESC","A personalidade original de Emz cria uma nuvem tóxica ao seu redor, infligindo dano e deixando os inimigos mais lentos."
"TID_STAT_MUMMY","Emz"
"TID_SPEC_ABI_TICK_DMG_GROW","Karma"
"TID_SPEC_ABI_TICK_DMG_GROW_DESC","Inimigos que ficarem na área atingida pelo laquê da Emz sofrem <c00cc00><VALUE1></c>% de dano a mais por golpe."
"TID_SPEC_ABI_HEAL_SUPER_DMG","Blogueirinha"
"TID_SPEC_ABI_HEAL_SUPER_DMG_DESC","Emz recupera <c00cc00><VALUE1></c> pontos de vida por cada inimigo dentro da área de efeito do Super."
"TID_FRIEND_ADD_YOUR_ID","Seu ID: <ID>"
"TID_FRIEND_ADD_BUTTON","ADICIONAR\nAMIGO"
"TID_FRIEND_ADD_BUTTON_SHORT","ADICIONAR"
"TID_FRIEND_ADD_DEFAULT_TEXT","Inserir ID de jogador"
"TID_FRIEND_ADD_CODE_SENT","Pedido de amizade enviado"
"TID_FRIEND_ADD_CODE_INVALID","ID de jogador inválido"
"TID_IAP_CYBER_WEEK_19_1","OFERTA CYBER WEEK"
"TID_IAP_CYBER_WEEK_19_2","OFERTA CYBER WEEK"
"TID_IAP_CYBER_WEEK_19_3","OFERTA CYBER WEEK"
"TID_IAP_GSTAR2019_FINALS","PACOTE DA FINAL MUNDIAL"
"TID_IAP_BRAWLOWEEN_19_1","HALLOWEEN DO BRAWL"
"TID_IAP_BRAWLOWEEN_19_2","DOCES OU MOEDAS?"
"TID_IAP_BRAWLOWEEN_19_3","TODOS OS VISUAIS!"
"TID_IAP_ARABIC_19_1","JOGUE EM ÁRABE"
"TID_IAP_ARABIC_19_2","JOGUE EM ÁRABE"
"TID_EVENT_MODIFIER_8","CHEFÃO A LASER"
"TID_EVENT_MODIFIER_DESC_8","O robô chefão atira raios laser."
"TID_EVENT_MODIFIER_9","CHEFÃO ELÉTRICO"
"TID_EVENT_MODIFIER_DESC_9","O robô chefão dispara relâmpagos em série."
"TID_EVENT_MODIFIER_10","CHEFÃO A FOGUETE"
"TID_EVENT_MODIFIER_DESC_10","O robô chefão lança foguetes."
"TID_STAT_DAMAGE_PER_HALF_SECOND","Dano por meio segundo"
"TID_FRIENDS_PAGE_BUTTON_INVITE","CONVIDAR"
"TID_TEAM_ROOM_CODE","Código de equipe:"
"TID_TEAM_ROOM_CODE_SHORT","EQUIPE:\n<NUM>"
"TID_FRIENDS_PAGE_SOCIAL_NETWORKS","REDES SOCIAIS"
"TID_CLAN_TAB_MEMBERS","Integrantes <NUM>/<TOTAL>"
"TID_CLAN_TAB_CHAT","Bate-papo"
"TID_SHELLY_WITCH_SKIN","SHELLY BRUXA"
"TID_SHELLY_WITCH_SKIN_SHOP","SHELLY\nBRUXA"
"TID_LEON_WEREWOLF_SKIN","LEON LOBISOMEM"
"TID_LEON_WEREWOLF_SKIN_SHOP","LEON\nLOBISOMEM"
"TID_PIPER_CALAVERA_SKIN","PIPER CAVEIRA"
"TID_PIPER_CALAVERA_SKIN_SHOP","PIPER\nCAVEIRA"
"TID_FRANK_DJ_SKIN","DJ FRANK"
"TID_FRANK_DJ_SKIN_SHOP","DJ\nFRANK"
"TID_JESSIE_DARK_KNIGHT_SKIN","JESSIE AMAZONA SOMBRIA"
"TID_JESSIE_DARK_KNIGHT_SKIN_SHOP","JESSIE\nAMAZONA SOMBRIA"
"TID_SKIN_FEATURE_MODEL","- Modelo personalizado de Brawler"
"TID_SKIN_FEATURE_PET","- Modelo personalizado de companheiro"
"TID_SKIN_FEATURE_TURRET","- Modelo personalizado de torreta"
"TID_SKIN_FEATURE_VFX","- Efeitos personalizados"
"TID_SKIN_FEATURE_ANIM","- Animações personalizadas"
"TID_SKIN_FEATURE_SFX","- Sons personalizados"
"TID_SKIN_FEATURE_VOICE","- Voz personalizada"
"TID_SKIN_FEATURE_TEXTURE","- Textura personalizada"
"TID_SKIN_FEATURE_COLOR","- Cores personalizadas"
"TID_HINT_44","Ao jogar SEDE DE PODER, o sistema de combinação de batalhas é baseado na pontuação atual dos jogadores na temporada."
"TID_OPTIONAL_OR","OU"
"TID_LONESTAR_01","Quedas caídas"
"TID_LONESTAR_02","Tiro praieiro"
"TID_LONESTAR_03","Não tão seguro"
"TID_LONESTAR_04","Coragem comprada"
"TID_LONESTAR_05","Couve-flor"
"TID_LONESTAR_06","Por pouco"
"TID_LONESTAR_07","Solo rodopiante"
"TID_LONESTAR_08","Encruzilhada"
"TID_BOSS_RACE_8","Alta octanagem"
"TID_BOSS_RACE_9","Bater do cuco"
"TID_BOSS_RACE_10","Sucata"
"TID_BOSS_RACE_11","Delinquente dissidente"
"TID_BOSS_RACE_12","Confronto"
"TID_BOSS_RACE_13","Papo de jacaré"
"TID_BOSS_RACE_14","No aperto"
"TID_CONTACT_US_WELCOME_TEXT","Olá!"
"TID_TEAM_CHAT_POPUP_INVITE","CONVIDAR"
"TID_IAPS_NOT_READY","As ofertas ainda não carregaram. Tente mais tarde."
