Name,FileName,StartFrame,EndFrame,Speed,TransitionInMs,TransitionOutMs,AutoFadeMs,Looping,Priority,
DarrylFootballProfile,darryl_fb_win.scw,44,44,,,,,true,,
SproutPortrait,sprout_moon_idle.scw,50,50,,,,,true,,
JackyPortrait,jacky_portrait.scw,1,1,,,,,,,
PamIdle,pam_idle.scw,1,-1,,100,100,,true,,
PamWalk,pam_walk.scw,1,22,,100,100,,true,1,
PamAttack,pam_attack.scw,,4,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
PamRecoil,pam_attack.scw,4,20,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
GeneDarkIdle,gene_dark_idle.scw,,30,,100,100,,true,,
GeneDarkWalk,gene_dark_walk.scw,1,29,120,100,100,,true,1,
GeneDarkAttack,gene_dark_attack.scw,1,5,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
GeneDarkAttackRecoil,gene_dark_attack.scw,5,20,,50,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
GeneDarkSecondary,gene_dark_super.scw,1,30,,,,,,3,
GeneDarkSecondaryRecoil,gene_dark_super.scw,5,30,,,,100,,4,
GeneDarkReload,gene_dark_reload.scw,1,25,,100,200,200,,spine_lower_s#2,
GeneDarkPushback,gene_dark_idle.scw,,20,,200,300,500,,5,
GeneDarkWin,gene_dark_win.scw,1,105,,,,,,,
GeneDarkWinloop,gene_dark_win.scw,106,174,,,,,true,,
GeneDarkLose,gene_dark_lose.scw,,135,,100,,,,,
GeneDarkLoseloop,gene_dark_lose.scw,135,136,,,,,true,,
GeneDarkProfile,gene_dark_win.scw,132,132,,,,,true,,
PamReload,pam_reload.scw,,20,,100,,100,,hips_s#1+chest_s#4+spine_lower_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
PamSecondary,pam_super.scw,,5,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
PamSecondaryRecoil,pam_super.scw,6,20,,,,175,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
PamPushback,pam_pushback.scw,,10,,25,100,150,,,
PamWin,pam_win.scw,,134,,,,,,5,
PamWinloop,pam_win.scw,135,174,,,,,true,1,
GaleIdle,gale_idle.scw,1,59,,200,200,,true,,
GaleWalk,gale_walk.scw,1,22,,200,200,,true,1,
GalePrimary,gale_attack.scw,1,5,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
GaleRecoil,gale_attack.scw,5,20,,,,50,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
GalePushback,gale_pushback.scw,1,10,,20,100,100,,5,
RicoDarkIdle,rico_dark_idle.scw,,-1,,100,100,,true,,
RicoDarkWalk,rico_dark_walk.scw,,25,,100,100,,true,1,
RicoDarkPrimary,rico_dark_attack.scw,5,10,,100,200,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
RicoDarkSecondary,rico_dark_attack.scw,5,30,,200,200,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
RicoDarkRecoil,rico_dark_attack.scw,5,30,,100,100,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
RicoDarkReload,rico_dark_idle.scw,1,2,,200,200,200,,,
RicoDarkPushback,rico_dark_idle.scw,,-1,,200,100,200,,5,
RicoDarkWin,rico_dark_win.scw,1,160,,,,,,,
RicoDarkWinloop,rico_dark_win.scw,161,220,,,,,true,,
RicoDarkLose,rico_dark_lose.glb,1,120,,,,,,,
RicoDarkLoseloop,rico_dark_lose.glb,120,150,,,,,true,,
RicoDarkProfile,rico_dark_win.scw,128,128,,,,,true,,
MortisDarkIdle,mortis_dark_idle.scw,1,32,,200,200,,true,,
MortisDarkAttack,mortis_dark_attack.scw,3,30,,,250,200,,3,
MortisDarkWalk,mortis_dark_walk.scw,1,32,150,100,100,,true,1,
MortisDarkRecoil,mortis_dark_attack.scw,3,30,,,250,200,,4,
MortisDarkUltiRecoil,mortis_dark_ulti.scw,5,40,,,,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
MortisDarkUltiAttack,mortis_dark_ulti.scw,,5,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
MortisDarkPushback,mortis_pushback.scw,,-1,,100,100,100,,5,
MortisDarkWin,mortis_dark_win.scw,1,101,,,,,,1,
MortisDarkWinloop,mortis_dark_win.scw,102,165,,,,,true,1,
MortisDarkLose,mortis_dark_lose.scw,1,124,,,,,,1,
MortisDarkLoseloop,mortis_dark_lose.scw,125,172,,,,,true,1,
MortisDarkProfile,mortis_dark_win.scw,87,87,,,,,,1,
GaleWin,gale_win.scw,1,214,,,,,,5,
GaleWinloop,gale_win.scw,215,273,,,,,true,1,
SproutHawaiiIdle,sprout_hawaii_idle.scw,,-1,,100,100,,true,,
SproutHawaiiWalk,sprout_hawaii_walk.scw,,-1,,100,100,,true,1,
SproutHawaiiPrimary,sprout_hawaii_attack.scw,,5,,,,,,body_s#3+L_wheel_s#0+R_wheel_s#0,
SproutHawaiiRecoil,sprout_hawaii_attack.scw,5,30,,,,100,,body_s#4+L_wheel_s#0+R_wheel_s#0,
SproutHawaiiReload,sprout_reload.scw,,20,,100,100,100,,body_s#0+L_arm_01_s#4+L_wheel_s#0+R_wheel_s#0,
SproutHawaiiPushback,sprout_pushback.scw,,10,,50,100,100,,5,
SproutHawaiiWin,sprout_hawaii_win.scw,,125,,,,,,,
SproutHawaiiWinloop,sprout_hawaii_win.scw,126,185,,,,,true,,
SproutHawaiiProfile,sprout_hawaii_idle.scw,38,38,,,,,true,,
BullBarbkingIdle,bull_barbking_idle.scw,,29,,150,150,,true,,
BullBarbkingWalk,bull_barbking_walk.scw,,21,,100,100,,true,1,
BullBarbkingPrimary,bull_barbking_attack.scw,1,3,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
BullBarbkingSecondary,bull_barbking_super.scw,,21,150,66,66,133,true,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
BullBarbkingRecoil,bull_barbking_attack.scw,4,20,,50,,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
BullBarbkingReload,bull_barbking_idle.scw,1,10,200,250,250,250,,ChestBone#2,
BullBarbkingPushback,bull_rock_pushback.scw,,-1,,100,100,100,,5,
BullBarbkingWin,bull_barbking_win.scw,,54,,,,,,5,
BullBarbkingWinloop,bull_barbking_win.scw,55,91,,,,,true,5,
BullBarbkingLose,bull_barbking_lose.scw,,25,,,,,,5,
BullBarbkingLoseloop,bull_barbking_lose.scw,30,36,,,,,true,5,
BullBarbkingProfile,bull_barbking_win.scw,29,29,,,,,true,5,
NaniIdle,nani_idle.scw,1,45,,100,100,,true,,
NaniWalk,nani_walk.scw,1,27,,100,100,,true,1,
NaniAttack,nani_attack.scw,,5,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
NaniRecoil,nani_attack.scw,,23,,,,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
GaleTraderIdle,gale_trader_idle.scw,1,59,,200,200,,true,,
GaleTraderWalk,gale_trader_walk.scw,1,22,,200,200,,true,1,
GaleTraderPrimary,gale_trader_attack.scw,1,5,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
GaleTraderRecoil,gale_trader_attack.scw,5,20,,,,50,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
GaleTraderPushback,gale_pushback.scw,1,10,,20,100,100,,5,
GaleTraderWin,gale_trader_win.scw,1,195,,,,,,5,
GaleTraderWinloop,gale_trader_win.scw,196,225,,,,,true,1,
GaleTraderProfile,gale_trader_win.scw,169,169,,,,,,5,
PeepIdle,peep_idle.scw,1,176,,,,50,true,,
PeepWalk,peep_idle.scw,1,176,,,,50,true,1,
NaniReload,nani_idle.scw,,10,,200,200,100,,,
NaniWin,nani_win.scw,,227,,,,,,1,
NaniWinloop,nani_win.scw,228,-1,,,,,true,1,
NaniSecondary,nani_super.scw,,-1,,100,100,,true,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
NaniPushback,nani_pushback.scw,,-1,,50,,100,,5,
PamTurretIdle,pam_turret_idle.scw,1,41,,,,,true,,
PamTurretSpawn,pam_turret_spawn.scw,-1,-1,,,,,,,
PamLose,pam_lose.scw,,-1,,,,,,,
PamLoseloop,pam_lose.scw,39,40,,,,,true,,
GaleLose,gale_lose.scw,1,29,,,,,,,
GaleLoseloop,gale_lose.scw,1,29,,,,,true,,
NaniLose,nani_lose.scw,,-1,,,,,,1,
NaniLoseloop,nani_lose.scw,59,60,,,,,true,1,
NaniPortrait,nani_base_cam.scw,-1,-1,,,,,,,
PeepPortrait,peep_portrait.scw,-1,-1,,,,,,,
PamPortrait,pam_base_cam.scw,,-1,,,,,true,,
GalePortrait,gale_base_cam.scw,,-1,,,,,,,
GaleTraderLose,gale_trader_lose.scw,1,111,,,,,,,
GaleTraderLoseloop,gale_trader_lose.scw,112,-1,,,,,true,,
BossKaijuIdle,kaiju_boss_idle.glb,2,-1,,200,200,,true,,
BossKaijuWalk,kaiju_boss_walk.glb,2,-1,,200,200,,true,2,
BossKaijuPrimary,kaiju_boss_primary_attack.glb,1,20,,100,,200,,1,
BossKaijuSecondary,kaiju_boss_secondary_attack.glb,1,90,,200,,200,,3,
BossKaijuSecondaryRecoil,kaiju_boss_secondary_attack.glb,61,90,,,,200,,4,
SurgeIdle,surge_idle.glb,,-1,,100,100,,true,,
SurgeWalk,surge_walk.glb,,-1,75,100,100,,true,1,
SurgeWalk_transform,surge_walk_transform.glb,,-1,75,100,100,,true,1,
SurgeSecondary,surge_super.glb,,40,,,,250,,4,
SurgeAttackRecoil,surge_attack.glb,1,-1,,50,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
SurgeAttackRecoil_transform,surge_attack_transform.glb,1,-1,,50,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
SurgeReload,surge_reload.glb,,20,,50,100,100,,hips_s#0+chest_s#0+R_clavicle_s#4+L_clavicle_s#1+L_upperLeg_s#0+R_upperLeg_s#0,
SurgePushback,surge_pushback.glb,,10,,50,100,100,,5,
SurgeWin,surge_win.glb,,106,,,,,,,
SurgeWinloop,surge_win.glb,107,180,,,,,true,,
SurgeLose,surge_lose.glb,,142,,,,,,,
SurgeLoseloop,surge_lose.glb,143,200,,,,,true,,
BeaBugIdle,bea_bug_idle.glb,,-1,,100,100,,true,,
BeaBugWalk,bea_bug_walk.glb,1,26,,100,100,,true,1,
BeaBugAttack,bea_bug_attack.glb,,4,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
BeaBugRecoil,bea_bug_attack.glb,5,20,,,,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
BeaBugReload,bea_bug_reload.glb,,20,,100,100,100,,spine_lower_s#0+L_clavicle_s#2+R_clavicle_s#2,
BeaBugPushback,bea_bug_pushback.glb,,-1,,25,100,200,,,
BeaBugIntro,bea_intro_pose.scw,,,,,,,,,
BeaBugWin,bea_bug_win.glb,1,110,,,,,,5,
BeaBugWinloop,bea_bug_win.glb,110,137,,,,,true,1,
BeaBugPortrait,bea_portrait.scw,,,,,,,,,
BeeBugSmallIdle,bee_small_idle.scw,-1,-1,,,,,true,,
BeeBugBigIdle,bee_big_idle.scw,-1,-1,,,,,true,,
BeeBugSmallReload,bee_small_reload.scw,1,-1,,,,200,,5,
BeeBugBigReload,bee_big_reload.scw,1,13,,,,200,,5,
BeaBugLose,bea_bug_lose.glb,1,103,,,,,,,
BeaBugLoseloop,bea_bug_lose.glb,103,134,,,,,true,,
JackyDrillerIdle,jacky_driller_idle.glb,1,45,,100,100,,true,,
JackyDrillerWalk,jacky_driller_walk.glb,1,-1,,100,100,,true,1,
JackyDrillerAttack,jacky_driller_attack.glb,6,20,,,,,true,3,
JackyDrillerRecoil,jacky_driller_attack.glb,6,20,,,,100,,4,
JackyDrillerSuper,jacky_driller_super.glb,1,-1,120,,,83,true,3,
JackyDrillerSuperRecoil,jacky_driller_super.glb,1,-1,120,,,83,true,4,
JackyDrillerHappy,jacky_driller_win.glb,,126,,100,,,,,
JackyDrillerHappyLoop,jacky_driller_win.glb,127,186,,,,,true,,
JackyDrillerLose,jacky_driller_lose.glb,,131,200,,,,,,
JackyDrillerLoseloop,jacky_driller_lose.glb,132,175,,,,,true,,
JackyDrillerPortrait,jacky_portrait.scw,1,1,,,,,,,
JAckyIntro,jacky_intro_pose.glb,-1,-1,,,,,,,
MaxTracksuitIdle,max_tracksuit_idle.glb,1,30,,50,50,,true,,
MaxTracksuitWalk,max_tracksuit_walk.glb,1,20,,50,50,,true,1,
MaxTracksuitPrimary,max_tracksuit_attack.glb,,4,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
MaxTracksuitRecoil,max_tracksuit_attack.glb,5,21,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
MaxTracksuitWin,max_tracksuit_win.glb,,152,,,,,,5,
MaxTracksuitWinloop,max_tracksuit_win.glb,153,181,,,,,true,1,
MaxTracksuitLose,max_tracksuit_lose.glb,1,70,,,,,,,
MaxTracksuitLoseloop,max_tracksuit_lose.glb,71,100,,,,,true,,
MaxTracksuitPortrait,max_portrait.scw,,-1,,,,,true,,
MaxTracksuitReload,max_tracksuit_reload.scw,3,20,,100,100,100,,spine_lower_s#0+L_clavicle_s#2+R_clavicle_s#2,
MaxTracksuitPushback,max_tracksuit_pushback.glb,,10,,50,100,50,,,
BrockRangerProfile,brock_ranger_portrait.scw,50,-1,,,,,,,
SurgeProfile,surge_portrait.scw,,-1,,,,,,,
SurgeKnightWalk,surge_knight_walk.glb,,-1,75,100,100,,true,1,
SurgeKnightWalk_transform,surge_knight_walk_transform.glb,,-1,75,100,100,,true,1,
TickMonsterIdle,tick_idle.scw,1,47,,,,,true,,
TickMonsterWalk,tick_crab_walk.glb,1,21,125,,,,true,1,
TickMonsterWin,tick_crab_win.glb,1,97,,,,,,,
TickMonsterWinloop,tick_crab_win.glb,97,143,,,,,true,,
TickMonsterProfile,tick_idle.scw,16,16,,,,,,,
TickMonsterPrimary,tick_crab_attack.glb,1,20,,,,25,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
TickMonsterSecondary,tick_crab_ult.glb,1,20,,,,25,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
TickMonsterRecoil,tick_crab_attack.glb,1,20,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
TickMonsterUltRecoil,tick_crab_ult.glb,1,20,,,,300,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
TickMonsterLose,tick_lose.scw,1,74,,,,,,,
TickMonsterLoseloop,tick_lose.scw,74,-1,,,,,true,,
BombheadMonsterIdle,bombhead_crab_idle.glb,1,12,,,,,true,,
BrockRangerWin,brock_ranger_win.glb,,50,,,500,500,,5,
BrockRangerWinloop,brock_ranger_win.glb,-1,-1,,,,,,,
BossKaijuJump,kaiju_boss_jump.glb,,-1,,,200,200,,,
SurgeKnightLose,surge_knight_lose.glb,,114,,,,,,,
SurgeKnightLoseloop,surge_knight_lose.glb,115,193,,,,,true,,
SurgeKnightWin,surge_knight_win.glb,,145,,,,,,,
SurgeKnightWinloop,surge_knight_win.glb,146,185,,,,,true,,
ColetteIdle,colette_idle.scw,1,29,,100,100,,true,,
ColetteWalk,colette_walk.scw,1,-1,,100,100,,true,1,
ColetteAttack,colette_attack.scw,1,4,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
ColetteRecoil,colette_attack.scw,3,20,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
ColetteReload,,,,,,,,,,
ColettePushback,,,,,,,,,,
ColetteSuper,colette_super.scw,,-1,,50,50,50,true,5,
ColetteSuperRecoil,,,,,,,,,,
ColetteWin,colette_win.scw,1,175,,,1000,1000,,,
ColetteWinloop,colette_idle.scw,,,,,,,,,
ColetteLose,colette_lose.scw,1,86,,,,,,,
ColetteLoseloop,colette_lose.scw,86,86,,,,,true,,
ColettePortrait,colette_portrait.scw,1,1,,,,,,,
SandyGiftshopIdle,sandy_sugar_addict_idle.scw,1,128,,500,500,,true,5,
SandyGiftshopWalk,sandy_sugar_addict_walk.scw,1,20,,500,500,,true,1,
SandyGiftshopAttack,sandy_sugar_addict_attack.scw,,5,,,,,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
SandyGiftshopRecoil,sandy_sugar_addict_attack.scw,,20,,,,50,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
SandyGiftshopReload,sandy_sugar_addict_idle.scw,,10,,100,100,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
SandyGiftshopWin,sandy_sugar_addict_win.scw,1,192,,,,,,,
SandyGiftshopWinloop,sandy_sugar_addict_win.scw,193,320,,,,,true,1,
SandyGiftshopLose,sandy_sugar_addict_win.scw,193,320,,,,,,,
SandyGiftshopPushBack,sandy_pushback.scw,,10,,100,100,100,,,
SandyGiftshopProfile,sandy_sugar_addict_win.scw,220,220,,,,,true,1,
EmzGiftshopIdle,emz_giftshop_idle.scw,,-1,,100,100,,true,,
EmzGiftshopWalk,emz_giftshop_walk.scw,,29,,100,100,,true,1,
EmzGiftshopPrimary,emz_giftshop_attack.scw,2,6,,,,,,hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0,
EmzGiftshopRecoil,emz_giftshop_attack.scw,7,22,,50,,100,,hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0,
EmzGiftshopReload,emz_giftshop_reload.scw,,-1,,,,100,,hips_s#1+L_upperLeg_s#0+R_upperLeg_s#0+L_clavicle_s#4+L_shoulder_s#4+L_elbow_s#4+L_forearm_twist_s#4+L_wrist_s#4+R_clavicle_s#0+R_shoulder_s#0+R_elbow_s#0,
EmzGiftshopPushback,emz_pushback.scw,,-1,,100,100,100,,,
EmzGiftshopSecondary,emz_giftshop_idle.scw,,,,,,,,,
EmzGiftshopSecondaryRecoil,emz_giftshop_idle.scw,,,,,,,,,
EmzGiftshopWin,emz_giftshop_win.scw,,153,,,,,,,
EmzGiftshopWinloop,emz_giftshop_win.scw,154,202,,,,,true,,
EmzGiftshopLose,emz_giftshop_lose.scw,,209,,,,,,,
EmzGiftshopLoseloop,emz_giftshop_lose.scw,210,259,,,,,,,
EmzGiftshopProfile,emz_giftshop_win.scw,185,185,,,,,,1,
ColetteTrixieIdle,colette_demon_idle.scw,1,29,,100,100,,true,,
ColetteTrixieWalk,colette_demon_walk.scw,1,-1,,100,100,,true,1,
ColetteTrixieAttack,colette_demon_attack.scw,1,4,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
ColetteTrixieRecoil,colette_demon_attack.scw,3,20,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
ColetteTrixieReload,,,,,,,,,,
ColetteTrixiePushback,,,,,,,,,,
ColetteTrixieSuper,colette_demon_super.scw,,-1,,50,50,50,true,5,
ColetteTrixieSuperRecoil,,,,,,,,,,
ColetteTrixieWin,colette_demon_win.scw,,138,,,,,,,
ColetteTrixieWinloop,colette_demon_win.scw,139,168,,,,,true,,
ColetteTrixieLose,colette_demon_lose.scw,1,100,,,,,,,
ColetteTrixieLoseloop,colette_demon_lose.scw,101,160,,,,,true,,
ColetteTrixiePortrait,colette_demon_portrait.scw,130,130,,,,,true,,
SproutMoonIdle,sprout_moon_idle.scw,,-1,,100,100,,true,,
SproutMoonWalk,sprout_moon_walk.scw,1,29,,100,100,,true,1,
SproutMoonPrimary,sprout_moon_attack.scw,,5,,,,,,body_s#3+L_wheel_s#0+R_wheel_s#0,
SproutMoonRecoil,sprout_moon_attack.scw,5,30,,,,100,,body_s#4+L_wheel_s#0+R_wheel_s#0,
SproutMoonReload,sprout_moon_reload.scw,,20,,100,100,100,,body_s#0+L_arm_01_s#4+L_wheel_s#0+R_wheel_s#0,
SproutMoonPushback,sprout_pushback.scw,,10,,50,100,100,,5,
SproutMoonWin,sprout_moon_win.scw,,101,,,,,,,
SproutMoonWinloop,sprout_moon_win.scw,102,139,,,,,true,,
SproutMoonLose,sprout_moon_lose.scw,,70,,,,,,,
SproutMoonLoseloop,sprout_moon_lose.scw,71,96,,,,,true,,
SproutMoonPortrait,sprout_moon_idle.scw,98,98,,,,,true,,
PocoStarrPortrait,poco_starr_portrait.scw,-1,-1,,,,,,,
AmberIdle,amber_idle.scw,1,-1,,100,100,,true,,
AmberWalk,amber_walk.scw,1,22,,100,100,,true,1,
AmberAttack,amber_attack.scw,5,10,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
AmberRecoil,amber_attack.scw,10,20,,100,100,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
AmberWin,amber_win.scw,,191,,,,,,,
AmberWinloop,amber_win.scw,192,230,,,,,true,,
ColtPlayerIdle,colt_player_idle.scw,,-1,,100,100,,true,,
ColtPlayerWalk,colt_player_run.scw,,-1,125,100,100,,true,1,
BoDemonIdle,bo_demonic_idle.scw,1,29,,100,100,,true,,
BoDemonWalk,bo_demonic_walk.scw,1,20,,100,100,,true,1,
BoDemonAttack,bo_demonic_attack.scw,1,12,,50,50,350,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
BoDemonSecondary,bo_ult.scw,1,12,,50,50,350,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
BoDemonRecoil,bo_demonic_attack.scw,13,30,,50,50,350,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
BoDemonRecoil2,bo_ult.scw,13,30,,50,50,350,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
BoDemonWin,bo_demonic_win.scw,,139,,,,,,,
BoDemonWinloop,bo_demonic_win.scw,140,199,,,,,true,,
BoDemonLose,bo_demonic_lose.scw,1,180,,,,,,,
BoDemonLoseloop,bo_demonic_lose.scw,180,180,,,,,true,,
BoDemonProfile,bo_demonic_idle.scw,1,1,,,,,true,,
RosaBrawloweenIdle,rosa_brawloween_idle.scw,1,25,,100,100,,true,,
RosaBrawloweenWalk,rosa_brawloween_walk.scw,1,24,,100,100,,true,1,
RosaBrawloweenAttack,rosa_brawloween_attack.scw,1,11,,100,100,50,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
RosaBrawloweenAttackRecoil,rosa_brawloween_attack.scw,12,19,,1,100,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
RosaBrawloweenAttackRecoil2,rosa_brawloween_attack.scw,20,28,,1,100,100,,hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0,
RosaBrawloweenUltRecoil,rosa_ult.scw,,-1,,1,100,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
RosaBrawloweenUltRecoil2,rosa_detransform.scw,,-1,,1,100,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
RosaBrawloweenWin,rosa_brawloween_win.scw,1,130,,100,200,500,,,
RosaBrawloweenWinloop,rosa_brawloween_win.scw,131,159,,500,100,300,true,,
RosaBrawloweenLose,rosa_lose.scw,1,49,,100,100,200,,,
RosaBrawloweenLoseloop,rosa_lose.scw,50,79,,1,100,200,true,,
RosaBrawloweenIdle_transform,rosa_brawloween_idle_transform.scw,1,25,,100,100,,true,,
RosaBrawloweenWalk_transform,rosa_brawloween_walk_transform.scw,1,24,,100,100,,true,1,
RosaBrawloweenAttack_transform,rosa_brawloween_attack_transform.scw,1,11,,100,100,50,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
RosaBrawloweenAttackRecoil_transform,rosa_brawloween_attack_transform.scw,12,19,,1,100,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
RosaBrawloweenAttackRecoil2_transform,rosa_brawloween_attack_transform.scw,20,28,,1,100,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
RosaBrawloweenProfile,rosa_brawloween_idle.scw,1,1,,,,,true,,
AmberLose,amber_lose.scw,,74,,,,,,,
AmberLoseloop,amber_lose.scw,75,-1,,,,,true,,
ColtPlayerWin,colt_player_win.scw,,110,,,,,,,
ColtPlayerWinloop,colt_player_win.scw,111,200,,,,,true,,
ColtPlayerlose,colt_player_lose.scw,,120,,,,,,,
ColtPlayerLoseloop,colt_player_lose.scw,121,220,,,,,true,,
AmberPushback,amber_pushback.scw,,-1,,,,,,,
AmberPortrait,amber_portrait.scw,,-1,,,,,,,
SniperLineIdle,piper_line_friends_idle.scw,1,41,,100,100,,true,,
SniperLineWalk,piper_line_friends_walk.scw,1,20,,100,100,,true,1,
SniperLineAttack,piper_line_friends_attack.scw,1,12,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0,
SniperLineSecondary,piper_line_friends_super.scw,,-1,,50,50,50,,5,
SniperLineRecoil,piper_line_friends_attack.scw,1,25,,,,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0,
SniperLineReload,piper_line_friends_idle.scw,,10,,100,100,500,,hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0,
SniperLinePushback,piper_pushback.scw,1,10,,50,50,100,,5,
SniperLineWin,piper_line_friends_win.scw,1,159,,,,,,5,
SniperLineWinloop,piper_line_friends_win.scw,160,201,,,,,true,1,
SniperLineLose,piper_line_friends_lose.scw,1,138,,,,,,5,
SniperLineLoseloop,piper_line_friends_lose.scw,139,168,,,,,true,1,
SniperLineProfile,piper_line_friends_portrait.scw,,,,,,,true,5,
SniperLineGadgetPistolAttack,piper_gadget_pistol_attack.scw,1,13,,,,,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0,
SniperLineGadgetPistolRecoil,piper_gadget_pistol_attack.scw,13,25,,,,200,,hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0,
MaxLineIdle,max_cony_idle.scw,1,30,,50,50,,true,,
MaxLineWalk,max_cony_walk.scw,1,20,,50,50,,true,1,
MaxLinePrimary,max_cony_attack.scw,,4,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
MaxLineRecoil,max_cony_attack.scw,5,21,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
MaxLineSecondary,max_cony_super.scw,,,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
MaxLineSecondaryRecoil,max_cony_super.scw,,-1,,50,50,50,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0,
MaxLineWin,max_cony_win.scw,,178,,,,,,5,
MaxLineWinloop,max_cony_win.scw,179,218,,,,,true,1,
MaxLineLose,max_cony_lose.scw,1,104,,,,,,,
MaxLineLoseloop,max_cony_lose.scw,105,112,,,,,true,,
MaxLinePortrait,max_cony_portrait.scw,,-1,,,,,true,,
MaxLineReload,max_cony_reload.scw,3,20,,100,100,100,,spine_lower_s#0+L_clavicle_s#2+R_clavicle_s#2,
MaxLinePushback,max_pushback.scw,,10,,50,100,50,,,
NaniLineIdle,nani_line_friends_idle.scw,1,45,,100,100,,true,,
NaniLineWalk,nani_line_friends_walk.scw,1,27,,100,100,,true,1,
NaniLineAttack,nani_line_friends_attack.scw,,5,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0,
