"TID","JP"
"TID_SUPPORT_CREATOR_BUTTON","クリエイターを支援しよう"
"TID_SUPPORT_CREATOR_LABEL","支援済み：<NAME>"
"TID_SUPPORT_CREATOR_POPUP_TITLE","コンテンツクリエイターブースト"
"TID_SUPPORT_CREATOR_POPUP_TEXT","お気に入りのクリエイターを支援しましょう。エメラルドを使用すると、このクリエイターの支援になります。"
"TID_SUPPORT_CREATOR_POPUP_ENTER_CODE","クリエイターコードを入力："
"TID_SUPPORT_CREATOR_POPUP_INPUT_CODE","コードを入力してください"
"TID_SUPPORT_CREATOR_POPUP_BUTTON","確定"
"TID_SUPPORT_CREATOR_POPUP_BUTTON_MORE","詳細"
"TID_SUPPORT_CREATOR_POPUP_INVALID_NAME","無効なクリエイターコードです！\nもう一度確認してください！"
"TID_SUPPORT_SUCCESS_FLOATER","<NAME>を支援しました！"
"TID_SUPPORT_LINK_FAIL_FLOATER","クリエイター支援用リンクが無効であるか失効しています！"
"TID_SUPPORT_CREATOR_SHOP_TITLE","コンテンツクリエイターブースト"
"TID_SUPPORT_CREATOR_BTN_SUPPORT","コード入力"
"TID_SUPPORT_CREATOR_BTN_CHANGE","変更"
"TID_SUPPORT_CREATOR_BTN_STOP","停止"
"TID_SUPPORT_CREATOR_INFO","クリエイターコードを入力して\nエメラルドを消費するたびに\nコンテンツクリエイターを\n支援しましょう！"
"TID_SUPPORT_CREATOR_SUPPORTING","支援中："
"TID_SUPPORT_CREATOR_NOT_SUPPORTING","現在、支援している\nクリエイターはいません。"
"TID_STOP_SUPPORTING_CREATOR_TITLE","コンテンツクリエイターの支援を停止"
"TID_STOP_SUPPORTING_CREATOR_DESC","<NAME>の支援をやめますか？"
"TID_STAT_DAMAGE_PER_PROXIMITY_MINE","地雷のダメージ"
"TID_OFFER_POPUP_CONFIRMATION_POPUP","本当に<offer_name>を購入しますか？"
"TID_OFFER_POPUP_CONFIRMATION_POPUP_NO_NAME","おすすめを購入しますか？"
"TID_BRAWLTV_FAILED","ブロスタTVを読み込めません。また後ほどお試しください！"
"TID_LINE_ACCOUNT_BIND_INFO_TITLE","LINEに連携"
"TID_LINE_ACCOUNT_BIND_INFO","ご利用のアカウントとLINEを連携すると、フレンドリストにLINEの友だちのブロスタアカウントが表示されます。また、あなたのブロスタアカウントやオンライン状況もLINEの友だちに公開され、バトルに招待し合えるようになります。"
"TID_LINE_LOG_OUT_TITLE","LINEとの連携を解除"
"TID_LINE_LOG_OUT_DESC","LINEアカウントとの連携を解除しますか？"
"TID_LINE_CONNECT","LINE連携する"
"TID_LINE_CONNECT_UP","LINE連携する"
"TID_LINE_CONNECTED","LINE連携済み"
"TID_LINE_CONNECTED_UP","LINE連携済み"
"TID_SKIN_INFO_FX_TURRET","- カスタムキャラクター\n- カスタムタレット\n- カスタムエフェクト"
"TID_SPEC_ABI_SPED_FULL_AMMO","盗塁王"
"TID_SPEC_ABI_SPED_FULL_AMMO_DESC","ホームランゲージが満タンの間、移動速度が<c00cc00><VALUE1>%</c>向上する。"
"TID_BASEBALL","ビビ"
"TID_BASEBALL_SHORT_DESC","バッター"
"TID_BASEBALL_DESC","カッ飛ばせ！ビビはホームランゲージが溜まると、強力なスイングで敵をノックバックする。必殺技では、弾力性のある風船ガムのボールで敵にダメージを与える。"
"TID_BASEBALL_WEAPON","タイムリーヒット"
"TID_BASEBALL_ULTI","スピットボール"
"TID_BASEBALL_WEAPON_DESC","バットを振って攻撃する。3回分の攻撃を維持するとホームランゲージが溜まり、次のスイングで敵をノックバック！"
"TID_BASEBALL_ULTI_DESC","風船ガムのボールを打ち飛ばし、軌道上にいる敵にダメージを与える。よく跳ねるので、同じ敵を連続でヒットできる！"
"TID_BARLEY_MS_SKIN","パイ職人 バーリー"
"TID_BARLEY_MS_SKIN_SHOP","パイ職人\nバーリー"
"TID_BROCK_HOTROD_SKIN","走り屋 ブロック"
"TID_BROCK_HOTROD_SKIN_SHOP","走り屋\nブロック"
"TID_CARL_RR_SKIN","覆面レーサー カール"
"TID_CARL_RR_SKIN_SHOP","覆面レーサー\nカール"
"TID_BARLEY_MAPLE_SKIN","メイプル バーリー"
"TID_BARLEY_MAPLE_SKIN_SHOP","メイプル\nバーリー"
"TID_BANKHEIST_14B","ピットストップ"
"TID_BANKHEIST_15","サイドストーリー"
"TID_IAP_RETROPOLIS_PACK","レトロポリス エメラルドパック"
"TID_IAP_RETROCOIN_PACK_1","コインパック (1/3)"
"TID_IAP_RETROCOIN_PACK_2","コインパック (2/3)"
"TID_IAP_RETROCOIN_PACK_3","コインパック (3/3)"
"TID_GOLDRUSH_21C","在庫のクラッシュ"
"TID_SPEC_SPOT_FROM_AIR","スポット"
"TID_SPEC_SUPER_RANGE","バックショットの一斉射"
"TID_SPEC_SUPER_RANGE_DESC","攻撃範囲は狭まるが、必殺技の射程と弾速が<c00cc00><VALUE1>%</c>増加する。"
"TID_SPEC_ABI_PET_ATTACK_SPEED","ハイパーベア"
"TID_SPEC_ABI_PET_ATTACK_SPEED_DESC","クマの攻撃速度が上がる。攻撃の間隔は<c00cc00><VALUE1>%</c>減少する。"
"TID_SPEC_ABI_LOW_HEALTH_SHIELD","タフガイ"
"TID_SPEC_ABI_LOW_HEALTH_SHIELD_DESC","ブルのHPが<c00cc00><VALUE1>%</c>以下になるとシールドが発生し、受けるダメージがすべて<c00cc00><VALUE2>%</c>低減される。"
"TID_SPEC_ABI_ATTACK_RANGE","マグナム・スペシャル"
"TID_SPEC_ABI_ATTACK_RANGE_DESC","攻撃範囲と弾速が<c00cc00><VALUE1>%</c>向上する。"
"TID_SPEC_ABI_TURRET_AOE","ママのベアハッグ"
"TID_SPEC_ABI_TURRET_AOE_DESC","癒しのタレットが、敵に毎秒<c00cc00><VALUE1></c>ダメージを与えるようになる。"
"TID_SPEC_ABI_SPEED_AFTER_ULTI","流星雨"
"TID_SPEC_ABI_SPEED_AFTER_ULTI_DESC","必殺技の発動後、<c00cc00><VALUE2></c>秒にわたって速度が<c00cc00><VALUE1>%</c>ブーストされる。"
"TID_SPEC_ABI_HOT_INVISIBLE","インビジヒール"
"TID_SPEC_ABI_HOT_INVISIBLE_DESC","必殺技の発動中は、レオンのHPが毎秒<c00cc00><VALUE1></c>回復する。"
"TID_SPEC_ULTI_BURN","火球"
"TID_SPEC_ULTI_BURN_DESC","タレットが発射した砲弾が地面を3秒間にわたって火の海と化し、範囲内に入った敵に毎秒<c00cc00><VALUE1></c>ダメージを与える。"
"TID_SPEC_ABI_REPAIR_SELF","潤滑良好"
"TID_SPEC_ABI_REPAIR_SELF_DESC","ダメージを受けず攻撃も行わなければ、ティックのHPが通常より<c00cc00><VALUE1></c>秒速く回復する。"
"TID_HEAD_HEALTH","頭のHP"
"TID_CLUSTER_BOMB_DUDE_SHORT_DESC","スローワー"
"TID_CLUSTER_BOMB_DUDE_DESC","ティックは、あふれだす闘志とエネルギーで稼働する金属弾だ。攻撃とあらば地雷を投げ、必殺技では自分の頭さえ投げる。頭は近くにいる敵に向かって転がり、爆発する。"
"TID_CLUSTER_BOMB_DUDE_WEAPON","ミニ地雷"
"TID_CLUSTER_BOMB_DUDE_ULTI","頭を使え！"
"TID_CLUSTER_BOMB_DUDE_WEAPON_DESC","ティックが投げるクラスター地雷は、いくつもの小地雷に分かれて散らばる。この地雷は、敵との接触または一定時間の経過により爆発する。"
"TID_CLUSTER_BOMB_DUDE_ULTI_DESC","自分の頭を取り外して投げる。頭は最も近くにいる敵に向かって転がり、敵に触れるか破壊されると大爆発する！"
"TID_CLUSTER_BOMB_DUDE","ティック"
"TID_SPEC_ABI_PREY_ON_THE_WEAK","カリオン・クロウ"
"TID_SPEC_DAMAGE_SUPER","むせび泣くギター"
"TID_SPEC_DAMAGE_SUPER_DESC","必殺技が、敵に対して<c00cc00><VALUE1></c>ダメージを与える。"
"TID_SPEC_ABI_SUPER_DESTROY_WALLS","スマッシュスピン"
"TID_SPEC_ABI_SUPER_DESTROY_WALLS_DESC","必殺技で障害物を破壊できるようになる。"
"TID_SPEC_ABI_SUPER_SLOW","粘着ガム"
"TID_SPEC_ABI_SUPER_SLOW_DESC","必殺技が、敵を<c00cc00><VALUE1></c>秒にわたってスローダウンする。"
"TID_SPEC_ABI_DAMAGE_BUFF_SUPER","トゲトゲグローブ"
"TID_SPEC_ABI_DAMAGE_BUFF_SUPER_DESC","必殺技の発動中は、パンチのダメージが<c00cc00>+<VALUE1></c>増加する。"
"TID_SPEC_ABI_STUN_TRAP","ベアトラップ"
"TID_SPEC_ABI_STUN_TRAP_DESC","トラップが敵を<c00cc00><VALUE1></c>秒間気絶させる（ノックバックは無効）。"
"TID_SPEC_ABI_TURRET_ELECTRICITY","ショッキング"
"TID_SPEC_ABI_TURRET_ELECTRICITY_DESC","がらくタレットが、敵から敵へと跳ね返るエネルギー弾を発射するようになる。跳ねた後の飛距離は、通常の<c00cc00><VALUE1>%</c>となる。"
"TID_SPEC_EXTRA_BULLET","第4のロケット"
"TID_SPEC_EXTRA_BULLET_DESC","ランチャーに4発目のロケットを装填し、装弾数がアップする（4つ目の砲身に入れていた水筒は捨てるしかない模様）。"
"TID_SPEC_ABI_SPIKES_LOW_HEALTH","トゲの嵐"
"TID_SPEC_ABI_SPIKES_LOW_HEALTH_DESC","HPが<c00cc00><VALUE1>%</c>以下になると、1本<c00cc00><VALUE2></c>ダメージのトゲを飛ばす！"
"TID_SPEC_ABI_RELOAD_ON_HIT","スナッピースナイプ"
"TID_SPEC_ABI_RELOAD_ON_HIT_DESC","敵を攻撃した際に、<c00cc00><VALUE1></c>発の弾を瞬時にリロードする。"
"TID_SPEC_ABI_GAIN_HEALTH","スポンジ"
"TID_SPEC_ABI_GAIN_HEALTH_DESC","自身のHPが<c00cc00>+<VALUE1></c>増加する。"
"TID_SPEC_ABI_DASH_SHIELD","速すぎて"
"TID_SPEC_ABI_DASH_SHIELD_DESC","ダッシュ中に受けるダメージが、<c00cc00><VALUE1></c>秒間だけ<c00cc00><VALUE2>%</c>減少する。"
"TID_SPEC_ABI_SUPER_DAMAGE","解体屋"
"TID_SPEC_ABI_SUPER_DAMAGE_DESC","必殺技に<c00cc00>+<VALUE1></c>ダメージを追加する。"
"TID_SPEC_ABI_SPEED_LOW_HEALTH","ロボ流退却"
"TID_SPEC_ABI_SPEED_LOW_HEALTH_DESC","HPが<c00cc00><VALUE2>%</c>を下回ると、移動速度が<c00cc00><VALUE1>%</c>速くなる。"
"TID_SPEC_ABI_SUPER_RELOAD","瞬速リロード"
"TID_SPEC_ABI_SUPER_RELOAD_DESC","必殺技を発動すると、リロード速度が<c00cc00><VALUE1></c>秒間2倍になる。"
"TID_SPEC_ABI_DAMAGE_MAIN_ATTACK","超猛毒"
"TID_SPEC_ABI_DAMAGE_MAIN_ATTACK_DESC","自身の攻撃に毎秒<c00cc00>+<VALUE1></c>ダメージを追加。"
"TID_SPEC_ABI_SUPER_HEALS","称賛"
"TID_SPEC_ABI_SUPER_HEALS_DESC","必殺技がチームメイトに当たると、HPが<c00cc00><VALUE1></c>回復する。"
"TID_SPEC_ABI_BLACK_HOLE_HEALER","癒しの影"
"TID_SPEC_ABI_BLACK_HOLE_HEALER_DESC","神秘の力で次元の扉が開かれる...！現れたタラの影が、自身やチームメイトを回復する。"
"TID_SPEC_ABI_RECHARGE","オートマ・ティック装填"
"TID_SPEC_ABI_RECHARGE_DESC","リロード時間が<c00cc00><VALUE1>%</c>短縮される。"
"TID_SPEC_ABI_CURVEBALL","カーブシュート"
"TID_SPEC_ABI_CURVEBALL_DESC","サボテンボムのトゲがカーブを描いて飛ぶようになり、敵に命中しやすくなる。"
"TID_SPEC_ABI_MEDIKIT","ばんそうこう"
"TID_SPEC_ABI_MEDIKIT_DESC","HPが<c00cc00><VALUE1>%</c>を下回ると、瞬時に<c00cc00><VALUE2></c>回復する。再び発動するまでに<c00cc00><VALUE3></c>秒かかる。"
"TID_SPEC_ABI_IMMUNE_TO_CC","サンドストーン"
"TID_SPEC_ABI_IMMUNE_TO_CC_DESC","サンディに対するノックバック、スローダウン、気絶が無効になる。"
"TID_SPEC_ABI_CURE_DEBUFFS","ヒーリング音楽"
"TID_SPEC_ABI_CURE_DEBUFFS_DESC","攻撃が当たったチームメイトを、スローダウン、気絶、毒、炎上から回復させる。"
"TID_SPEC_ABI_SHIELD_HOMERUN","打撃の構え"
"TID_SPEC_ABI_SHIELD_HOMERUN_DESC","ホームランゲージが満タンの間、受けるダメージが<c00cc00><VALUE1>%</c>減少する。"
"TID_SPEC_ABI_WHIRLWIND_SHIELD","防護スピン"
"TID_SPEC_ABI_WHIRLWIND_SHIELD_DESC","必殺技の発動中は、受けるダメージが<c00cc00><VALUE2>%</c>減少する。"
"TID_SELFHELP_UNAVAILABLE","ヘルプとサポートは現在ご利用になれません。後ほどお試しください。"
"TID_SPEC_ABI_LONGER_DASH","蛇の跳躍"
"TID_SPEC_ABI_LONGER_DASH_DESC","モーティスのダッシュゲージが増加！ゲージが満タンの間、ダッシュ距離が<c00cc00><VALUE1>%</c>増加する。ダッシュ回数が3つすべて溜まっていれば、ゲージは<c00cc00><VALUE3></c>秒でいっぱいになる。"
"TID_BO_MECHA_SKIN","メカ ボウ"
"TID_BO_MECHA_SKIN_SHOP","メカ\nボウ"
"TID_CROW_MECHA_SKIN","メカ クロウ"
"TID_CROW_MECHA_SKIN_SHOP","メカ\nクロウ"
"TID_MIKE_ROBO_SKIN","ロボットマイク"
"TID_MIKE_ROBO_SKIN_SHOP","ロボット\nマイク"
"TID_SPIKE_ROBO_SKIN","ロボットスパイク"
"TID_SPIKE_ROBO_SKIN_SHOP","ロボット\nスパイク"
"TID_BO_MECHA_GOLD_SKIN","ゴールドメカ ボウ"
"TID_BO_MECHA_GOLD_SKIN_SHOP","ゴールドメカ\nボウ"
"TID_CROW_MECHA_GOLD_SKIN","ゴールドメカ クロウ"
"TID_CROW_MECHA_GOLD_SKIN_SHOP","ゴールドメカ\nクロウ"
"TID_BO_MECHA_LIGHT_SKIN","ライトメカ ボウ"
"TID_BO_MECHA_LIGHT_SKIN_SHOP","ライトメカ\nボウ"
"TID_CROW_MECHA_NIGHT_SKIN","ナイトメカ クロウ"
"TID_CROW_MECHA_NIGHT_SKIN_SHOP","ナイトメカ\nクロウ"
"TID_BULL_LINEBACKER_SKIN","ラインバッカー ブル"
"TID_BULL_LINEBACKER_SKIN_SHOP","ラインバッカー\nブル"
"TID_COLT_OUTLAW_SKIN","ならず者 コルト"
"TID_COLT_OUTLAW_SKIN_SHOP","ならず者\nコルト"
"TID_CARL_HOG_RIDER_SKIN","ホグライダー カール"
"TID_CARL_HOG_RIDER_SKIN_SHOP","ホグライダー\nカール"
"TID_SKIN_INFO_ANIM_SOUND_FX_VOICE","- カスタムキャラクター\n- カスタムエフェクト\n- カスタムアニメーション\n- カスタムサウンド\n- カスタムボイス"
"TID_SHOP_OFFER_STAR_SKIN_LABEL","スタースキン"
"TID_WANTED_15","ビーチの賞金稼ぎ"
"TID_WANTED_16","日射病"
"TID_WANTED_17","灼熱の砂"
"TID_BANKHEIST_16","漂着物拾い"
"TID_BANKHEIST_17","砂まみれのエメラルド"
"TID_BANKHEIST_18","ホットポテト"
"TID_BANKHEIST_18B","くびれボディ"
"TID_BALL_22","ビーチボール"
"TID_BALL_23","サニーサッカー"
"TID_BALL_24","裸足のバトル"
"TID_BALL_25","サマープレイ"
"TID_STARPOINTSGAINED","<TOTALDECAY>トロフィーが<STARPOINTSGAINED>スターポイントに変換されました"
"TID_TROPHIES_LOST","合計喪失トロフィー：<AMOUNT>"
"TID_TROPHIES_CONVERTED","失われたトロフィーが<AMOUNT>スターポイントに変換されました"
"TID_IAP_SOM_PACK_1","サマーセール"
"TID_IAP_SOM_PACK_2","サマーセール"
"TID_IAP_SOM_PACK_3","サマーセール"
"TID_IAP_SOM_PACK_4","サマーセール"
"TID_IAP_AUGUST_PACK_1","サマーセール"
"TID_IAP_AUGUST_PACK_2","バイバイ、夏！"
"TID_IAP_FLASH_PACK_1","増量セール"
"TID_IAP_FLASH_PACK_2","大特価"
"TID_IAP_MOON_19_PACK_1","中秋の名月"
"TID_IAP_MOON_19_PACK_2","中秋の名月"
"TID_SPEC_ABI_RESURRECT","コンティニュー"
"TID_SPEC_ABI_RESURRECT_DESC","バトルで初めて撃破された際、瞬時に復活する。"
"TID_SPEC_ABI_GROW_FROM_DAMAGE","パンプアップ"
"TID_SPEC_ABI_GROW_FROM_DAMAGE_DESC","必殺技がチャージされる際、同時にマッスルゲージもチャージされる。マッスルゲージがいっぱいになると、最大HPが<c00cc00><VALUE1></c>増加する。彼が撃破されると、強化もリセットされる。"
"TID_SPEC_ABI_ARMOR","防弾ベスト"
"TID_SPEC_ABI_ARMOR_DESC","ベストが最初の<c00cc00><VALUE1></c>ダメージを吸収する。コルトが撃破されると、リスポーン時に新しいベストが手に入る。ベストのHPは黄色いゲージで表示される。"
"TID_SPEC_ABI_WALKING_TURRET","犬の散歩"
"TID_SPEC_ABI_WALKING_TURRET_DESC","がらくタレットがジェシーの後をついて行く。"
"TID_SPEC_SHIELD_ULTI","やる気シールド"
"TID_SPEC_SHIELD_ULTI_DESC","必殺技のゲージが満タンの状態をキープすれば、受けるダメージを<c00cc00><VALUE1>%</c>減少させるシールドが発生する。"
"TID_SPEC_ABI_PET","放鳥"
"TID_SPEC_ABI_PET_DESC","頭に飼っている鳥がバトルに参戦する！"
"TID_SPEC_ABI_DAMAGE_ULTI","一発入魂"
"TID_SPEC_ABI_DAMAGE_ULTI_DESC","必殺技が満タンの間、通常攻撃のダメージが<c00cc00>+<VALUE1></c>増加する。"
"TID_ARCADE","8ビット"
"TID_ARCADE_DESC","8ビットは、まるで足の生えたアーケードゲーム機。ドスドスと歩き回ってはブラスタービームを発射する。必殺技では味方の攻撃力をアップさせる！"
"TID_ARCADE_SHORT_DESC","シャープシューター"
"TID_ARCADE_WEAPON","ブラスタービーム"
"TID_ARCADE_ULTI","ダメージブースター"
"TID_ARCADE_WEAPON_DESC","ブラスタービームの連射で、命中した敵にダメージを与える。ビームは中程度の射程を持ち、わずかながら拡散する。"
"TID_ARCADE_ULTI_DESC","特殊なタレットを設置し、効果範囲内にいる味方が敵に与えるダメージを高める。"
"TID_STAT_DAMAGE_BOOST","ダメージブースト率"
"TID_HERO_INFO_ABILITY_POWER_PERCENT","<BASEPOW>%"
"TID_STAT_DAMAGE_PER_BEAM","ビームのダメージ"
"TID_SPEC_ABI_LARGER_AREA_ULTI","ブースターブースト"
"TID_SPEC_ABI_LARGER_AREA_ULTI_DESC","ダメージブースターの効果範囲が<c00cc00><VALUE1>%</c>拡大する。"
"TID_DAMAGE_BOOSTER_HEALTH","ダメージブースターのHP"
"TID_BEST_VALUE_DISCOUNT","<VALUE>%\nオフ！"
"TID_BEST_VALUE_EXTRA","<VALUE>%\n増量"
"TID_BEST_VALUE_BONUS","<VALUE>%\nボーナス"
"TID_PROMOCODE_PACK","割引コードパック"
"TID_DIAMONDS","エメラルド"
"TID_BATTLE_ROYALE_22A","寂れた頂"
"TID_BATTLE_ROYALE_23A","荒れた細道"
"TID_BATTLE_ROYALE_24A","不毛の荒野"
"TID_GOLDRUSH_24A","ロイヤルフラッシュ"
"TID_WANTED_17A","生い茂るオアシス"
"TID_BALL_14A","フィールドゴール"
"TID_BALL_15A","電光石火"
"TID_SHOP_LABEL_BEST_VALUE","ベストバリュー"
"TID_SHOP_LABEL_MOST_POPULAR","大人気"
"TID_SHOP_LABEL_POPULAR","人気"
"TID_SHOP_LABEL_PERCENT_BONUS","<VALUE>%ボーナス"
"TID_SHOP_LABEL_PERCENT_EXTRA","<VALUE>% <cFFDB4F>増量</c>"
"TID_BATTLE_ROYALE_25A","サービスランド"
"TID_BATTLE_ROYALE_26A","水銀パニック"
"TID_BATTLE_ROYALE_27A","ドロップキック"
"TID_BATTLE_ROYALE_28A","隠れた嫉妬"
"TID_PIPER_PINK_SKIN","ピンク エリザベス"
"TID_PIPER_PINK_SKIN_SHOP","ピンク\nエリザベス"
"TID_TARA_BLUE_SKIN","サファイア タラ"
"TID_TARA_BLUE_SKIN_SHOP","サファイア\nタラ"
"TID_8BIT_CLASSIC_SKIN","クラシック 8ビット"
"TID_8BIT_CLASSIC_SKIN_SHOP","クラシック\n8ビット"
"TID_LEON_SHARK_SKIN","サメ レオン"
"TID_LEON_SHARK_SKIN_SHOP","サメ\nレオン"
"TID_BATTLE_ROYALE_29A","危険なパラダイス"
"TID_BATTLE_ROYALE_30A","大事な接点"
"TID_BATTLE_ROYALE_31A","ポジショニング"
"TID_BALL_16A","回転シュート"
"TID_BALL_17A","甘いコース"
"TID_BALL_18A","パワーショット"
"TID_BALL_19A","ロングボール"
"TID_BALL_20A","稲妻シュート"
"TID_IAP_INFO_MORE_INFO_BTN","자세히보기"
"TID_SANDSTORM","サンディ"
"TID_GAME_MODE_14","テイクダウン"
"TID_GAME_MODE_14_DESC","誰よりも多くボスにダメージを与えよう！ボスに与えたダメージが大きいほど、バトル内での順位がアップする。\n\nパワーキューブを集めると、HPと攻撃ダメージを強化できる。パワーキューブは、バトルを通してマップ内にランダムに出現する。"
"TID_BOSS_RACE_INTRO_TEXT","ボスに全力でダメージを与えよう！"
"TID_EVENT_POPUP_GMV_LABEL_ALL_VS_ALL","全員VS全員"
"TID_BOSS_RACE_1","ラストスタンド"
"TID_BOSS_RACE_IN_LEAD","現在リード中！"
"TID_BOSS_RACE_DOING_GOOD","その調子！"
"TID_BOSS_RACE_DOING_OK","頑張って！"
"TID_BOSS_RACE_DOING_BAD","もっとボスにダメージを与えよう！"
"TID_SHOP_SCID_SKIN_OFFER_TITLE","Supercell IDに接続して\n<NAME>を\n<c<COLOR>>無料で</c>手に入れよう！"
"TID_SHOP_SCID_SKIN_OFFER_DESC","Supercell ID"
"TID_SHOP_SCID_SKIN_OFFER_CLAIM","接続する"
"TID_GAME_MODE_15","孤高のスター"
"TID_GAME_MODE_15_DESC","敵プレイヤーを倒して星を集めよう！敵を倒すたびに、プレイヤーの頭上に表示される賞金の星が1つずつ、最大7つまで増える。\n\n時間切れになった時点で、最も多くの星を持っていたプレイヤーが勝利！"
"TID_SOLO_BOUNTY_IN_LEAD","現在リード中！"
"TID_SOLO_BOUNTY_DOING_GOOD","その調子！"
"TID_SOLO_BOUNTY_DOING_OK","頑張って！"
"TID_SOLO_BOUNTY_DOING_BAD","もっと星を集めよう！"
"TID_SANDSTORM_SHORT_DESC","サポート"
"TID_SANDSTORM_DESC","いつも睡眠不足に悩まされているサンディは、砂を自在にあやつる能力を持つ。敵に鋭い砂利を投げつけたり、砂嵐を起こして味方の姿を隠すことができる。"
"TID_SANDSTORM_WEAPON","ジャリ投げ"
"TID_SANDSTORM_WEAPON_DESC","鋭く突き刺さるような小石を敵に投げつける。これは痛い！"
"TID_SANDSTORM_ULTI","砂嵐"
"TID_SANDSTORM_ULTI_DESC","砂嵐を呼び出し、<time>秒にわたって範囲内の味方を隠す。"
"TID_STAT_SANDSTORM","砂嵐"
"TID_SPEC_ABI_SANDSTORM_DOT","荒ぶる砂"
"TID_SPEC_ABI_SANDSTORM_DOT_DESC","砂嵐が、範囲内にいる敵に毎秒<c00cc00><VALUE1></c>ダメージを与えるようになる。"
"TID_SPEC_ABI_SANDSTORM_HOT","癒しの風"
"TID_SPEC_ABI_SANDSTORM_HOT_DESC","砂嵐が、範囲内にいる味方のHPを毎秒<c00cc00><VALUE1></c>回復する。"
"TID_SHOP_SKIN_SALE","スキンセール"
"TID_IAP_B2S_19_PACK_1","新学期応援！"
"TID_IAP_B2S_19_PACK_2","新学期応援！"
"TID_IAP_B2S_19_PACK_3","新学期応援！"
"TID_GENE_PIRATE_SKIN","海賊 ジーン"
"TID_GENE_PIRATE_SKIN_SHOP","海賊\nジーン"
"TID_BARLEY_RED_WIZARD_SKIN","レッドウィザード バーリー"
"TID_BARLEY_RED_WIZARD_SKIN_SHOP","レッドウィザード\nバーリー"
"TID_SANDY_SLEEPY_SKIN","スリーピー サンディ"
"TID_SANDY_SLEEPY_SKIN_SHOP","スリーピー\nサンディ"
"TID_BOSS_RACE_2","ボスドロップ"
"TID_BOSS_RACE_3","フレネミー"
"TID_BOSS_RACE_4","筋肉増強"
"TID_BOSS_RACE_5","集中トレーニング"
"TID_BOSS_RACE_6","パニックラビリンス"
"TID_BOSS_RACE_7","堂々巡り"
"TID_SHOP_SKIN_NEW_RELEASE","新登場！"
"TID_SEASON_END_OFFER","シーズン終了セール"
"TID_IAP_OCTOBER_OFFER","10月のセール品"
"TID_IAP_MONDAY_OFFER","ハッピーマンデー！"
"TID_IAP_VERY_SPECIAL_OFFER","超特別セール"
"TID_IAP_IKE_ROYALE","IKE ロワイヤル"
"TID_IAP_COIN_SHOWER","コインの雨"
"TID_MUMMY","Emz"
"TID_ADDITIONAL_GEM_TOOLTIP_FOR_JAPAN","\n\n購入したエメラルド：<PAID>\n無料エメラルド：<FREE>\n合計：<TOTAL>"
"TID_RANK","ランク：<val> / 10"
"TID_SOLO_BOUNTY_NO_RANK","敵を倒して星を集めよう！"
"TID_BOSS_RACE_NO_RANK","もっとボスにダメージを与えよう！"
"TID_MUMMY_SHORT_DESC","ファイター"
"TID_MUMMY_DESC","Emzは、ヘアスプレーをひと吹きして敵に継続ダメージを与え、必殺技では敵をスローダウンさせる。"
"TID_MUMMY_WEAPON","アトマイザー"
"TID_MUMMY_WEAPON_DESC","特別なヘアスプレーを敵に吹き付ける！あまりにも濃度が高いので、浴びると肌が溶けてしまうかも...？"
"TID_MUMMY_ULTI","腐食性カリスマ"
"TID_MUMMY_ULTI_DESC","腐食性あふれるオーラを周囲に放ち、敵キャラクターをスローダウンさせてダメージを与える。"
"TID_STAT_MUMMY","Emz"
"TID_SPEC_ABI_TICK_DMG_GROW","因果応報"
"TID_SPEC_ABI_TICK_DMG_GROW_DESC","彼女のヘアスプレーの範囲内にいる敵は、攻撃が当たるたびに受けるダメージが<c00cc00><VALUE1></c>%増加する。"
"TID_SPEC_ABI_HEAL_SUPER_DMG","元気注入"
"TID_SPEC_ABI_HEAL_SUPER_DMG_DESC","必殺技の範囲内にいる敵1体につき、EmzのHPが毎秒<c00cc00><VALUE1></c>回復する。"
"TID_FRIEND_ADD_YOUR_ID","あなたのID：<ID>"
"TID_FRIEND_ADD_BUTTON","フレンド\n追加"
"TID_FRIEND_ADD_BUTTON_SHORT","追加"
"TID_FRIEND_ADD_DEFAULT_TEXT","プレイヤーIDを入力"
"TID_FRIEND_ADD_CODE_SENT","フレンド申請を送信しました"
"TID_FRIEND_ADD_CODE_INVALID","無効なプレイヤーIDです！"
"TID_IAP_CYBER_WEEK_19_1","サイバーウィークセール"
"TID_IAP_CYBER_WEEK_19_2","サイバーウィークセール"
"TID_IAP_CYBER_WEEK_19_3","サイバーウィークセール"
"TID_IAP_GSTAR2019_FINALS","世界ファイナルパック"
"TID_IAP_BRAWLOWEEN_19_1","ブロウィン到来！"
"TID_IAP_BRAWLOWEEN_19_2","トリック・オア・コイン！"
"TID_IAP_BRAWLOWEEN_19_3","スキンコレクション"
"TID_IAP_ARABIC_19_1","アラビア語でプレイ！"
"TID_IAP_ARABIC_19_2","アラビア語でプレイ！"
"TID_EVENT_MODIFIER_8","ボスレーザー"
"TID_EVENT_MODIFIER_DESC_8","ボスがレーザーを発射します。"
"TID_EVENT_MODIFIER_9","ボス連鎖ライトニング"
"TID_EVENT_MODIFIER_DESC_9","ボスが連鎖する電撃で攻撃します。"
"TID_EVENT_MODIFIER_10","ボスロケット"
"TID_EVENT_MODIFIER_DESC_10","ボスがロケットを発射します。"
"TID_STAT_DAMAGE_PER_HALF_SECOND","0.5秒毎のダメージ"
"TID_FRIENDS_PAGE_BUTTON_INVITE","招待"
