"TID","TH"
"TID_FRIEND_ADD_CODE_INVALID","ID ผู้เล่นไม่ถูกต้อง!"
"TID_IAP_CYBER_WEEK_19_1","ข้อเสนอสัปดาห์ไซเบอร์"
"TID_IAP_CYBER_WEEK_19_2","ข้อเสนอสัปดาห์ไซเบอร์"
"TID_IAP_CYBER_WEEK_19_3","ข้อเสนอสัปดาห์ไซเบอร์"
"TID_IAP_GSTAR2019_FINALS","แพ็คชิงแชมป์โลก"
"TID_IAP_BRAWLOWEEN_19_1","นี่คือวันบรอว์โอวีน!"
"TID_IAP_BRAWLOWEEN_19_2","หลอกหรือ...เหรียญ?"
"TID_IAP_BRAWLOWEEN_19_3","สกินทั้งหมด!"
"TID_IAP_ARABIC_19_1","อาหรับราตรี"
"TID_IAP_ARABIC_19_2","อาหรับราตรี"
"TID_EVENT_MODIFIER_8","เลเซอร์พิฆาต"
"TID_EVENT_MODIFIER_DESC_8","บอสยิงเลเซอร์"
"TID_EVENT_MODIFIER_9","สายฟ้าลูกโซ่พิฆาต"
"TID_EVENT_MODIFIER_DESC_9","บอสยิงสายฟ้าลูกโซ่"
"TID_EVENT_MODIFIER_10","จรวดถล่มทลาย"
"TID_EVENT_MODIFIER_DESC_10","บอสยิงจรวด"
"TID_STAT_DAMAGE_PER_HALF_SECOND","ความเสียหายต่อครึ่งวินาที"
"TID_FRIENDS_PAGE_BUTTON_INVITE","เชิญ"
"TID_TEAM_ROOM_CODE","รหัสทีม:"
"TID_TEAM_ROOM_CODE_SHORT","ทีม:\n<NUM>"
"TID_FRIENDS_PAGE_SOCIAL_NETWORKS","โซเชียลเน็ตเวิร์ค"
"TID_CLAN_TAB_MEMBERS","สมาชิก <NUM>/<TOTAL>"
"TID_CLAN_TAB_CHAT","แชต"
"TID_SHELLY_WITCH_SKIN","แม่มดเชลลี่"
"TID_SHELLY_WITCH_SKIN_SHOP","แม่มด\nเชลลี่"
"TID_LEON_WEREWOLF_SKIN","มนุษย์หมาป่าลีออน"
"TID_LEON_WEREWOLF_SKIN_SHOP","มนุษย์หมาป่า\nลีออน"
"TID_PIPER_CALAVERA_SKIN","ไพเพอร์ หัวกะโหลก"
"TID_PIPER_CALAVERA_SKIN_SHOP","ไพเพอร์\nหัวกะโหลก"
"TID_FRANK_DJ_SKIN","ดีเจแฟรงค์"
"TID_FRANK_DJ_SKIN_SHOP","ดีเจ\nแฟรงค์"
"TID_JESSIE_DARK_KNIGHT_SKIN","อัศวินรัตติกาลเจสซี่"
"TID_JESSIE_DARK_KNIGHT_SKIN_SHOP","อัศวินรัตติกาล\nเจสซี่"
"TID_SKIN_FEATURE_MODEL","- โมเดลบรอว์เลอร์ปรับแต่งได้"
"TID_SKIN_FEATURE_PET","- โมเดลสัตว์เลี้ยงปรับแต่งได้"
"TID_SKIN_FEATURE_TURRET","- โมเดลป้อมปืนปรับแต่งได้"
"TID_SKIN_FEATURE_VFX","- เอฟเฟ็กต์ปรับแต่งได้"
"TID_SKIN_FEATURE_ANIM","- การเคลื่อนไหวปรับแต่งได้"
"TID_SKIN_FEATURE_SFX","- เสียงปรับแต่งได้"
"TID_SKIN_FEATURE_VOICE","- เสียงปรับแต่งได้"
"TID_SKIN_FEATURE_TEXTURE","- เนื้อผ้าปรับแต่งได้"
"TID_SKIN_FEATURE_COLOR","- สีปรับแต่งได้"
"TID_HINT_44","เมื่อเล่นศึกพลังดวงดาว การจับคู่จะขึ้นอยู่กับแต้มที่คุณมีอยู่ในฤดูกาลศึกพลังดวงดาว"
"TID_OPTIONAL_OR","หรือ"
"TID_LONESTAR_01","ร่วงหล่นเดียวดาย"
"TID_LONESTAR_02","ชอร์ช็อต"
"TID_LONESTAR_03","ไม่ปลอดภัย"
"TID_LONESTAR_04","ความกล้าหาญที่หายไป"
"TID_LONESTAR_05","กะหล่ำดอก"
"TID_LONESTAR_06","รอดหวุดหวิด"
"TID_LONESTAR_07","หมุนเหวี่ยงเพียงลำพัง"
"TID_LONESTAR_08","ทางแยก"
"TID_BOSS_RACE_8","น้ำมันสูงสุด"
"TID_BOSS_RACE_9","กาเหว่าปฏิวัติ"
"TID_BOSS_RACE_10","เศษเหล็ก"
"TID_BOSS_RACE_11","พังก์ฟังก์"
"TID_BOSS_RACE_12","ศึกดวลเดือด"
"TID_BOSS_RACE_13","ตรอกไอ้เข้"
"TID_BOSS_RACE_14","กางเกงรัดรูป"
"TID_CONTACT_US_WELCOME_TEXT","สวัสดี"
"TID_TEAM_CHAT_POPUP_INVITE","เชิญ"
"TID_IAPS_NOT_READY","ข้อเสนอยังไม่ได้โหลด โปรดลองอีกครั้งในภายหลัง"
"TID_IAP_NOT_FOUND","ไม่พบสินค้า"
"TID_TEAM_LOG_TAB","บันทึกทีม"
"TID_TEAM_LOG_TITLE","บันทึกทีม"
"TID_LEON_SALLY_SKIN","SALLY ลีออน"
"TID_LEON_SALLY_SKIN_SHOP","SALLY\nลีออน"
"TID_CARL_LEONARD_SKIN","LEONARD คาร์ล"
"TID_CARL_LEONARD_SKIN_SHOP","LEONARD\nคาร์ล"
"TID_EL_PRIMO_BROWN_SKIN","เอล BROWN"
"TID_EL_PRIMO_BROWN_SKIN_SHOP","เอล BROWN"
"TID_PLAYER_CTX_SEND_FRIEND_REQUEST","ส่งคำขอเป็นเพื่อน"
"TID_PLAYER_CTX_PROFILE","ประวัติ"
"TID_PLAYER_CTX_KICK","ไล่ออก"
"TID_EMOJIS_TITLE","อีโมจิ"
"TID_SHOP_OFFER_TITLE_NEW_BRAWLER","บรอว์เลอร์ใหม่"
"TID_SHOP_OFFER_TITLE_NEW_SKIN","สกินใหม่"
"TID_SHOP_OFFER_TITLE_BRAWLIDAYS_GIFT","ของขวัญวันหยุดไม่หยุดสู้"
"TID_LONESTAR_09","เขตสี่เทศบาล"
"TID_EXTRA_COPYRIGHT","\nBROWN & FRIENDS, ลิขสิทธิ์ถูกต้อง LINE\n"
"TID_ESTIMATED_MAINENANCE_TIME","เวลาโดยประมาณ <TIME>"
"TID_IAP_XMAS_19_0","ถึงเวลาเทศกาล"
"TID_IAP_XMAS_19_1","สุขสันต์วันหยุดไม่หยุดสู้"
"TID_IAP_XMAS_19_2","สุขสันต์วันหยุดไม่หยุดสู้"
"TID_IAP_XMAS_19_3","สุขสันต์วันหยุดไม่หยุดสู้"
"TID_IAP_XMAS_19_4","สุขสันต์วันหยุดไม่หยุดสู้"
"TID_IAP_COINPACK_11_19","มีแต่เหรียญเต็มไปหมด"
"TID_IAP_NEWYEAR_20","สวัสดีปีใหม่"
"TID_SKIN_INFO_CAMPAIGN_4_NOT_AVAILABLE","สกิน BROWN & FRIENDS"
"TID_HOME_PAGE_PENDING_DONATION","ข้อความ\nสำคัญ"
"TID_SETTINGS_BLOCK_FRIEND_REQUESTS","บล็อคคำขอเป็นเพื่อน"
"TID_SPAWNER_DUDE","มิสเตอร์พี"
"TID_BEE_SNIPER","บีทริซ"
"TID_BEE_SNIPER_SHORT_DESC","นักแม่นปืน"
"TID_BEE_SNIPER_DESC","บีทริซรักแมลง เธอยิงผึ้งจักรกลระยะไกล และท่าไม้ตายของเธอส่งกองทัพผึ้งอันเกรี้ยวกราด!"
"TID_BEE_SNIPER_WEAPON","เจ็บเหมือนผึ้งต่อย"
"TID_BEE_SNIPER_WEAPON_DESC","บีทริซยิงระยะไกล และเมื่อกระทบศัตรูแล้วจะซูเปอร์ชาร์จพลังให้กับการยิงครั้งต่อไปซึ่งสร้างความเสียหายอย่างรุนแรง!"
"TID_BEE_SNIPER_ULTI","รังผึ้งเหล็กกล้า"
"TID_BEE_SNIPER_ULTI_DESC","บีทริซปล่อยผึ้งกลุ่มใหญ่ที่เคลื่อนไหวรวดเร็วดั่งเครื่องบินรบ พวกมันทำให้คู่ต่อสู้ที่เดินผ่านเคลื่อนไหวได้ช้าลง"
"TID_SPEC_ABI_BEE_SNIPER_1","เพิ่มพลังผึ้งทันใจ"
"TID_SPEC_ABI_BEE_SNIPER_1_DESC","ซูเปอร์ชาร์จความสามารถ \qเจ็บเหมือนผึ้งต่อย\q หนึ่งครั้งเมื่อยิงกระสุนซูเปอร์ชาร์จพลาด"
"TID_SPEC_ABI_BEE_SNIPER_2","เสื้อคลุมอาบน้ำผึ้ง"
"TID_SPEC_ABI_BEE_SNIPER_2_DESC","บีทริซหลบหนีจากการพ่ายแพ้ด้วยพลังชีวิต 1 หน่วย และได้รับเกราะป้องกันชั่วคราว พลังจะมีให้ใช้อีกครั้งหลังเธอพ่ายแพ้"
"TID_SPEEDY","แม็กซ์"
"TID_SPEEDY_SHORT_DESC","สายสนับสนุน"
"TID_SPEEDY_DESC","แม็กซ์เคลื่อนไหวว่องไว! การโจมตีของเธอคือกระสุนยิงรวดเร็ว ท่าไม้ตายของเธอช่วยเพิ่มความเร็วให้กับเธอและพันธมิตร!"
"TID_SPEEDY_WEAPON","กระสุนยิงด่วน"
"TID_SPEEDY_WEAPON_DESC","ปืนของแม็กซ์ยิงกระสุนอย่างรวดเร็ว! มันมีกระสุนหลายนัด แถมแม็กซ์ยังบรรจุกระสุนได้เร็วอีกต่างหาก"
"TID_SPEEDY_ULTI","ลุยเลย!"
"TID_SPEEDY_ULTI_DESC","แม็กซ์เพิ่มความเร็วในการเคลื่อนที่ให้กับตัวเองและพันธมิตรที่อยู่ใกล้ๆ ชั่วคราว ลุยกันเลย!"
"TID_SPEC_ABI_SPEEDY_1","ซูเปอร์ชาร์จ"
"TID_SPEC_ABI_SPEEDY_1_DESC","แม็กซ์สามารถชาร์จท่าไม้ตายขณะเคลื่อนที่ได้"
"TID_SPEC_ABI_SPEEDY_2","วิ่งสู้ไม่ถอย"
"TID_SPEC_ABI_SPEEDY_2_DESC","แม็กซ์บรรจุกระสุนได้เร็วขึ้นขณะเคลื่อนที่"
"TID_SPEEDY_ULTI_STAT","ลุยเลย!"
"TID_HOMER","โฮเมอร์"
"TID_QUICK_MESSAGE_CHOOSE_BRAWLER","เราต้องการบรอว์เลอร์..."
"TID_QUICK_MESSAGE_CHOOSE_MODE","มาเล่นกัน..."
"TID_QUICK_MESSAGE_CHOOSE_FRIENDLY_LOCATION","มาเล่นกัน..."
"TID_QUICK_MESSAGE_CHANGE_BRAWLERS","เปลี่ยนบรอว์เลอร์ดีกว่า!"
"TID_QUICK_MESSAGE_GOOD_GAME","เป็นเกมที่ดี!"
"TID_QUICK_MESSAGE_PLAY_AGAIN","เล่นอีกครั้งไหม?"
"TID_QUICK_MESSAGE_WELL_PLAYED","เล่นได้ดี!"
"TID_QUICK_MESSAGE_WOW","ว้าว!"
"TID_QUICK_MESSAGE_OK","โอเค!"
"TID_QUICK_MESSAGE_GOTTA_GO","ไปแล้วนะ ขอให้สนุกล่ะ!"
"TID_QUICK_MESSAGE_CHANGE_MODE","เปลี่ยนโหมดเกมกันเถอะ!"
"TID_QUICK_MESSAGE_BYE","บาย!"
"TID_QUICK_MESSAGE_CLOSE_MATCH","เกือบไปแล้ว!"
"TID_QUICK_MESSAGE_READY","พร้อมไหม?"
"TID_QUICK_MESSAGE_READY_GO","พร้อมไหม? ลุยกัน!"
"TID_QUICK_MESSAGE_HI","หวัดดี!"
"TID_QUICK_MESSAGE_NEED_BREAK","ขอพักหน่อยนะ!"
"TID_QUICK_MESSAGE_NEED_TO_GO","ต้องไปละ ขอให้สนุกนะ!"
"TID_QUICK_MESSAGE_THANKS","ขอบคุณ!"
"TID_QUICK_MESSAGE_SORRY","ขอโทษนะ!"
"TID_QUICK_MESSAGE_OOPS","โอ๊ะ"
"TID_QUICK_MESSAGE_SUGGEST_BRAWLER","คุณเล่นเป็น <c<COLOR>><NAME></c> ได้ไหม?"
"TID_QUICK_MESSAGE_SUGGEST_STARPOWER","คุณใช้ <c<COLOR>><NAME></c> ได้ไหม?"
"TID_QUICK_MESSAGE_SUGGEST_MODE","มาเล่น <c<COLOR>><NAME></c> กัน!"
"TID_QUICK_MESSAGE_ASK_BRAWLER","บรอว์เลอร์ตัวไหนดี?"
"TID_QUICK_MESSAGE_ASK_MODE","เล่นอีเวนท์ไหนดี?"
"TID_PLAYER_CTX_SUGGEST_BRAWLER_SHORT","แนะนำ"
"TID_PLAYER_CTX_SUGGEST_CANCEL","ยกเลิกการแนะนำ"
"TID_SUGGEST_BRAWLER_TITLE_SHORT","แนะนำบรอว์เลอร์"
"TID_SUGGEST_BRAWLER_TITLE","แนะนำบรอว์เลอร์ให้กับ <NAME>"
"TID_SUGGEST_EVENT_TITLE","แนะนำ\nอีเวนท์"
"TID_SUGGEST_EVENT_BUTTON_SHORT","แนะนำ"
"TID_SUGGEST_EVENT_BUTTON","แนะนำ\nอีเวนท์"
"TID_EVENT_SUGGESTION_EXPIRED","การแนะนำอีเวนท์หมดเวลาแล้ว"
"TID_SUGGESTED_BRAWLER_TITLE","การแนะนำบรอว์เลอร์"
"TID_SUGGESTED_BRAWLER_DESC","คุณต้องการใช้ <c<COLOR>><NAME></c> เป็นบรอว์เลอร์หรือไม่?"
"TID_SUGGESTED_BRAWLER_YES","ใช้"
"TID_SUGGESTED_BRAWLER_NO","ไม่"
"TID_EVENT_SUGGESTION_TITLE","เลือกอีเวนท์นี้หรือไม่?"
"TID_EVENT_SUGGESTION_DESC","คุณต้องการเล่นอีเวนท์นี้หรือไม่?"
"TID_EVENT_SUGGESTION_YES","เล่น"
"TID_EVENT_SUGGESTION_NO","ไม่"
"TID_CHAT_LETSPLAY_ITEM","มาเล่นกัน"
"TID_CHAT_SWAP_BRAWLER_ITEM","แนะนำบรอว์เลอร์ให้กับ <NAME>:"
"TID_CHAT_SWAP_BRAWLER_ITEM_YOU","บรอว์เลอร์ที่แนะนำให้คุณ:"
"TID_MAINTENANCE_DEEP_LINKS_NOT_AVAILABLE","ไม่สามารถใช้งานได้ระหว่างการซ่อมบำรุง"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_TITLE","กำลังอัปเดตเวอร์ชันใหม่"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_MESSAGE","เรากำลังอัปเดตเวอร์ชันใหม่ของเกม โปรดกลับมาดูอีกครั้งในภายหลัง!"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_BUTTON","ตกลง"
"TID_CONTEXT_MENU_PROFILE","ประวัติ"
"TID_CONTEXT_MENU_SPECTATE","ชม"
"TID_CONTEXT_MENU_KICK","ไล่ออก"
"TID_CONTEXT_MENU_SWAP","สลับฝั่ง"
"TID_CONTEXT_MENU_REMOVE","ลบ"
"TID_CONTEXT_MENU_JOIN","เข้าร่วมทีม"
"TID_CONTEXT_MENU_INVITE","เชิญมายังทีม"
"TID_CONTEXT_MENU_REPORT","รายงาน"
"TID_CONTEXT_MENU_SUGGEST_BRAWLER","แนะนำบรอว์เลอร์"
"TID_CONTEXT_MENU_SUGGEST_STAR_POWER","แนะนำ\nพลังดวงดาว"
"TID_CONTEXT_MENU_CLAN_PROMOTE","เลื่อนขั้น"
"TID_CONTEXT_MENU_CLAN_DEMOTE","ลดขั้น"
"TID_CONTEXT_MENU_CLAN_KICK","ไล่ออก"
"TID_TEAM_CHAT_TAB_MESSAGE","แชต"
"TID_TEAM_CHAT_TAB_LOG","บันทึก"
"TID_TEAM_CHAT_TAB_SAY","พูดว่า..."
"TID_TEAM_CHAT_TAB_CHAT","แชต"
"TID_BUTTON_NAVI_FRIENDS","เพื่อน"
"TID_BUTTON_NAVI_CLAN","คลับ"
"TID_CLAN_POPUP_TITLE","คลับ"
"TID_CLAN_POPUP_TAB_CHAT","แชต"
"TID_BUTTON_SCID","SUPERCELL ID"
"TID_BUTTON_NAVI_CHAT","แชต"
"TID_GAME_MODE_16","ชิงของขวัญ"
"TID_GAME_MODE_16_DESC","ชิงของขวัญจากทีมคู่ต่อสู้และนำกลับไปที่ฐานของตนเอง! แมตช์จะจบลงเมื่อทีมใดทีมหนึ่งชิงของขวัญได้สองชิ้นหรือเมื่อเวลาหมดลง"
"TID_CTF_INTRO_TEXT","ชิงของขวัญสองชิ้นเพื่อคว้าชัย!"
"TID_TEAM_CHAT_NOT_AVAILABLE_NO_TEAM","เริ่มสร้างทีมเพื่อเล่นและแชตกับเพื่อน!"
"TID_CTF_2","ข้างสนาม"
"TID_HINT_CTF_STEAL_GIFT","ชิงของขวัญจากทีมคู่ต่อสู้!"
"TID_HINT_CTF_BRING_GIFT_BACK","นำกลับไปที่ฐานของตนเอง!"
"TID_CTF_GOAL","<name>\nชิงของขวัญสำเร็จแล้ว!"
"TID_IAP_XMAS_19_GENERIC","สุขสันต์วันหยุดไม่หยุดสู้"
"TID_IAP_XMAS_19_GENERIC_2","ถึงเวลาเทศกาล"
"TID_IAP_NEW_YEAR_20","สวัสดีปีใหม่"
"TID_IAP_COINPACK_GENERIC","มีแต่เหรียญเต็มไปหมด"
"TID_GOLDRUSH_35","หมดเวลา"
"TID_GOLDRUSH_36","ดาดฟ้าเขียวชอุ่ม"
"TID_GOLDRUSH_37","พายุหมุนเกลียว"
"TID_GOLDRUSH_38","การหลบหนีสุดแยบยล"
"TID_GOLDRUSH_39","รอยกากบาท"
"TID_GOLDRUSH_40","ปล้นสะดมครั้งสุดท้าย"
"TID_GOLDRUSH_41","หุบเขาหินแกร่ง"
"TID_GOLDRUSH_42","รถรุ่นคลาสสิค"
"TID_GOLDRUSH_43","พื้นที่เวิ้งว้าง"
"TID_GOLDRUSH_44","เปลือกหอยหรรษา"
"TID_GOLDRUSH_45","เซอร์ไพรส์ลี้ลับ"
"TID_BANKHEIST_19","ระเบิดระเบ้อ"
"TID_BANKHEIST_20","ทอร์นาโดกระหน่ำ"
"TID_BANKHEIST_21","ยกมือขึ้น"
"TID_BANKHEIST_22","ต้านปืนใหญ่"
"TID_BANKHEIST_23","แหล่งโจร"
"TID_BANKHEIST_24","ทะเลแปรปรวน"
"TID_BANKHEIST_25","เสี่ยงรวยเสี่ยงตาย"
"TID_BANKHEIST_26","แผนโจรกรรมอัจฉริยะ"
"TID_WANTED_18","คลื่นม้วนเกลียว"
"TID_WANTED_19","ไฟสัญญาณ"
"TID_WANTED_20","โจรสลัดขึ้นฝั่ง"
"TID_WANTED_21","ปฏิกิริยาลูกโซ่"
"TID_WANTED_22","ภาพลวงตา"
"TID_WANTED_23","ยิ่งลึกยิ่งอันตราย"
"TID_WANTED_24","ดับเครื่องชน"
"TID_WANTED_25","ปืนใหญ่อุ่นใจ"
"TID_WANTED_26","ลาแล้ว"
"TID_BATTLE_ROYALE_34","จุดปลอดภัย"
"TID_BATTLE_ROYALE_35","หุบเหววกวน"
"TID_BATTLE_ROYALE_36","ปาร์ตี้ทะเลทราย"
"TID_BATTLE_ROYALE_37","พื้นที่สั่นสะท้าน"
"TID_BATTLE_ROYALE_38","ล่าขุมทรัพย์"
"TID_BATTLE_ROYALE_39","เปลี่ยนเส้นทาง"
"TID_BATTLE_ROYALE_40","เมืองหินผา"
"TID_BATTLE_ROYALE_41","มุมมองที่แตกต่าง"
"TID_BATTLE_ROYALE_42","กระสุนไม่ยั้ง"
"TID_BATTLE_ROYALE_43","ล้อมรั้ว"
"TID_RICO_CLASSIC_SKIN","ริโคคลาสสิก"
"TID_RICO_CLASSIC_SKIN_SHOP","ริโค\nคลาสสิก"
"TID_RICO_BETA_SKIN","ริโคเชต์"
"TID_RICO_BETA_SKIN_SHOP","ริโคเชต์"
"TID_COLT_CORSAIR_SKIN","โจรสลัดโคลท์"
"TID_COLT_CORSAIR_SKIN_SHOP","โจรสลัด\nโคลท์"
"TID_CARL_CAPTAIN_SKIN","กัปตันคาร์ล"
"TID_CARL_CAPTAIN_SKIN_SHOP","กัปตัน\nคาร์ล"
"TID_POCO_PIRATE_SKIN","ลูกเรือโปโค่"
"TID_POCO_PIRATE_SKIN_SHOP","ลูกเรือ\nโปโค่"
"TID_BEA_LADYBUG_SKIN","แมลงเต่าทองบีทริซ"
"TID_BEA_LADYBUG_SKIN_SHOP","แมลงเต่าทอง\nบีทริซ"
"TID_MAX_BLUE_SKIN","แม็กซ์นักแข่งรถ"
"TID_MAX_BLUE_SKIN_SHOP","แม็กซ์\nนักแข่งรถ"
"TID_CTF_3","ของขวัญล้ำค่า"
"TID_CTF_4","ปล้นสะดมวันเทศกาล"
"TID_CTF_5","หลบหนีแสนสุข"
"TID_CTF_6","แอบซ่อนของขวัญ"
"TID_CTF_7","เอลฟ์แสนซุกซน"
"TID_CTF_8","ของขวัญชิ้นโปรด"
"TID_CTF_GOAL_MATCH_OVER","<name>\nชิงของขวัญสำเร็จแล้ว!\n\nจบแมตช์"
"TID_STAT_DAMAGE_PER_DRONE","ความเสียหายต่อผึ้ง"
"TID_GOLDRUSH_46","ทะเลสาบสองพันบ่อ"
"TID_EVENT_MODIFIER_11","ทะเลพายุคลั่ง"
"TID_EVENT_MODIFIER_DESC_11","เรือโคลงเคลงทำให้การเคลื่อนที่เร็วขึ้นหรือช้าลงขึ้นอยู่กับทิศทางการเคลื่อนที่ของคุณ!"
"TID_QUICK_MESSAGE_ASK_BRAWLER_SPLIT","บรอว์เลอร์ตัวไหนดี?"
"TID_QUICK_MESSAGE_ASK_MODE_SPLIT","เล่นอีเวนท์ไหนดี?"
"TID_DRILLER","แจ็คกี้"
"TID_GAME_MODE_17","โซนร้อน"
"TID_KING_OF_HILL_1","หนึ่งคะแนน"
"TID_KING_OF_HILL_2","สองคะแนน"
"TID_GAME_MODE_17_DESC","ควบคุมโซนร้อนให้ได้เพื่อชนะ! ควบคุมให้ได้และรับคะแนนเมื่ออยู่ในโซนขณะที่กันศัตรูออกไป ทีมแรกที่ทำได้ 20 คะแนนก่อนจะเป็นผู้ชนะแมตช์! หากหมดเวลา ทีมที่ได้คะแนนมากที่สุดจะเป็นผู้ชนะ"
"TID_KING_OF_HILL_INTRO_TEXT","ควบคุมโซนให้ได้!"
"TID_IAP_LNY2020","ศึกตรุษจีน"
"TID_IAP_TGS2020","ข้อเสนอ"
"TID_IAP_VD2020","สุขสันต์วันวาเลนไทน์!"
"TID_IAP_MAR2020","ต้อนรับเดือนมีนาคม!"
"TID_SPAWNER_DUDE_SHORT_DESC","นักแม่นปืน"
"TID_SPAWNER_DUDE_DESC","มิสเตอร์พีเป็นพนักงานยกกระเป๋าเจ้าอารมณ์ที่จะเขวี้ยงกระเป๋าใส่ศัตรูอย่างเกรี้ยวกราด ท่าไม้ตายของเขาจะเรียกหุ่นบ๋อยยกกระเป๋ามาช่วยเหลือ"
"TID_SPAWNER_DUDE_WEAPON","กระเป๋าครับท่าน!"
"TID_SPAWNER_DUDE_WEAPON_DESC","มิสเตอร์พีเขวี้ยงกระเป๋าที่หนักด้วยความโกรธ หากเขาเขวี้ยงกระเป๋าถูกสิ่งกีดขวางหรือคู่ต่อสู้ กระเป๋าจะกระเด็นข้ามและตกลงมาสร้างความเสียหายเป็นบริเวณ"
"TID_SPAWNER_DUDE_ULTI","หุ่นบ๋อย! จัดการ!"
"TID_SPAWNER_DUDE_ULTI_DESC","มิสเตอร์พีสร้างฐานเรียกหุ่นบ๋อยยกกระเป๋า เขาได้ปรับโปรแกรมหุ่นยนต์หัวนกเพนกวินให้โจมตีและก่อกวนคู่ต่อสู้ (รวมถึงแขกที่กวนใจ)"
"TID_SPEC_ABI_SPAWNER_DUDE_1","ดูแลอย่างดี"
"TID_SPEC_ABI_SPAWNER_DUDE_1_DESC","กระเป๋าที่ยัดแน่นของมิสเตอร์พีจะกระเด็นและระเบิดแม้ว่าจะเขวี้ยงไม่ถูกเป้าหมายหรือสิ่งกีดขวางก็ตาม"
"TID_SPEC_ABI_SPAWNER_DUDE_2","หุ่นกระป๋อง"
"TID_SPEC_ABI_SPAWNER_DUDE_2_DESC","ฐานของหุ่นยนต์ยกกระเป๋าจะมีพลังชีวิตเพิ่มขึ้น <c00cc00>+<VALUE1></c> หน่วย"
"TID_HINT_GET_TO_ZONE","เข้าไปอยู่ในโซน!"
"TID_HERO_INFO_TITLE","ค่าสถานะบรอว์เลอร์"
"TID_HERO_UPGRADE_TITLE","อัปเกรดบรอว์เลอร์ไหม?"
"TID_HERO_INFO_HERO_SPEED","ความเร็วในการเคลื่อนที่"
"TID_HERO_INFO_SPEED_0","ช้ามาก"
"TID_HERO_INFO_SPEED_1","ช้า"
"TID_HERO_INFO_SPEED_2","ปานกลาง"
"TID_HERO_INFO_SPEED_3","เร็ว"
"TID_HERO_INFO_SPEED_4","เร็วมาก"
"TID_HERO_INFO_ATTACK_SPEED","ความเร็วในการบรรจุกระสุน"
"TID_HERO_INFO_ATTACK_RANGE","ระยะ"
"TID_HERO_INFO_ATTACK_DAMAGE","ความเสียหาย"
"TID_HERO_INFO_RANGE_0","สั้น"
"TID_HERO_INFO_RANGE_1","ปานกลาง"
"TID_HERO_INFO_RANGE_2","ไกล"
"TID_HERO_INFO_RANGE_3","ไกลมาก"
"TID_HERO_INFO_HEALTH","พลังชีวิต"
"TID_HERO_INFO_ATTACK_TYPE","ชนิด"
"TID_HERO_INFO_HEAL","การฟื้นฟู"
"TID_PROTECT_SCORE_ZONE","ป้องกันไม่ให้ศัตรูเข้าโซนมาได้!"
"TID_8BIT_VIRUS_SKIN","ไวรัส 8 บิต"
"TID_8BIT_VIRUS_SKIN_SHOP","ไวรัส\n8 บิต"
"TID_TARA_STREET_NINJA_SKIN","นินจาข้างถนน ทาร่า"
"TID_TARA_STREET_NINJA_SKIN_SHOP","นินจาข้างถนน\nทาร่า"
"TID_BIBI_GAMER_SKIN","ฮีโร่สาว บีบี"
"TID_BIBI_GAMER_SKIN_SHOP","ฮีโร่สาว\nบีบี"
"TID_PIPER_CUPID_SKIN","คิวปิด ไพเพอร์"
"TID_PIPER_CUPID_SKIN_SHOP","คิวปิด\nไพเพอร์"
"TID_NITA_KOALA_SKIN","โคอาล่านิต้า"
"TID_NITA_KOALA_SKIN_SHOP","โคอาล่า\nนิต้า"
"TID_MRP_AGENT_SKIN","สายลับพี"
"TID_MRP_AGENT_SKIN_SHOP","สายลับพี"
"TID_HERO_INFO_ATTACK_DAMAGE_MULTIPLIER","<AMMO> x <DAMAGE>"
"TID_HERO_INFO_DURATION","ระยะเวลา"
"TID_HERO_INFO_DAMAGE_REDUCTION","ลดความเสียหาย"
"TID_SPAWN_BUILDING_HEALTH","พลังชีวิตฐาน"
"TID_PORTER_HEALTH","พลังชีวิตของหุ่นบ๋อย"
"TID_PORTER_DAMAGE","พลังโจมตีของหุ่นบ๋อย"
"TID_KING_OF_HILL_3","วิหารระเบิดระเบ้อ"
"TID_KING_OF_HILL_4","ศึกฝ่าวงล้อม"
"TID_KING_OF_HILL_5","ควบคุมความวุ่นวาย"
"TID_KING_OF_HILL_6","ยอดกลเม็ด"
"TID_KING_OF_HILL_7","บรอว์เลอร์ข้างถนน 2"
"TID_KING_OF_HILL_8","คิงคองปริโม่"
"TID_KING_OF_HILL_9","เทเหรียญ"
"TID_KING_OF_HILL_10","ศึกบรอว์ครั้งใหญ่"
"TID_KING_OF_HILL_11","คะแนนสูงสุด"
"TID_KING_OF_HILL_12","คว้าเหรียญ"
"TID_KING_OF_HILL_13","จบเกม"
"TID_KING_OF_HILL_14","รหัสลับสุดโกง"
"TID_KING_OF_HILL_15","บรอว์เลอร์เจ้าฝีมือ"
"TID_BALL_26","รองเท้าแตะ"
"TID_BALL_27","จักรยานอากาศ"
"TID_BALL_28","เมืองไกล"
"TID_BALL_29","แมตช์กระชับมิตร"
"TID_HERO_INFO_MEDIUM","ปานกลาง"
"TID_HERO_INFO_AVERAGE","ค่าเฉลี่ย"
"TID_HERO_UPGRADE_TITLE_LEVEL","อัปเกรดเป็นเลเวลพลัง <LVL> ไหม?"
"TID_DOUBLE_POINTS","คะแนนคูณสอง!"
