"TID","FR"
"TID_SPEC_ABI_REPAIR_SELF","Bien huilé"
"TID_SPEC_ABI_REPAIR_SELF_DESC","Si Tick ne reçoit aucun dégât et n'attaque pas, il récupère des points de santé <c00cc00><VALUE1></c> secondes plus tôt que d'habitude."
"TID_HEAD_HEALTH","Santé de la tête"
"TID_CLUSTER_BOMB_DUDE_SHORT_DESC","LANCEUR"
"TID_CLUSTER_BOMB_DUDE_DESC","Tick est une boule de métal pleine d'énergie... explosive ! Il attaque avec des mines. Et pour son super, il détache et lance sa tête qui explose sur sa cible."
"TID_CLUSTER_BOMB_DUDE_WEAPON","MINIMINES"
"TID_CLUSTER_BOMB_DUDE_ULTI","FORTE TÊTE"
"TID_CLUSTER_BOMB_DUDE_WEAPON_DESC","Tick lance une grappe de mines qui se dispersent dans les airs. Les mines explosent au contact de la cible ou après quelques secondes."
"TID_CLUSTER_BOMB_DUDE_ULTI_DESC","Tick jette... sa tête. Elle atterrit, puis rebondit vers la cible la plus proche et explose."
"TID_CLUSTER_BOMB_DUDE","TICK"
"TID_SPEC_ABI_PREY_ON_THE_WEAK","Rapace"
"TID_SPEC_DAMAGE_SUPER","Tintamarre"
"TID_SPEC_DAMAGE_SUPER_DESC","Le super de Poco touche aussi ses adversaires, leur infligeant <c00cc00><VALUE1></c> points de dégâts."
"TID_SPEC_ABI_SUPER_DESTROY_WALLS","Tourbillon destructeur"
"TID_SPEC_ABI_SUPER_DESTROY_WALLS_DESC","Le wagonnet de Carl détruit les obstacles et les buissons."
"TID_SPEC_ABI_SUPER_SLOW","Chewing-gum collant"
"TID_SPEC_ABI_SUPER_SLOW_DESC","Le super de Billie ralentit les adversaires pendant <c00cc00><VALUE1></c> secondes."
"TID_SPEC_ABI_DAMAGE_BUFF_SUPER","Gants épineux"
"TID_SPEC_ABI_DAMAGE_BUFF_SUPER_DESC","Lorsqu'elle utilise son super, les coups de poing de Rosa infligent <c00cc00><VALUE1></c> points de dégâts supplémentaires."
"TID_SPEC_ABI_STUN_TRAP","Piège immobilisant"
"TID_SPEC_ABI_STUN_TRAP_DESC","Au lieu d'être projetés à distance, les ennemis de Bo sont étourdis par ses pièges pendant <c00cc00><VALUE1></c> secondes."
"TID_SPEC_ABI_TURRET_ELECTRICITY","Choquant"
"TID_SPEC_ABI_TURRET_ELECTRICITY_DESC","Jems la tourelle tire un orbe d'énergie qui rebondit entre les ennemis. La portée de l'orbe après rebondissement est de <c00cc00><VALUE1> %</c> la portée initiale."
"TID_SPEC_EXTRA_BULLET","4e fantastique"
"TID_SPEC_EXTRA_BULLET_DESC","Brock libère de la place dans son arme pour une quatrième roquette, augmentant sa capacité de tir."
"TID_SPEC_ABI_SPIKES_LOW_HEALTH","Crise d'épines"
"TID_SPEC_ABI_SPIKES_LOW_HEALTH_DESC","Lorsque Spike a moins de <c00cc00><VALUE1></c> % de santé, il tire des épines qui infligent <c00cc00><VALUE2></c> points de dégâts chacune."
"TID_SPEC_ABI_RELOAD_ON_HIT","Tir de recharge"
"TID_SPEC_ABI_RELOAD_ON_HIT_DESC","Si Polly touche un ennemi grâce à son attaque, elle recharge <c00cc00><VALUE1></c> munition(s) immédiatement."
"TID_SPEC_ABI_GAIN_HEALTH","Éponge"
"TID_SPEC_ABI_GAIN_HEALTH_DESC","Frank récupère <c00cc00><VALUE1></c> points de santé."
"TID_SPEC_ABI_DASH_SHIELD","Fast et furieux"
"TID_SPEC_ABI_DASH_SHIELD_DESC","Quand Mortis charge, les dégâts qu'il reçoit sont réduits de <c00cc00><VALUE2> %</c> pendant <c00cc00><VALUE1></c> secondes."
"TID_SPEC_ABI_SUPER_DAMAGE","Démolition"
"TID_SPEC_ABI_SUPER_DAMAGE_DESC","Le super de Dynamike inflige <c00cc00><VALUE1></c> points de dégâts supplémentaires."
"TID_SPEC_ABI_SPEED_LOW_HEALTH","Repli robotique"
"TID_SPEC_ABI_SPEED_LOW_HEALTH_DESC","Si la santé de Ricochet descend sous les <c00cc00><VALUE2> %</c>, il court <c00cc00><VALUE1> %</c> plus vite."
"TID_SPEC_ABI_SUPER_RELOAD","Recharge qui roule"
"TID_SPEC_ABI_SUPER_RELOAD_DESC","Lorsque Darryl utilise son super, il recharge deux fois plus vite pendant <c00cc00><VALUE1></c> secondes."
"TID_SPEC_ABI_DAMAGE_MAIN_ATTACK","Bien arrosé"
"TID_SPEC_ABI_DAMAGE_MAIN_ATTACK_DESC","Ajoute <c00cc00><VALUE1></c> points de dégâts par seconde à l'attaque de Bartaba."
"TID_SPEC_ABI_SUPER_HEALS","Main lourde"
"TID_SPEC_ABI_SUPER_HEALS_DESC","Lorsque le super de D'jinn touche un équipier, celui-ci récupère <c00cc00><VALUE1></c> points de santé."
"TID_SPEC_ABI_BLACK_HOLE_HEALER","Ombre réparatrice"
"TID_SPEC_ABI_BLACK_HOLE_HEALER_DESC","Le super de Tara ouvre un portail dimensionnel. En sort une Tara d'ombre qui soigne Tara et ses coéquipiers."
"TID_SPEC_ABI_RECHARGE","Recharge automatick"
"TID_SPEC_ABI_RECHARGE_DESC","Tick a besoin de <c00cc00><VALUE1> %</c> moins de temps pour recharger."
"TID_SPEC_ABI_CURVEBALL","Balle courbe"
"TID_SPEC_ABI_CURVEBALL_DESC","Les épines des grenades Kipik suivent une trajectoire courbe, ce qui permet d'atteindre les ennemis plus facilement."
"TID_SPEC_ABI_MEDIKIT","Pansement"
"TID_SPEC_ABI_MEDIKIT_DESC","Si la santé de Shelly est inférieure à <c00cc00><VALUE1> %</c>, elle récupère instantanément <c00cc00><VALUE2></c> points de santé. Le pansement se recharge en <c00cc00><VALUE3></c> secondes."
"TID_SPEC_ABI_IMMUNE_TO_CC","Statue de grès"
"TID_SPEC_ABI_IMMUNE_TO_CC_DESC","Émeri peut résister aux attaques qui repoussent, ralentissent ou étourdissent."
"TID_SPEC_ABI_CURE_DEBUFFS","Cure musicale"
"TID_SPEC_ABI_CURE_DEBUFFS_DESC","L'attaque de Poco annule tout les effets de ralentissement, d'étourdissement, d'empoisonnement ou de brûlure sur les équipiers qu'elle touche."
"TID_SPEC_ABI_SHIELD_HOMERUN","Paré à tirer"
"TID_SPEC_ABI_SHIELD_HOMERUN_DESC","Lorsque la barre jaune est pleine, Billie peut se protéger contre <c00cc00><VALUE1> %</c> des dégâts ennemis."
"TID_SPEC_ABI_WHIRLWIND_SHIELD","Pirouette protectrice"
"TID_SPEC_ABI_WHIRLWIND_SHIELD_DESC","Lorsqu'il utilise son super, Carl subit <c00cc00><VALUE2> %</c> de dégâts en moins."
"TID_SELFHELP_UNAVAILABLE","L'assistance n'est pas disponible actuellement. Veuillez réessayer ultérieurement."
"TID_SPEC_ABI_LONGER_DASH","Serpent sournois"
"TID_SPEC_ABI_LONGER_DASH_DESC","Mortis a une barre de charge : si elle est pleine, sa portée est <c00cc00><VALUE1> %</c> plus longue. Lorsque Mortis a trois charges en réserve, la barre se recharge en <c00cc00><VALUE3></c> secondes."
"TID_BO_MECHA_SKIN","BO MÉCHA"
"TID_BO_MECHA_SKIN_SHOP","BO\nMÉCHA"
"TID_CROW_MECHA_SKIN","CORBAC MÉCHA"
"TID_CROW_MECHA_SKIN_SHOP","CORBAC\nMÉCHA"
"TID_MIKE_ROBO_SKIN","ROBOMIKE"
"TID_MIKE_ROBO_SKIN_SHOP","ROBOMIKE\n"
"TID_SPIKE_ROBO_SKIN","SPIKE ROBOT"
"TID_SPIKE_ROBO_SKIN_SHOP","SPIKE\nROBOT"
"TID_BO_MECHA_GOLD_SKIN","BO MÉCHA D'OR"
"TID_BO_MECHA_GOLD_SKIN_SHOP","BO\nMÉCHA D'OR"
"TID_CROW_MECHA_GOLD_SKIN","CORBAC MÉCHA D'OR"
"TID_CROW_MECHA_GOLD_SKIN_SHOP","CORBAC\nMÉCHA D'OR"
"TID_BO_MECHA_LIGHT_SKIN","BO MÉCHA DE LUMIÈRE"
"TID_BO_MECHA_LIGHT_SKIN_SHOP","BO\nMÉCHA DE LUMIÈRE"
"TID_CROW_MECHA_NIGHT_SKIN","CORBAC MÉCHA DE L'OMBRE"
"TID_CROW_MECHA_NIGHT_SKIN_SHOP","CORBAC\nMÉCHA DE L'OMBRE"
"TID_BULL_LINEBACKER_SKIN","BULL FOOT AMÉRICAIN"
"TID_BULL_LINEBACKER_SKIN_SHOP","BULL\nFOOT AMÉRICAIN"
"TID_COLT_OUTLAW_SKIN","COLT HORS-LA-LOI"
"TID_COLT_OUTLAW_SKIN_SHOP","COLT\nHORS-LA-LOI"
"TID_CARL_HOG_RIDER_SKIN","CARL CHEVAUCHEUR DE COCHON"
"TID_CARL_HOG_RIDER_SKIN_SHOP","CARL\nCHEVAUCHEUR DE COCHON"
"TID_SKIN_INFO_ANIM_SOUND_FX_VOICE","- Modèle de brawler spécial\n- Ensemble d'effets spéciaux\n- Ensemble d'animations spéciales\n- Ensemble de sons spéciaux\n- Voix spéciale"
"TID_SHOP_OFFER_STAR_SKIN_LABEL","SKIN STAR"
"TID_WANTED_15","Prime de plage"
"TID_WANTED_16","Coup de soleil"
"TID_WANTED_17","Sables brûlants"
"TID_BANKHEIST_16","Chercheurs de trésors"
"TID_BANKHEIST_17","Gemmes sous le sable"
"TID_BANKHEIST_18","C'est chaud patate"
"TID_BANKHEIST_18B","Grand 8"
"TID_BALL_22","Ballon de plage"
"TID_BALL_23","Foot sous le soleil"
"TID_BALL_24","Foot pieds nus"
"TID_BALL_25","Jeu d'été"
"TID_STARPOINTSGAINED","Conversion de <TOTALDECAY> trophées : vous avez obtenu <STARPOINTSGAINED> points star."
"TID_TROPHIES_LOST","Total de trophées perdus : <AMOUNT>"
"TID_TROPHIES_CONVERTED","Les trophées perdus ont été convertis pour vous donner <AMOUNT> points star."
"TID_IAP_SOM_PACK_1","Offre estivale"
"TID_IAP_SOM_PACK_2","Offre estivale"
"TID_IAP_SOM_PACK_3","Offre estivale"
"TID_IAP_SOM_PACK_4","Offre estivale"
"TID_IAP_AUGUST_PACK_1","Offre estivale"
"TID_IAP_AUGUST_PACK_2","L'ÉTÉ EST FINI !"
"TID_IAP_FLASH_PACK_1","PETIT BONUS"
"TID_IAP_FLASH_PACK_2","SUPER RÉDUCTION"
"TID_IAP_MOON_19_PACK_1","FESTIVAL LUNAIRE"
"TID_IAP_MOON_19_PACK_2","FESTIVAL LUNAIRE"
"TID_SPEC_ABI_RESURRECT","Vie supplémentaire"
"TID_SPEC_ABI_RESURRECT_DESC","Lorsqu'A.R.K.A.D. est vaincu pour la première fois dans une partie, il revient à la vie instantanément."
"TID_SPEC_ABI_GROW_FROM_DAMAGE","Encore plus Costo"
"TID_SPEC_ABI_GROW_FROM_DAMAGE_DESC","Lorsqu'El Costo charge son super, il remplit aussi une barre de force. Lorsque cette dernière est pleine, elle augmente sa santé maximale de <c00cc00><VALUE1></c>. Ce bonus est perdu s'il est vaincu."
"TID_SPEC_ABI_ARMOR","Gilet pare-balles"
"TID_SPEC_ABI_ARMOR_DESC","Le gilet absorbe <c00cc00><VALUE1></c> points de dégâts. Lorsque Colt est vaincu, il reçoit un nouveau gilet dont la santé est indiquée dans la barre jaune."
"TID_SPEC_ABI_WALKING_TURRET","Au pied !"
"TID_SPEC_ABI_WALKING_TURRET_DESC","Jems la tourelle peut désormais suivre Jessie partout où elle va."
"TID_SPEC_SHIELD_ULTI","Bouclier"
"TID_SPEC_SHIELD_ULTI_DESC","Lorsque le super de Brock est entièrement chargé (et qu'il ne l'utilise pas), il gagne un bouclier qui réduit de <c00cc00><VALUE1> %</c> les dégâts reçus."
"TID_SPEC_ABI_PET","Tête de piaf"
"TID_SPEC_ABI_PET_DESC","L'oiseau de Dynamike se lance dans la bataille !"
"TID_SPEC_ABI_DAMAGE_ULTI","Esprit gifleur"
"TID_SPEC_ABI_DAMAGE_ULTI_DESC","Lorsque le super de D'jinn est chargé, il inflige <c00cc00><VALUE1></c> points de dégâts supplémentaires lorsqu'il attaque."
"TID_ARCADE","A.R.K.A.D."
"TID_ARCADE_DESC","A.R.K.A.D. se traîne un peu, mais après tout, c'est une borne d'arcade avec des jambes. Il tire des rayons laser et son super amplifie les dégâts de ses équipiers."
"TID_ARCADE_SHORT_DESC","TIREUR D'ÉLITE"
"TID_ARCADE_WEAPON","RAYONS LASER"
"TID_ARCADE_ULTI","AMPLIFICATEUR DE DÉGÂTS"
"TID_ARCADE_WEAPON_DESC","Il tire une volée de rayons laser : c'est joli, mais ça fait mal ! Les rayons ont une portée moyenne, et se propagent légèrement."
"TID_ARCADE_ULTI_DESC","Déploie une tourelle qui amplifie les dégâts de tous les brawlers alliés dans la zone d'effet."
"TID_STAT_DAMAGE_BOOST","Boost de dégâts"
"TID_HERO_INFO_ABILITY_POWER_PERCENT","<BASEPOW> %"
"TID_STAT_DAMAGE_PER_BEAM","Dégâts par rayon"
"TID_SPEC_ABI_LARGER_AREA_ULTI","Amplification de l'amplificateur"
"TID_SPEC_ABI_LARGER_AREA_ULTI_DESC","Augmente la portée de l'amplificateur de dégâts de <c00cc00><VALUE1> %</c>."
"TID_DAMAGE_BOOSTER_HEALTH","Santé du boost de dégâts"
"TID_BEST_VALUE_DISCOUNT","<VALUE> %\nEN MOINS"
"TID_BEST_VALUE_EXTRA","EXTRA\n<VALUE> %"
"TID_BEST_VALUE_BONUS","<VALUE> %\nBONUS"
"TID_PROMOCODE_PACK","Pack code promo"
"TID_DIAMONDS","Gemmes"
"TID_BATTLE_ROYALE_22A","Sommet désert"
"TID_BATTLE_ROYALE_23A","Désert rocailleux"
"TID_BATTLE_ROYALE_24A","Terres arides"
"TID_GOLDRUSH_24A","Quinte flush royale"
"TID_WANTED_17A","Oasis en friche"
"TID_BALL_14A","En touche"
"TID_BALL_15A","Ultra rapide"
"TID_SHOP_LABEL_BEST_VALUE","Ça vaut le coup !"
"TID_SHOP_LABEL_MOST_POPULAR","Plus populaire"
"TID_SHOP_LABEL_POPULAR","Populaire"
"TID_SHOP_LABEL_PERCENT_BONUS","<VALUE> % en bonus"
"TID_SHOP_LABEL_PERCENT_EXTRA","<cFFDB4F>EXTRA</c> <VALUE> %"
"TID_BATTLE_ROYALE_25A","Koh Lanta"
"TID_BATTLE_ROYALE_26A","Haute température"
"TID_BATTLE_ROYALE_27A","Dropkick"
"TID_BATTLE_ROYALE_28A","Pique-assiette"
"TID_PIPER_PINK_SKIN","POLLY EN ROSE"
"TID_PIPER_PINK_SKIN_SHOP","POLLY\nEN ROSE"
"TID_TARA_BLUE_SKIN","TARA TURQUOISE"
"TID_TARA_BLUE_SKIN_SHOP","TARA\nTURQUOISE"
"TID_8BIT_CLASSIC_SKIN","A.R.K.A.D CLASSIQUE"
"TID_8BIT_CLASSIC_SKIN_SHOP","A.R.K.A.D\nCLASSIQUE"
"TID_LEON_SHARK_SKIN","LÉON SQUALE"
"TID_LEON_SHARK_SKIN_SHOP","LÉON\nSQUALE"
"TID_BATTLE_ROYALE_29A","Paradis périlleux"
"TID_BATTLE_ROYALE_30A","Croisement critique"
"TID_BATTLE_ROYALE_31A","Grand étalage"
"TID_BALL_16A","Roi du slalom"
"TID_BALL_17A","Course à pied"
"TID_BALL_18A","Tir décisif"
"TID_BALL_19A","Rebond"
"TID_BALL_20A","Pénalty"
"TID_IAP_INFO_MORE_INFO_BTN","자세히보기"
"TID_SANDSTORM","ÉMERI"
"TID_GAME_MODE_14","CIBLAGE"
"TID_GAME_MODE_14_DESC","Causez plus de dégâts au boss que les autres joueurs pour obtenir le meilleur classement.\n\nRécupérez des cubes de pouvoir pour améliorer votre santé et vos dégâts ; ils apparaîtront sur la carte de façon aléatoire !"
"TID_BOSS_RACE_INTRO_TEXT","Causez le plus de dégâts possible au boss !"
"TID_EVENT_POPUP_GMV_LABEL_ALL_VS_ALL","Tous contre tous"
"TID_BOSS_RACE_1","Baroud d'honneur"
"TID_BOSS_RACE_IN_LEAD","Vous êtes en tête !"
"TID_BOSS_RACE_DOING_GOOD","Continuez comme ça !"
"TID_BOSS_RACE_DOING_OK","Ça se passe bien."
"TID_BOSS_RACE_DOING_BAD","Infligez plus de dégâts au boss !"
"TID_SHOP_SCID_SKIN_OFFER_TITLE","CONNECTEZ-VOUS À SUPERCELL ID ET OBTENEZ <NAME> <c<COLOR>>GRATUITEMENT</c> !"
"TID_SHOP_SCID_SKIN_OFFER_DESC","SUPERCELL ID"
"TID_SHOP_SCID_SKIN_OFFER_CLAIM","CONNEXION"
"TID_GAME_MODE_15","CHASSEUR D'ÉTOILES"
"TID_GAME_MODE_15_DESC","Récupérez des étoiles en éliminant vos adversaires. À chaque ennemi vaincu, la prime sur votre tête monte d'une étoile et ce, jusqu'à sept.\n\nLe joueur ayant gagné le plus d'étoiles à la fin du temps imparti remporte la victoire."
"TID_SOLO_BOUNTY_IN_LEAD","Vous êtes en tête !"
"TID_SOLO_BOUNTY_DOING_GOOD","Continuez comme ça !"
"TID_SOLO_BOUNTY_DOING_OK","Ça se passe plutôt bien !"
"TID_SOLO_BOUNTY_DOING_BAD","Il vous faut plus d'étoiles !"
"TID_SANDSTORM_SHORT_DESC","SOUTIEN"
"TID_SANDSTORM_DESC","Brawler insomniaque, Émeri attaque ses ennemis avec des cailloux acérés et peut invoquer une tempête de sable pour cacher ses équipiers."
"TID_SANDSTORM_WEAPON","LAPIDAIRE"
"TID_SANDSTORM_WEAPON_DESC","Émeri lance une volée de cailloux perçants. Aïe, pas la tête, pas la tête !"
"TID_SANDSTORM_ULTI","TEMPÊTE DE SABLE"
"TID_SANDSTORM_ULTI_DESC","Émeri invoque une tempête de sable qui dure <time> secondes et dissimule les brawlers alliés."
"TID_STAT_SANDSTORM","Tempête de sable"
"TID_SPEC_ABI_SANDSTORM_DOT","Sablage"
"TID_SPEC_ABI_SANDSTORM_DOT_DESC","La tempête de sable inflige <c00cc00><VALUE1></c> points de dégâts aux ennemis par seconde."
"TID_SPEC_ABI_SANDSTORM_HOT","Mistral soignant"
"TID_SPEC_ABI_SANDSTORM_HOT_DESC","La tempête de sable soigne les brawlers alliés pour <c00cc00><VALUE1></c> points de santé par seconde."
"TID_SHOP_SKIN_SALE","OFFRE DE SKIN"
"TID_IAP_B2S_19_PACK_1","C'EST LA RENTRÉE !"
"TID_IAP_B2S_19_PACK_2","C'EST LA RENTRÉE !"
"TID_IAP_B2S_19_PACK_3","C'EST LA RENTRÉE !"
"TID_GENE_PIRATE_SKIN","D'JINN PIRATE"
"TID_GENE_PIRATE_SKIN_SHOP","D'JINN\nPIRATE"
"TID_BARLEY_RED_WIZARD_SKIN","BARTABA SORCIER ÉCARLATE"
"TID_BARLEY_RED_WIZARD_SKIN_SHOP","BARTABA\nSORCIER ÉCARLATE"
"TID_SANDY_SLEEPY_SKIN","ÉMERI ENSOMMEILLÉ"
"TID_SANDY_SLEEPY_SKIN_SHOP","ÉMERI\nENSOMMEILLÉ"
"TID_BOSS_RACE_2","Beau boss"
"TID_BOSS_RACE_3","Meilleurs ennemis"
"TID_BOSS_RACE_4","Coucou les musclés"
"TID_BOSS_RACE_5","Montage d'entraînement"
"TID_BOSS_RACE_6","Dédale désordonné"
"TID_BOSS_RACE_7","Affrontement immobile"
"TID_SHOP_SKIN_NEW_RELEASE","ÇA VIENT DE SORTIR !"
"TID_SEASON_END_OFFER","OFFRE DE FIN DE SAISON"
"TID_IAP_OCTOBER_OFFER","OFFRE D'OCTOBRE"
"TID_IAP_MONDAY_OFFER","LUNDI, LUNDI..."
"TID_IAP_VERY_SPECIAL_OFFER","OFFRE TRÈS SPÉCIALE"
"TID_IAP_IKE_ROYALE","IKE ROYALE"
"TID_IAP_COIN_SHOWER","PLUIE DE PIÈCES"
"TID_MUMMY","ELIZ@"
"TID_ADDITIONAL_GEM_TOOLTIP_FOR_JAPAN","\n\nGemmes achetées : <PAID>\nGemmes gratuites : <FREE>\nTotal : <TOTAL>"
"TID_RANK","Rang : <val>/10"
"TID_SOLO_BOUNTY_NO_RANK","Battez des brawlers pour gagner des étoiles."
"TID_BOSS_RACE_NO_RANK","Infligez plus de dégâts au boss !"
"TID_MUMMY_SHORT_DESC","COMBATTANT"
"TID_MUMMY_DESC","Eliz@ pulvérise de la laque pour infliger des dégâts sur la durée. Elle ralentit ses adversaires grâce à son super."
"TID_MUMMY_WEAPON","SPRAY"
"TID_MUMMY_WEAPON_DESC","Un petit coup de laque ? Attention, ça pique les yeux !"
"TID_MUMMY_ULTI","CHARISME CAUSTIQUE"
"TID_MUMMY_ULTI_DESC","Eliz@ crée un nuage toxique autour d'elle, ralentissant les ennemis et leur causant des dégâts."
"TID_STAT_MUMMY","Eliz@"
"TID_SPEC_ABI_TICK_DMG_GROW","Mauvais karma"
"TID_SPEC_ABI_TICK_DMG_GROW_DESC","Les ennemis se tenant dans le nuage de laque toxique subissent des dégâts croissants, <c00cc00><VALUE1></c> % par coup."
"TID_SPEC_ABI_HEAL_SUPER_DMG","Tendance"
"TID_SPEC_ABI_HEAL_SUPER_DMG_DESC","Eliz@ récupère <c00cc00><VALUE1></c> points de santé par seconde pour chaque ennemi se trouvant dans la zone d'effet de son super."
"TID_FRIEND_ADD_YOUR_ID","Votre identifiant : <ID>"
"TID_FRIEND_ADD_BUTTON","AJOUTER\nAMI"
"TID_FRIEND_ADD_BUTTON_SHORT","AJOUTER"
"TID_FRIEND_ADD_DEFAULT_TEXT","Saisir l'identifiant de joueur"
"TID_FRIEND_ADD_CODE_SENT","Demande d'ami envoyée"
"TID_FRIEND_ADD_CODE_INVALID","Identifiant de joueur incorrect"
"TID_IAP_CYBER_WEEK_19_1","OFFRE CYBER SEMAINE"
"TID_IAP_CYBER_WEEK_19_2","OFFRE CYBER SEMAINE"
"TID_IAP_CYBER_WEEK_19_3","OFFRE CYBER SEMAINE"
"TID_IAP_GSTAR2019_FINALS","PACK FINALE DES MONDIAUX"
"TID_IAP_BRAWLOWEEN_19_1","PACK HALLOWEEN"
"TID_IAP_BRAWLOWEEN_19_2","UN BONBON OU... DES PIÈCES ?"
"TID_IAP_BRAWLOWEEN_19_3","TOUS LES SKINS !"
"TID_IAP_ARABIC_19_1","JOUEZ EN ARABE"
"TID_IAP_ARABIC_19_2","JOUEZ EN ARABE"
"TID_EVENT_MODIFIER_8","BOSS LASER"
"TID_EVENT_MODIFIER_DESC_8","Le boss tire des lasers."
"TID_EVENT_MODIFIER_9","BOSS FOUDRE"
"TID_EVENT_MODIFIER_DESC_9","Le bosse lance de la foudre."
"TID_EVENT_MODIFIER_10","BOSS À ROQUETTES"
"TID_EVENT_MODIFIER_DESC_10","Le boss tire des roquettes."
"TID_STAT_DAMAGE_PER_HALF_SECOND","Dégâts par demi-seconde"
"TID_FRIENDS_PAGE_BUTTON_INVITE","INVITER"
"TID_TEAM_ROOM_CODE","Code d'équipe :"
"TID_TEAM_ROOM_CODE_SHORT","ÉQUIPE :\n<NUM>"
"TID_FRIENDS_PAGE_SOCIAL_NETWORKS","RÉSEAUX SOCIAUX"
"TID_CLAN_TAB_MEMBERS","MEMBRES : <NUM>/<TOTAL>"
"TID_CLAN_TAB_CHAT","Chat"
"TID_SHELLY_WITCH_SKIN","SHELLY SORCIÈRE"
"TID_SHELLY_WITCH_SKIN_SHOP","SHELLY\nSORCIÈRE"
"TID_LEON_WEREWOLF_SKIN","LÉON-GAROU"
"TID_LEON_WEREWOLF_SKIN_SHOP","LÉON-GAROU"
"TID_PIPER_CALAVERA_SKIN","POLLY CALAVERA"
"TID_PIPER_CALAVERA_SKIN_SHOP","POLLY\nCALAVERA"
"TID_FRANK_DJ_SKIN","D.J. FRANK"
"TID_FRANK_DJ_SKIN_SHOP","D.J.\nFRANK"
"TID_JESSIE_DARK_KNIGHT_SKIN","JESSIE PENDRAGON"
"TID_JESSIE_DARK_KNIGHT_SKIN_SHOP","JESSIE\nPENDRAGON"
"TID_SKIN_FEATURE_MODEL","- Modèle de brawler spécial"
"TID_SKIN_FEATURE_PET","- Modèle de compagnon spécial"
"TID_SKIN_FEATURE_TURRET","- Modèle de tourelle spécial"
"TID_SKIN_FEATURE_VFX","- Ensemble d'effets spéciaux"
"TID_SKIN_FEATURE_ANIM","- Ensemble d'animations spéciales"
"TID_SKIN_FEATURE_SFX","- Ensemble de sons spéciaux"
"TID_SKIN_FEATURE_VOICE","- Voix spéciale"
"TID_SKIN_FEATURE_TEXTURE","- Texture spéciale"
"TID_SKIN_FEATURE_COLOR","- Coloris spécial"
"TID_HINT_44","Lorsque vous participez au Marathon star, la recherche d'adversaire se base sur votre nombre de points de la saison Marathon star."
"TID_OPTIONAL_OR","OU"
"TID_LONESTAR_01","Chutes perdues"
"TID_LONESTAR_02","Tir littoral"
"TID_LONESTAR_03","Pas si sûr"
"TID_LONESTAR_04","Vaillance volée"
"TID_LONESTAR_05","Chou-fleur"
"TID_LONESTAR_06","Échappée belle"
"TID_LONESTAR_07","Expédition solitaire"
"TID_LONESTAR_08","Croisée des chemins"
"TID_BOSS_RACE_8","Pic pétrolier"
"TID_BOSS_RACE_9","Coup de folie"
"TID_BOSS_RACE_10","Ferraille"
"TID_BOSS_RACE_11","Punk funky"
"TID_BOSS_RACE_12","Face-à-face"
"TID_BOSS_RACE_13","Allée des alligators"
"TID_BOSS_RACE_14","Situation serrée"
"TID_CONTACT_US_WELCOME_TEXT","Bonjour"
"TID_TEAM_CHAT_POPUP_INVITE","INVITER"
"TID_IAPS_NOT_READY","Les offres n'ont pas encore été chargées. Veuillez réessayer plus tard."
"TID_IAP_NOT_FOUND","Produit non disponible."
"TID_TEAM_LOG_TAB","JOURNAL D'ÉQUIPE"
"TID_TEAM_LOG_TITLE","JOURNAL D'ÉQUIPE"
"TID_LEON_SALLY_SKIN","LÉON SALLY"
"TID_LEON_SALLY_SKIN_SHOP","LÉON\nSALLY"
"TID_CARL_LEONARD_SKIN","CARL LEONARD"
"TID_CARL_LEONARD_SKIN_SHOP","CARL\nLEONARD"
"TID_EL_PRIMO_BROWN_SKIN","EL BROWN"
"TID_EL_PRIMO_BROWN_SKIN_SHOP","EL BROWN"
"TID_PLAYER_CTX_SEND_FRIEND_REQUEST","ENVOYER DEMANDE D'AMI"
"TID_PLAYER_CTX_PROFILE","PROFIL"
"TID_PLAYER_CTX_KICK","EXCLURE"
"TID_EMOJIS_TITLE","ÉMOTICÔNES"
"TID_SHOP_OFFER_TITLE_NEW_BRAWLER","NOUVEAU BRAWLER"
"TID_SHOP_OFFER_TITLE_NEW_SKIN","NOUVEAU SKIN"
"TID_SHOP_OFFER_TITLE_BRAWLIDAYS_GIFT","CADEAU DES FÊTES BRAWL"
"TID_LONESTAR_09","Quatre quartiers"
"TID_EXTRA_COPYRIGHT","\nBROWN & FRIENDS, copyright LINE\n"
"TID_ESTIMATED_MAINENANCE_TIME","Durée estimée : <TIME>"
"TID_IAP_XMAS_19_0","L'HIVER APPROCHE"
"TID_IAP_XMAS_19_1","JOYEUSES FÊTES BRAWL"
"TID_IAP_XMAS_19_2","JOYEUSES FÊTES BRAWL"
"TID_IAP_XMAS_19_3","JOYEUSES FÊTES BRAWL"
"TID_IAP_XMAS_19_4","JOYEUSES FÊTES BRAWL"
"TID_IAP_COINPACK_11_19","PIÈCES, PIÈCES, PIÈCES"
"TID_IAP_NEWYEAR_20","BONNE ANNÉE"
"TID_SKIN_INFO_CAMPAIGN_4_NOT_AVAILABLE","Skin BROWN & FRIENDS"
"TID_HOME_PAGE_PENDING_DONATION","MESSAGE\nIMPORTANT"
"TID_SETTINGS_BLOCK_FRIEND_REQUESTS","BLOQUER DEMANDES D'AMI"
"TID_SPAWNER_DUDE","MONSIEUR M."
"TID_BEE_SNIPER","BÉA"
"TID_BEE_SNIPER_SHORT_DESC","TIREUR D'ÉLITE"
