"TID","KR"
"TID_BARLEY_MS_SKIN_SHOP","미스 파이 발리"
"TID_BROCK_HOTROD_SKIN","핫휠 브록"
"TID_BROCK_HOTROD_SKIN_SHOP","핫휠 브록"
"TID_CARL_RR_SKIN","분노의 질주 칼"
"TID_CARL_RR_SKIN_SHOP","분노의 질주 칼"
"TID_BARLEY_MAPLE_SKIN","메이플 발리"
"TID_BARLEY_MAPLE_SKIN_SHOP","메이플 발리"
"TID_BANKHEIST_14B","피트 스톱"
"TID_BANKHEIST_15","사이드 스토리"
"TID_IAP_RETROPOLIS_PACK","레트로폴리스 보석 팩"
"TID_IAP_RETROCOIN_PACK_1","코인 팩 (1/3)"
"TID_IAP_RETROCOIN_PACK_2","코인 팩 (2/3)"
"TID_IAP_RETROCOIN_PACK_3","코인 팩 (3/3)"
"TID_GOLDRUSH_21C","주식 붕괴"
"TID_SPEC_SPOT_FROM_AIR","발견"
"TID_SPEC_SUPER_RANGE","산탄 탄막"
"TID_SPEC_SUPER_RANGE_DESC","특수 공격 사거리와 공격 속도가 <c00cc00><VALUE1>%</c> 증가하며, 산탄이 퍼지는 범위가 좁아집니다."
"TID_SPEC_ABI_PET_ATTACK_SPEED","하이퍼 베어"
"TID_SPEC_ABI_PET_ATTACK_SPEED_DESC","곰의 공격 속도가 더 빨라집니다. 앞발 휘두르기 간의 간격이 <c00cc00><VALUE1>%</c> 감소합니다."
"TID_SPEC_ABI_LOW_HEALTH_SHIELD","터프가이"
"TID_SPEC_ABI_LOW_HEALTH_SHIELD_DESC","HP가 <c00cc00><VALUE1>%</c> 이하로 떨어지면 입는 피해량을 <c00cc00><VALUE2>%</c> 감소시키는 실드를 얻습니다."
"TID_SPEC_ABI_ATTACK_RANGE","매그넘 스페셜"
"TID_SPEC_ABI_ATTACK_RANGE_DESC","일반 공격 사거리와 탄환 속도가 <c00cc00><VALUE1>%</c> 증가합니다."
"TID_SPEC_ABI_TURRET_AOE","엄마의 폭풍 압박"
"TID_SPEC_ABI_TURRET_AOE_DESC","힐링 터렛이 적에게 초당 <c00cc00><VALUE1></c> 피해를 줍니다."
"TID_SPEC_ABI_SPEED_AFTER_ULTI","유성 러시"
"TID_SPEC_ABI_SPEED_AFTER_ULTI_DESC","특수 공격을 사용한 후 이동 속도가 <c00cc00><VALUE2></c>초간 <c00cc00><VALUE1>%</c> 빨라집니다."
"TID_SPEC_ABI_HOT_INVISIBLE","은신 치유"
"TID_SPEC_ABI_HOT_INVISIBLE_DESC","특수 공격이 활성화되면 초당 <c00cc00><VALUE1></c> HP를 회복합니다."
"TID_SPEC_ULTI_BURN","불꽃탄"
"TID_SPEC_ULTI_BURN_DESC","대포에서 발사되는 포탄의 탄착 지점이 3초간 불길에 휩싸여 범위 내 적에게 초당 <c00cc00><VALUE1></c> 피해를 줍니다."
"TID_SPEC_ABI_REPAIR_SELF","셀프 수리"
"TID_SPEC_ABI_REPAIR_SELF_DESC","피해를 받지 않고 공격하지 않으면 평소보다 <c00cc00><VALUE1></c>초 빠르게 HP를 회복합니다."
"TID_HEAD_HEALTH","머리 폭탄 HP"
"TID_CLUSTER_BOMB_DUDE_SHORT_DESC","스로어"
"TID_CLUSTER_BOMB_DUDE_DESC","틱은 과도한 열정과 폭발적인 에너지가 넘치는 강철 로봇입니다! 지뢰 다발을 던지며, 특수 공격은 몸에서 분리되어 대상을 찾아 이동해 폭발하는 머리 폭탄입니다!"
"TID_CLUSTER_BOMB_DUDE_WEAPON","미니 지뢰"
"TID_CLUSTER_BOMB_DUDE_ULTI","헤드 퍼스트"
"TID_CLUSTER_BOMB_DUDE_WEAPON_DESC","공중에서 분리되는 지뢰 다발을 던집니다. 지뢰는 공격 대상에 닿는 순간 또는 몇 초 후 폭발합니다."
"TID_CLUSTER_BOMB_DUDE_ULTI_DESC","폭탄으로 된 머리를 분리해 던집니다. 머리 폭탄은 착지 후 가장 가까운 대상을 향해 이동해 접촉 시 폭발합니다!"
"TID_CLUSTER_BOMB_DUDE","틱"
"TID_SPEC_ABI_PREY_ON_THE_WEAK","약한 먹잇감"
"TID_SPEC_DAMAGE_SUPER","불협화음"
"TID_SPEC_DAMAGE_SUPER_DESC","특수 공격이 적에게는 <c00cc00><VALUE1></c> 피해를 줍니다."
"TID_SPEC_ABI_SUPER_DESTROY_WALLS","스매싱 스핀"
"TID_SPEC_ABI_SUPER_DESTROY_WALLS_DESC","특수 공격이 지형물 및 장애물을 파괴합니다."
"TID_SPEC_ABI_SUPER_SLOW","끈끈한 풍선껌"
"TID_SPEC_ABI_SUPER_SLOW_DESC","특수 공격이 적을 <c00cc00><VALUE1></c>초간 느리게 만듭니다."
"TID_SPEC_ABI_DAMAGE_BUFF_SUPER","가시 글러브"
"TID_SPEC_ABI_DAMAGE_BUFF_SUPER_DESC","특수 공격이 활성화되면 펀치 피해량이 <c00cc00>+<VALUE1></c> 증가합니다."
"TID_SPEC_ABI_STUN_TRAP","곰 사냥"
"TID_SPEC_ABI_STUN_TRAP_DESC","덫이 적을 뒤로 밀쳐내는 대신 <c00cc00><VALUE1></c>초간 적을 기절시킵니다!"
"TID_SPEC_ABI_TURRET_ELECTRICITY","쇼키"
"TID_SPEC_ABI_TURRET_ELECTRICITY_DESC","터렛 스크래피가 적 사이를 튕겨 다니는 에너지 볼을 발사합니다. 튕긴 에너지 볼은 기본 거리의 <c00cc00><VALUE1>%</c>만큼 이동합니다."
"TID_SPEC_EXTRA_BULLET","로켓 4호기"
"TID_SPEC_EXTRA_BULLET_DESC","로켓 발사기에 네 번째 탄을 장착해 탄환 용량이 증가합니다. (원래는 보온병을 넣고 다녔다고 하네요.)"
"TID_SPEC_ABI_SPIKES_LOW_HEALTH","가시 폭풍"
"TID_SPEC_ABI_SPIKES_LOW_HEALTH_DESC","HP가 <c00cc00><VALUE1>%</c> 이하로 떨어지면 각각 <c00cc00><VALUE2></c> 피해를 주는 가시를 쏩니다!"
"TID_SPEC_ABI_RELOAD_ON_HIT","재빠른 저격"
"TID_SPEC_ABI_RELOAD_ON_HIT_DESC","일반 공격이 상대에 적중하면 탄환 <c00cc00><VALUE1></c>개를 즉시 재장전합니다."
"TID_SPEC_ABI_GAIN_HEALTH","스펀지"
"TID_SPEC_ABI_GAIN_HEALTH_DESC","HP가 <c00cc00>+<VALUE1></c>만큼 증가합니다."
"TID_SPEC_ABI_DASH_SHIELD","스피드가 생명"
"TID_SPEC_ABI_DASH_SHIELD_DESC","돌진 이후 입는 피해량이 <c00cc00><VALUE1></c>초간 <c00cc00><VALUE2>%</c> 감소합니다."
"TID_SPEC_ABI_SUPER_DAMAGE","폭파"
"TID_SPEC_ABI_SUPER_DAMAGE_DESC","특수 공격의 피해량이 <c00cc00>+<VALUE1></c> 증가합니다."
"TID_SPEC_ABI_SPEED_LOW_HEALTH","로봇 질주"
"TID_SPEC_ABI_SPEED_LOW_HEALTH_DESC","HP가 <c00cc00><VALUE2>%</c> 이하로 떨어지면 이동 속도가 <c00cc00><VALUE1>%</c> 증가합니다."
"TID_SPEC_ABI_SUPER_RELOAD","롤링 리로드"
"TID_SPEC_ABI_SUPER_RELOAD_DESC","특수 공격을 사용할 때 <c00cc00><VALUE1></c>초 동안 재장전 속도가 두 배로 증가합니다."
"TID_SPEC_ABI_DAMAGE_MAIN_ATTACK","유독성 알코올"
"TID_SPEC_ABI_DAMAGE_MAIN_ATTACK_DESC","일반 공격의 초당 피해량이 <c00cc00>+<VALUE1></c> 증가합니다."
"TID_SPEC_ABI_SUPER_HEALS","격려의 손"
"TID_SPEC_ABI_SUPER_HEALS_DESC","특수 공격에 맞은 팀원의 HP가 <c00cc00><VALUE1></c>만큼 회복됩니다."
"TID_SPEC_ABI_BLACK_HOLE_HEALER","그림자 치유"
"TID_SPEC_ABI_BLACK_HOLE_HEALER_DESC","특수 공격으로 다른 차원의 그림자를 소환합니다. 소환된 그림자가 타라와 팀원의 HP를 회복시켜줍니다."
"TID_SPEC_ABI_RECHARGE","오토매틱 재장전"
"TID_SPEC_ABI_RECHARGE_DESC","재장전 시간이 <c00cc00><VALUE1>%</c> 빨라집니다."
"TID_SPEC_ABI_CURVEBALL","커브볼"
"TID_SPEC_ABI_CURVEBALL_DESC","가시 수류탄의 가시가 휘어지며 날아가 대상을 좀 더 쉽게 맞출 수 있습니다."
"TID_SPEC_ABI_MEDIKIT","밴드에이드"
"TID_SPEC_ABI_MEDIKIT_DESC","HP가 <c00cc00><VALUE1>%</c> 이하로 떨어지면 즉시 HP를 <c00cc00><VALUE2></c>만큼 회복합니다. <c00cc00><VALUE3></c>초 마다 사용할 수 있습니다."
"TID_SPEC_ABI_IMMUNE_TO_CC","모래바위"
"TID_SPEC_ABI_IMMUNE_TO_CC_DESC","밀려남, 감속 및 기절 효과에 면역 상태가 됩니다."
"TID_SPEC_ABI_CURE_DEBUFFS","뮤직 클렌징"
"TID_SPEC_ABI_CURE_DEBUFFS_DESC","일반 공격을 팀원이 맞으면 감속, 기절, 독 및 화염 효과가 제거됩니다."
"TID_SPEC_ABI_SHIELD_HOMERUN","타격 자세"
"TID_SPEC_ABI_SHIELD_HOMERUN_DESC","홈런 게이지가 가득 차면, 받는 모든 피해가 <c00cc00><VALUE1>%</c> 감소합니다."
"TID_SPEC_ABI_WHIRLWIND_SHIELD","보호 피루엣"
"TID_SPEC_ABI_WHIRLWIND_SHIELD_DESC","특수 공격을 사용하는 동안 입는 피해량이 <c00cc00><VALUE2>%</c> 감소합니다."
"TID_SELFHELP_UNAVAILABLE","지금은 '도움말 및 지원'을 이용할 수 없습니다. 나중에 다시 시도해주세요."
"TID_SPEC_ABI_LONGER_DASH","전속력 돌진"
"TID_SPEC_ABI_LONGER_DASH_DESC","돌진 게이지가 생기며, 가득 차면 돌진 거리가 <c00cc00><VALUE1>%</c> 증가합니다. 모든 돌진이 준비되면 <c00cc00><VALUE3></c>초 후 게이지가 완전히 충전됩니다."
"TID_BO_MECHA_SKIN","메카 보"
"TID_BO_MECHA_SKIN_SHOP","메카 보"
"TID_CROW_MECHA_SKIN","메카 크로우"
"TID_CROW_MECHA_SKIN_SHOP","메카 크로우"
"TID_MIKE_ROBO_SKIN","로보마이크"
"TID_MIKE_ROBO_SKIN_SHOP","로보마이크"
"TID_SPIKE_ROBO_SKIN","로보 스파이크"
"TID_SPIKE_ROBO_SKIN_SHOP","로보 스파이크"
"TID_BO_MECHA_GOLD_SKIN","골드 메카 보"
"TID_BO_MECHA_GOLD_SKIN_SHOP","골드 메카 보"
"TID_CROW_MECHA_GOLD_SKIN","골드 메카 크로우"
"TID_CROW_MECHA_GOLD_SKIN_SHOP","골드 메카 크로우"
"TID_BO_MECHA_LIGHT_SKIN","라이트 메카 보"
"TID_BO_MECHA_LIGHT_SKIN_SHOP","라이트 메카 보"
"TID_CROW_MECHA_NIGHT_SKIN","나이트 메카 크로우"
"TID_CROW_MECHA_NIGHT_SKIN_SHOP","나이트 메카 크로우"
"TID_BULL_LINEBACKER_SKIN","라인배커 불"
"TID_BULL_LINEBACKER_SKIN_SHOP","라인배커 불"
"TID_COLT_OUTLAW_SKIN","무법자 콜트"
"TID_COLT_OUTLAW_SKIN_SHOP","무법자 콜트"
"TID_CARL_HOG_RIDER_SKIN","호그 라이더 칼"
"TID_CARL_HOG_RIDER_SKIN_SHOP","호그 라이더 칼"
"TID_SKIN_INFO_ANIM_SOUND_FX_VOICE","- 브롤러 전용 외형\n- 전용 이펙트\n- 전용 애니메이션\n- 전용 사운드 효과\n- 전용 목소리"
"TID_SHOP_OFFER_STAR_SKIN_LABEL","스타 스킨"
"TID_WANTED_15","해변 현상금"
"TID_WANTED_16","일사병"
"TID_WANTED_17","불타는 모래 사장"
"TID_BANKHEIST_16","한여름 해변"
"TID_BANKHEIST_17","모래 보석"
"TID_BANKHEIST_18","뜨거운 감자"
"TID_BANKHEIST_18B","피규어 8"
"TID_BALL_22","비치볼"
"TID_BALL_23","화창한 날"
"TID_BALL_24","맨발의 브롤"
"TID_BALL_25","한여름 소동"
"TID_STARPOINTSGAINED","트로피 <TOTALDECAY>개가 스타 포인트 <STARPOINTSGAINED>점으로 전환되었습니다."
"TID_TROPHIES_LOST","총 손실 트로피: <AMOUNT>"
"TID_TROPHIES_CONVERTED","손실된 트로피가 스타 포인트 <AMOUNT>점으로 전환"
"TID_IAP_SOM_PACK_1","여름 특별 상품"
"TID_IAP_SOM_PACK_2","여름 특별 상품"
"TID_IAP_SOM_PACK_3","여름 특별 상품"
"TID_IAP_SOM_PACK_4","여름 특별 상품"
"TID_IAP_AUGUST_PACK_1","여름 특별 상품"
"TID_IAP_AUGUST_PACK_2","굿바이, 써머!"
"TID_IAP_FLASH_PACK_1","약간의 서비스"
"TID_IAP_FLASH_PACK_2","빅 밸류"
"TID_IAP_MOON_19_PACK_1","달빛 축제"
"TID_IAP_MOON_19_PACK_2","달빛 축제"
"TID_SPEC_ABI_RESURRECT","보너스 라이프"
"TID_SPEC_ABI_RESURRECT_DESC","전투에서 처음 쓰러졌을 때 즉시 부활합니다."
"TID_SPEC_ABI_GROW_FROM_DAMAGE","강화 성장"
"TID_SPEC_ABI_GROW_FROM_DAMAGE_DESC","특수 공격을 충전하면서 성장 바도 같이 충전합니다. 성장 바가 가득 차면 최대 HP가 <c00cc00><VALUE1></c> 증가합니다. 보너스 HP는 쓰러지면 사라집니다."
"TID_SPEC_ABI_ARMOR","방탄조끼"
"TID_SPEC_ABI_ARMOR_DESC","방탄조끼가 <c00cc00><VALUE1></c> 피해를 막아줍니다. 콜트가 쓰러지면 새 조끼를 입습니다. 조끼 HP는 노란색 바로 표시됩니다."
"TID_SPEC_ABI_WALKING_TURRET","애견 산책"
"TID_SPEC_ABI_WALKING_TURRET_DESC","터렛 스크래피가 제시를 따라다닙니다."
"TID_SPEC_SHIELD_ULTI","실드"
"TID_SPEC_SHIELD_ULTI_DESC","브록이 완전히 충전된 특수 공격을 사용하지 않으면, 입는 모든 피해량을 <c00cc00><VALUE1>%</c> 감소시키는 실드를 얻습니다."
"TID_SPEC_ABI_PET","새 풀기"
"TID_SPEC_ABI_PET_DESC","다이너마이크의 애완 새가 참전합니다!"
"TID_SPEC_ABI_DAMAGE_ULTI","영혼 따귀"
"TID_SPEC_ABI_DAMAGE_ULTI_DESC","특수 공격이 완전히 충전되면, 일반 공격시 <c00cc00>+<VALUE1></c> 추가 피해를 줍니다."
"TID_ARCADE","8비트"
"TID_ARCADE_DESC","아케이드 게임기에 다리가 달렸네?! 블래스터 빔으로 공격하는 8비트는 특수 공격으로 아군의 공격 피해량을 늘려줄 수 있습니다!"
"TID_ARCADE_SHORT_DESC","저격수"
"TID_ARCADE_WEAPON","블래스터 빔"
"TID_ARCADE_ULTI","공격력 부스터"
"TID_ARCADE_WEAPON_DESC","좁게 퍼지는 블래스터 빔을 연사해 중거리 대상에게 피해를 줍니다."
"TID_ARCADE_ULTI_DESC","효과 범위 안에 있는 모든 아군 브롤러의 공격력을 올려주는 터렛을 설치합니다."
"TID_STAT_DAMAGE_BOOST","피해량 증가"
"TID_HERO_INFO_ABILITY_POWER_PERCENT","<BASEPOW>%"
"TID_STAT_DAMAGE_PER_BEAM","빔당 피해량"
"TID_SPEC_ABI_LARGER_AREA_ULTI","부스터 증폭"
"TID_SPEC_ABI_LARGER_AREA_ULTI_DESC","공격력 부스터의 범위가 <c00cc00><VALUE1>%</c> 증가합니다."
"TID_DAMAGE_BOOSTER_HEALTH","공격력 부스터 HP"
"TID_BEST_VALUE_DISCOUNT","<VALUE>%\n할인"
"TID_BEST_VALUE_EXTRA","<VALUE>%\n추가"
"TID_BEST_VALUE_BONUS","<VALUE>%\n보너스"
"TID_PROMOCODE_PACK","프로모션 코드 팩"
"TID_DIAMONDS","보석"
"TID_BATTLE_ROYALE_22A","황량한 정상"
"TID_BATTLE_ROYALE_23A","분노의 황무지"
"TID_BATTLE_ROYALE_24A","척박한 불모지"
"TID_GOLDRUSH_24A","로얄 플러시"
"TID_WANTED_17A","무성한 오아시스"
"TID_BALL_14A","필드 골"
"TID_BALL_15A","곧바로 골대로"
"TID_SHOP_LABEL_BEST_VALUE","최고 가치"
"TID_SHOP_LABEL_MOST_POPULAR","최고 인기"
"TID_SHOP_LABEL_POPULAR","인기"
"TID_SHOP_LABEL_PERCENT_BONUS","<VALUE>% 보너스"
"TID_SHOP_LABEL_PERCENT_EXTRA","<VALUE>% <cFFDB4F>추가</c>"
"TID_BATTLE_ROYALE_25A","서바이벌 아일랜드"
"TID_BATTLE_ROYALE_26A","머큐리 하이"
"TID_BATTLE_ROYALE_27A","드롭킥"
"TID_BATTLE_ROYALE_28A","네 것도 내 것"
"TID_PIPER_PINK_SKIN","핑크 파이퍼"
"TID_PIPER_PINK_SKIN_SHOP","핑크 파이퍼"
"TID_TARA_BLUE_SKIN","아이리스 타라"
"TID_TARA_BLUE_SKIN_SHOP","아이리스 타라"
"TID_8BIT_CLASSIC_SKIN","8비트 클래식"
"TID_8BIT_CLASSIC_SKIN_SHOP","8비트 클래식"
"TID_LEON_SHARK_SKIN","상어 레온"
"TID_LEON_SHARK_SKIN_SHOP","상어 레온"
"TID_BATTLE_ROYALE_29A","험난한 행진"
"TID_BATTLE_ROYALE_30A","위험한 교차로"
"TID_BATTLE_ROYALE_31A","정정당당"
"TID_BALL_16A","장애물 코스"
"TID_BALL_17A","거친 경기장"
"TID_BALL_18A","파워 슛"
"TID_BALL_19A","플라이 볼"
"TID_BALL_20A","돌려차기"
"TID_IAP_INFO_MORE_INFO_BTN","자세히보기"
"TID_SANDSTORM","샌디"
"TID_GAME_MODE_14","테이크다운"
"TID_GAME_MODE_14_DESC","보스에게 다른 브롤러보다 더 큰 피해를 주세요. 준 피해량이 클수록 순위가 높아집니다.\n\n파워 큐브를 모아 공격력과 최대 HP를 올리세요. 파워 큐브는 전투 동안 맵에 무작위로 나타납니다!"
"TID_BOSS_RACE_INTRO_TEXT","보스를 최대한 공격하세요!"
"TID_EVENT_POPUP_GMV_LABEL_ALL_VS_ALL","대난투"
"TID_BOSS_RACE_1","마지막 보루"
"TID_BOSS_RACE_IN_LEAD","앞서고 있습니다!"
"TID_BOSS_RACE_DOING_GOOD","계속 지금처럼 하세요!"
"TID_BOSS_RACE_DOING_OK","잘하고 있습니다"
"TID_BOSS_RACE_DOING_BAD","보스를 더 공격하세요!"
"TID_SHOP_SCID_SKIN_OFFER_TITLE","SUPERCELL ID와 연동하고 <NAME> 스킨을 <c<COLOR>>무료</c>로 받으세요!"
"TID_SHOP_SCID_SKIN_OFFER_DESC","SUPERCELL ID"
"TID_SHOP_SCID_SKIN_OFFER_CLAIM","연동하기"
"TID_GAME_MODE_15","론 스타"
"TID_GAME_MODE_15_DESC","상대를 처치하고 별을 모으세요! 상대를 처치할 때마다 자신의 머리 위에 별이 1개씩 추가되며, 최대 7개까지 모을 수 있습니다.\n\n제한 시간 안에 더 많은 별을 모은 브롤러가 승리합니다."
"TID_SOLO_BOUNTY_IN_LEAD","앞서고 있습니다!"
"TID_SOLO_BOUNTY_DOING_GOOD","계속 지금처럼 하세요!"
"TID_SOLO_BOUNTY_DOING_OK","잘하고 있습니다"
"TID_SOLO_BOUNTY_DOING_BAD","별이 더 필요합니다!"
"TID_SANDSTORM_SHORT_DESC","서포터"
"TID_SANDSTORM_DESC","항상 수면 부족에 시달리는 샌디는 모래를 지배하는 강력한 능력을 가졌습니다. 원호 모양으로 자갈을 던져 적을 공격하거나 모래 폭풍을 일으켜 팀원을 숨길 수 있습니다."
"TID_SANDSTORM_WEAPON","자갈 돌풍"
"TID_SANDSTORM_WEAPON_DESC","상대를 관통하는 예리한 자갈을 퍼부어 공격합니다. 아얏!"
"TID_SANDSTORM_ULTI","모래 폭풍"
"TID_SANDSTORM_ULTI_DESC","<time>초 동안 안에 있는 아군 브롤러를 숨길 수 있는 모래 폭풍을 소환합니다."
"TID_STAT_SANDSTORM","모래 폭풍"
"TID_SPEC_ABI_SANDSTORM_DOT","거친 모래"
"TID_SPEC_ABI_SANDSTORM_DOT_DESC","모래 폭풍이 적에게 초당 <c00cc00><VALUE1></c> 피해를 줍니다."
"TID_SPEC_ABI_SANDSTORM_HOT","치유의 바람"
"TID_SPEC_ABI_SANDSTORM_HOT_DESC","모래 폭풍이 아군의 HP를 초당 <c00cc00><VALUE1></c>만큼 회복합니다."
"TID_SHOP_SKIN_SALE","스킨 할인"
"TID_IAP_B2S_19_PACK_1","신학기 맞이!"
"TID_IAP_B2S_19_PACK_2","신학기 맞이!"
"TID_IAP_B2S_19_PACK_3","신학기 맞이!"
"TID_GENE_PIRATE_SKIN","해적 진"
"TID_GENE_PIRATE_SKIN_SHOP","해적 진"
"TID_BARLEY_RED_WIZARD_SKIN","붉은 마법사 발리"
"TID_BARLEY_RED_WIZARD_SKIN_SHOP","붉은 마법사 발리"
"TID_SANDY_SLEEPY_SKIN","잠꾸러기 샌디"
"TID_SANDY_SLEEPY_SKIN_SHOP","잠꾸러기 샌디"
"TID_BOSS_RACE_2","보스 투하"
"TID_BOSS_RACE_3","친구=적"
"TID_BOSS_RACE_4","벌크업"
"TID_BOSS_RACE_5","지옥훈련"
"TID_BOSS_RACE_6","대혼란의 미로"
"TID_BOSS_RACE_7","교착 상태"
"TID_SHOP_SKIN_NEW_RELEASE","신규 출시!"
"TID_SEASON_END_OFFER","시즌 종료 보상"
"TID_IAP_OCTOBER_OFFER","10월 특별 상품"
"TID_IAP_MONDAY_OFFER","와아, 월요일이다아..."
"TID_IAP_VERY_SPECIAL_OFFER","매우 특별한 특별 상품"
"TID_IAP_IKE_ROYALE","IKE 로얄"
"TID_IAP_COIN_SHOWER","코인 샤워"
"TID_MUMMY","엠즈"
"TID_ADDITIONAL_GEM_TOOLTIP_FOR_JAPAN","\n\n유료 보석: <PAID>\n무료 보석: <FREE>\n총: <TOTAL>"
"TID_RANK","순위: <val> / 10"
"TID_SOLO_BOUNTY_NO_RANK","브롤러를 처치하고 별을 모으세요!"
"TID_BOSS_RACE_NO_RANK","보스를 공격하세요!"
"TID_MUMMY_SHORT_DESC","파이터"
"TID_MUMMY_DESC","엠즈는 헤어 스프레이 공격으로 지속 피해를 주고, 특수 공격으로 상대의 속도를 느리게 만들 수 있습니다."
"TID_MUMMY_WEAPON","스프레이"
"TID_MUMMY_WEAPON_DESC","헤어 스프레이를 뿌려 공격합니다. 너무나 독해 얼굴이 녹아내릴 거 같습니다!"
"TID_MUMMY_ULTI","톡 쏘는 향기"
"TID_MUMMY_ULTI_DESC","자기 주변에 독성 구름을 만들어 적의 이동 속도를 늦추고 피해를 입힙니다."
"TID_STAT_MUMMY","엠즈"
"TID_SPEC_ABI_TICK_DMG_GROW","나쁜 냄새"
"TID_SPEC_ABI_TICK_DMG_GROW_DESC","독성 헤어 스프레이 구름 안에 들어온 적이 받는 피해가 공격당 <c00cc00><VALUE1>%</c>씩 증가합니다."
"TID_SPEC_ABI_HEAL_SUPER_DMG","후원 감사"
"TID_SPEC_ABI_HEAL_SUPER_DMG_DESC","특수 공격 효과 범위 안의 적의 수 만큼 초당 <c00cc00><VALUE1></c> HP를 회복합니다."
"TID_FRIEND_ADD_YOUR_ID","내 ID: <ID>"
"TID_FRIEND_ADD_BUTTON","친구\n추가"
"TID_FRIEND_ADD_BUTTON_SHORT","추가"
"TID_FRIEND_ADD_DEFAULT_TEXT","플레이어 ID 입력"
"TID_FRIEND_ADD_CODE_SENT","친구 요청 전송 완료"
"TID_FRIEND_ADD_CODE_INVALID","잘못된 플레이어 ID입니다!"
"TID_IAP_CYBER_WEEK_19_1","사이버 주간 특별 상품"
"TID_IAP_CYBER_WEEK_19_2","사이버 주간 특별 상품"
"TID_IAP_CYBER_WEEK_19_3","사이버 주간 특별 상품"
"TID_IAP_GSTAR2019_FINALS","월드 파이널 팩"
"TID_IAP_BRAWLOWEEN_19_1","브롤로윈 기념!"
"TID_IAP_BRAWLOWEEN_19_2","트릭 오어 코인?"
"TID_IAP_BRAWLOWEEN_19_3","보석 모아 스킨"
"TID_IAP_ARABIC_19_1","아랍어로 플레이"
"TID_IAP_ARABIC_19_2","아랍어로 플레이"
"TID_EVENT_MODIFIER_8","레이저 보스"
"TID_EVENT_MODIFIER_DESC_8","보스가 레이저를 쏩니다."
"TID_EVENT_MODIFIER_9","연쇄 번개 보스"
"TID_EVENT_MODIFIER_DESC_9","보스가 연쇄 번개를 쏩니다."
"TID_EVENT_MODIFIER_10","로켓 보스"
"TID_EVENT_MODIFIER_DESC_10","보스가 로켓을 발사합니다."
"TID_STAT_DAMAGE_PER_HALF_SECOND","0.5초 당 피해량"
"TID_FRIENDS_PAGE_BUTTON_INVITE","초대"
"TID_TEAM_ROOM_CODE","팀 코드:"
"TID_TEAM_ROOM_CODE_SHORT","팀:\n<NUM>"
"TID_FRIENDS_PAGE_SOCIAL_NETWORKS","소셜 네트워크"
"TID_CLAN_TAB_MEMBERS","멤버: <NUM>/<TOTAL>"
"TID_CLAN_TAB_CHAT","채팅"
"TID_SHELLY_WITCH_SKIN","마녀 쉘리"
"TID_SHELLY_WITCH_SKIN_SHOP","마녀 쉘리"
"TID_LEON_WEREWOLF_SKIN","늑대인간 레온"
"TID_LEON_WEREWOLF_SKIN_SHOP","늑대인간 레온"
"TID_PIPER_CALAVERA_SKIN","해골인형 파이퍼"
"TID_PIPER_CALAVERA_SKIN_SHOP","해골인형 파이퍼"
"TID_FRANK_DJ_SKIN","DJ 프랭크"
"TID_FRANK_DJ_SKIN_SHOP","DJ 프랭크"
"TID_JESSIE_DARK_KNIGHT_SKIN","그림자 기사 제시"
"TID_JESSIE_DARK_KNIGHT_SKIN_SHOP","그림자 기사 제시"
"TID_SKIN_FEATURE_MODEL","- 브롤러 전용 외형"
"TID_SKIN_FEATURE_PET","- 펫 전용 외형"
"TID_SKIN_FEATURE_TURRET","- 터렛 전용 외형"
"TID_SKIN_FEATURE_VFX","- 전용 이펙트"
"TID_SKIN_FEATURE_ANIM","- 전용 애니메이션"
"TID_SKIN_FEATURE_SFX","- 전용 사운드 효과"
"TID_SKIN_FEATURE_VOICE","- 전용 음성"
"TID_SKIN_FEATURE_TEXTURE","- 전용 텍스쳐"
"TID_SKIN_FEATURE_COLOR","- 전용 컬러"
"TID_HINT_44","파워 플레이 매치메이킹은 현재 보유한 파워 플레이 시즌 포인트를 기준으로 결정됩니다."
"TID_OPTIONAL_OR","또는"
"TID_LONESTAR_01","버림받은 폭포"
"TID_LONESTAR_02","해안 샷"
"TID_LONESTAR_03","안전하지 않아"
"TID_LONESTAR_04","도둑맞은 용맹"
"TID_LONESTAR_05","콜리플라워"
"TID_LONESTAR_06","위기일발"
"TID_LONESTAR_07","스피닝 솔로"
"TID_LONESTAR_08","교차로"
"TID_BOSS_RACE_8","피크 오일"
"TID_BOSS_RACE_9","엄청난 성취"
"TID_BOSS_RACE_10","재활용 금속"
"TID_BOSS_RACE_11","펑키 펑크"
"TID_BOSS_RACE_12","공방 태세"
"TID_BOSS_RACE_13","악어 거리"
"TID_BOSS_RACE_14","깐깐한 시험"
"TID_CONTACT_US_WELCOME_TEXT","안녕하세요"
"TID_TEAM_CHAT_POPUP_INVITE","초대"
"TID_IAPS_NOT_READY","상품을 불러오지 못했습니다. 다시 시도해주세요."
"TID_IAP_NOT_FOUND","상품을 찾지 못했습니다."
"TID_TEAM_LOG_TAB","팀 기록"
"TID_TEAM_LOG_TITLE","팀 기록"
"TID_LEON_SALLY_SKIN","샐리 레온"
"TID_LEON_SALLY_SKIN_SHOP","샐리 레온"
"TID_CARL_LEONARD_SKIN","레너드 칼"
"TID_CARL_LEONARD_SKIN_SHOP","레너드 칼"
"TID_EL_PRIMO_BROWN_SKIN","엘 브라운"
"TID_EL_PRIMO_BROWN_SKIN_SHOP","엘 브라운"
