"TID","MS"
"TID_SPEC_ABI_IMMUNE_TO_CC","Batu Pasir"
"TID_SPEC_ABI_IMMUNE_TO_CC_DESC","Sandy kini imun kepada tolakan, keperlahanan, dan kejutan."
"TID_SPEC_ABI_CURE_DEBUFFS","Rawatan Muzik"
"TID_SPEC_ABI_CURE_DEBUFFS_DESC","Serangan Poco buang semua kesan keperlahanan, kejutan, keracunan dan terbakar yang terkena mana-mana rakan sepasukan."
"TID_SPEC_ABI_SHIELD_HOMERUN","Gaya Pukulan"
"TID_SPEC_ABI_SHIELD_HOMERUN_DESC","Apabila bar Lari Habis Bibi dicas sepenuhnya, dia melindungi dirinya dari semua kerosakan sebanyak <c00cc00><VALUE1>%</c>."
"TID_SPEC_ABI_WHIRLWIND_SHIELD","Putaran Berperisai"
"TID_SPEC_ABI_WHIRLWIND_SHIELD_DESC","Semasa Super Carl diaktifkan, semua kerosakan yang dia terima dikurangkan sebanyak <c00cc00><VALUE2>%</c>."
"TID_SELFHELP_UNAVAILABLE","Bantuan dan Sokongan tidak tersedia sekarang. Sila cuba lagi."
"TID_SPEC_ABI_LONGER_DASH","Ular Bergelung"
"TID_SPEC_ABI_LONGER_DASH_DESC","Mortis dapat Bar Pecutan! Julat lariannya meningkat <c00cc00><VALUE1>%</c> apabila bar dicas penuh. Perlukan <c00cc00><VALUE3></c> saat untuk bar dicas apabila Mortis mempunyai tiga pecutan tersedia."
"TID_BO_MECHA_SKIN","BO MECHA"
"TID_BO_MECHA_SKIN_SHOP","BO\nMECHA"
"TID_CROW_MECHA_SKIN","CROW MECHA"
"TID_CROW_MECHA_SKIN_SHOP","CROW\nMECHA"
"TID_MIKE_ROBO_SKIN","MIKE ROBOT"
"TID_MIKE_ROBO_SKIN_SHOP","MIKE\nROBOT"
"TID_SPIKE_ROBO_SKIN","SPIKE ROBOT"
"TID_SPIKE_ROBO_SKIN_SHOP","SPIKE\nROBOT"
"TID_BO_MECHA_GOLD_SKIN","BO MECHA EMAS"
"TID_BO_MECHA_GOLD_SKIN_SHOP","BO\nMECHA EMAS"
"TID_CROW_MECHA_GOLD_SKIN","CROW MECHA EMAS"
"TID_CROW_MECHA_GOLD_SKIN_SHOP","CROW\nMECHA EMAS"
"TID_BO_MECHA_LIGHT_SKIN","BO MECHA CERAH"
"TID_BO_MECHA_LIGHT_SKIN_SHOP","BO\nMECHA CERAH"
"TID_CROW_MECHA_NIGHT_SKIN","CROW MECHA MALAM"
"TID_CROW_MECHA_NIGHT_SKIN_SHOP","CROW\nMECHA MALAM"
"TID_BULL_LINEBACKER_SKIN","BULL BARISAN BELAKANG"
"TID_BULL_LINEBACKER_SKIN_SHOP","BULL\nBARISAN BELAKANG"
"TID_COLT_OUTLAW_SKIN","COLT PENJENAYAH"
"TID_COLT_OUTLAW_SKIN_SHOP","COLT\nPENJENAYAH"
"TID_CARL_HOG_RIDER_SKIN","CARL PENUNGGANG KHINZIR"
"TID_CARL_HOG_RIDER_SKIN_SHOP","CARL\nPENUNGGANG KHINZIR"
"TID_SKIN_INFO_ANIM_SOUND_FX_VOICE","- Model Brawler tersuai\n- Kesan tersuai\n- Animasi tersuai\n- Bunyi tersuai\n- Suara tersuai"
"TID_SHOP_OFFER_STAR_SKIN_LABEL","KULIT BINTANG"
"TID_WANTED_15","Buruan Pantai"
"TID_WANTED_16","Strok Matahari"
"TID_WANTED_17","Pasir Membara"
"TID_BANKHEIST_16","Penggeledah Pantai"
"TID_BANKHEIST_17","Permata Pasir"
"TID_BANKHEIST_18","Kentang Panas"
"TID_BANKHEIST_18B","Angka 8"
"TID_BALL_22","Bola Pantai"
"TID_BALL_23","Bola Sepak Hari Cerah"
"TID_BALL_24","Berkaki Ayam"
"TID_BALL_25","Permainan Musim Panas"
"TID_STARPOINTSGAINED","<TOTALDECAY> Trofi ditukar kepada <STARPOINTSGAINED> Mata Bintang"
"TID_TROPHIES_LOST","Jumlah trofi hilang: <AMOUNT>"
"TID_TROPHIES_CONVERTED","Trofi yang hilang ditukar kepada: <AMOUNT> Mata Bintang"
"TID_IAP_SOM_PACK_1","Tawaran Musim Panas"
"TID_IAP_SOM_PACK_2","Tawaran Musim Panas"
"TID_IAP_SOM_PACK_3","Tawaran Musim Panas"
"TID_IAP_SOM_PACK_4","Tawaran Musim Panas"
"TID_IAP_AUGUST_PACK_1","Tawaran Musim Panas"
"TID_IAP_AUGUST_PACK_2","JUMPA LAGI, MUSIM PANAS!"
"TID_IAP_FLASH_PACK_1","SEDIKIT TAMBAHAN"
"TID_IAP_FLASH_PACK_2","NILAI BESAR"
"TID_IAP_MOON_19_PACK_1","PESTA BULAN"
"TID_IAP_MOON_19_PACK_2","PESTA BULAN"
"TID_SPEC_ABI_RESURRECT","Nafas Kedua"
"TID_SPEC_ABI_RESURRECT_DESC","Apabila 8-Bit dikalahkan buat kali pertama dalam satu perlawanan, dia segera dibangkitkan semula."
"TID_SPEC_ABI_GROW_FROM_DAMAGE","Bertambah Kuat"
"TID_SPEC_ABI_GROW_FROM_DAMAGE_DESC","Bar Pertumbuhan dicas apabila El Primo mengecas Supernya. Apabila bar penuh, nilai nyawa maksimum meningkat <c00cc00><VALUE1></c>. Bonus hilang apabila El Primo dikalahkan."
"TID_SPEC_ABI_ARMOR","Rompi Kalis Peluru"
"TID_SPEC_ABI_ARMOR_DESC","Rompi ini melindungi <c00cc00><VALUE1></c> kerosakan yang pertama. Colt mendapat rompi baharu apabila dia dikalahkan. Nilai nyawa rompi ditunjukkan pada bar kuning."
"TID_SPEC_ABI_WALKING_TURRET","Bawa Anjing Berjalan"
"TID_SPEC_ABI_WALKING_TURRET_DESC","Sekerap kini mengikuti Jessie."
"TID_SPEC_SHIELD_ULTI","Perisai"
"TID_SPEC_SHIELD_ULTI_DESC","Apabila Super Brock dicas penuh (dan tidak digunakan), perisai akan diaktifkan dan mengurangkan <c00cc00><VALUE1>%</c> daripada semua kerosakan yang diterimanya."
"TID_SPEC_ABI_PET","Bebaskan Burung"
"TID_SPEC_ABI_PET_DESC","Burung Dynamike menyertai perjuangan!"
"TID_SPEC_ABI_DAMAGE_ULTI","Tamparan Roh"
"TID_SPEC_ABI_DAMAGE_ULTI_DESC","Apabila Super Gene dicas penuh, serangannya akan lakukan <c00cc00>+<VALUE1></c> kerosakan."
"TID_ARCADE","8-BIT"
"TID_ARCADE_DESC","8-Bit berjalan dengan hentakkan kuat seperti arked berkaki. Dia tembak Pancaran Peletus dan Supernya menambah kerosakan Brawler diri dan rakan!"
"TID_ARCADE_SHORT_DESC","PENEMBAK TEPAT"
"TID_ARCADE_WEAPON","PANCARAN PELETUS"
"TID_ARCADE_ULTI","Penggalak Kerosakan"
"TID_ARCADE_WEAPON_DESC","Tembak Pancaran Peletus yang merosakkan mana-mana pihak lawan yang terkena. Pancaran ini mempunyai jarak sederhana dan tersebar sedikit."
"TID_ARCADE_ULTI_DESC","Kerahkan turet yang meningkatkan kerosakan Brawler diri dan Brawler rakan di kawasan terkesan."
"TID_STAT_DAMAGE_BOOST","Galakan Kerosakan"
"TID_HERO_INFO_ABILITY_POWER_PERCENT","<BASEPOW>%"
"TID_STAT_DAMAGE_PER_BEAM","Kerosakan setiap Pancaran"
"TID_SPEC_ABI_LARGER_AREA_ULTI","Penguat Penggalak"
"TID_SPEC_ABI_LARGER_AREA_ULTI_DESC","Meningkatkan julat Penggalak Kerosakan sebanyak <c00cc00><VALUE1>%</c>."
"TID_DAMAGE_BOOSTER_HEALTH","Nilai Nyawa Penggalak"
"TID_BEST_VALUE_DISCOUNT","JUALAN\n<VALUE>%!"
"TID_BEST_VALUE_EXTRA","<VALUE>%\nTAMBAHAN"
"TID_BEST_VALUE_BONUS","<VALUE>%\nBONUS"
"TID_PROMOCODE_PACK","Pek Kod Promo"
"TID_DIAMONDS","Permata"
"TID_BATTLE_ROYALE_22A","Puncak Terpencil"
"TID_BATTLE_ROYALE_23A","Pedalaman Seram"
"TID_BATTLE_ROYALE_24A","Tanah Tandus"
"TID_GOLDRUSH_24A","Royal Flush"
"TID_WANTED_17A","Oasis Besar"
"TID_BALL_14A","Gol Padang"
"TID_BALL_15A","Sepantas Kilat"
"TID_SHOP_LABEL_BEST_VALUE","NILAI TERBAIK"
"TID_SHOP_LABEL_MOST_POPULAR","PALING POPULAR"
"TID_SHOP_LABEL_POPULAR","POPULAR"
"TID_SHOP_LABEL_PERCENT_BONUS","<VALUE>% BONUS"
"TID_SHOP_LABEL_PERCENT_EXTRA","<VALUE>% <cFFDB4F>LEBIH</c>"
"TID_BATTLE_ROYALE_25A","Perjuangan Kemandirian"
"TID_BATTLE_ROYALE_26A","Keracunan Merkuri"
"TID_BATTLE_ROYALE_27A","Tendang Lantun"
"TID_BATTLE_ROYALE_28A","Rakus"
"TID_PIPER_PINK_SKIN","PIPER MERAH JAMBU"
"TID_PIPER_PINK_SKIN_SHOP","PIPER\nMERAH JAMBU"
"TID_TARA_BLUE_SKIN","TARA BIRU"
"TID_TARA_BLUE_SKIN_SHOP","TARA\nBIRU"
"TID_8BIT_CLASSIC_SKIN","8-BIT KLASIK"
"TID_8BIT_CLASSIC_SKIN_SHOP","8-BIT\nKLASIK"
"TID_LEON_SHARK_SKIN","LEON JERUNG"
"TID_LEON_SHARK_SKIN_SHOP","LEON\nJERUNG"
"TID_BATTLE_ROYALE_29A","Syurga Bahaya"
"TID_BATTLE_ROYALE_30A","Lintasan Berisiko"
"TID_BATTLE_ROYALE_31A","Sebaran Rata"
"TID_BALL_16A","Halangan Siku-sika"
"TID_BALL_17A","Laluan Berbonggol"
"TID_BALL_18A","Jaringan Kuat"
"TID_BALL_19A","Rintangan Terakhir"
"TID_BALL_20A","Tendangan Pantas"
"TID_IAP_INFO_MORE_INFO_BTN","자세히보기"
"TID_SANDSTORM","SANDY"
"TID_GAME_MODE_14","PERJUANGAN"
"TID_GAME_MODE_14_DESC","Lakukan lebih kerosakan terhadap Bos daripada pemain lain. Semakin banyak kerosakan anda lakukan, semakin tinggi kedudukan anda di dalam perlawanan.\n\nKumpul Kiub Kuasa untuk meningkatkan nilai nyawa dan kerosakan serangan. Kiub Kuasa akan muncul secara rawak dalam peta semasa pertempuran!"
"TID_BOSS_RACE_INTRO_TEXT","Lakukan kerosakan pada Bos sebanyak mana yang anda boleh!"
"TID_EVENT_POPUP_GMV_LABEL_ALL_VS_ALL","Semua lwn Semua"
"TID_BOSS_RACE_1","Pertahanan Terakhir"
"TID_BOSS_RACE_IN_LEAD","Anda mendahului!"
"TID_BOSS_RACE_DOING_GOOD","Teruskan usaha yang baik!"
"TID_BOSS_RACE_DOING_OK","Boleh tahan ni!"
"TID_BOSS_RACE_DOING_BAD","Lakukan lebih kerosakan terhadap Bos!"
"TID_SHOP_SCID_SKIN_OFFER_TITLE","SAMBUNG KE SUPERCELL ID DAN DAPATKAN <NAME> SECARA <c<COLOR>>PERCUMA</c>!"
"TID_SHOP_SCID_SKIN_OFFER_DESC","SUPERCELL ID"
"TID_SHOP_SCID_SKIN_OFFER_CLAIM","SAMBUNG"
"TID_GAME_MODE_15","BINTANG SENDIRIAN"
"TID_GAME_MODE_15_DESC","Kumpul bintang dengan mengalahkan pemain musuh. Setiap kali anda mengalahkan satu musuh, satu bintang akan bertambah di atas kepala anda, sehingga mendapat tujuh bintang.\n\nPemain dengan paling banyak bintang apabila masa tamat akan menang."
"TID_SOLO_BOUNTY_IN_LEAD","Anda medahului!"
"TID_SOLO_BOUNTY_DOING_GOOD","Teruskan usaha yang baik!"
"TID_SOLO_BOUNTY_DOING_OK","Boleh tahan ni!"
"TID_SOLO_BOUNTY_DOING_BAD","Anda perlukan lebih bintang!"
"TID_SANDSTORM_SHORT_DESC","SOKONGAN"
"TID_SANDSTORM_DESC","Sandy ialah Brawler yang tidak cukup tidur dengan kawalan kuat ke atas pasir: melempar batu tajam yang menusuk ke arah musuh, dan menyeru ribut pasir untuk menyembunyikan rakan sepasukan."
"TID_SANDSTORM_WEAPON","Letupan Batu"
"TID_SANDSTORM_WEAPON_DESC","Sandy membaling batu tajam yang menusuk ke arah musuh. Aduh!"
"TID_SANDSTORM_ULTI","Ribut Pasir"
"TID_SANDSTORM_ULTI_DESC","Sandy menyeru ribut pasir yang berkekalan selama <time> saat dan menyembunyikan Brawler rakan di dalamnya."
"TID_STAT_SANDSTORM","Ribut Pasir"
"TID_SPEC_ABI_SANDSTORM_DOT","Pasir Kasar"
"TID_SPEC_ABI_SANDSTORM_DOT_DESC","Ribut Pasir kini melakukan <c00cc00><VALUE1></c> kerosakan setiap saat terhadap musuh."
"TID_SPEC_ABI_SANDSTORM_HOT","Angin Menyembuh"
"TID_SPEC_ABI_SANDSTORM_HOT_DESC","Ribut Pasir menyembuhkan juga Brawler rakan sebanyak <c00cc00><VALUE1></c> nilai nyawa setiap saat."
"TID_SHOP_SKIN_SALE","JUALAN KULIT"
"TID_IAP_B2S_19_PACK_1","KEMBALI KE SEKOLAH!"
"TID_IAP_B2S_19_PACK_2","KEMBALI KE SEKOLAH!"
"TID_IAP_B2S_19_PACK_3","KEMBALI KE SEKOLAH!"
"TID_GENE_PIRATE_SKIN","GENE LANUN"
"TID_GENE_PIRATE_SKIN_SHOP","GENE\nLANUN"
"TID_BARLEY_RED_WIZARD_SKIN","BARLEY AHLI SIHIR MERAH"
"TID_BARLEY_RED_WIZARD_SKIN_SHOP","BARLEY\nAHLI SIHIR MERAH"
"TID_SANDY_SLEEPY_SKIN","SANDY MENGANTUK"
"TID_SANDY_SLEEPY_SKIN_SHOP","SANDY\nMENGANTUK"
"TID_BOSS_RACE_2","Penjatuhan Bos"
"TID_BOSS_RACE_3","Rakan atau Musuh"
"TID_BOSS_RACE_4","Tegap dan Kuat"
"TID_BOSS_RACE_5","Montaj Latihan"
"TID_BOSS_RACE_6","Pagar Sesat Bercelaru"
"TID_BOSS_RACE_7","Konfrontasi Sia-sia"
"TID_SHOP_SKIN_NEW_RELEASE","KELUARAN BAHARU!"
"TID_SEASON_END_OFFER","GANJARAN AKHIR MUSIM"
"TID_IAP_OCTOBER_OFFER","TAWARAN OKTOBER"
"TID_IAP_MONDAY_OFFER","ISNIN, ISNIN..."
"TID_IAP_VERY_SPECIAL_OFFER","TAWARAN SANGAT ISTIMEWA"
"TID_IAP_IKE_ROYALE","IKE ROYALE"
"TID_IAP_COIN_SHOWER","HUJAN SYILING"
"TID_MUMMY","EMZ"
"TID_ADDITIONAL_GEM_TOOLTIP_FOR_JAPAN","\n\nPermata dibayar: <PAID>\nPermata Percuma: <FREE>\nTotal: <TOTAL>"
"TID_RANK","Kedudukan: <val> / 10"
"TID_SOLO_BOUNTY_NO_RANK","Tewaskan Brawler untuk dapatkan bintang!"
"TID_BOSS_RACE_NO_RANK","Lakukan kerosakan terhadap Bos!"
"TID_MUMMY_SHORT_DESC","PEJUANG"
"TID_MUMMY_DESC","Emz menyerang dengan semburan rambut yang melakukan kerosakan apabila masa berlalu dan memperlahankan musuh dengan Supernya."
"TID_MUMMY_WEAPON","Sembur"
"TID_MUMMY_WEAPON_DESC","Emz menyembur semburan rambut yang cukup kuat untuk mencairkan muka anda."
"TID_MUMMY_ULTI","Karisma Seram"
"TID_MUMMY_ULTI_DESC","Emz membentuk kepulan toksik di sekelilingnya, memperlahankan pergerakan musuh dan mengenakan kerosakan."
"TID_STAT_MUMMY","Emz"
"TID_SPEC_ABI_TICK_DMG_GROW","Karma Melanda"
"TID_SPEC_ABI_TICK_DMG_GROW_DESC","Musuh di dalam kepulan semburan rambut toksik Emz mengalami kerosakan kian meningkat, <c00cc00><VALUE1></c>% setiap serangan."
"TID_SPEC_ABI_HEAL_SUPER_DMG","Gembar-gembur"
"TID_SPEC_ABI_HEAL_SUPER_DMG_DESC","Emz memulihkan <c00cc00><VALUE1></c> nilai nyawa sesaat dari setiap musuh dalam kawasan terkesan Supernya."
"TID_FRIEND_ADD_YOUR_ID","ID anda: <ID>"
"TID_FRIEND_ADD_BUTTON","TAMBAH\nRAKAN"
"TID_FRIEND_ADD_BUTTON_SHORT","TAMBAH"
"TID_FRIEND_ADD_DEFAULT_TEXT","Masukkan ID Pemain"
"TID_FRIEND_ADD_CODE_SENT","Permintaan rakan dihantar"
"TID_FRIEND_ADD_CODE_INVALID","ID pemain tidak sah!"
"TID_IAP_CYBER_WEEK_19_1","JUALAN MINGGU SIBER"
"TID_IAP_CYBER_WEEK_19_2","JUALAN MINGGU SIBER"
"TID_IAP_CYBER_WEEK_19_3","JUALAN MINGGU SIBER"
"TID_IAP_GSTAR2019_FINALS","PEK PERINGKAT AKHIR DUNIA"
"TID_IAP_BRAWLOWEEN_19_1","HALLOWEEN!"
"TID_IAP_BRAWLOWEEN_19_2","HELAH ATAU... SYILING?"
"TID_IAP_BRAWLOWEEN_19_3","SEMUA KULIT!"
"TID_IAP_ARABIC_19_1","MAIN DALAM BAHASA ARAB"
"TID_IAP_ARABIC_19_2","MAIN DALAM BAHASA ARAB"
"TID_EVENT_MODIFIER_8","BOS LASER"
"TID_EVENT_MODIFIER_DESC_8","Bos tembak cahaya laser."
"TID_EVENT_MODIFIER_9","BOS KILAT BERANTAI"
"TID_EVENT_MODIFIER_DESC_9","Bos tembak kilat berantai."
"TID_EVENT_MODIFIER_10","BOS ROKET"
"TID_EVENT_MODIFIER_DESC_10","Bos tembak roket."
"TID_STAT_DAMAGE_PER_HALF_SECOND","Kerosakan setiap 0.5 saat"
"TID_FRIENDS_PAGE_BUTTON_INVITE","JEMPUT"
"TID_TEAM_ROOM_CODE","Kod Pasukan:"
"TID_TEAM_ROOM_CODE_SHORT","PASUKAN:\n<NUM>"
"TID_FRIENDS_PAGE_SOCIAL_NETWORKS","RANGKAIAN SOSIAL"
"TID_CLAN_TAB_MEMBERS","Ahli <NUM>/<TOTAL>"
"TID_CLAN_TAB_CHAT","Ruang Bual"
"TID_SHELLY_WITCH_SKIN","SHELLY AHLI SIHIR PEREMPUAN"
"TID_SHELLY_WITCH_SKIN_SHOP","SHELLY\nAHLI SIHIR PEREMPUAN"
"TID_LEON_WEREWOLF_SKIN","LEON SERIGALA JADIAN"
"TID_LEON_WEREWOLF_SKIN_SHOP","LEON\nSERIGALA JADIAN"
"TID_PIPER_CALAVERA_SKIN","PIPER TENGKORAK"
"TID_PIPER_CALAVERA_SKIN_SHOP","PIPER\nTENGKORAK"
"TID_FRANK_DJ_SKIN","DJ FRANK"
"TID_FRANK_DJ_SKIN_SHOP","DJ\nFRANK"
"TID_JESSIE_DARK_KNIGHT_SKIN","JESSIE KESATRIA KEJAHATAN"
"TID_JESSIE_DARK_KNIGHT_SKIN_SHOP","JESSIE\nKESATRIA KEJAHATAN"
"TID_SKIN_FEATURE_MODEL","- Model Brawler tersuai"
"TID_SKIN_FEATURE_PET","- Model haiwan peliharaan tersuai"
"TID_SKIN_FEATURE_TURRET","- Model turet tersuai"
"TID_SKIN_FEATURE_VFX","- Kesan tersuai"
"TID_SKIN_FEATURE_ANIM","- Animasi tersuai"
"TID_SKIN_FEATURE_SFX","- Bunyi tersuai"
"TID_SKIN_FEATURE_VOICE","- Suara tersuai"
"TID_SKIN_FEATURE_TEXTURE","- Tekstur tersuai"
"TID_SKIN_FEATURE_COLOR","- Warna tersuai"
"TID_HINT_44","Apabila bermain di Arena Bintang, pemadanan adalah berdasarkan mata semasa anda dalam musim Arena Bintang."
"TID_OPTIONAL_OR","ATAU"
"TID_LONESTAR_01","Air Terjun Gelap"
"TID_LONESTAR_02","Tembakan Pantai"
"TID_LONESTAR_03","Jaga-jaga!"
"TID_LONESTAR_04","Pahlawan Berani"
"TID_LONESTAR_05","Kubis Bunga"
"TID_LONESTAR_06","Pertempuran Sengit"
"TID_LONESTAR_07","Putaran Solo"
"TID_LONESTAR_08","Simpang Jalan"
"TID_BOSS_RACE_8","Ekstrak Maksimum"
"TID_BOSS_RACE_9","Gila Kuasa"
"TID_BOSS_RACE_10","Sekerap Logam"
"TID_BOSS_RACE_11","Berdendang Ria"
"TID_BOSS_RACE_12","Perkelahian"
"TID_BOSS_RACE_13","Lorong Aligator"
"TID_BOSS_RACE_14","Ketegangan"
"TID_CONTACT_US_WELCOME_TEXT","Helo"
"TID_TEAM_CHAT_POPUP_INVITE","JEMPUT"
"TID_IAPS_NOT_READY","Tawaran belum dimuat lagi. Sila cuba lagi kemudian."
"TID_IAP_NOT_FOUND","Produk tidak ditemui"
"TID_TEAM_LOG_TAB","LOG PASUKAN"
"TID_TEAM_LOG_TITLE","LOG PASUKAN"
"TID_LEON_SALLY_SKIN","LEON SALLY"
"TID_LEON_SALLY_SKIN_SHOP","LEON\nSALLY"
"TID_CARL_LEONARD_SKIN","CARL LEONARD"
"TID_CARL_LEONARD_SKIN_SHOP","CARL\nLEONARD"
"TID_EL_PRIMO_BROWN_SKIN","EL BROWN"
"TID_EL_PRIMO_BROWN_SKIN_SHOP","EL BROWN"
"TID_PLAYER_CTX_SEND_FRIEND_REQUEST","HANTAR PERMINTAAN RAKAN"
"TID_PLAYER_CTX_PROFILE","PROFIL"
"TID_PLAYER_CTX_KICK","KELUARKAN"
"TID_EMOJIS_TITLE","EMOJI"
"TID_SHOP_OFFER_TITLE_NEW_BRAWLER","BRAWLER BAHARU"
"TID_SHOP_OFFER_TITLE_NEW_SKIN","KULIT BAHARU"
"TID_SHOP_OFFER_TITLE_BRAWLIDAYS_GIFT","HADIAH CUTI BRAWLER"
"TID_LONESTAR_09","Empat Sektor"
"TID_EXTRA_COPYRIGHT","\nBROWN & FRIENDS, hak cipta LINE\n"
"TID_ESTIMATED_MAINENANCE_TIME","Anggaran masa <TIME>"
"TID_IAP_XMAS_19_0","INILAH MUSIMNYA"
"TID_IAP_XMAS_19_1","SELAMAT CUTI BRAWLER"
"TID_IAP_XMAS_19_2","SELAMAT CUTI BRAWLER"
"TID_IAP_XMAS_19_3","SELAMAT CUTI BRAWLER"
"TID_IAP_XMAS_19_4","SELAMAT CUTI BRAWLER"
"TID_IAP_COINPACK_11_19","SYILING, SYILING"
"TID_IAP_NEWYEAR_20","SELAMAT TAHUN BAHARU"
"TID_SKIN_INFO_CAMPAIGN_4_NOT_AVAILABLE","Kulit BROWN & FRIENDS."
"TID_HOME_PAGE_PENDING_DONATION","MESEJ\nPENTING"
"TID_SETTINGS_BLOCK_FRIEND_REQUESTS","SEKAT PERMINTAAN RAKAN"
"TID_SPAWNER_DUDE","MR. P"
"TID_BEE_SNIPER","BEA"
"TID_BEE_SNIPER_SHORT_DESC","PENEMBAK TEPAT"
"TID_BEE_SNIPER_DESC","Bea suka serangga dan pelukan. Dia melepaskan lebah mekanik dari jarak jauh dan supernya mengerahkan sekerumunan lebah yang ganas!"
"TID_BEE_SNIPER_WEAPON","SENGATAN KUAT"
"TID_BEE_SNIPER_WEAPON_DESC","Bea menembak dari jauh dan apabila mengena musuh akan mengecas tembakan seterusnya untuk melakukan kerosakan epik!"
"TID_BEE_SNIPER_ULTI","SARANG BESI"
"TID_BEE_SNIPER_ULTI_DESC","Bea mengerahkah sekerumunan lebah yang terbang dan berputar seperti jet. Mereka memperlahankan musuh yang ada di laluan mereka."
"TID_SPEC_ABI_BEE_SNIPER_1","Cas Segera"
"TID_SPEC_ABI_BEE_SNIPER_1_DESC","Mengecas Sengatan Kuat Bea serta-merta sekali jika tembakannya yang dicas tidak kena sasaran."
"TID_SPEC_ABI_BEE_SNIPER_2","Salutan Madu"
"TID_SPEC_ABI_BEE_SNIPER_2_DESC","Bea melepaskan diri dengan 1 nilai nyawa dan dapat perisai sementara satu kali dalam setiap perlawanan."
"TID_SPEEDY","MAX"
"TID_SPEEDY_SHORT_DESC","SOKONGAN"
"TID_SPEEDY_DESC","Max ni pantas! Dia menembak pelancar pantas gila. Supernya mempercepatkan dia dan sekutunya!"
"TID_SPEEDY_WEAPON","PELANCAR PANTAS"
"TID_SPEEDY_WEAPON_DESC","Pelancar Max melepaskan deretan tembakan pantas! Ia diisi banyak peluru dan Max boleh mengisi semula dengan pantas."
"TID_SPEEDY_ULTI","AYUH!"
"TID_SPEEDY_ULTI_DESC","Max menggalakkan kelajuan pergerakannya dan sekutunya untuk sementara. Mesti cepat ni!"
"TID_SPEC_ABI_SPEEDY_1","Cas Super"
"TID_SPEC_ABI_SPEEDY_1_DESC","Max kini caj Supernya ketika bergerak."
"TID_SPEC_ABI_SPEEDY_2","Larian Kuasa"
"TID_SPEC_ABI_SPEEDY_2_DESC","Max isi semula lebih cepat ketika bergerak."
"TID_SPEEDY_ULTI_STAT","Ayuh!"
"TID_HOMER","HOMER"
"TID_QUICK_MESSAGE_CHOOSE_BRAWLER","Kita perlukan Brawler..."
"TID_QUICK_MESSAGE_CHOOSE_MODE","Jom main..."
"TID_QUICK_MESSAGE_CHOOSE_FRIENDLY_LOCATION","Jom main..."
"TID_QUICK_MESSAGE_CHANGE_BRAWLERS","Ayuh tukar Brawler!"
"TID_QUICK_MESSAGE_GOOD_GAME","Padu!"
"TID_QUICK_MESSAGE_PLAY_AGAIN","Main lagi?"
"TID_QUICK_MESSAGE_WELL_PLAYED","Syabas!"
"TID_QUICK_MESSAGE_WOW","Wah!"
"TID_QUICK_MESSAGE_OK","Ok!"
"TID_QUICK_MESSAGE_GOTTA_GO","Pergi dulu. Selamat bermain!"
"TID_QUICK_MESSAGE_CHANGE_MODE","Ayuh tukar mod permainan!"
"TID_QUICK_MESSAGE_BYE","Jumpa lagi!"
"TID_QUICK_MESSAGE_CLOSE_MATCH","Nyaris-nyaris!"
"TID_QUICK_MESSAGE_READY","Dah sedia?"
"TID_QUICK_MESSAGE_READY_GO","Dah sedia? Ayuh mula!"
"TID_QUICK_MESSAGE_HI","Hai!"
"TID_QUICK_MESSAGE_NEED_BREAK","Saya nak berehat!"
"TID_QUICK_MESSAGE_NEED_TO_GO","Saya kena pergi ni. Kamu teruskanlah ya!"
"TID_QUICK_MESSAGE_THANKS","Terima kasih!"
"TID_QUICK_MESSAGE_SORRY","Maaf!"
"TID_QUICK_MESSAGE_OOPS","Alamak!"
"TID_QUICK_MESSAGE_SUGGEST_BRAWLER","Boleh anda main <c<COLOR>><NAME></c>?"
"TID_QUICK_MESSAGE_SUGGEST_STARPOWER","Boleh anda guna <c<COLOR>><NAME></c>?"
"TID_QUICK_MESSAGE_SUGGEST_MODE","Jom main <c<COLOR>><NAME></c>!"
"TID_QUICK_MESSAGE_ASK_BRAWLER","Brawler manakah patut saya pilih?"
"TID_QUICK_MESSAGE_ASK_MODE","Apakah acara yang patut kita main?"
"TID_PLAYER_CTX_SUGGEST_BRAWLER_SHORT","SARANKAN"
"TID_PLAYER_CTX_SUGGEST_CANCEL","BATALKAN SARANAN"
"TID_SUGGEST_BRAWLER_TITLE_SHORT","SARANKAN BRAWLER"
"TID_SUGGEST_BRAWLER_TITLE","SARANKAN BRAWLER KEPADA <NAME>"
"TID_SUGGEST_EVENT_TITLE","SARANKAN ACARA"
"TID_SUGGEST_EVENT_BUTTON_SHORT","SARANKAN"
"TID_SUGGEST_EVENT_BUTTON","SARANKAN ACARA"
"TID_EVENT_SUGGESTION_EXPIRED","Saranan acara telah tamat"
"TID_SUGGESTED_BRAWLER_TITLE","SARANAN BRAWLER"
"TID_SUGGESTED_BRAWLER_DESC","Adakah anda ingin guna <c<COLOR>><NAME></c> sebagai Brawler anda?"
"TID_SUGGESTED_BRAWLER_YES","GUNA"
"TID_SUGGESTED_BRAWLER_NO","TIDAK"
"TID_EVENT_SUGGESTION_TITLE","Pilih acara ini?"
"TID_EVENT_SUGGESTION_DESC","Adakah anda ingin main acara ini?"
"TID_EVENT_SUGGESTION_YES","YA"
"TID_EVENT_SUGGESTION_NO","TIDAK"
"TID_CHAT_LETSPLAY_ITEM","Jom main"
