"Name","Loop","FollowParent","FollowParentAngle","FollowBone","OwnScreenShake","OthersScreenShake","Time","Sound","Type","FileName","ExportName","ParticleEmitterName","Effect","Layer","GroundBasis","FlashColor","Scale","FlashDuration","TextInstanceName","TextParentInstanceName","EnemyVersion","FlashWidth","EffectZ"
"reload_bull_dude",,"true",,,,,,"bandit_reload","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
"reload_rocket_girl",,"true",,,,,,"Brock_reload","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
"reload_trickshot_dude",,"true",,,,,,"bandit_reload","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
"reload_cactus",,"true",,,,,,"Spike_reload","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
"reload_barkeep",,"true",,,,,,"Barkeep_reload","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
"reload_mechanic",,"true",,,,,,"Jess_reload","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
"reload_tnt_dude",,"true",,,,,,"TNT_reload","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
"reload_crow",,"true",,,,,,"crow_reload","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
"reload_undertaker",,"true",,,,,,"Mortis_reload","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
"reload_dead_mariachi",,"true",,,,,,"Poco_reload","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
"reload_bow_dude",,"true",,,,,,"Bow_reload","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
"reload_sniper",,"true",,,,,,"Sniper_reload","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
"reload_minigun",,"true",,,,,,"MiniG_reload","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
"reload_bonethrower",,"true",,,,,,"bandit_reload","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
"reload_blackhole",,"true",,,,,,"Mystic_reload","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
"reload_barrel_bot",,"true",,,,,,"bandit_reload","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
"reload_artillery_dude",,"true",,,,,,"MiniG_reload","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
"reload_tick",,"true",,,,,,"Tick_reload","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
"reload_whirlwind",,"true",,,,,,"Carl_reload","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
"reload_baseball",,"true",,,,,,"Bibi_reload","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
"reload_arcade",,"true",,,,,,"8bit_reload","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
"Emz_reload",,"true",,,,,,"Emz_reload","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
"Gen_Big_Explosion",,"true",,,300,300,,"Sound_Gen_explosion","ParticleEmitter",,,"big_explosion_lines_emitter",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"big_explosion_streaks_emitter",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"big_Dust_emitter",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"big_Hot_dust_emitter",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Gen_Small_Debris_emitter_100",,"Object",,,,,,,,,
"Gen_Very_Big_Explosion",,"true",,,300,300,,"Sound_Gen_explosion","ParticleEmitter",,,"very_big_explosion_lines_emitter",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"very_big_explosion_streaks_emitter",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"very_big_Dust_emitter",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"very_big_Hot_dust_emitter",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Gen_Small_Debris_emitter_100",,"Object",,,,,,,,,
"Gen_Explosion",,"true",,,200,200,,"Sound_Gen_explosion","Effect",,,,"Gen_small_explosion","Object",,,130,,,,,,
"gen_take_damage",,"true",,,,,,,"SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"shooting_spark_emitter",,"Object",,,,,,,,,
,,"true",,,,,,,"ParticleEmitter",,,"gen_small_smoke_emitter",,"Object",,,,,,,,,
"low_health","true","true",,,,,,"Low_health_1_loop","ParticleEmitter",,,,,"Object",,,,,,,,,
"very_low_health","true","true",,,,,,"Low_health_2_loop","ParticleEmitter",,,,,"Object",,,,,,,,,
"bgrfx","true","true",,,,,,,"ParticleEmitter",,,"bgr_test_emitter",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"bgr_test_trail_spark_emitter",,"Object",,,,,,,,,
"sniper_landing_smoke_ring",,,,,200,200,,"Sniper_land","SWF","sc/effects.sc","smoke_ring",,,"GroundHigh","true",,100,,,,,,
"ground_hit_800",,,,,200,200,,"Sound_Gen_explosion","Effect",,,,"hammer_ulti_explosion","Object",,,230,,,,,,
"explosion_1150",,,,,200,200,,"Sound_Gen_explosion","Effect",,,,"Gen_small_explosion","Object",,,100,,,,,,
"explosion_1200",,,,,200,200,,"Sound_Gen_explosion","Effect",,,,"Gen_small_explosion","Object",,,100,,,,,,
"explosion_200",,,,,150,150,,"Sound_Gen_small_explosion","ParticleEmitter",,,"Small_Dust_emitter_70",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Small_explosion_streaks_emitter_70",,"Object",,,,,,,,,
,,,,,,,,,"SWF","sc/effects.sc","gen_explosion_ring2",,,"Object","true",,70,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Gen_Small_Debris_emitter_70",,"Above",,,,,,,,,
"explosion_300",,,,,150,150,,"Sound_Gen_small_explosion","ParticleEmitter",,,"Small_Dust_emitter_95",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Small_explosion_streaks_emitter_95",,"Object",,,,,,,,,
,,,,,,,,,"SWF","sc/effects.sc","gen_explosion_ring2",,,"Object","true",,95,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Gen_Small_Debris_emitter_95",,"Above",,,,,,,,,
"explosion_450",,,,,150,50,,"Sound_Gen_small_explosion","ParticleEmitter",,,"Small_Dust_emitter_120",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Small_explosion_streaks_emitter_120",,"Object",,,,,,,,,
,,,,,,,,,"SWF","sc/effects.sc","gen_explosion_ring2",,,"Object","true",,120,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Gen_Small_Debris_emitter_120",,"Above",,,,,,,,,
"explosion_600",,,,,150,150,,"Sound_Gen_small_explosion","ParticleEmitter",,,"Small_Dust_emitter_190",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Small_explosion_streaks_emitter_190",,"Object",,,,,,,,,
,,,,,,,,,"SWF","sc/effects.sc","gen_explosion_ring2",,,"Object","true",,190,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Gen_Small_Debris_emitter_190",,"Above",,,,,,,,,
"explosion_800",,,,,150,150,,"Sound_Gen_small_explosion","ParticleEmitter",,,"Small_Dust_emitter_230",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Small_explosion_streaks_emitter_230",,"Object",,,,,,,,,
,,,,,,,,,"SWF","sc/effects.sc","gen_explosion_ring2",,,"Object","true",,230,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Gen_Small_Debris_emitter_230",,"Above",,,,,,,,,
"explosion_rocket_rose",,,,,200,50,,"explosion_rocket_rose","ParticleEmitter",,,"Small_Dust_emitter_95",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Small_explosion_streaks_emitter_95",,"Object",,,,,,,,,
,,,,,,,,,"SWF","sc/effects.sc","gen_explosion_ring2",,,"Object","true",,95,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Gen_Small_Debris_emitter_95",,"Above",,,,,,,,,
"explosion_rocket_rose_ulti",,,,,200,50,,"explosion_rocket_rose_ulti","ParticleEmitter",,,"Small_Dust_emitter_120",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Small_explosion_streaks_emitter_120",,"Object",,,,,,,,,
,,,,,,,,,"SWF","sc/effects.sc","gen_explosion_ring2",,,"Object","true",,120,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Gen_Small_Debris_emitter_120",,"Above",,,,,,,,,
"explosion_tnt_dude",,,,,200,50,,"Sound_Gen_small_explosion","ParticleEmitter",,,"cloudExplode_red",,"Object",,,,,,,"explosion_tnt_dude_red",,
,,,,,,,,,"ParticleEmitter",,,"cloudExplode_ground_red",,"GroundHigh",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"ground_fragments_lot_100",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"dynamike_explode_red",,"Above",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"fire_spark_red_short",,"Above",,,,,,,,,
,,,,,,,,,"SWF","sc/effects_brawler.sc","dynamike_attack_blue",,,"GroundHigh","TRUE",,,,,,,,
"explosion_tnt_dude_red",,,,,200,50,,"Sound_Gen_small_explosion","ParticleEmitter",,,"cloudExplode_red",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"cloudExplode_ground_red",,"GroundHigh",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"ground_fragments_lot_100",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"dynamike_explode_red",,"Above",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"fire_spark_red_short",,"Above",,,,,,,,,
,,,,,,,,,"SWF","sc/effects_brawler.sc","dynamike_attack_red",,,"Object","TRUE",,,,,,,,
"explosion_tnt_dude_ulti",,,,,450,150,,"Sound_TNT_explosion","SWF","sc/effects_brawler.sc","cloudExplode_huge",,,"Above",,,110,,,,"explosion_tnt_dude_ulti_red",,
,,,,,,,,,"SWF","sc/effects_brawler.sc","dynamike_attack_huge_blue",,,"GroundHigh","TRUE",,,,,,,,
,,,,,,,,,"SWF","sc/effects_brawler.sc","dynamike_attack_explode_huge",,,"Above",,,,,,,,,
,,,,,,,,,"SWF","sc/effects_brawler.sc","cloudExplode_huge_ground",,,"GroundHigh",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"fire_spark_red_shortHuge",,"Above",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"explosion_debris_strong",,"GroundHigh",,,,,,,,,
"explosion_tnt_dude_ulti_red",,,,,450,150,,"Sound_TNT_explosion","SWF","sc/effects_brawler.sc","cloudExplode_huge",,,"Above",,,110,,,,,,
,,,,,,,,,"SWF","sc/effects_brawler.sc","dynamike_attack_huge_red",,,"GroundHigh","TRUE",,,,,,,,
,,,,,,,,,"SWF","sc/effects_brawler.sc","dynamike_attack_explode_huge",,,"Above",,,,,,,,,
,,,,,,,,,"SWF","sc/effects_brawler.sc","cloudExplode_huge_ground",,,"GroundHigh",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"fire_spark_red_shortHuge",,"Above",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"explosion_debris_strong",,"GroundHigh",,,,,,,,,
"Solid_hit_fx",,,,,,,,"Bullet_rico_metal","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
"explosion_cactus",,,,,200,50,,"Cactus_explo","ParticleEmitter",,,"Small_Dust_emitter_95",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Small_explosion_streaks_emitter_95",,"Object",,,,,,,,,
,,,,,,,,,"SWF","sc/effects.sc","gen_explosion_ring2",,,"Object","true",,95,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Gen_Small_Debris_emitter_95",,"Above",,,,,,,,,
"explosion_cactus_ulti_red",,,,,200,50,,"Sound_Gen_small_explosion","ParticleEmitter",,,"Small_Dust_emitter_230",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Small_explosion_streaks_emitter_230",,"Object",,,,,,,,,
,,,,,,,,,"SWF","sc/effects.sc","gen_explosion_ring2",,,"Object",,,230,,,,,,
,,,,,,,,,"SWF","sc/effects.sc","cactus_field_red",,,"GroundHigh","true",,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Gen_Small_Debris_emitter_230",,"Above",,,,,,,,,
"explosion_cactus_ulti",,,,,200,50,,"Sound_Gen_small_explosion","ParticleEmitter",,,"Small_Dust_emitter_230",,"Object",,,,,,,"explosion_cactus_ulti_red",,
,,,,,,,,,"ParticleEmitter",,,"Small_explosion_streaks_emitter_230",,"Object",,,,,,,,,
,,,,,,,,,"SWF","sc/effects.sc","gen_explosion_ring2",,,"Object","true",,230,,,,,,
,,,,,,,,,"SWF","sc/effects.sc","cactus_field",,,"GroundHigh","true",,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Gen_Small_Debris_emitter_230",,"Above",,,,,,,,,
"explosion_barkeep",,,,,150,50,,"Barkeep_bottle_hit","ParticleEmitter",,,"gen_hit_flash_190",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"barkeep_shards",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"barkeep_splat",,"GroundHigh","true",,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"barkeep_smoke",,"Above",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Small_Dust_emitter_100",,"Object",,,,,,,,,
"explosion_barkeep_ulti",,,,,150,50,,"Barkeep_ulti_hit","ParticleEmitter",,,"barkeep_smoke_ulti",,"Above",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"barkeep_fire",,"GroundHigh","false",,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"barkeep_splat_ulti",,"GroundHigh","true",,,,,,,,
"explosion_bow_dude",,,,,200,50,,"Sound_Gen_small_explosion","ParticleEmitter",,,"Small_Dust_emitter_95",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Small_explosion_streaks_emitter_95",,"Object",,,,,,,,,
,,,,,,,,,"SWF","sc/effects.sc","gen_explosion_ring2",,,"Object","true",,95,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Gen_Small_Debris_emitter_95",,"Above",,,,,,,,,
"Lucha_hit",,,,,200,50,,"Punch_impact","ParticleEmitter",,,"Hit_dust_0",,"Above",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"gen_hit_flash_100",,"Above",,,,,,,,,
,,,,,,,,,"SWF","sc/effects.sc","Primo_hit",,,"Above",,,,,,,,,
"Gen_hit_melee",,,,,,,,"Punch_impact","ParticleEmitter",,,"Hit_dust_200",,"Above",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"gen_hit_flash_300",,"Above",,,,,,,,,
"Trickshot_hit_env",,,,,,,,"Trickshot_bullet","ParticleEmitter",,,"trickshot_hit_ring_emitter",,"Above",,,,,,,,,
"oasis_blocking2_explosion",,,,,300,300,,,"ParticleEmitter","sc/effects.sc",,"Rock_explo_debris1",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter","sc/effects.sc",,"Rock_explo_debris2",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter","sc/effects.sc",,"Explo_dust_100",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter","sc/effects.sc",,"ground_explosion_small_50",,"GroundHigh","true",,,,,,,,
"Green_explo_fx",,,,,,,,,"ParticleEmitter",,,"Explo_dust_120",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Grass_hit_big",,"Object",,,,,,,,,
"Green_hit_fx",,,,,,,,"Bullet_rico_grass","ParticleEmitter",,,"Green_hit",,"Object",,,,,,,,,
"darryl_shield","true","true",,,,,,,"SWF","sc/effects_brawler.sc","darryl_def_starPower_shield",,,"Object",,,100,,,,,,
"Spawn_Shield","true","true",,,,,,,"SWF","sc/effects.sc","spawnshield_fx",,,"Object",,,100,,,,,,
"Spawn_mine",,"true",,,,,,"Bo_mine_spawn","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
"Spawn_sniper_bomb",,"true",,,,,,"Piper_mine_drop","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
"bonethrower_attack",,,,,,,,"tnt_attack","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
"bonethrower_ulti",,,,,,,,"tnt_attack","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
"blackhole_attack",,,,,,,,"Mystic_atk","SWF","sc/effects.sc","blackhole_slash",,,"Object",,,100,,,,,,
"blackhole_ulti",,,,,,,,"Mystic_ulti_deploy","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
"blackhole_ulti_suck_enemy",,,,,200,100,,,"ParticleEmitter",,,"Small_Dust_emitter_230",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Small_explosion_streaks_emitter_230",,"Object",,,,,,,,,
,,,,,,,,,"SWF","sc/effects.sc","Black_hole_wortex_red",,,"GroundHigh","true",,230,,,,,,
"blackhole_ulti_suck",,,,,200,100,,"Black_hole","ParticleEmitter",,,"Small_Dust_emitter_230",,"Object",,,,,,,"blackhole_ulti_suck_enemy",,
,,,,,,,,,"ParticleEmitter",,,"Small_explosion_streaks_emitter_230",,"Object",,,,,,,,,
,,,,,,,,,"SWF","sc/effects.sc","Black_hole_wortex",,,"GroundHigh","true",,230,,,,,,
"laser_ball_throw",,,,,250,,,"Throw_bawl","SWF","sc/effects.sc","bb_kick",,,"Above",,,100,,,,,,
"laser_ball_throw_ulti",,,,,350,,,"Throw_bawl_ulti","SWF","sc/effects.sc","bb_kick_ulti",,,"Above",,,100,,,,,,
"laser_ball_catch",,,,,250,,,"Catch_bawl","SWF","sc/effects.sc","bb_catch",,,"GroundHigh","false",,30,,,,,,
"laser_ball_catch_other",,,,,250,,,,"SWF","sc/effects.sc","bb_catch",,,"Object",,,30,,,,,,
"blackhole_ulti_damage",,,,,450,150,,"Sound_TNT_explosion","ParticleEmitter",,,"Dust_emitter_lingering",,"Object",,,,,,,,,
,,,,,,,,,"SWF","sc/effects.sc","gen_explosion_ring2",,,"Object","true",,230,,,,,,
,,,,,,,,,"ParticleEmitter",,,"black_hole_projectile_afterexplosion",,"Object",,,,,,,,,
"boss","true","true",,,,,,,"ParticleEmitter",,,"boss_particle",,"Object",,,,,,,,,
"laser_ball_glow","true","true",,,,,,,"SWF","sc/effects.sc","bb_gradient",,,"Above",,,100,,,,,,
,,,,,,,,,"SWF","sc/effects.sc","bb_round",,,"GroundHigh","true",,,,,,,,
"laser_ball_glow_ulti","true","true",,,,,,,"SWF","sc/effects.sc","bb_gradient",,,"Above",,,100,,,,,,
"laser_ball_goal","true","true",,,450,450,,,"ParticleEmitter",,,"confetti_flying",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"confetti_explosion",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Gen_Big_Debris_emitter",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"huge_explosion_streaks_emitter",,"Object",,,,,,,,,
,,,,,,,,,"Effect",,,,"Gen_Explosion","Object",,,100,,,,,,
"laser_ball_fly","true","true",,,,,,,"ParticleEmitter",,,"bb_trail_small_particle",,"Object",,,,,,,,,
"laser_ball_fly_ulti","true","true",,,,,,,"ParticleEmitter",,,"bb_trail_ulti",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"fire_after_explosion",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"magic_native_particle",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Hammer_trail_rocks",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Hammer_trail_dust_100",,"Object",,,,,,,,,
"luchador_ulti_ground_hit_special",,,,,200,200,,"Sound_Gen_explosion","ParticleEmitter",,,"burning_particle_lucha",,"Object",,,,,,,,,
"luchador_ulti_ground_hit",,,,,200,200,,"Sound_Gen_explosion","Effect",,,,"hammer_ulti_explosion","Object",,,230,,,,,,
"TntDude_bone_trail_1","true","true",,"RGunBone",,,,,"ParticleEmitter",,,"gen_trail_particle_50",,"Above",,,,,,,,,
,"true","true",,,,,,,"SWF",,"tnt_flame",,,"Above",,,50,,,,,,
"TntDude_bone_trail_2","true","true",,"LGunBone",,,,,"ParticleEmitter",,,"gen_trail_particle_50",,"Above",,,,,,,,,
,"true","true",,,,,,,"SWF",,"tnt_flame",,,"Above",,,50,,,,,,
"barrel_bot_attack",,,,,200,,,"Rhinofire","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"shell_shotgun",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"muzzle_flash",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"shooting_spark_emitter",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"gen_small_smoke_emitter",,"Object",,,,,,,,,
"barrel_bot_ulti",,,,,,,,"Barrel_bot_ulti","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
"barrel_bot_ulti_loop","true","true",,,,,,,"ParticleEmitter",,,"Hammer_trail_particle_75",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Hammer_trail_rocks",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Hammer_trail_dust_75",,"Object",,,,,,,,,
"artillery_dude_turret_attack",,,,,,,,"explosion_rocket_rose","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"muzzle_flash_smaller",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"shooting_spark_emitter",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"gen_small_smoke_emitter",,"Object",,,,,,,,,
"artillery_dude_attack",,,,,200,,,"Marig_fire","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"muzzle_flash",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"shooting_spark_emitter",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"gen_small_smoke_emitter",,"Object",,,,,,,,,
"artillery_dude_ulti",,,,,,,,"Marig_ulti","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
"explosion_artillery_dude_turret",,,,,200,50,,"Sound_Gen_small_explosion","ParticleEmitter",,,"Small_Dust_emitter_120",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Small_explosion_streaks_emitter_120",,"Object",,,,,,,,,
,,,,,,,,,"SWF","sc/effects.sc","gen_explosion_ring2",,,"Object","true",,120,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Gen_Small_Debris_emitter_120",,"Above",,,,,,,,,
"Spawn_rocketgirl_bomb",,"true",,,,,,"Piper_mine_drop","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
"coop_melee_attack",,,,,,,,"Mortis_atk","Effect",,,,,"Object",,,100,,,,,,
"coop_fast_melee_attack",,,,,,,,"Jess_shoot","SWF","sc/effects.sc","electricity_attack_red",,,"Object",,,30,,,,,,
"coop_boss_attack",,,,,,,,"Mortis_atk","Effect",,,,,"Object",,,100,,,,,,
"coop_ranged_attack",,,,,,,,"LaserShot01","SWF","sc/effects.sc","muzzle_flash",,,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"shell_shotgun",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"muzzle_flash_smaller",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"shooting_spark_emitter",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"gen_small_smoke_emitter",,"Object",,,,,,,,,
"coop_boss_ranged_attack",,,,,,,,"Robotfire","SWF","sc/effects.sc","muzzle_flash",,,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"shell_shotgun",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"muzzle_flash_smaller",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"shooting_spark_emitter",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"gen_small_smoke_emitter",,"Object",,,,,,,,,
"boss_extra_death_effect",,,,,200,200,,"Sound_Gen_explosion","Effect",,,,"hammer_ulti_explosion","Object",,,230,,,,,,
"robo_spawn","true",,,,,,,,"ParticleEmitter",,,"magic_spark_exlposion",,"Above",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Gen_dust_emitter_big",,"Above",,,,,,,,,
"explosion_cluster_bomb_air",,,,,200,50,,"Sound_Gen_small_explosion","ParticleEmitter",,,"Small_Dust_emitter_120",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Small_explosion_streaks_emitter_120",,"Object",,,,,,,,,
,,,,,,,,,"SWF","sc/effects.sc","gen_explosion_ring2",,,"Object","true",,120,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Gen_Small_Debris_emitter_120",,"Above",,,,,,,,,
"tutorial_robo_spawn","true",,,,,,,"Roboturret","ParticleEmitter",,,"magic_spark_exlposion",,"Above",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Gen_dust_emitter_big",,"Above",,,,,,,,,
"hammer_dude_attack",,,,,200,,,"Hammer_hit","ParticleEmitter",,,"Small_explosion_streaks_emitter_100",,"Object",,,,,,,,,
,,,,,,,,,"SWF","sc/effects.sc","gen_explosion_ring2",,,"Object","true",,,,,,,,
"hammer_dude_ulti",,,,,450,150,,"Hammer_u_hit","ParticleEmitter",,,"Small_explosion_streaks_emitter_100",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"ground_fragments_lot_100",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Hammer_ulti_cracks",,"GroundHigh","true",,,,,,,,
,,,,,,,,,"SWF","sc/effects.sc","gen_explosion_ring2",,,"Object","true",,,,,,,,
"gold_Trail","true",,,,,,,,"ParticleEmitter",,,"gold_trail_emitter",,"Object",,,,,,,,,
"gold_no_hit",,,,,,,,"Marig_nohit","ParticleEmitter",,,"gold_no_hit_explosion",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"no_hit_effect",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"gen_hit_flash_100",,"Object",,,,,,,,,
"gold_hit",,,,,,,,"Marig_hit","ParticleEmitter",,,"gold_hit_explosion",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"no_hit_effect",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"gen_hit_flash_100",,"Object",,,,,,,,,
"SpawnArtilleryTurret",,"true",,,,,,"Penny_turret_spawn","ParticleEmitter","sc/effects.sc",,"Gen_dust_emitter",,"Object",,,,,,,,,
"hammer_dude_start_attack",,,,,200,,,"Hammer_atk","SWF","sc/effects.sc",,,,"Object",,,,,,,,,
"hammer_dude_start_ulti",,,,,200,,,"Hammer_u_atk","SWF","sc/effects.sc",,,,"Object",,,,,,,,,
"stunned","true","true",,,,,,,"ParticleEmitter",,,"stunned_particle",,"Above",,,,,,,,,
"Crow_bone_trail_1","true","true",,"R_wing_04_s",,,,,"ParticleEmitter",,,"crow_flame_trail_large_particle",,"Above",,,,,,,,,
"Crow_bone_trail_2","true","true",,"L_wing_04_s",,,,,"ParticleEmitter",,,"crow_flame_trail_large_particle",,"Above",,,,,,,,,
"Crow_bone_trail_3","true","true",,"R_wing_03_s",,,,,"ParticleEmitter",,,"crow_flame_trail_small_particle",,"Above",,,,,,,,,
"Crow_bone_trail_4","true","true",,"L_wing_03_s",,,,,"ParticleEmitter",,,"crow_flame_trail_small_particle",,"Above",,,,,,,,,
