Name,Character,Model,CameraModel,IdleAnim,WalkAnim,PrimarySkillAnim,SecondarySkillAnim,PrimarySkillRecoilAnim,PrimarySkillRecoilAnim2,SecondarySkillRecoilAnim,SecondarySkillRecoilAnim2,ReloadingAnim,PushbackAnim,HappyAnim,HappyLoopAnim,SadAnim,SadLoopAnim,HeroScreenIdleAnim,HeroScreenAnim,HeroScreenLoopAnim,SignatureAnim,EnterAnim,ProfileAnim,BossAutoAttackAnim,BossAutoAttackRecoilAnim,BossAutoAttackRecoilAnim2,IdleFace,WalkFace,HappyFace,HappyLoopFace,SadFace,SadLoopFace,HeroScreenIdleFace,HeroScreenFace,HeroScreenLoopFace,SignatureFace,ProfileFace,HappyEffect,SadEffect,HeadRotationIngame,HatScaleIngame,PetInSameSprite,AttackLocksAttackAngle,UltiLocksAttackAngle,MainAttackProjectile,UltiProjectile,MainAttackEffect,UltiAttackEffect,UseBlueTextureInMenus,MainAttackUseEffect,UltiUseEffect,MeleeHitEffect,SpawnEffect,UltiLoopEffect,UltiLoopEffect2,SpawnedItem,KillCelebrationSoundVO,InLeadCelebrationSoundVO,StartSoundVO,UseUltiSoundVO,TakeDamageSoundVO,DeathSoundVO,AttackSoundVO,BoneEffect1,BoneEffect2,BoneEffect3,BoneEffect4,BoneEffectUse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MechanicKnightDark,Mechanic,jessie_knight_geo.scw,jessie_base_cam.scw,JunkerKnightDarkIdle,JunkerKnightWalk,JunkerKnightDarkPrimary,JunkerKnightDarkUltiAttack,JunkerKnightDarkRecoil,,JunkerKnightDarkUltiRecoil,,JunkerKnightDarkReload,JunkerKnightDarkPushback,JunkerKnightDarkBattleWin,JunkerKnightDarkBattleWinloop,JunkerKnightDarkLose,JunkerKnightDarkLoseloop,JunkerKnightDarkWinloop,JunkerKnightDarkWin,JunkerKnightDarkWinloop,JunkerKnightDarkBattleWin,JunkerKnightDarkIdle,JunkerKnightDarkPortrait,,,,Jessie002Still,Jessie002Still,Jessie002Win,Jessie002WinLoop,Jessie002Lose,Jessie002LoseLoop,Jessie002WinLoop,Jessie002Win,Jessie002WinLoop,Jessie002Win,Jessie002Still,,,,,true,,,Jessie004Projectile1,Jessie004UltiProjectile,jessie_003_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurretDragonDark,MechanicTurret,turret_dragon_geo.scw,portrait_cam.scw,Turret,Turret,Turret,Turret,TurretAttack,,Turret,,Turret,TurretIdle,TurretSpawn,TurretIdle,,TurretIdle,TurretWinloop,TurretWin,TurretWinloop,,TurretIdle,Turret,,,,,,,,,,,,,,,,,,,,,,,,jessie_004_turret_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HammerDudeDJ,HammerDude,frank_dj_geo.scw,frank_base_cam.scw,FrankIdle,FrankWalk,FrankPrimary,FrankSecondary,FrankRecoil,,FrankRecoil2,,FrankReloading,FrankPushback,FrankWin,FrankWinloop,FrankLose,FrankLoseloop,FrankIdle,FrankWin,FrankWinloop,FrankWin,FrankIdle,FrankProfile,,,,FrankDJIdle,FrankDJIdle,FrankDJWin,FrankDJWinLoop,FrankDJIdle,FrankDJIdle,FrankDJIdle,FrankDJIdle,FrankDJIdle,FrankDJIdle,FrankDJIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NinjaWolf,Ninja,leon_wolf_geo.scw,leon_wolf_portrait.scw,LeonWolfIdle,LeonWolfWalk,LeonWolfAttack,LeonWolfSecondary,LeonWolfRecoil,LeonWolfRecoil2,LeonWolfRecoil,,LeonWolfReload,LeonWolfPushBack,LeonWolfWin,LeonWolfHappyLoop,LeonWolfLose,LeonWolfLoseLoop,LeonWolfIdle,LeonWolfWin,LeonWolfHappyLoop,LeonWolfWin,LeonWolfIdle,LeonWolfProfile,,,,LeonWolfIdle,LeonWolfIdle,LeonWolfWin,LeonWolfIdle,LeonWolfIdle,LeonWolfIdle,LeonWolfIdle,LeonWolfWin,LeonWolfIdle,LeonIdle,LeonWolfIdle,,,,,,,,Leon002Projectile,,leon_002_atk,,,,,,,,,,,,,Leon_wolf_ulti_vo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpeedyDefault,Speedy,max_geo.scw,max_portrait.scw,MaxIdle,MaxWalk,MaxPrimary,MaxSecondary,MaxRecoil,,MaxSecondaryRecoil,,MaxReload,MaxPushback,MaxWin,MaxWinloop,MaxLose,MaxLoseloop,MaxIdle,MaxWin,MaxWinloop,MaxWin,MaxIdle,MaxPortrait,,,,MaxStill,MaxStill,MaxWin,MaxWinLoop,MaxLose,MaxLoseLoop,MaxWinLoop,MaxWin,MaxWinLoop,MaxWin,MaxWin,,,,,,,,,,max_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LuchadorBrown,Luchador,primo_brown_geo.scw,primo_brown_portrait.scw,LuchadorBrownIdle,LuchadorBrownWalk,LuchadorBrownPrimary,LuchadorBrownSecondary,LuchadorBrownRecoil1,LuchadorBrownRecoil2,LuchadorBrownRecoil1,,,LuchadorBrownPushback,LuchadorBrownWin,LuchadorBrownWinloop,LuchadorBrownLose,LuchadorBrownLoseloop,LuchadorBrownIdle,LuchadorBrownWin,LuchadorBrownWinloop,LuchadorBrownWin,LuchadorBrownIdle,LuchadorBrownProfile,,,,BrownIdle,BrownIdle,BrownWin,BrownWinLoop,BrownLose,BrownLoseLoop,BrownIdle,BrownHS,BrownIdle,BrownIdle,BrownIdle,primo_003_win,primo_003_lose,,,,,,Primo003Projectile,,primo_003_atk_use,,,,primo_003_ulti_trail,,,,,,LL_Kill,No_vo,LL_Start,No_vo,LL_Hurt,LL_Die,No_vo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HomerDefault,Homer,spike_geo.scw,spike_base_cam.scw,SpikeIdle,SpikeWalk,SpikePrimary,SpikeSecondary,SpikeRecoil,,SpikeRecoil2,,SpikeReload,SpikeIdle,SpikeWin,SpikeWinloop,SpikeLose,SpikeLoseloop,SpikeIdle,SpikeWin,SpikeWinloop,SpikeWin,SpikeIdle,SpikeProfile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrickshotDudeTotal,TrickshotDude,rico_og_geo.scw,rico_base_cam.scw,RicoIdle,RicoWalk,RicoPrimary,RicoSecondary,RicoRecoil,,RicoRecoil,,RicoReload,RicoPushback,RicoWin,RicoWinloop,RicoLose,RicoLoseloop,RicoIdle,RicoWin,RicoWinloop,RicoWin,RicoIdle,RicoProfile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NinjaSally,Ninja,leon_sally_geo.scw,leon_base_cam.scw,LeonIdle,LeonWalk,LeonAttack,LeonSecondary,LeonRecoil,LeonRecoil2,LeonRecoil,,LeonReload,LeonPushback,LeonSallyWin,LeonSallyWinloop,LeonLose,LeonLoseloop,LeonIdle,LeonSallyWin,LeonSallyWinloop,LeonSallyWin,LeonIdle,LeonProfile,,,,LeonIdle,LeonIdle,LeonWin,LeonWinLoop,LeonLose,LeonLoseLoop,LeonIdle,LeonWin,LeonWinLoop,LeonIdle,LeonIdle,,,,,,,,Leon003Projectile,,,,,leon_003_atk,leon_003_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WhirlwindLeonard,Whirlwind,carl_leonard_geo.scw,carl_leonard_cam.scw,CarlIdle,CarlWalk,CarlAttack,CarlSecondary,CarlAttackRecoil,,CarlSecondaryRecoil,,CarlReload,CarlIdle,CarlWin,CarlWinloop,CarlLose,CarlLoseloop,CarlIdle,CarlWin,CarlWinloop,CarlWin,CarlIdle,CarlProfile,,,,CarlLeonardIdle,CarlLeonardIdle,CarlLeonardHappy,CarlLeonardIdle,CarlLeonardSad,CarlLeonardSadLoop,CarlLeonardIdle,CarlLeonardIdle,CarlLeonardIdle,CarlLeonardIdle,CarlLeonardIdle,,carl_004_lose,,,,,,Carl004Projectile,,,,,carl_004_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TntDudeSantaRope,,dynamike_santa_rope_geo.scw,dynamike_base_cam.scw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WhirlwindPirate,Whirlwind,carl_pirate_geo.scw:boatGeo+bodyGeo+headGeo+hatGeo+anchorGeo,carl_base_cam.scw,CarlPirateIdle,CarlPirateWalk,CarlPirateAttack,CarlPirateSecondary,CarlPirateAttackRecoil,,CarlPirateSecondaryRecoil,,CarlPirateReload,CarlPiratePushback,CarlPirateWin,CarlPirateWinloop,CarlPirateLose,CarlPirateLoseloop,CarlPirateIdle,CarlPirateWin,CarlPirateWinloop,CarlPirateWin,CarlPirateIdle,CarlPirateProfile,,,,CarlPirateIdle,CarlPirateIdle,CarlPirateIdle,CarlPirateIdle,CarlPirateAngry,CarlPirateAngryloop,CarlPirateIdle,CarlPirateIdle,CarlPirateIdle,CarlPirateIdle,CarlPirateProfile,,,,,,,,Carl005Projectile,,,,,,,,,,carl_005_ulti_ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GunslingerPirate,Gunslinger,colt_pirate_geo.scw,colt_base_cam.scw,GunslingerPirateIdle,GunslingerPirateWalk,GunslingerPiratePrimary,GunslingerPiratePrimary,GunslingerPirateRecoil,GunslingerPirateRecoil2,GunslingerPirateRecoil,GunslingerPirateRecoil2,GunslingerPirateReload,GunslingerPiratePushBack,GunslingerPirateWin,GunslingerPirateWinloop,GunslingerPirateLose,GunslingerPirateLoseloop,GunslingerPirateIdle,GunslingerPirateWin,GunslingerPirateWinloop,GunslingerPirateWin,GunslingerPirateIdle,GunslingerPirateProfile,,,,Colt003Still,Colt003Still,Colt003Win,Colt003WinLoop,Colt003Lose,Colt003LoseLoop,Colt003WinLoop,Colt003Win,Colt003WinLoop,Colt003Win,Colt003Still,,,,,,,,Colt003Projectile,Colt003UltiProjectile,colt_003_atk,colt_003_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CtfGift,,item_present_red.scw,portrait_cam.scw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpeedyGT,Speedy,max_geo.scw,max_portrait.scw,MaxIdle,MaxWalk,MaxPrimary,MaxSecondary,MaxRecoil,,MaxSecondaryRecoil,,MaxReload,MaxPushback,MaxWin,MaxWinloop,MaxLose,MaxLoseloop,MaxIdle,MaxWin,MaxWinloop,MaxWin,MaxIdle,MaxPortrait,,,,MaxStill,MaxStill,MaxWin,MaxWinLoop,MaxLose,MaxLoseLoop,MaxWinLoop,MaxWin,MaxWinLoop,MaxWin,MaxWin,,,,,,,,,,max_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeeSniperDefaultAddonBee,,bee_geo.scw,,BeeSmallIdle,,,,,,,,,,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeeSniperLadyBug,BeeSniper,bea_ladybug_geo.scw,bea_portrait.scw,BeaIdle,BeaWalk,BeaAttack,BeaAttack,BeaRecoil,,BeaRecoil,,BeaReload,BeaPushback,BeaWin,BeaWinloop,BeaLose,BeaLoseloop,BeaIdle,BeaWin,BeaWinloop,BeaWin,BeaIdle,BeaPortrait,,,,BeaStill,BeaStill,BeaWin,BeaWinLoop,BeaLose,BeaLoseLoop,BeaWinLoop,BeaWin,BeaWinLoop,BeaWin,BeaStill,,,,,,true,true,,,,bea_def_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PocoPirate,DeadMariachi,poco_pirate_geo.scw,poco_base_cam.scw,PocoPirateIdle,PocoPirateWalk,PocoAttack,PocoSecondary,PocoRecoil,,PocoRecoil,,PocoReload,PocoPushback,PocoPirateHappy,PocoPirateHappyLoop,PocoPirateLose,PocoPirateLoseloop,PocoPirateIdle,PocoPirateHappy,PocoPirateHappyLoop,PocoPirateHappy,PocoPirateIdle,PocoPirateProfile,,,,,,,,,,,,,,,,,,,,,,Poco003Projectile,Poco003UltiProjectile,poco_003_atk_direct,,,poco_003_atk_root,poco_003_atk_root,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeeSniperLadyBugAddonBee,,bee_ladybug_geo.scw,,BeeSmallIdle,,,,,,,,,,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,BeeSmallIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DrillerDefault,Driller,jacky_geo.scw,jacky_portrait.scw,JackyIdle,JackyWalk,JackyAttack,JackySuper,JackyRecoil,,JackySuperRecoil,,JackyIdle,JackyIdle,JackyHappy,JackyHappyLoop,JackyLose,JackyLoseloop,JackyIdle,JackyHappy,JackyHappyLoop,JackyHappy,JackyIdle,JackyPortrait,,,,JackyStill,JackyStill,JackyWin,JackyWinLoop,JackyLose,JackyLoseLoop,JackyWinLoop,JackyWin,JackyWinLoop,JackyWinLoop,JackyStill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArcadeVirus,Arcade,8bit_virus_geo.scw,8bit_virus_portrait.scw,8bitVirusIdle,8BitVirusWalk,8bitVirusAttack,8bitVirusIdle,8bitVirusRecoil,,8bitVirusIdle,,8bitVirusReload,8bitVirusPushback,8bitVirusWin,8bitVirusWinloop,8bitVirusLose,8bitVirusLoseloop,8bitVirusWinloop,8bitVirusWin,8bitVirusWinloop,8bitVirusWin,8bitVirusIdle,8bitVirusProfile,,,,ArcadeVirusFace,ArcadeVirusFace,ArcadeVirusFace,ArcadeVirusFaceloop,ArcadeVirusLose,ArcadeVirusLoseloop,ArcadeVirusFaceloop,ArcadeVirusFace,ArcadeVirusFaceloop,,ArcadeVirusFaceloop,,,,,,,,Arcade002Projectile,Arcade002UltiProjectile,arcade_002_atk,,true,,,,,,,,8bit_Virus_Kill_VO,8bit_Virus_Lead_VO,8bit_Virus_Start_VO,8bit_Virus_Ulti_VO,8bit_Virus_Hurt_VO,8bit_Virus_Die_VO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlackHoleStreetNinja,BlackHole,tara_streetninja_geo.scw,tara_streetninja_portrait.scw,TaraStreetninjaIdle,TaraStreetninjaWalk,TaraStreetninjaPrimary,TaraStreetninjaSecondary,TaraStreetninjaRecoil,,TaraStreetninjaSecondaryRecoil,,TaraStreetninjaReload,TaraStreetninjaIdle,TaraStreetninjaWin,TaraStreetninjaWinloop,TaraStreetninjaLose,TaraStreetninjaLoseloop,TaraStreetninjaIdle,TaraStreetninjaWin,TaraStreetninjaWinloop,TaraStreetninjaWin,TaraStreetninjaIdle,TaraStreetninjaProfile,,,,TaraStreeninjaFaceIdle,TaraStreeninjaFaceIdle,TaraStreeninjaFaceIdle,TaraStreeninjaFaceIdle,TaraStreeninjaFaceIdle,TaraStreeninjaFaceIdle,TaraStreeninjaFaceIdle,TaraStreeninjaFaceIdle,TaraStreeninjaFaceIdle,TaraStreeninjaFaceIdle,TaraStreeninjaFaceIdle,,,,,,true,true,Tara002Projectile,Tara002UltiProjectile,tara_002_atk,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BaseballGamer,Baseball,bibi_gamer_geo.scw,bibi_gamer_portrait.scw,BibiGamerIdle,BibiGamerWalk,BibiGamerPrimary,BibiGamerSecondary,BibiGamerRecoil,,BibiGamerRecoil2,,,BibiGamerPushback,BibiGamerWin,BibiGamerWinloop,BibiGamerLose,BibiGamerLoseloop,BibiGamerIdle,BibiGamerWin,BibiGamerWinloop,BibiGamerWin,BibiGamerIdle,BibiGamerProfile,,,,Bibi002Still,Bibi002Still,Bibi002Win,Bibi002WinLoop,Bibi002Lose,Bibi002LoseLoop,Bibi002WinLoop,Bibi002Win,Bibi002WinLoop,Bibi002Win,Bibi002Still,,,,,,,,,Bibi002UltiProjectile,bibi_002_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SniperValentines,Sniper,piper_valentines_geo.scw,piper_valentines_cam.scw,SniperValentinesIdle,SniperValentinesWalk,SniperValentinesAttack,SniperSecondary,SniperValentinesRecoil,,SniperValentinesRecoil,,SniperValentinesReload,SniperPushback,SniperValentinesWin,SniperValentinesWinloop,SniperValentinesLose,SniperValentinesLoseloop,SniperValentinesIdle,SniperValentinesWin,SniperValentinesWinloop,SniperValentinesWin,SniperValentinesIdle,SniperProfile,,,,PiperStillOpen,PiperStillOpen,PiperWin,PiperWinLoop,PiperLose,PiperLoseLoop,PiperWinLoop,PiperWin,PiperWinLoop,PiperWin,PiperStillClosed,,,,,,true,,Piper002Projectile,,piper_002_atk,,,,piper_002_ulti,,,,,Piper002Bomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShamanKoala,Shaman,nita_koala_geo.scw,nita_base_cam.scw,ShamanIdle,ShamanWalk,ShamanAttack,ShamanSecondary,ShamanRecoil,,ShamanRecoil,,ShamanReload,ShamanPushback,ShamanWin,ShamanWinloop,ShamanLose,ShamanLoseloop,ShamanIdle,ShamanWin,ShamanWinloop,ShamanWin,ShamanIdle,ShamanProfile,,,,NitaStill,NitaStill,NitaWin,NitaWinLoop,NitaLose,NitaLoseLoop,NitaWinLoop,NitaWin,NitaWinLoop,NitaWin,NitaStill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShamanBearKoala,ShamanPet,bear_koala_geo.scw,portrait_cam.scw,BearShibaIdle,BearWalk,BearAttack,BearShibaIdle,BearRecoil,,BearShibaIdle,,BearShibaIdle,BearPushback,BearShibaIdle,BearShibaIdle,BearShibaIdle,BearShibaIdle,BearShibaIdle,BearShibaIdle,BearShibaIdle,BearShibaIdle,BearShibaIdle,BearShibaIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpawnerPetDefault,SpawnerPet,mrp_pet_geo.scw:base_GEO+body_GEO+beak_top_GEO+beak_bottom_GEO,portrait_cam.scw,MrPPetIdle,MrPPetWalk,MrPPetIdle,MrPPetIdle,MrPPetIdle,,MrPPetIdle,,MrPPetIdle,MrPPetIdle,MrPPetIdle,MrPPetIdle,MrPPetIdle,MrPPetIdle,MrPPetIdle,MrPPetIdle,MrPPetIdle,MrPPetIdle,MrPPetIdle,MrPPetIdle,,,,MrPPetOn,MrPPetOn,MrPPetOn,MrPPetOn,MrPPetOn,MrPPetOn,MrPPetOn,MrPPetOn,MrPPetOn,MrPPetOn,MrPPetOn,,,,,,,,,,mrp_def_pet_attack,,,,,,mrp_def_pet_summon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpawnerDudeTurretDefault,SpawnerDudeTurret,mrp_pet_geo.scw,portrait_cam.scw,MrPSpawnerIdle,MrPSpawnerIdle,MrPSpawnerIdle,MrPSpawnerIdle,MrPSpawnerIdle,,MrPSpawnerIdle,,MrPSpawnerIdle,MrPSpawnerIdle,MrPSpawnerSpawn,MrPSpawnerSpawnLoop,MrPSpawnerIdle,MrPSpawnerIdle,MrPSpawnerIdle,MrPSpawnerSpawn,MrPSpawnerSpawnLoop,MrPSpawnerIdle,MrPSpawnerIdle,MrPSpawnerIdle,,,,MrPPetOff,MrPPetOff,MrPPetOff,MrPPetOff,MrPPetOff,MrPPetOff,MrPPetOn,MrPPetOn,MrPPetOn,MrPPetOn,MrPPetOn,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpawnerDudeAgentP,SpawnerDude,mrp_agentp_geo.scw,mrp_portrait.scw,MrPIdle,MrPWalk,MrPAttack,MrPAttack,MrPRecoil,,MrPRecoil,,,MrPPushBack,MrPAgentWin,MrPAgentWinloop,MrPLose,MrPLoseloop,MrPIdle,MrPAgentWin,MrPAgentWinloop,MrPAgentWin,MrPIdle,MrPPortrait,,,,,,,,,,,,,,,,,,,,true,,,,mrp_def_atk,mrp_def_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpawnerPetAgentP,SpawnerPet,mrp_pet_geo.scw:base_GEO+body_GEO+beak_top_GEO+beak_bottom_GEO,portrait_cam.scw,MrPPetIdle,MrPPetWalk,MrPPetIdle,MrPPetIdle,MrPPetIdle,,MrPPetIdle,,MrPPetIdle,MrPPetIdle,MrPPetIdle,MrPPetIdle,MrPPetIdle,MrPPetIdle,MrPPetIdle,MrPPetIdle,MrPPetIdle,MrPPetIdle,MrPPetIdle,MrPPetIdle,,,,MrPAgentpPetOn,MrPAgentpPetOn,MrPAgentpPetOn,MrPAgentpPetOn,MrPAgentpPetOn,MrPAgentpPetOn,MrPAgentpPetOn,MrPAgentpPetOn,MrPAgentpPetOn,MrPAgentpPetOn,MrPAgentpPetOn,,,,,,,,,,mrp_def_pet_attack,,,,,,mrp_def_pet_summon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpawnerDudeTurretAgentP,SpawnerDudeTurret,mrp_pet_geo.scw,portrait_cam.scw,MrPSpawnerIdle,MrPSpawnerIdle,MrPSpawnerIdle,MrPSpawnerIdle,MrPSpawnerIdle,,MrPSpawnerIdle,,MrPSpawnerIdle,MrPSpawnerIdle,MrPSpawnerSpawn,MrPSpawnerSpawnLoop,MrPSpawnerIdle,MrPSpawnerIdle,MrPSpawnerIdle,MrPSpawnerSpawn,MrPSpawnerSpawnLoop,MrPSpawnerIdle,MrPSpawnerIdle,MrPSpawnerIdle,,,,MrPAgentpPetOff,MrPAgentpPetOff,MrPAgentpPetOff,MrPAgentpPetOff,MrPAgentpPetOff,MrPAgentpPetOff,MrPAgentpPetOn,MrPAgentpPetOn,MrPAgentpPetOn,MrPAgentpPetOn,MrPAgentpPetOn,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlowerDefault,Blower,gale_geo.scw,gale_base_cam.scw,GaleIdle,GaleWalk,GalePrimary,GalePrimary,GaleRecoil,,GaleRecoil,,GaleIdle,GalePushback,GaleWin,GaleWinloop,GaleLose,GaleLoseloop,GaleIdle,GaleWin,GaleWinloop,GaleWin,GaleIdle,GalePortrait,,,,,,,,,,,,,,,,,,,,true,true,,,gale_def_atk,gale_def_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ControllerDefault,Controller,nani_geo.scw,nani_base_cam.scw,NaniIdle,NaniWalk,NaniAttack,NaniSecondary,NaniRecoil,,,,NaniReload,NaniPushback,NaniWin,NaniWinloop,NaniLose,NaniLoseloop,NaniIdle,NaniWin,NaniWinloop,NaniWin,NaniIdle,NaniPortrait,,,,,,,,,,,,,,,,,,,true,true,,,,jessie_003_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WallyDefault,Wally,sprout_geo.scw,sprout_portrait.scw,SproutIdle,SproutWalk,SproutPrimary,SproutPrimary,SproutRecoil,,SproutRecoil,,SproutReload,SproutPushback,SproutWin,SproutWinloop,SproutLose,SproutLoseloop,SproutIdle,SproutWin,SproutWinloop,SproutWin,SproutIdle,SproutPortrait,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BarrelBotFootball,BarrelBot,darryl_fb_geo.scw,darryl_base_cam.scw,DarrylFootballIdle,DarrylFootballWalk,DarrylFootballPrimary,DarrylFootballSecondary,DarrylFootballRecoil,DarrylFootballRecoil2,DarrylFootballRecoil,,DarrylFootballReload,DarrylFootballPushback,DarrylFootballWin,DarrylFootballWinloop,DarrylFootballLose,DarrylFootballLoseloop,DarrylFootballIdle,DarrylFootballWin,DarrylFootballWinloop,DarrylFootballWinloop,DarrylFootballHide,DarrylFootballProfile,,,,,,,,,,,,,,,,,,,,,,Darryl003Projectile,,darryl_003_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShotgunGirlFootball,ShotgunGirl,shelly_fb_geo.scw,shelly_base_cam.scw,ShellyIdle,ShellyWalk,ShellyPrimary,ShellySecondary,ShellyRecoil,,ShellyRecoil,,ShellyReload,ShellyPushback,ShellyWin,ShellyWinloop,ShellyLose,ShellyLoseloop,ShellyIdle,ShellyWin,ShellyWinloop,ShellyWin,ShellyIdle,ShellyProfile,,,,ShellyFace,ShellyFace,ShellyHappy,ShellyFace,ShellySad,ShellySadLoop,ShellyFace,ShellyHappy,ShellyFace,ShellyHappy,ShellyStill,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
